DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;AREA;fex_c_2011
2466170;1;3;1;80;1;2; ; ; ;2; ;2; ;1;3; ;4; ;1;07;05;05;1009,33783040235
2466172;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1255,39528723236
2466174;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1101,80374526407
2466175;1;2;1;80;1;1;4;8; ;2; ;2; ; ; ; ;9;2;1;07;05;05;999,094631170351
2466175;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;999,094631170351
2466175;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;999,094631170351
2466176;1;2;1;80;1;1;2;6; ;2; ;2; ; ;1; ;7;1;1;07;05;05;1021,39630300932
2466177;1;1;1;80;1;1;3;5; ;3; ;2; ; ; ; ;11;2;1;07;05;05;1136,86600854528
2466177;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1136,86600854528
2466178;1;3;1;80;1;1;3;2; ;2; ;2; ; ; ; ;2;2;1;07;05;05;1154,4034408806
2466178;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1154,4034408806
2466179;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;330,54112357922
2466181;1;1;1;80;1;1;2;8; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1011,05509814431
2466182;1;1;1;80;1;1;4;9;LOS HIJOS NO QUERIAN QUE LABORARA MAS;3; ;2; ; ; ; ;11;2;1;07;05;05;838,930936910775
2466182;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;838,930936910775
2466183;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1073,99599862586
2466184;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1075,71326636781
2466187;1;3;1;80;1;1;1;4; ;2; ;1;150000; ; ; ;2;2;1;07;05;05;1156,12070862256
2466189;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;1063,74595507954
2466192;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;969,42068257182
2466194;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1276,33112267153
2466196;1;1;1;80;1;1;4;4; ;2; ;2; ; ;4; ;1;1;1;07;05;05;1231,28928668601
2466196;1;2;1;80;1;1;2;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;1231,28928668601
2466197;1;1;1;80;1;1;4;8; ;2; ;2; ; ;4; ;8;1;1;07;05;05;1067,32942478182
2466200;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;1176,97232332752
2466200;1;2;1;80;1;2; ; ; ;1;2;2; ;2; ;.; ; ;1;07;05;05;1176,97232332752
2466201;1;1;1;80;1;1;4;9;NO DESEABA LABORAR;2; ;2; ; ; ; ;9;2;1;07;05;05;1123,18827382936
2466201;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;07;05;05;1123,18827382936
2466202;1;5;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;07;05;05;791,959135240964
2466202;1;7;1;80;1;2; ; ; ;2; ;2; ;1;2; ;7; ;1;07;05;05;791,959135240964
2466202;1;8;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;07;05;05;791,959135240964
2466203;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;960,945679667128
2466203;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;960,945679667128
2466203;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;960,945679667128
2466204;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1149,10270343637
2466205;1;1;1;80;1;1;3;8; ;2; ;2; ; ; ; ;9;2;1;07;05;05;984,964619248056
2466205;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;984,964619248056
2466206;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1041,41499517482
2466206;1;5;1;80;1;2; ; ; ;2; ;2; ;1;3; ;2; ;1;07;05;05;1041,41499517482
2466206;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1041,41499517482
2466207;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1189,08172451985
2466207;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1189,08172451985
2466212;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;07;05;05;1215,74535000978
2466212;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1215,74535000978
2466213;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;8;2;1;07;05;05;1123,03933961099
2466215;1;2;1;80;1;1;4;1; ;2; ;2; ; ; ; ;9;2;1;07;05;05;950,702480435126
2466215;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;950,702480435126
2466215;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;950,702480435126
2466219;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;973,004152274099
2466220;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;858,334571206425
2466220;1;7;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;858,334571206425
2466220;1;8;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;858,334571206425
2466222;1;1;1;80;1;1;4;1; ;2; ;2; ; ;4; ;9;1;1;07;05;05;1093,54144030171
2466222;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1093,54144030171
2466223;1;1;1;80;1;1;3;1; ;2; ;2; ; ; ; ;9;2;1;07;05;05;986,681886990012
2466224;1;1;1;80;1;1;2;8; ;3; ;2; ; ; ; ;1;2;1;07;05;05;1176,97232332752
2466224;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1176,97232332752
2466227;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;974,721420016055
2466228;1;3;1;80;1;1;1;2; ;2; ;1;90000; ; ; ;2;2;1;07;05;05;1156,12070862256
2466230;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;579,428900317427
2466230;1;8;1;80;1;1;1;2; ;2; ;2; ; ;1; ;2;1;1;07;05;05;579,428900317427
2466232;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;910,303347329616
2466232;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;910,303347329616
2466235;1;1;1;80;1;1;2;4; ;3; ;2; ; ; ; ;4;2;1;07;05;05;1101,80374526407
2466235;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1101,80374526407
2466236;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;07;05;05;1035,87416219352
2466236;1;3;1;80;1;1;2;8; ;2; ;2; ; ;1; ;2;1;1;07;05;05;1035,87416219352
2466237;1;3;1;80;1;1;1;9;LA MAMA NO  QUIERE QUE  TRABAJE  PORQUE ALLI  CONSIGUIO MALOS VICIOS;2; ;1;120000; ; ; ;11;2;1;07;05;05;690,613017315835
2466237;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;690,613017315835
2466242;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1156,12070862256
2466242;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1156,12070862256
2466243;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1096,50300781983
2466244;1;2;1;80;1;1;4;8; ;2; ;2; ; ; ; ;4;2;1;07;05;05;896,031245503267
2466246;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1255,39528723236
2466246;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1255,39528723236
2466247;1;1;1;80;1;1;4;8; ;2; ;2; ; ;3; ;1;1;1;07;05;05;1084,60441409882
2466247;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1084,60441409882
2466250;1;1;1;80;1;1;4;5; ;3; ;2; ; ;4; ;6;1;1;07;05;05;1385,24604489527
2466250;1;2;1;80;1;1;4;8; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1385,24604489527
2466250;1;3;1;80;1;2; ; ; ;2; ;2; ;1;4; ;1; ;1;07;05;05;1385,24604489527
2466250;1;5;1;80;1;1;2;7; ;2; ;1;30000; ;1; ;7;1;1;07;05;05;1385,24604489527
2466250;1;8;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;1385,24604489527
2466252;1;3;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;07;05;05;1154,4034408806
2466252;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1154,4034408806
2466253;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;962,662947409084
2466253;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;962,662947409084
2466254;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1034,24805577026
2466255;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1154,4034408806
2466255;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1154,4034408806
2466256;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1101,80374526407
2466257;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1239,85135055613
2466257;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1239,85135055613
2466258;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1034,24805577026
2466259;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1075,95336190488
2466259;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1075,95336190488
2466260;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;753,562617345732
2466260;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;07;05;05;753,562617345732
2466261;1;1;1;80;1;1;4;1; ;2; ;2; ; ; ; ;8;2;1;07;05;05;774,218019368427
2466262;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;855,405479674691
2466263;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;854,26911622917
2466263;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;854,26911622917
2466264;1;1;1;80;1;1;4;1; ;3; ;2; ; ;4; ;8;1;1;07;05;05;1032,5307880283
2466264;1;2;1;80;1;1;4;1; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1032,5307880283
2466266;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;07;05;05;1142,16674598951
2466266;1;4;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;07;05;05;1142,16674598951
2466267;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;11;2;1;07;05;05;988,609962203282
2466267;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;988,609962203282
2466267;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;988,609962203282
2466268;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1154,4034408806
2466268;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1154,4034408806
2466271;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1140,57677194632
2466273;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1023,11357075128
2466274;1;1;1;80;1;1;3;7; ;3; ;2; ; ; ; ;8;2;1;07;05;05;917,621111423563
2466277;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1075,71326636781
2466279;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;11;2;1;07;05;05;1124,99670289002
2466279;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;07;05;05;1124,99670289002
2466282;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1199,83402409771
2466282;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1199,83402409771
2466282;1;4;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;07;05;05;1199,83402409771
2466285;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;943,506252964814
2466285;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;943,506252964814
2466285;1;6;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;07;05;05;943,506252964814
2466286;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1304,53663385051
2466291;1;3;1;80;1;1;3;7; ;3; ;2; ; ; ; ;11;2;1;07;05;05;1093,54144030171
2466292;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;1456,11114916909
2466292;1;3;1;80;1;1;3;7; ;2; ;2; ; ; ; ;4;2;1;07;05;05;1456,11114916909
2466293;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1257,11255497432
2466294;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1164,6466401126
2466295;1;1;1;80;1;1;2;9;POR LA  EDAD;2; ;2; ; ; ; ;8;2;1;07;05;05;842,279504708246
2466296;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;853,937457215423
2466297;1;4;1;80;1;2; ; ; ;2; ;2; ;1;1; ;2; ;1;07;05;05;797,921166973433
2466297;1;5;1;80;1;2; ; ; ;2; ;2; ;1;1; ;2; ;1;07;05;05;797,921166973433
2466298;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1154,4034408806
2466301;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;07;05;05;1243,28588604004
2466302;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1021,39630300932
2466303;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1154,4034408806
2466303;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1154,4034408806
2466303;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1154,4034408806
2466305;1;2;1;80;1;1;1;4; ;2; ;2; ; ; ;PERDIDA  DE   MEMORIA  POR  DERRAME CEREBRAL;12;2;1;07;05;05;1065,70331835857
2466308;1;1;1;80;1;1;1;6; ;2; ;2; ; ; ; ;11;2;1;07;05;05;852,829578061757
2466308;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;852,829578061757
2466308;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;852,829578061757
2466310;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1349,57846983603
2466313;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1104,00120408016
2466313;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1104,00120408016
2466315;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;07;05;05;1065,3720615028
2466315;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;05;05;1065,3720615028
2466318;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;1087,84978263102
2466318;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1087,84978263102
2466319;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;1140,54063956625
2466319;1;2;1;80;1;1;1;3; ;3; ;2; ; ; ; ;9;2;1;07;05;05;1140,54063956625
2466320;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;1124,99670289002
2466320;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;1124,99670289002
2466321;1;1;1;80;1;1;3;5; ;3; ;2; ; ; ; ;10;2;1;07;05;05;1034,24805577026
2466321;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;05;05;1034,24805577026
2466322;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;401,130735078724
2466323;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;565,637545784388
2466324;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;07;08;08;504,111427700288
2466325;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;589,226289974228
2466326;1;2;1;80;1;1;1;7; ;2; ;2; ; ; ; ;11;2;1;07;08;08;606,907758111137
2466328;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;682,233160534179
2466329;1;4;1;80;1;1;4;5; ;2; ;2; ; ; ; ;8;2;1;07;08;08;503,203940842193
2466329;1;5;1;80;1;1;4;5; ;2; ;2; ; ; ; ;8;2;1;07;08;08;503,203940842193
2466329;1;7;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;503,203940842193
2466330;2;2;2;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;08;08;528,742404903334
2466330;2;3;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;528,742404903334
2466331;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;4;2;1;07;08;08;486,424006240411
2466333;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;635,424293901126
2466333;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;635,424293901126
2466333;1;4;1;80;1;2; ; ; ;2; ;2; ;1;1; ;2; ;1;07;08;08;635,424293901126
2466335;1;1;1;80;1;1;1;8; ;2; ;2; ; ; ; ;5;2;1;07;08;08;417,498503715141
2466335;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;417,498503715141
2466335;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;417,498503715141
2466335;1;5;1;80;1;1;4;5; ;2; ;2; ; ; ; ;8;2;1;07;08;08;417,498503715141
2466336;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;644,74346883208
2466336;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;08;08;644,74346883208
2466337;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;07;08;08;627,202036725703
