PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7330;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20221147;11;2022;7246722;1;1;1;70;;2;574.38998635;11;1;;;;;2;5;;1000000;1;;1;4;4;REPARAR EQUIPOS DE REFRIGERACION;1;4;2;2;;1;400000;.;3115;95;9522
20221147;11;2022;7246722;1;3;1;70;;2;574.38998635;11;1;;;;;1;;30;900000;2;;;;;.;;;;2;;2;;.;.;;.
20221147;11;2022;7246723;1;3;1;70;;2;401.50255572;11;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221147;11;2022;7246724;1;1;1;70;;2;197.60323679;11;1;;;;;;;;;1;;99;5;3;SERVICIO DOMESTICO;3;1;2;2;;2;;.;9111;97;9700
20221147;11;2022;7246726;1;2;1;70;;2;530.46049617;11;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221147;11;2022;7246727;1;1;1;70;;2;395.8501863;11;1;;;;;2;1;;1000000;1;;60;0;9;SURTIR ESTANTERIAS EN SURTI FRUVER;1;2;2;2;;2;;.;9334;47;4721
20221147;11;2022;7246727;1;2;1;70;;2;395.8501863;11;1;;;;;;;;;1;;240;0;4;ATENCION AL USUARIO EN CLINICA;2;10;2;3;;2;;.;4225;86;8610
20221147;11;2022;7246727;1;3;1;70;;2;395.8501863;11;1;;;;;1;;40;1000000;1;;144;0;4;INSTALAR LUCES Y SONIDO EN EVENTOS SOCIALES;1;4;2;2;;2;;.;7413;96;9609
20221147;11;2022;7246728;1;2;1;70;;2;530.46049617;11;1;;;;;2;2;;1000000;2;;;;;.;;;;2;;2;;.;.;;.
20221147;11;2022;7246729;1;1;1;70;;2;628.19242294;11;1;;;;;1;;24;500000;1;;24;0;9;CAMATERA EN HOTEL;1;4;2;2;;2;;.;5131;55;5511
20221147;11;2022;7246729;1;5;1;70;;2;628.19242294;11;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221144;11;2022;7246731;1;2;1;70;05;1;898.30441527;05;1;;;;;;;;;1;;6;0;3;MESERA ATENCION Y SERVICIO A LA MESA DE COMIDAS Y BEBIDAS;1;5;2;2;;2;;.;5131;56;5611
20221144;11;2022;7246733;1;2;1;70;05;1;844.75242738;05;1;;;;;;;;;1;;2;0;3;VENDEDORA DE CONTENIDOS PAGINAS WEB CHAT PARA ADULTOS;4;2;2;2;;2;;.;5169;96;9609
20221144;11;2022;7246734;1;3;1;70;05;1;1283.3922026;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221144;11;2022;7246735;1;2;1;70;05;1;1340.9957685;05;;1;1;4;1;;;48;1000000;1;;24;0;3;VENDEDORA AMBULANTE DE DULCES;4;1;2;2;;2;;5131;9520;47;4799
20221144;11;2022;7246735;1;5;1;70;05;1;1340.9957685;05;1;;;;;2;2;;1000000;1;;0;2;9;PREPARACION Y VENTA DE TORTAS;4;1;2;2;;1;250000;.;7512;10;1081
20221144;11;2022;7246737;1;1;1;70;05;1;650.04118931;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
