PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P3038;P3039
20221144;11;2022;7246753;1;1;1;18;05;1;1051.4734759;05;2;1
20221144;11;2022;7246753;1;2;1;18;05;1;1051.4734759;05;1;2
20221144;11;2022;7246753;1;3;1;18;05;1;1051.4734759;05;2;1
20221144;11;2022;7246753;1;4;1;18;05;1;1051.4734759;05;2;1
20221144;11;2022;7246754;1;1;1;18;05;1;1331.9583135;05;2;1
20221144;11;2022;7246754;1;2;1;18;05;1;1331.9583135;05;1;2
20221144;11;2022;7246754;1;3;1;18;05;1;1331.9583135;05;2;1
20221144;11;2022;7246754;1;4;1;18;05;1;1331.9583135;05;1;2
20221144;11;2022;7246755;1;1;1;18;05;1;1418.7951886;05;1;2
20221144;11;2022;7246755;1;2;1;18;05;1;1418.7951886;05;2;1
20221144;11;2022;7246756;1;1;1;18;05;1;1667.8737982;05;2;1
20221144;11;2022;7246756;1;2;1;18;05;1;1667.8737982;05;2;1
20221144;11;2022;7246757;1;1;1;18;05;1;1784.099924;05;2;1
20221144;11;2022;7246757;1;2;1;18;05;1;1784.099924;05;1;2
20221144;11;2022;7246758;1;1;1;18;05;1;1573.0092697;05;1;2
20221144;11;2022;7246759;1;1;1;18;05;1;1081.432839;05;1;2
20221144;11;2022;7246759;1;2;1;18;05;1;1081.432839;05;2;1
20221144;11;2022;7246759;1;3;1;18;05;1;1081.432839;05;1;2
20221144;11;2022;7246760;1;1;1;18;05;1;1586.0179178;05;1;2
20221144;11;2022;7246760;1;2;1;18;05;1;1586.0179178;05;2;1
20221144;11;2022;7246761;1;1;1;18;05;1;1915.4704311;05;2;1
20221144;11;2022;7246762;1;1;1;18;05;1;1212.8033461;05;2;1
20221144;11;2022;7246762;1;2;1;18;05;1;1212.8033461;05;1;2
20221144;11;2022;7246763;1;1;1;18;05;1;1627.4732887;05;3;2
20221144;11;2022;7246764;1;1;1;18;05;1;1673.8168927;05;1;2
20221144;11;2022;7246766;1;1;1;18;05;1;1915.4704311;05;2;1
20221144;11;2022;7246767;1;1;1;18;05;1;2118.3664858;05;2;1
20221144;11;2022;7246767;1;2;1;18;05;1;2118.3664858;05;1;2
20221144;11;2022;7246768;1;1;1;18;05;1;1573.0092697;05;1;2
20221144;11;2022;7246769;1;1;1;18;05;1;1586.0179178;05;2;1
20221144;11;2022;7246769;1;2;1;18;05;1;1586.0179178;05;1;2
20221144;11;2022;7246771;1;1;1;18;05;1;1464.4375227;05;1;2
20221144;11;2022;7246771;1;2;1;18;05;1;1464.4375227;05;1;2
20221144;11;2022;7246771;1;3;1;18;05;1;1464.4375227;05;1;2
20221144;11;2022;7246772;1;1;1;18;05;1;1233.8046875;05;2;1
20221144;11;2022;7246773;1;1;1;18;05;1;657.4752097;05;2;1
20221144;11;2022;7246773;1;2;1;18;05;1;657.4752097;05;2;1
20221144;11;2022;7246773;1;3;1;18;05;1;657.4752097;05;2;1
20221144;11;2022;7246774;1;1;1;18;05;1;796.24284892;05;1;2
20221144;11;2022;7246774;1;2;1;18;05;1;796.24284892;05;2;1
20221144;11;2022;7246774;1;3;1;18;05;1;796.24284892;05;1;2
20221144;11;2022;7246774;1;4;1;18;05;1;796.24284892;05;4;2
20221144;11;2022;7246775;1;1;1;18;05;1;1233.8046875;05;2;1
20221144;11;2022;7246776;1;1;1;18;05;1;1258.4074158;05;1;2
20221144;11;2022;7246777;1;1;1;18;05;1;1233.8046875;05;2;1
20221144;11;2022;7246779;1;1;1;18;05;1;1013.813892;05;1;2
20221144;11;2022;7246779;1;2;1;18;05;1;1013.813892;05;2;1
20221144;11;2022;7246780;1;1;1;18;05;1;1301.9786309;05;1;2
20221144;11;2022;7246783;1;1;1;18;05;1;600.72531356;05;1;2
20221144;11;2022;7246783;1;2;1;18;05;1;600.72531356;05;2;1
20221144;11;2022;7246783;1;3;1;18;05;1;600.72531356;05;2;1
20221144;11;2022;7246783;1;4;1;18;05;1;600.72531356;05;2;1
20221144;11;2022;7246784;1;1;1;18;05;1;753.91798912;05;2;1
20221144;11;2022;7246784;1;2;1;18;05;1;753.91798912;05;2;1
20221144;11;2022;7246784;1;3;1;18;05;1;753.91798912;05;1;2
20221144;11;2022;7246784;1;6;1;18;05;1;753.91798912;05;1;2
20221144;11;2022;7246784;1;7;1;18;05;1;753.91798912;05;2;1
20221144;11;2022;7246784;1;10;1;18;05;1;753.91798912;05;2;1
20221144;11;2022;7246784;1;11;1;18;05;1;753.91798912;05;1;2
20221144;11;2022;7246785;1;1;1;18;05;1;1362.1123066;05;2;1
20221144;11;2022;7246787;1;1;1;18;05;1;1362.1123066;05;2;1
20221144;11;2022;7246788;1;1;1;18;05;1;723.7752735;05;1;2
20221144;11;2022;7246788;1;2;1;18;05;1;723.7752735;05;2;1
20221144;11;2022;7246788;1;3;1;18;05;1;723.7752735;05;1;2
20221144;11;2022;7246789;1;1;1;18;05;1;1362.1123066;05;2;1
20221144;11;2022;7246791;1;1;1;18;05;1;965.19028822;05;1;2
20221144;11;2022;7246791;1;2;1;18;05;1;965.19028822;05;1;2
20221144;11;2022;7246791;1;4;1;18;05;1;965.19028822;05;1;2
20221144;11;2022;7246792;1;1;1;18;05;1;1276.1646717;05;1;2
20221144;11;2022;7246794;1;1;1;18;05;1;568.39828164;05;2;1
20221144;11;2022;7246794;1;2;1;18;05;1;568.39828164;05;1;2
20221144;11;2022;7246794;1;3;1;18;05;1;568.39828164;05;2;1
20221144;11;2022;7246795;1;1;1;18;05;1;478.87504129;05;2;1
20221144;11;2022;7246795;1;2;1;18;05;1;478.87504129;05;1;2
20221144;11;2022;7246795;1;4;1;18;05;1;478.87504129;05;2;1
20221144;11;2022;7246795;1;5;1;18;05;1;478.87504129;05;1;2
20221144;11;2022;7246796;1;1;1;18;05;1;1063.5049017;05;2;1
20221144;11;2022;7246796;1;2;1;18;05;1;1063.5049017;05;1;2
20221144;11;2022;7246796;1;3;1;18;05;1;1063.5049017;05;2;1
20221144;11;2022;7246797;1;1;1;18;05;1;1276.4728421;05;1;2
20221144;11;2022;7246798;1;1;1;18;05;1;1205.0768118;05;2;1
20221144;11;2022;7246798;1;2;1;18;05;1;1205.0768118;05;1;2
20221144;11;2022;7246799;1;1;1;18;05;1;808.53556407;05;2;1
20221144;11;2022;7246799;1;2;1;18;05;1;808.53556407;05;1;2
20221144;11;2022;7246800;1;1;1;18;05;1;577.07071371;05;2;1
20221144;11;2022;7246800;1;2;1;18;05;1;577.07071371;05;1;2
20221144;11;2022;7246800;1;3;1;18;05;1;577.07071371;05;2;1
20221144;11;2022;7246800;1;4;1;18;05;1;577.07071371;05;2;1
20221144;11;2022;7246801;1;1;1;18;05;1;1603.8705475;05;2;1
20221144;11;2022;7246801;1;2;1;18;05;1;1603.8705475;05;1;2
20221144;11;2022;7246802;1;1;1;18;05;1;1257.4155671;05;2;1
20221144;11;2022;7246802;1;2;1;18;05;1;1257.4155671;05;1;2
20221144;11;2022;7246802;1;3;1;18;05;1;1257.4155671;05;1;2
20221144;11;2022;7246802;1;4;1;18;05;1;1257.4155671;05;2;1
20221144;11;2022;7246803;1;1;1;18;05;1;2153.5278835;05;1;2
20221144;11;2022;7246804;1;1;1;18;05;1;2162.4679755;05;2;1
20221144;11;2022;7246804;1;2;1;18;05;1;2162.4679755;05;1;2
20221144;11;2022;7246805;1;1;1;18;05;1;1952.9679464;05;1;2
20221144;11;2022;7246806;1;1;1;18;05;1;1795.3233379;05;2;2
20221144;11;2022;7246806;1;3;1;18;05;1;1795.3233379;05;1;2
20221144;11;2022;7246808;1;1;1;18;05;1;949.93171456;05;2;1
20221144;11;2022;7246808;1;2;1;18;05;1;949.93171456;05;1;2
20221144;11;2022;7246808;1;3;1;18;05;1;949.93171456;05;2;1
20221144;11;2022;7246808;1;4;1;18;05;1;949.93171456;05;1;2
20221144;11;2022;7246809;1;1;1;18;05;1;2080.2245036;05;1;2
20221144;11;2022;7246810;1;1;1;18;05;1;1603.8705475;05;1;2
20221144;11;2022;7246810;1;2;1;18;05;1;1603.8705475;05;2;1
20221144;11;2022;7246811;1;1;1;18;05;1;2080.2245036;05;1;2
20221144;11;2022;7246812;1;1;1;18;05;1;2209.9063601;05;2;1
20221144;11;2022;7246812;1;2;1;18;05;1;2209.9063601;05;1;2
20221144;11;2022;7246812;1;4;1;18;05;1;2209.9063601;05;1;2
20221144;11;2022;7246813;1;1;1;18;05;1;2542.039783;05;1;2
20221144;11;2022;7246813;1;2;1;18;05;1;2542.039783;05;2;1
20221144;11;2022;7246814;1;1;1;18;05;1;2570.2581353;05;2;1
20221144;11;2022;7246814;1;2;1;18;05;1;2570.2581353;05;1;2
20221144;11;2022;7246815;1;1;1;18;05;1;1870.480093;05;1;2
20221144;11;2022;7246816;1;1;1;18;05;1;2268.4761427;05;2;1
20221144;11;2022;7246816;1;2;1;18;05;1;2268.4761427;05;1;2
20221144;11;2022;7246817;1;1;1;18;05;1;2499.1244544;05;2;1
20221144;11;2022;7246818;1;1;1;18;05;1;1475.4842552;05;2;1
20221144;11;2022;7246818;1;2;1;18;05;1;1475.4842552;05;1;2
20221144;11;2022;7246819;1;1;1;18;05;1;1791.5552585;05;1;2
20221144;11;2022;7246819;1;2;1;18;05;1;1791.5552585;05;2;1
20221144;11;2022;7246819;1;3;1;18;05;1;1791.5552585;05;1;2
20221144;11;2022;7246820;1;1;1;18;05;1;1627.4732887;05;1;2
20221144;11;2022;7246821;1;1;1;18;05;1;1769.7092923;05;2;1
20221144;11;2022;7246821;1;2;1;18;05;1;1769.7092923;05;1;2
20221144;11;2022;7246821;1;4;1;18;05;1;1769.7092923;05;1;2
20221144;11;2022;7246823;1;1;1;18;05;1;2373.850535;05;2;1
20221144;11;2022;7246823;1;2;1;18;05;1;2373.850535;05;1;2
20221144;11;2022;7246824;1;1;1;18;05;1;1661.2454784;05;1;2
20221144;11;2022;7246824;1;2;1;18;05;1;1661.2454784;05;2;1
20221144;11;2022;7246824;1;3;1;18;05;1;1661.2454784;05;1;2
20221144;11;2022;7246826;1;1;1;18;05;1;1013.813892;05;2;1
20221144;11;2022;7246826;1;2;1;18;05;1;1013.813892;05;1;2
20221144;11;2022;7246827;1;1;1;18;05;1;1221.6545215;05;1;2
20221144;11;2022;7246827;1;2;1;18;05;1;1221.6545215;05;2;1
20221144;11;2022;7246827;1;3;1;18;05;1;1221.6545215;05;1;2
20221144;11;2022;7246829;1;1;1;18;05;1;1532.3763449;05;2;1
20221144;11;2022;7246832;1;1;1;18;05;1;1233.8046875;05;2;1
20221144;11;2022;7246833;1;1;1;18;05;1;1441.645317;05;1;2
20221144;11;2022;7246833;1;2;1;18;05;1;1441.645317;05;2;1
20221144;11;2022;7246834;1;1;1;18;05;1;1446.0921741;05;1;2
20221144;11;2022;7246834;1;2;1;18;05;1;1446.0921741;05;2;1
20221144;11;2022;7246835;1;1;1;18;05;1;6457.770729;05;2;1
20221144;11;2022;7246835;1;2;1;18;05;1;6457.770729;05;1;2
20221144;11;2022;7246835;1;3;1;18;05;1;6457.770729;05;2;1
20221144;11;2022;7246836;1;1;1;18;05;1;5437.3947595;05;2;1
20221144;11;2022;7246836;1;2;1;18;05;1;5437.3947595;05;1;2
20221144;11;2022;7246836;1;5;1;18;05;1;5437.3947595;05;2;1
20221144;11;2022;7246837;1;1;1;18;05;1;1640.4819368;05;1;2
20221144;11;2022;7246837;1;2;1;18;05;1;1640.4819368;05;2;1
20221144;11;2022;7246838;1;1;1;18;05;1;5358.151699;05;1;2
20221144;11;2022;7246838;1;2;1;18;05;1;5358.151699;05;1;2
20221144;11;2022;7246838;1;3;1;18;05;1;5358.151699;05;2;1
20221144;11;2022;7246838;1;4;1;18;05;1;5358.151699;05;1;2
20221144;11;2022;7246839;1;1;1;18;05;1;4560.3043579;05;2;1
20221144;11;2022;7246839;1;2;1;18;05;1;4560.3043579;05;1;2
20221144;11;2022;7246841;1;1;1;18;05;1;5590.9419193;05;2;1
20221144;11;2022;7246841;1;2;1;18;05;1;5590.9419193;05;1;2
20221144;11;2022;7246842;1;1;1;18;05;1;5347.920926;05;1;2
20221144;11;2022;7246842;1;3;1;18;05;1;5347.920926;05;1;2
20221144;11;2022;7246844;1;1;1;18;05;1;4034.9481161;05;2;1
20221144;11;2022;7246844;1;2;1;18;05;1;4034.9481161;05;1;2
20221144;11;2022;7246845;1;1;1;18;05;1;6772.1713794;05;2;1
20221144;11;2022;7246845;1;2;1;18;05;1;6772.1713794;05;1;2
20221144;11;2022;7246846;1;1;1;18;05;1;3897.5367865;05;2;1
20221144;11;2022;7246846;1;2;1;18;05;1;3897.5367865;05;1;2
20221144;11;2022;7246848;1;1;1;18;05;1;3752.2215253;05;2;1
20221144;11;2022;7246851;1;1;1;18;05;1;2404.9543084;05;2;1
20221144;11;2022;7246851;1;2;1;18;05;1;2404.9543084;05;1;2
20221144;11;2022;7246851;2;1;2;18;05;1;2404.9543084;05;2;1
20221144;11;2022;7246852;1;1;1;18;05;1;2458.545888;05;1;2
20221144;11;2022;7246853;1;1;1;18;05;1;833.61320156;05;1;2
20221144;11;2022;7246853;1;2;1;18;05;1;833.61320156;05;2;1
20221144;11;2022;7246853;1;3;1;18;05;1;833.61320156;05;1;2
20221144;11;2022;7246854;1;1;1;18;05;1;1615.1459126;05;1;2
20221144;11;2022;7246855;1;1;1;18;05;1;1723.923388;05;2;1
20221144;11;2022;7246857;1;1;1;18;05;1;673.23940803;05;1;2
20221144;11;2022;7246857;1;2;1;18;05;1;673.23940803;05;1;2
20221144;11;2022;7246857;1;3;1;18;05;1;673.23940803;05;1;2
20221144;11;2022;7246857;1;4;1;18;05;1;673.23940803;05;1;2
20221144;11;2022;7246858;1;1;1;18;05;1;1080.6810724;05;2;1
20221144;11;2022;7246858;1;2;1;18;05;1;1080.6810724;05;1;2
20221144;11;2022;7246858;1;3;1;18;05;1;1080.6810724;05;2;1
20221144;11;2022;7246859;1;1;1;18;05;1;1418.0065356;05;1;2
20221144;11;2022;7246859;1;2;1;18;05;1;1418.0065356;05;2;1
20221144;11;2022;7246859;1;4;1;18;05;1;1418.0065356;05;2;1
20221144;11;2022;7246860;1;1;1;18;05;1;1756.1098844;05;2;1
20221144;11;2022;7246860;1;2;1;18;05;1;1756.1098844;05;1;2
20221144;11;2022;7246861;1;1;1;18;05;1;988.79840827;05;2;1
20221144;11;2022;7246861;1;2;1;18;05;1;988.79840827;05;1;2
20221144;11;2022;7246861;1;3;1;18;05;1;988.79840827;05;2;1
20221144;11;2022;7246861;1;4;1;18;05;1;988.79840827;05;1;2
20221144;11;2022;7246862;1;1;1;18;05;1;1398.230462;05;1;2
20221144;11;2022;7246863;1;1;1;18;05;1;1656.6230756;05;2;1
20221144;11;2022;7246864;1;1;1;18;05;1;1333.8429054;05;2;1
20221144;11;2022;7246865;1;1;1;18;05;1;1289.662981;05;2;1
20221144;11;2022;7246865;1;2;1;18;05;1;1289.662981;05;1;2
20221144;11;2022;7246865;1;3;1;18;05;1;1289.662981;05;1;2
20221144;11;2022;7246866;1;1;1;18;05;1;1140.5406285;05;2;1
20221144;11;2022;7246866;1;2;1;18;05;1;1140.5406285;05;1;2
20221144;11;2022;7246867;1;1;1;18;05;1;1885.366073;05;2;1
20221144;11;2022;7246867;1;2;1;18;05;1;1885.366073;05;1;2
20221144;11;2022;7246868;1;1;1;18;05;1;1414.567853;05;2;1
20221144;11;2022;7246868;1;2;1;18;05;1;1414.567853;05;1;2
20221144;11;2022;7246872;1;1;1;18;05;1;1091.5230115;05;2;1
20221144;11;2022;7246872;1;2;1;18;05;1;1091.5230115;05;1;2
20221144;11;2022;7246873;1;1;1;18;05;1;1566.9466253;05;2;1
20221144;11;2022;7246873;1;2;1;18;05;1;1566.9466253;05;2;1
20221144;11;2022;7246873;1;3;1;18;05;1;1566.9466253;05;1;2
20221144;11;2022;7246875;1;1;1;18;08;1;664.70632574;08;2;1
20221144;11;2022;7246875;1;2;1;18;08;1;664.70632574;08;1;2
20221144;11;2022;7246875;1;3;1;18;08;1;664.70632574;08;2;1
20221144;11;2022;7246880;1;1;1;18;08;1;604.9104752;08;1;2
20221144;11;2022;7246880;1;2;1;18;08;1;604.9104752;08;2;1
20221144;11;2022;7246880;1;3;1;18;08;1;604.9104752;08;2;1
20221144;11;2022;7246880;1;4;1;18;08;1;604.9104752;08;1;2
20221144;11;2022;7246880;1;5;1;18;08;1;604.9104752;08;1;2
20221144;11;2022;7246880;1;6;1;18;08;1;604.9104752;08;1;2
20221144;11;2022;7246881;1;1;1;18;08;1;843.52283402;08;2;1
20221144;11;2022;7246881;1;2;1;18;08;1;843.52283402;08;1;2
20221144;11;2022;7246882;1;1;1;18;08;1;781.4533616;08;2;1
20221144;11;2022;7246882;1;2;1;18;08;1;781.4533616;08;1;2
20221144;11;2022;7246882;1;3;1;18;08;1;781.4533616;08;1;2
20221144;11;2022;7246882;1;4;1;18;08;1;781.4533616;08;1;2
20221144;11;2022;7246882;1;5;1;18;08;1;781.4533616;08;2;1
20221144;11;2022;7246883;1;1;1;18;08;1;954.96236034;08;1;2
20221144;11;2022;7246883;1;3;1;18;08;1;954.96236034;08;1;2
20221144;11;2022;7246883;1;4;1;18;08;1;954.96236034;08;2;1
20221144;11;2022;7246883;1;5;1;18;08;1;954.96236034;08;2;1
20221144;11;2022;7246884;1;1;1;18;08;1;691.16200404;08;2;1
20221144;11;2022;7246884;1;2;1;18;08;1;691.16200404;08;1;2
20221144;11;2022;7246884;1;3;1;18;08;1;691.16200404;08;2;1
20221144;11;2022;7246885;1;1;1;18;08;1;1271.035507;08;2;1
20221144;11;2022;7246885;1;2;1;18;08;1;1271.035507;08;1;2
20221144;11;2022;7246885;1;3;1;18;08;1;1271.035507;08;2;1
20221144;11;2022;7246886;1;1;1;18;08;1;1017.5447403;08;2;1
20221144;11;2022;7246886;1;2;1;18;08;1;1017.5447403;08;1;2
20221144;11;2022;7246887;1;1;1;18;08;1;678.3631602;08;2;1
20221144;11;2022;7246887;1;2;1;18;08;1;678.3631602;08;1;2
20221144;11;2022;7246889;1;1;1;18;08;1;696.30130854;08;1;2
20221144;11;2022;7246890;1;1;1;18;08;1;643.76112675;08;1;2
20221144;11;2022;7246891;1;1;1;18;08;1;898.55077792;08;2;1
20221144;11;2022;7246891;1;2;1;18;08;1;898.55077792;08;1;2
20221144;11;2022;7246892;1;1;1;18;08;1;869.91718447;08;2;1
20221144;11;2022;7246892;1;2;1;18;08;1;869.91718447;08;1;2
20221144;11;2022;7246894;1;1;1;18;08;1;896.33483872;08;1;2
20221144;11;2022;7246894;1;2;1;18;08;1;896.33483872;08;2;1
20221144;11;2022;7246896;1;1;1;18;08;1;993.96409396;08;2;1
20221144;11;2022;7246896;1;2;1;18;08;1;993.96409396;08;1;2
20221144;11;2022;7246896;1;3;1;18;08;1;993.96409396;08;2;1
20221144;11;2022;7246896;1;4;1;18;08;1;993.96409396;08;1;2
20221144;11;2022;7246898;1;1;1;18;08;1;1160.902756;08;1;1
20221144;11;2022;7246898;1;2;1;18;08;1;1160.902756;08;1;1
20221144;11;2022;7246899;1;1;1;18;08;1;633.74499527;08;1;2
20221144;11;2022;7246899;1;2;1;18;08;1;633.74499527;08;2;1
20221144;11;2022;7246899;1;3;1;18;08;1;633.74499527;08;2;2
20221144;11;2022;7246901;1;1;1;18;08;1;708.32552369;08;2;1
20221144;11;2022;7246901;1;2;1;18;08;1;708.32552369;08;1;2
20221144;11;2022;7246901;1;3;1;18;08;1;708.32552369;08;1;2
20221144;11;2022;7246901;1;4;1;18;08;1;708.32552369;08;1;2
20221144;11;2022;7246902;1;1;1;18;08;1;1290.2337727;08;2;1
20221144;11;2022;7246902;1;2;1;18;08;1;1290.2337727;08;1;2
20221144;11;2022;7246902;1;3;1;18;08;1;1290.2337727;08;2;1
20221144;11;2022;7246902;1;4;1;18;08;1;1290.2337727;08;2;1
20221144;11;2022;7246903;1;1;1;18;08;1;669.88365429;08;1;2
20221144;11;2022;7246904;1;1;1;18;08;1;1040.199585;08;3;1
20221144;11;2022;7246904;1;2;1;18;08;1;1040.199585;08;1;2
20221144;11;2022;7246904;1;3;1;18;08;1;1040.199585;08;1;2
20221144;11;2022;7246904;1;4;1;18;08;1;1040.199585;08;2;1
20221144;11;2022;7246905;1;1;1;18;08;1;668.53713433;08;1;2
20221144;11;2022;7246905;1;2;1;18;08;1;668.53713433;08;1;2
20221144;11;2022;7246905;1;3;1;18;08;1;668.53713433;08;2;1
20221144;11;2022;7246906;1;1;1;18;08;1;798.9687398;08;1;2
20221144;11;2022;7246908;1;1;1;18;08;1;912.22742512;08;2;1
20221144;11;2022;7246908;1;2;1;18;08;1;912.22742512;08;1;2
20221144;11;2022;7246908;1;3;1;18;08;1;912.22742512;08;1;2
20221144;11;2022;7246910;1;1;1;18;08;1;935.76409459;08;1;2
20221144;11;2022;7246910;1;2;1;18;08;1;935.76409459;08;2;1
20221144;11;2022;7246910;1;3;1;18;08;1;935.76409459;08;1;2
20221144;11;2022;7246912;1;1;1;18;08;1;582.01214625;08;1;2
20221144;11;2022;7246912;1;2;1;18;08;1;582.01214625;08;1;2
20221144;11;2022;7246912;1;3;1;18;08;1;582.01214625;08;1;2
20221144;11;2022;7246914;1;1;1;18;08;1;773.58020502;08;2;1
20221144;11;2022;7246914;1;2;1;18;08;1;773.58020502;08;1;2
20221144;11;2022;7246914;1;3;1;18;08;1;773.58020502;08;2;1
20221144;11;2022;7246916;1;1;1;18;08;1;828.50019298;08;1;2
20221144;11;2022;7246916;1;2;1;18;08;1;828.50019298;08;1;2
20221144;11;2022;7246916;1;3;1;18;08;1;828.50019298;08;2;1
20221144;11;2022;7246916;1;4;1;18;08;1;828.50019298;08;1;2
20221144;11;2022;7246917;1;1;1;18;08;1;660.28148615;08;1;2
20221144;11;2022;7246917;1;2;1;18;08;1;660.28148615;08;1;2
20221144;11;2022;7246918;1;1;1;18;08;1;771.1700163;08;2;1
20221144;11;2022;7246918;1;2;1;18;08;1;771.1700163;08;1;2
20221144;11;2022;7246919;1;1;1;18;08;1;802.96047534;08;2;1
20221144;11;2022;7246919;1;2;1;18;08;1;802.96047534;08;1;2
20221144;11;2022;7246921;1;1;1;18;08;1;728.01648045;08;1;2
20221144;11;2022;7246921;1;2;1;18;08;1;728.01648045;08;1;2
20221144;11;2022;7246921;1;3;1;18;08;1;728.01648045;08;2;1
20221144;11;2022;7246922;1;1;1;18;08;1;711.80345221;08;2;1
20221144;11;2022;7246922;1;2;1;18;08;1;711.80345221;08;1;2
20221144;11;2022;7246923;1;1;1;18;08;1;1200.5784242;08;2;1
20221144;11;2022;7246923;1;2;1;18;08;1;1200.5784242;08;1;2
20221144;11;2022;7246924;1;1;1;18;08;1;682.25612387;08;2;1
20221144;11;2022;7246924;1;2;1;18;08;1;682.25612387;08;1;2
20221144;11;2022;7246925;1;1;1;18;08;1;753.90304122;08;1;2
20221144;11;2022;7246927;1;1;1;18;08;1;954.96236034;08;2;1
