Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3353663;1;1;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;12;17;196,242323131318
3353664;1;1;1;80;17;1;3;2; ;2; ;2; ; ; ; ;2;2;1;12;17;196,242323131318
3353665;1;1;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;12;17;196,242323131318
3353666;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;17;188,113314834208
3353667;1;1;1;80;17;1;2;4; ;2; ;2; ; ; ; ;4;2;1;12;17;136,584023490997
3353669;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;136,113791607938
3353669;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;136,113791607938
3353670;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;162,5623538455
3353671;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;109,099971120771
3353671;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;109,099971120771
3353671;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;109,099971120771
3353672;1;1;1;80;17;1;4;4; ;3; ;2; ; ; ; ;4;2;1;12;17;171,471356861394
3353673;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;179,204311818314
3353673;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;179,204311818314
3353674;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;196,242323131318
3353676;1;1;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;12;17;179,392382927896
3353678;1;1;1;80;17;1;4;8; ;2; ;2; ; ;4; ;7;1;1;12;17;184,225406097115
3353678;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;184,225406097115
