directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;mes;area;dpto;fex_c_2011
129915;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;91,4891186760781
129916;1;1;4;2;2;2;2; ;1;7;2; ;2; ; ;1;06;05;05;680,204600256129
129916;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;680,204600256129
129916;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;680,204600256129
129917;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;393,922131799988
129917;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;08;08;393,922131799988
129917;1;3;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;08;08;393,922131799988
129917;1;4;4;2;2;2;1;4; ; ; ; ; ; ;1;1;06;08;08;393,922131799988
129917;1;5;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;08;08;393,922131799988
129918;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;308,744098033567
129919;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;236,063302556397
129919;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;236,063302556397
129922;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;318,323237752038
129926;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;54;54;86,1346567275059
129926;1;2;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;86,1346567275059
129927;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;194,968289803641
129927;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;194,968289803641
129927;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;194,968289803641
129933;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2734,31077293085
129934;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;267,125455345
129934;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;267,125455345
129934;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;267,125455345
129936;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;287,827862968459
129936;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;287,827862968459
129936;1;3;2;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;287,827862968459
129936;1;4;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;13;13;287,827862968459
129936;1;5;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;13;13;287,827862968459
129936;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;287,827862968459
129938;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1018,53194703833
129941;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;898,623083953539
129941;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;76;76;898,623083953539
129941;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;898,623083953539
129941;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;898,623083953539
129942;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;60,1836367209399
129942;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;60,1836367209399
129942;3;1;6;2;2;1; ; ; ; ; ; ; ; ; ;1;06;54;54;60,1836367209399
129942;3;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;60,1836367209399
129944;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;1200,79383210237
129944;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;1200,79383210237
129944;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;1200,79383210237
129945;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;451,441238951687
129945;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;451,441238951687
129945;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;451,441238951687
129947;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;181,95639367119
129951;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;3150,77018200419
129951;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;3150,77018200419
129954;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;197,783540881833
129954;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;197,783540881833
129957;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;08;08;873,475731577748
129957;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;873,475731577748
129957;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;873,475731577748
129957;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;873,475731577748
129957;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;873,475731577748
129958;1;1;6;2;2;2;1;4; ; ; ; ; ; ;1;1;06;66;66;365,651100647802
129958;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;66;66;365,651100647802
129958;1;3;4;2;2;2;1;4; ; ; ; ; ; ;1;1;06;66;66;365,651100647802
129959;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;147,411663370974
129959;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;147,411663370974
129962;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;180,759279256391
129962;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;180,759279256391
129962;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;180,759279256391
129968;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;233,244637597219
129968;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;233,244637597219
129968;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;233,244637597219
129968;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;233,244637597219
129968;1;6;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;233,244637597219
129969;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;11;11;2620,7348377439
129969;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2620,7348377439
129970;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;05;05;555,253396272436
129970;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;555,253396272436
129970;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;05;05;555,253396272436
129970;1;4;2;1; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;555,253396272436
129970;1;5;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;05;05;555,253396272436
129972;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;59,1888256806872
129972;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;54;54;59,1888256806872
129973;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;52;52;55,832608456892
129973;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;55,832608456892
129973;1;3;3;2;2;2;2; ;1;13; ; ; ; ; ;1;06;52;52;55,832608456892
129974;1;1;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;73;73;307,489197483075
129974;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;73;73;307,489197483075
129974;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;73;73;307,489197483075
129975;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;3043,47288203397
129975;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;3043,47288203397
129976;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;206,433402102096
129976;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;73;73;206,433402102096
129978;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;947,466786409402
129978;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;05;05;947,466786409402
129981;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;11;11;3251,89677090386
129981;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;3251,89677090386
129984;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;324,274040913546
129984;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;324,274040913546
129984;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;324,274040913546
129984;1;7;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;324,274040913546
129986;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;84,635113379822
129986;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;84,635113379822
129987;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2355,914796348
129992;1;1;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;54;54;395,842601733625
129993;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;328,728598052607
129993;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;328,728598052607
129993;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;328,728598052607
129993;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;328,728598052607
129994;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2967,30070085887
129994;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2967,30070085887
129995;1;1;4;2;2;2;2; ;1;8;2; ;2; ; ;1;06;54;54;67,9891479122093
129999;1;1;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;54;54;315,287887767891
129999;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;315,287887767891
129999;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;315,287887767891
130002;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;52;52;183,651400956286
130002;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;52;52;183,651400956286
130002;1;3;3;2;2;2;1;1; ; ; ; ; ; ;1;1;06;52;52;183,651400956286
130002;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;52;52;183,651400956286
130003;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;280,997488217646
130004;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2383,78132033479
130004;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2383,78132033479
130004;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2383,78132033479
130005;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;233,434362260334
130005;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;50;50;233,434362260334
130005;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;50;50;233,434362260334
130005;1;4;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;233,434362260334
130005;1;5;3;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;233,434362260334
130007;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;73;73;207,768569053708
130007;1;2;3;2;1; ; ; ; ; ; ; ; ; ; ;1;06;73;73;207,768569053708
130007;1;3;6;2;2;2;2; ;1;11; ; ; ; ; ;1;06;73;73;207,768569053708
130009;1;1;6;2;2;2;2; ;1;11; ; ; ; ; ;1;06;54;54;253,184850993498
130009;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;253,184850993498
130012;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;358,725638356097
130012;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;358,725638356097
130012;1;3;4;2;2;2;2; ;1;2;1;1; ;1;1;1;06;08;08;358,725638356097
130012;1;5;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;08;08;358,725638356097
130013;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;54;54;500,810328193068
130013;1;2;6;2;2;2;2; ;1;10; ; ; ; ; ;1;06;54;54;500,810328193068
130014;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;17;17;317,337412756043
130014;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;317,337412756043
130014;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;317,337412756043
130015;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2627,32692904723
130015;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2627,32692904723
130016;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;183,125344647129
130016;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;183,125344647129
130016;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;183,125344647129
130020;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;229,412254798406
130020;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;229,412254798406
130020;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;229,412254798406
130020;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;229,412254798406
130023;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;615,544838229539
130023;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;615,544838229539
130023;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;615,544838229539
130026;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;327,067255917526
130026;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;327,067255917526
130026;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;327,067255917526
130027;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;533,757869671552
130027;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;533,757869671552
130027;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;533,757869671552
130028;1;1;6;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;342,234389596985
130029;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;5468,57519588803
130030;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;50,9679824629236
130031;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;61,1945476649239
130031;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;61,1945476649239
130031;1;3;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;17;17;61,1945476649239
130031;1;4;6;2;2;2;2; ;1;9; ; ; ; ; ;1;06;17;17;61,1945476649239
130031;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;61,1945476649239
130032;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;226,997289040547
130032;1;2;2;2;2;2;1;4; ; ; ; ; ; ;1;1;06;54;54;226,997289040547
130036;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;84,0542324003663
130036;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;84,0542324003663
130036;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;84,0542324003663
130036;1;4;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;50;50;84,0542324003663
130036;1;5;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;84,0542324003663
130038;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2267,36372285598
130038;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2267,36372285598
130041;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;11;11;2499,3060710949
130041;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2499,3060710949
130044;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;617,855364387341
130044;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;08;08;617,855364387341
130044;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;617,855364387341
130044;1;4;3;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;617,855364387341
130049;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;255,844203621807
130049;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;255,844203621807
130049;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;255,844203621807
130049;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;255,844203621807
130051;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;460,094805944825
130051;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;460,094805944825
130051;1;3;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;05;05;460,094805944825
130051;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;460,094805944825
130051;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;460,094805944825
130052;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;76,3114456839422
130052;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;52;52;76,3114456839422
130052;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;76,3114456839422
130053;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;326,144704398711
130053;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;326,144704398711
130053;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;326,144704398711
130053;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;326,144704398711
130055;1;1;4;2;2;2;2; ;1;3;1;2; ; ; ;1;06;54;54;249,233976651472
130055;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;249,233976651472
130056;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;334,828924278564
130056;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;334,828924278564
130057;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2921,65758140109
130057;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2921,65758140109
130057;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2921,65758140109
130057;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2921,65758140109
130059;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;73;73;183,294765638909
130059;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;73;73;183,294765638909
130062;1;1;6;2;2;2;2; ;1;2;2; ;2; ; ;1;06;08;08;514,426773239844
130062;1;2;4;2;2;2;2; ;1;2;2; ;2; ; ;1;06;08;08;514,426773239844
130062;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;514,426773239844
130062;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;514,426773239844
130062;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;514,426773239844
130064;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2832,47037740446
130065;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;17;17;197,783540881833
130065;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;197,783540881833
130068;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;82,1136767255259
130068;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;82,1136767255259
130068;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;82,1136767255259
130069;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;52;52;85,8220336717679
130069;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;85,8220336717679
130072;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;66;66;206,077407287515
130073;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;172,190653333468
130073;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;172,190653333468
130073;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;172,190653333468
130073;1;4;4;2;2;2;2; ;1;12; ; ; ; ; ;1;06;52;52;172,190653333468
130073;1;6;4;2;2;2;2; ;1;12; ; ; ; ; ;1;06;52;52;172,190653333468
130074;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;315,592509544893
130074;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;315,592509544893
130076;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;578,288279486655
130076;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;13;13;578,288279486655
130076;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;578,288279486655
130076;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;578,288279486655
130076;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;578,288279486655
130076;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;578,288279486655
130076;1;8;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;578,288279486655
130076;1;9;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;578,288279486655
130077;1;1;3;1; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;3333,63792215787
130077;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;3333,63792215787
130081;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;213,190114414227
130081;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;213,190114414227
130081;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;213,190114414227
130082;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;183,294765638909
130082;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;183,294765638909
130085;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;54;54;316,187001952919
130085;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;316,187001952919
130089;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;289,505193249039
130089;1;2;4;2;2;2;1;6; ; ; ; ; ; ;1;1;06;54;54;289,505193249039
130089;1;5;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;289,505193249039
130089;1;8;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;289,505193249039
130089;1;9;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;289,505193249039
130089;1;11;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;289,505193249039
130089;1;12;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;289,505193249039
130089;1;13;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;289,505193249039
130091;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;11;11;2908,69908916737
130091;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2908,69908916737
130092;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;122,114295698265
130093;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;290,149536784618
130093;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;290,149536784618
130093;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;08;08;290,149536784618
130093;1;4;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;08;08;290,149536784618
130094;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;339,283194125571
130094;1;2;6;2;2;1; ; ; ; ; ; ; ; ; ;1;06;68;68;339,283194125571
130094;1;3;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;339,283194125571
130094;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;339,283194125571
130095;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;150,034032486539
130095;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;50;50;150,034032486539
130098;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;293,035667198905
130098;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;293,035667198905
130098;1;3;3;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;293,035667198905
130101;1;1;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;153,142267271203
130101;1;2;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;17;17;153,142267271203
130111;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;390,222914767795
130111;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;390,222914767795
130111;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;54;54;390,222914767795
130111;1;4;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;390,222914767795
130112;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;155,703994730446
130112;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;155,703994730446
130113;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;50;50;120,171748063242
130113;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;120,171748063242
130116;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;724,855834867006
130116;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;724,855834867006
130117;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;122,114295698265
130125;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;68,7443432869595
130125;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;68,7443432869595
130132;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;869,353193150685
130132;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;08;08;869,353193150685
130132;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;869,353193150685
130134;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;150,034032486539
130134;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;150,034032486539
130135;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;405,443395974349
130135;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;405,443395974349
130136;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;654,184472820511
130136;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;654,184472820511
130136;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;05;05;654,184472820511
