DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;clase;MES;DSI;DSCY;RAMA4D_D_R4;RAMA2D_D_R4;OFICIO1;OFICIO2;DPTO;fex_c_2011
5174379;1;1;1;70;4;50;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;600000;2; ;2;06;1;1;0161;01;61;61;54;945,500891232385
5174379;1;2;1;70;4;50;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;06;1;1;0161;01;61;61;54;945,500891232385
5174383;1;1;1;70;8;54;1; ;2;12;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;06;1;1;0610;06;84;84;54;827,13348128243
5174383;1;3;1;70;2;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;2;06;1;1;.; ;59; ;54;827,13348128243
5174387;1;2;1;70;8;48;1; ;2;9;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;06;1;1;6820;68;58;58;54;1766,01920062268
5174395;1;2;1;70;12;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;06;1;1;0161;01;62;62;54;1291,68141142974
5174397;1;2;1;70;2;54;4; ;2;2;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;360000;400000;2; ;2;06;1;1;0161;01;95;62;54;1606,1623366916
5174446;1;2;1;70;12;54;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;06;1;1;8121;81;55;55;54;1415,62542630858
5174448;1;2;1;70;16;54;4; ;2;16;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;06;1;2;0161;01;61;61;54;1333,24755827114
5174455;1;1;1;70;12;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;06;1;1;0122;01;61;61;54;1186,3325535644
5174462;1;3;1;70;36;48;4; ;2;36;1; ;7;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;2;4631;46;98;97;63;1918,02229532553
5174473;1;3;1;70;16;48;1; ;2;16;4; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;2;06;1;2;6010;60;15;15;63;1918,02229532553
5174478;1;2;1;70;12;48;4; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;06;1;1;9602;96;21;57;63;1918,02229532553
5174490;1;2;1;70;2;50;3; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;06;1;1;8121;81;55;55;63;1918,02229532553
5174490;1;3;1;70;4;50;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;400000;2; ;2;06;1;1;0123;01;62;62;63;1918,02229532553
5174491;1;6;1;70;16;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;2;3110;31;19;39;63;1918,02229532553
5174495;1;2;1;70;12;48;4; ;2;12;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;2;06;1;1;4111;41;03;03;63;1918,02229532553
5174495;1;6;1;70;4;40;8; ;2;4;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;480000;600000;2; ;2;06;1;1;0123;01;62;62;63;1918,02229532553
5174504;1;2;1;70;12;48;1; ;2;12;1; ;2;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;877803;1;1;2;06;1;1;5611;56;95;50;63;1918,02229532553
5174514;1;3;1;70;12;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;2;06;1;1;.; ;54; ;63;1918,02229532553
5174516;1;3;1;70;24;48;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;06;1;2;4111;41;95;95;63;4907,3591204772
5174520;1;3;1;70;24;48;1; ;2;28;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;2;06;1;2;4759;47;05;45;63;1918,02229532553
5174792;1;3;1;70;16;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;06;1;2;.; ;32; ;70;1135,64338053164
5174809;1;1;1;70;3;40;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;2;06;1;1;0161;01;61;61;70;2257,77338760071
5174809;1;3;1;70;4;40;4; ;2;9;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;06;1;1;4112;41;95;95;70;2257,77338760071
5174809;1;5;1;70;5;40;4; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;06;1;1;0113;01;61;61;70;2257,77338760071
5174820;1;4;1;70;16;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;06;1;2;.; ;59; ;70;2361,4364906996
5174839;1;1;1;70;4;45;4; ;2;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;06;1;1;0161;01;61;61;70;2485,64342082837
5174844;1;2;1;70;10;40;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;2;06;1;1;9700;97;54;54;70;3500,23521125378
5174846;1;3;1;70;4;48;3; ;2;250;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;06;1;1;4771;47;54;45;70;2803,68351565057
5174852;1;1;1;70;3;40;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;400000;2; ;2;06;1;1;9700;97;54;54;70;1922,07895913846
5174858;1;2;1;70;16;40;1; ;2;25;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;2;8610;86;59;59;70;1906,31032167063
5174996;1;3;1;70;6;48;1; ;2;12;2; ;9;2;1; ; ; ; ;1;1; ; ; ; ; ;2; ;2000000;2; ;2;06;1;1;8412;84;11;11;15;1013,28567229613
5174999;1;2;1;70;12;40;3; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;06;1;1;5613;56;54;53;15;3307,90744615704
5175090;1;2;1;70;12;40;1; ;2;152;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;06;1;1;4771;47;53;45;15;4053,14268918453
5175105;1;1;1;70;12;48;1; ;2;12;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877700;2; ;2;06;1;1;0141;01;97;62;15;2340,07938937048
5175110;1;1;1;70;12;60;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;06;1;1;9329;93;59;59;15;1370,79429655755
5175164;1;2;1;70;7;48;1; ;2;7;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;06;1;1;5613;56;57;53;15;1155,41600312426
5175286;1;3;1;70;4;48;1; ;2;4;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;240000;650000;2; ;2;06;1;1;4210;42;95;95;68;1722,25676085826
5175348;1;1;1;70;11;48;1; ;2;12;4; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;1089;10;00;77;17;9745,48308337147
5175348;1;2;1;70;12;22;1; ;2;12;6; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;06;1;1;1089;10;33;97;17;9745,48308337147
5175350;1;3;1;70;2;48;1; ;2;3;1; ;6;2;1; ; ;1; ; ; ; ; ; ; ; ;1;877803;877803;1;2;2;06;1;1;4322;43;58;62;17;2376,94709350524
5175352;1;1;1;70;12;48;1; ;2;40;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;5619;56;62;53;17;2376,94709350524
5175464;1;1;1;70;12;48;2; ;2;12;5; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;1;2;06;1;1;6910;69;12;12;17;2376,94709350524
5175466;1;5;1;70;4;48;1; ;2;12;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;4664;46;45;97;17;9745,48308337147
5175475;1;1;1;70;3;55;1; ;2;3;8; ;2;2;2; ; ; ; ;1; ; ; ; ; ; ;1;900000;800000;2; ;2;06;1;1;0123;01;95;62;17;2851,94777441487
5175479;1;4;1;70;3;48;1; ;2;7;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;6820;68;32;44;17;852,082150049075
5175480;1;7;1;70;10;40;8; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;06;1;1;4729;47;62;41;17;966,355576879297
5175877;1;2;1;70;16;48;1; ;2;24;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;2;0141;01;62;62;25;802,077021667065
5175879;1;2;1;70;12;48;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;9103;91;95;59;25;808,832331920577
5175881;1;1;1;70;20;48;4; ;2;30;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;2;06;1;2;8530;85;09;13;25;1445,69099058525
5175882;1;1;1;70;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;5611;56;53;53;25;2855,24416595818
5175882;1;2;1;70;54;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;06;1;2;.; ;45; ;25;2855,24416595818
5175892;1;2;1;70;52;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;2;1040;10;57;77;25;2468,45924465177
5175931;1;1;1;70;12;48;1; ;2;12;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;06;1;1;4111;41;95;95;25;5212,89294354542
5175935;1;1;1;70;16;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;2;4111;41;95;95;25;1697,87537913343
5175941;1;1;1;70;12;48;1; ;2;12;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;06;1;1;6820;68;95;62;25;5542,77511548667
5175942;1;2;1;70;4;48;1; ;2;4;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;1;98;877803;2; ;2;06;1;1;4322;43;87;87;25;1966,87242696276
5175942;1;3;1;70;4;48;1; ;2;30;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;8121;81;95;62;25;1966,87242696276
5175946;1;2;1;70;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;160000;877803;2; ;2;06;1;1;4111;41;95;95;25;4097,8824839729
5175949;1;2;1;70;12;48;4; ;2;12;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;8121;81;55;54;25;2609,4037595798
5175964;1;1;1;70;12;48;1; ;2;12;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;6820;68;58;58;25;3724,96757337481
5175964;1;2;1;70;1;48;3; ;2;12;3; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;9700;97;54;54;25;3724,96757337481
5175964;1;3;1;70;12;48;1; ;2;12;1; ;4;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;5611;56;53;53;25;3724,96757337481
5175964;1;5;1;70;12;48;1; ;2;12;1; ;4;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;5611;56;53;56;25;3724,96757337481
5175965;1;2;1;70;8;48;1; ;2;8;3; ;2;2;9;SISBEN DE OTRO MUNICIPIO; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;06;1;1;8699;86;59;59;25;4097,32912975041
5176087;1;2;1;70;20;48;3; ;2;150;3; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;877803;1;4;2;06;1;2;9700;97;54;54;25;1438,46877562624
5176088;1;1;1;70;4;48;1; ;2;12;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;2;06;1;1;9700;97;59;54;25;2768,70775396901
5176089;1;1;1;70;24;48;1; ;2;24;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;2;06;1;2;8412;84;21;06;25;1438,46877562624
5176090;1;2;1;70;12;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;4321;43;85;85;25;1438,46877562624
5176094;1;1;1;70;104;40;5; ;2;24;5; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;06;1;2;1521;15;60;21;25;1438,46877562624
5176097;1;3;1;70;52;20;4; ;2;20;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;06;1;2;8220;82;11;38;25;2043,9978451843
5176118;1;2;1;70;52;30;1; ;2;156;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;06;1;2;6820;68;39;32;25;3768,20621698543
5176120;1;2;1;70;8;48;1; ;2;8;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;8512;85;55;55;25;2950,23112375069
5176122;1;2;1;70;23;48;1; ;2;23;3; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;877803;1;1;2;06;1;2;9700;97;97;54;25;5344,17791559718
5176369;1;2;1;70;8;30;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;06;1;1;1513;15;75;75;44;505,722439257428
5176387;1;2;1;70;14;40;3; ;2;18;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;06;1;2;9700;97;54;54;44;566,176147569737
5176599;1;3;1;70;3;40;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;4530;45;98;45;52;3070,49989425195
5176602;1;1;1;70;10;48;1; ;2;10;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;4719;47;95;39;52;3314,23167602352
5176602;1;2;1;70;8;24;1; ;2;10;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;5511;55;79;39;52;3314,23167602352
5176604;1;1;1;70;26;48;1; ;2;28;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;2;1011;10;95;77;52;2764,15390815387
5176606;1;2;1;70;8;40;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;9700;97;54;55;52;2768,74679128201
5176608;1;2;1;70;4;40;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;4729;47;45;45;52;3959,60584148298
5176613;1;2;1;70;10;25;1; ;2;16;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;06;1;1;5611;56;53;51;52;2093,05864384133
5176633;1;1;1;70;2;48;8; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;70000;877803;2; ;2;06;1;1;9329;93;62;62;05;3081,18172969389
5176633;1;2;1;70;2;10;3; ;2;2;3; ;2;2;1; ; ; ;1; ; ; ; ; ; ; ;1;30000;877803;1;4;2;06;1;1;9700;97;54;54;05;3081,18172969389
5176685;1;2;1;70;4;48;1; ;2;16;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;0125;01;39;62;05;1918,02229532553
5176689;1;2;1;70;2;30;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;2;06;1;1;.; ;55; ;05;1918,02229532553
5176689;1;3;1;70;4;48;8; ;2;24;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;06;1;1;4711;47;62;45;05;1918,02229532553
5176702;1;1;1;70;16;40;4; ;2;32;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;06;1;2;8559;85;13;13;05;852,082150049075
5176707;1;1;1;70;16;48;4; ;2;18;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;2;06;1;2;4771;47;41;41;05;852,082150049075
5176711;1;1;1;70;8;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;06;1;1;8130;81;62;62;05;1918,02229532553
5176721;1;5;1;70;30;50;8; ;2;30;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;06;1;2;1072;10;62;62;66;852,082150049075
5176723;1;3;1;70;10;50;1; ;2;13;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;06;1;1;4742;47;45;45;66;1535,21405908271
5176729;1;1;1;70;14;50;1; ;2;14;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;06;1;2;8220;82;38;38;66;852,082150049075
5176768;1;2;1;70;4;48;1; ;2;54;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;06;1;1;6120;61;45;44;66;326,015682981144
5176807;1;2;1;70;14;60;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;480000;2; ;2;06;1;2;5611;56;53;53;66;1336,66430022269
5176821;1;2;1;70;14;50;3; ;2;14;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;06;1;2;9700;97;54;54;66;1336,66430022269
5176841;1;1;1;70;28;50;1; ;2;30;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;06;1;2;1410;14;55;55;66;588,89373494545
5176899;1;7;1;70;13;48;1; ;2;14;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;06;1;1;9609;96;57;57;68;1949,6329664031
5176910;1;2;1;70;1;24;8; ;2;3;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;06;1;1;0127;01;62;62;73;3493,53681520121
5176911;1;2;1;70;12;48;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;06;1;1;8121;81;33;55;73;3493,53681520121
5176911;1;4;1;70;12;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;06;1;1;8121;81;55;55;73;3493,53681520121
5176954;1;1;1;70;8;50;1; ;2;8;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;06;1;1;5611;56;53;53;73;1769,6166413448
5176962;1;2;1;70;8;60;2; ;2;12;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;06;1;1;8423;84;58;58;73;1769,6166413448
5176968;1;1;1;70;3;54;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;800000;2; ;2;06;1;1;0113;01;62;62;73;431,613814962146
5176968;1;2;1;70;4;54;8; ;2;4;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;600000;2; ;2;06;1;1;0111;01;62;62;73;431,613814962146
5176985;1;1;1;70;3;54;8; ;2;3;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;900000;2; ;2;06;1;1;0124;01;62;62;73;431,613814962146
5176989;1;2;1;70;3;50;8; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;06;1;1;0161;01;62;62;73;1769,6166413448
5176990;1;1;1;70;9;50;8; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;06;1;1;0123;01;62;53;73;431,613814962146
5177021;1;1;1;70;2;50;8; ;2;10;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;06;1;1;0123;01;62;62;73;431,613814962146
5177023;1;2;1;70;14;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;2;06;1;2;.; ;53; ;73;1769,6166413448
5177038;1;2;1;70;24;24;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;06;1;2;8890;88;53;53;73;431,613814962146
5177050;1;2;1;70;12;48;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;06;1;1;4729;47;45;45;73;431,613814962146
5177064;1;1;1;70;2;48;1; ;2;2;1; ;5;2;1; ; ; ; ;1; ; ; ; ; ; ;1;200000;600000;2; ;2;06;1;1;0123;01;53;53;73;431,613814962146
5177094;1;4;1;70;3;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;800000;2; ;2;06;1;1;0161;01;61;61;73;486,525082911135
