directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;Mes;Area;clase;DPTO;Fex_c_2011
120493;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;1496,35015827444
120493;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;1496,35015827444
120493;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;1496,35015827444
120493;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;1496,35015827444
120496;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;17;1;17;105,903473883416
120496;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;1;17;105,903473883416
120497;1;1;3;1; ; ; ; ; ; ; ; ; ; ; ;1;06;47;1;47;53,6973132517339
120497;1;2;4;2;2;1; ; ; ; ; ; ; ; ; ;1;06;47;1;47;53,6973132517339
120497;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;47;1;47;53,6973132517339
120497;1;6;3;2;2;2;1;2; ; ; ; ; ; ;1;1;06;47;1;47;53,6973132517339
120498;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;1;68;1206,13170865235
120498;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;1206,13170865235
120500;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;1;76;1002,45980381818
120500;1;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;06;76;1;76;1002,45980381818
120500;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;1;76;1002,45980381818
120502;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;1;76;885,989554717762
120502;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;1;76;885,989554717762
120502;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;1;76;885,989554717762
120503;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;63;1;63;158,323630323178
120503;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;63;1;63;158,323630323178
120503;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;63;1;63;158,323630323178
120503;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;63;1;63;158,323630323178
120504;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;76;1;76;782,397467465846
120505;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;1;68;600,941692838184
120505;1;2;6;2;2;2;2; ;1;11; ; ; ; ; ;1;06;68;1;68;600,941692838184
120506;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;47;1;47;173,749502274283
120507;1;1;6;2;2;2;2; ;1;13; ; ; ; ; ;1;06;11;1;11;4424,7233864134
120507;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;1;11;4424,7233864134
120509;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;23;1;23;135,67648110319
120509;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;1;23;135,67648110319
120510;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;1;50;145,816394523349
120510;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;1;50;145,816394523349
120510;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;1;50;145,816394523349
120511;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;19;1;19;78,0472766548349
120511;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;78,0472766548349
120511;1;3;6;2;2;2;2; ;1;9; ; ; ; ; ;1;06;19;1;19;78,0472766548349
120512;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;1;76;1111,98821373304
120512;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;1;76;1111,98821373304
120512;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;1;76;1111,98821373304
120513;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;19;1;19;56,4729134573509
120513;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;19;1;19;56,4729134573509
120513;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;56,4729134573509
120514;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;47;1;47;145,809517657281
120514;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;47;1;47;145,809517657281
120515;1;1;4;2;2;2;2; ;1;3;1;2; ; ; ;1;06;63;1;63;88,0330937873892
120515;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;63;1;63;88,0330937873892
120515;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;63;1;63;88,0330937873892
120516;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;1;17;116,267190024563
120516;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;1;17;116,267190024563
120516;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;1;17;116,267190024563
120517;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;1;76;1719,58012755619
120517;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;76;1;76;1719,58012755619
120517;1;3;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;76;1;76;1719,58012755619
120518;1;1;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;17;1;17;42,9854383597514
120518;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;1;17;42,9854383597514
120518;1;3;3;2;2;2;1;1; ; ; ; ; ; ;1;1;06;17;1;17;42,9854383597514
120518;1;4;3;2;2;2;1;1; ; ; ; ; ; ;1;1;06;17;1;17;42,9854383597514
120518;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;1;17;42,9854383597514
120519;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;47;1;47;50,0296529776746
120519;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;47;1;47;50,0296529776746
120520;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;675,586479980203
120520;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;675,586479980203
120523;1;1;4;2;2;2;2; ;1;2;1;2; ; ; ;1;06;47;1;47;112,412234042553
120523;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;47;1;47;112,412234042553
120523;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;47;1;47;112,412234042553
120524;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;103,552672006929
120524;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;103,552672006929
120524;1;3;6;2;2;2;1;1; ; ; ; ; ; ;1;1;06;19;1;19;103,552672006929
120525;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;11;1;11;1821,70801345074
120525;1;2;6;2;2;2;2; ;1;13; ; ; ; ; ;1;06;11;1;11;1821,70801345074
120525;1;3;6;2;2;2;2; ;1;13; ; ; ; ; ;1;06;11;1;11;1821,70801345074
120525;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;1;11;1821,70801345074
120526;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;637,482945548103
120526;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;637,482945548103
120528;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;19;1;19;107,797495477417
120528;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;19;1;19;107,797495477417
120529;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;729,199450514502
120529;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;729,199450514502
120529;1;4;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;729,199450514502
120532;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;576,79979137212
120532;1;2;4;2;2;2;1;4; ; ; ; ; ; ;1;1;06;68;1;68;576,79979137212
120532;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;576,79979137212
120532;1;5;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;1;68;576,79979137212
120533;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;543,912336507157
120533;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;543,912336507157
120533;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;1;68;543,912336507157
120534;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;140,107077693532
120535;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;63;1;63;130,285665636342
120535;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;63;1;63;130,285665636342
120536;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;19;1;19;119,238735660781
120536;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;119,238735660781
120537;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;1;76;540,121695342006
120537;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;1;76;540,121695342006
120537;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;1;76;540,121695342006
120539;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;18;1;18;73,9144711377574
120540;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;1;13;181,675013973289
120541;1;1;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;47;1;47;172,800833141937
120541;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;47;1;47;172,800833141937
120542;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;1;68;403,83281758726
120542;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;1;68;403,83281758726
120543;1;1;2;2;2;2;1;6; ; ; ; ; ; ;1;1;06;17;1;17;121,008021588231
120543;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;1;17;121,008021588231
120543;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;1;17;121,008021588231
120544;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;40,8191769047977
120544;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;40,8191769047977
120544;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;40,8191769047977
120544;1;4;4;2;2;2;2; ;1;3;1;2; ; ; ;1;06;19;1;19;40,8191769047977
120544;1;6;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;19;1;19;40,8191769047977
120544;1;8;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;40,8191769047977
120545;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;18;1;18;45,4818018444088
120545;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;18;1;18;45,4818018444088
120546;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;1;76;724,840264080059
120546;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;1;76;724,840264080059
120547;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;1;23;236,340499866398
120547;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;1;23;236,340499866398
120549;1;1;4;2;2;2;2; ;1;9; ; ; ; ; ;1;06;50;1;50;251,124980549932
120549;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;1;50;251,124980549932
120551;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;136,203016501534
120553;1;1;6;2;2;2;2; ;1;13; ; ; ; ; ;1;06;47;1;47;348,057893265532
120553;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;47;1;47;348,057893265532
120553;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;47;1;47;348,057893265532
120554;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;1;05;2439,66488511748
120554;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;05;1;05;2439,66488511748
120555;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;63;1;63;98,2650651017385
120555;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;63;1;63;98,2650651017385
120555;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;63;1;63;98,2650651017385
120555;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;63;1;63;98,2650651017385
120556;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;1;23;432,30482372817
120556;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;1;23;432,30482372817
120557;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;1;13;410,990100150727
120557;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;1;13;410,990100150727
120558;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;204,627432187869
120558;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;19;1;19;204,627432187869
120559;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;380,717911781501
120559;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;1;68;380,717911781501
120559;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;1;68;380,717911781501
120559;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;1;68;380,717911781501
120560;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;18;1;18;71,5701177073961
120560;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;18;1;18;71,5701177073961
120560;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;18;1;18;71,5701177073961
120561;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;17;1;17;114,238581382415
120562;1;1;4;2;2;2;1;4; ; ; ; ; ; ;1;1;06;73;1;73;540,059243059004
120562;1;2;3;2;2;2;1;1; ; ; ; ; ; ;1;1;06;73;1;73;540,059243059004
120562;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;1;73;540,059243059004
120562;1;5;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;1;73;540,059243059004
120562;1;6;6;2;2;2;1;1; ; ; ; ; ; ;1;1;06;73;1;73;540,059243059004
120564;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;1;17;172,881563592195
120566;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;19;1;19;180,531203198208
120566;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;180,531203198208
120567;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;424,59289352852
120568;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;11;1;11;2533,70693671901
120568;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;1;11;2533,70693671901
120568;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;1;11;2533,70693671901
120568;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;1;11;2533,70693671901
120569;1;1;6;2;2;2;2; ;1;11; ; ; ; ; ;1;06;19;1;19;272,990093965768
120570;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;1;17;64,577029132214
120570;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;1;17;64,577029132214
120570;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;1;17;64,577029132214
120570;1;4;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;17;1;17;64,577029132214
120571;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;321,285880542815
120572;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;47;1;47;58,9966389078409
120572;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;47;1;47;58,9966389078409
120572;1;3;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;47;1;47;58,9966389078409
120573;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;47;1;47;296,569777204807
120573;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;47;1;47;296,569777204807
120573;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;47;1;47;296,569777204807
120575;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;315,236539822786
120575;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;315,236539822786
120575;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;1;68;315,236539822786
120575;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;1;68;315,236539822786
120575;2;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;315,236539822786
120575;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;315,236539822786
120575;3;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;315,236539822786
120575;3;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;1;68;315,236539822786
120576;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;19;1;19;364,018885979285
120576;1;2;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;19;1;19;364,018885979285
120578;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;425,619482387528
120578;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;425,619482387528
120579;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;47;1;47;65,5106683235722
120579;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;47;1;47;65,5106683235722
120580;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;63;1;63;286,789292826549
120580;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;63;1;63;286,789292826549
120582;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;18;1;18;74,2883901935634
120582;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;18;1;18;74,2883901935634
120583;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;1;23;199,538854076669
120583;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;1;23;199,538854076669
120585;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;1;17;46,0833483253229
120585;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;1;17;46,0833483253229
120585;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;1;17;46,0833483253229
120585;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;1;17;46,0833483253229
120586;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;1;76;1761,27208898096
120586;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;1;76;1761,27208898096
120587;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;19;1;19;83,0502207980062
120587;1;2;2;2;2;2;1;5; ; ; ; ; ; ;1;1;06;19;1;19;83,0502207980062
120589;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;1;13;361,529636178494
120589;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;1;13;361,529636178494
120589;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;13;1;13;361,529636178494
120590;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;1;23;143,981112770151
120590;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;1;23;143,981112770151
120591;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;1;73;455,385295942739
120591;1;2;6;2;2;2;1;4; ; ; ; ; ; ;1;1;06;73;1;73;455,385295942739
120593;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;47;1;47;187,449580226851
120593;1;2;3;2;2;2;2; ;1;13; ; ; ; ; ;1;06;47;1;47;187,449580226851
120593;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;47;1;47;187,449580226851
120593;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;47;1;47;187,449580226851
120594;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;1;13;188,993640569542
120594;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;1;13;188,993640569542
120596;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;1;17;87,0248284210384
120597;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;386,089438587424
120598;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;47;1;47;96,3398373091076
120598;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;47;1;47;96,3398373091076
120598;1;3;6;2;2;2;2; ;1;5;2; ;1;6;1;1;06;47;1;47;96,3398373091076
120598;1;4;6;2;2;2;2; ;1;5;2; ;1;6;1;1;06;47;1;47;96,3398373091076
120599;1;1;4;2;2;2;2; ;1;11; ; ; ; ; ;1;06;23;1;23;301,889834021627
120599;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;1;23;301,889834021627
120600;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;1;68;364,680271334323
120600;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;68;1;68;364,680271334323
