directorio;secuencia_p;orden;P7430;P7440;P7450;ini;mes;area;dpto;fex_c_2011
133179;1;2;2; ; ;1;06;73;73;398,720951067312
133179;1;3;2; ; ;1;06;73;73;398,720951067312
133179;1;4;2; ; ;1;06;73;73;398,720951067312
133181;1;2;1;1,2;9;1;06;13;13;210,656203559918
133181;1;4;2; ; ;1;06;13;13;210,656203559918
133181;1;5;2; ; ;1;06;13;13;210,656203559918
133182;1;3;2; ; ;1;06;66;66;253,870405617776
133182;1;5;1;4;5;1;06;66;66;253,870405617776
133182;1;6;2; ; ;1;06;66;66;253,870405617776
133184;1;1;1;2;4;1;06;11;11;2070,19251024937
133184;1;3;2; ; ;1;06;11;11;2070,19251024937
133184;1;5;1;4;4;1;06;11;11;2070,19251024937
133187;1;2;2; ; ;1;06;73;73;388,062755712436
133188;1;2;1;2;3;1;06;52;52;260,418698889045
133190;1;1;1;1,3;1;1;06;08;08;1224,51044570637
133190;1;4;2; ; ;1;06;08;08;1224,51044570637
133193;1;2;1;1,4;3;1;06;76;76;2681,90105732467
133193;1;3;2; ; ;1;06;76;76;2681,90105732467
133195;1;1;1;4;9;1;06;17;17;143,514398727265
133195;1;3;2; ; ;1;06;17;17;143,514398727265
133206;1;2;1;4;3;1;06;66;66;381,693170879175
133208;1;2;2; ; ;1;06;52;52;92,8990884467109
133208;1;3;1;1,3;1;1;06;52;52;92,8990884467109
133208;1;4;1;3;8;1;06;52;52;92,8990884467109
133209;1;3;2; ; ;1;06;11;11;2999,61438963521
133209;1;4;1;4;3;1;06;11;11;2999,61438963521
133215;1;1;1;1,2;7;1;06;54;54;266,055970650148
133218;1;2;1;2;4;1;06;11;11;2928,94370991623
133218;1;3;2; ; ;1;06;11;11;2928,94370991623
133224;1;2;2; ; ;1;06;52;52;175,472533554653
133227;1;5;1;1,4;8;1;06;05;05;543,285430105933
133228;1;1;1;4;5;1;06;23;23;202,043819604785
133229;1;3;2; ; ;1;06;17;17;40,1737781425699
133232;1;3;2; ; ;1;06;73;73;297,796446174705
133232;1;4;2; ; ;1;06;73;73;297,796446174705
133234;1;2;1;4;4;1;06;17;17;142,121089542104
133236;1;1;1;4;5;1;06;66;66;257,351680746867
133236;1;2;1;4;4;1;06;66;66;257,351680746867
133238;1;2;2; ; ;1;06;05;05;623,316043988441
133238;1;3;2; ; ;1;06;05;05;623,316043988441
133240;1;1;1;4;4;1;06;50;50;165,215313307915
133241;1;2;1;4;3;1;06;52;52;294,079928475383
133241;1;3;1;3;8;1;06;52;52;294,079928475383
133242;1;2;2; ; ;1;06;73;73;174,668878145342
133242;1;3;2; ; ;1;06;73;73;174,668878145342
133244;1;3;2; ; ;1;06;23;23;313,630168461012
133244;1;4;2; ; ;1;06;23;23;313,630168461012
133244;1;5;1;1,2;9;1;06;23;23;313,630168461012
133245;1;1;1;1,2;6;1;06;76;76;940,617599483419
133245;1;3;2; ; ;1;06;76;76;940,617599483419
133250;1;1;1;1,3;1;1;06;17;17;91,6880394948071
133256;1;3;2; ; ;1;06;50;50;239,603433288324
133258;1;1;1;4;4;1;06;17;17;137,349681167939
133260;1;1;1;4;5;1;06;05;05;1891,48982150896
133261;1;2;1;3;3;1;06;11;11;3372,49697738899
133262;1;1;1;1,4;7;1;06;66;66;361,654624315272
133262;1;3;1;1,3;8;1;06;66;66;361,654624315272
133263;1;1;1;4;3;1;06;50;50;134,745123641223
133265;1;1;1;4;5;1;06;50;50;128,461377395488
133265;1;2;1;4;3;1;06;50;50;128,461377395488
133265;1;3;1;2;2;1;06;50;50;128,461377395488
133265;1;4;2; ; ;1;06;50;50;128,461377395488
133265;1;5;1;4;5;1;06;50;50;128,461377395488
133269;1;2;2; ; ;1;06;76;76;1711,69358391316
133280;1;2;1;1,4;9;1;06;05;05;1079,19428154488
133281;1;1;1;2;8;1;06;17;17;103,364000422698
133281;1;2;2; ; ;1;06;17;17;103,364000422698
133281;1;3;1;4;4;1;06;17;17;103,364000422698
133281;1;5;1;1,4;2;1;06;17;17;103,364000422698
133282;1;1;1;1,3;9;1;06;76;76;1176,15205812889
133285;1;1;1;4;4;1;06;73;73;216,025973788714
133285;1;2;1;4;3;1;06;73;73;216,025973788714
133296;1;1;2; ; ;1;06;13;13;198,5402811939
133298;1;1;1;4;3;1;06;50;50;133,606739896219
133298;1;2;1;4;5;1;06;50;50;133,606739896219
133301;1;2;2; ; ;1;06;13;13;277,448516803156
133303;1;1;1;4;3;1;06;76;76;743,277594092554
133304;1;2;2; ; ;1;06;17;17;110,552794698127
133304;1;3;2; ; ;1;06;17;17;110,552794698127
133304;1;4;1;4;3;1;06;17;17;110,552794698127
133305;1;3;2; ; ;1;06;17;17;149,776974619833
133306;1;2;1;3;3;1;06;23;23;324,904722417352
133309;1;1;1;3;5;1;06;73;73;159,676536031045
133314;1;3;2; ; ;1;06;05;05;1124,22066692163
133315;1;1;1;4;5;1;06;66;66;365,11734369445
133315;1;2;1;4;4;1;06;66;66;365,11734369445
133316;1;3;1;1,2;1;1;06;13;13;196,979269648176
133316;1;4;2; ; ;1;06;13;13;196,979269648176
133316;1;5;2; ; ;1;06;13;13;196,979269648176
133324;1;2;1;3;7;1;06;05;05;1365,17560983554
133324;1;3;2; ; ;1;06;05;05;1365,17560983554
133324;1;4;2; ; ;1;06;05;05;1365,17560983554
133325;1;2;2; ; ;1;06;05;05;891,41278783426
133325;1;4;2; ; ;1;06;05;05;891,41278783426
133328;1;2;2; ; ;1;06;50;50;127,263695517071
133330;1;1;1;4;5;1;06;50;50;90,4247048367157
133330;1;4;1;4;5;1;06;50;50;90,4247048367157
133331;1;1;1;4;5;1;06;08;08;138,607764747806
133331;1;2;1;4;4;1;06;08;08;138,607764747806
133331;1;3;1;4;3;1;06;08;08;138,607764747806
133331;1;4;2; ; ;1;06;08;08;138,607764747806
133332;1;1;1;4;5;1;06;50;50;222,570843144423
133332;1;2;1;2;4;1;06;50;50;222,570843144423
133335;1;3;2; ; ;1;06;11;11;1363,76048516752
133336;1;2;1;4;3;1;06;17;17;146,628012723044
133347;1;1;1;4;4;1;06;23;23;204,076475365684
133347;1;2;1;1,3;9;1;06;23;23;204,076475365684
133347;1;3;1;1,3;9;1;06;23;23;204,076475365684
133350;1;3;2; ; ;1;06;05;05;1401,14776385184
133350;1;4;2; ; ;1;06;05;05;1401,14776385184
133357;1;1;1;4;5;1;06;50;50;116,09024513736
133357;1;2;2; ; ;1;06;50;50;116,09024513736
133357;1;3;1;4;4;1;06;50;50;116,09024513736
133357;1;4;1;3;4;1;06;50;50;116,09024513736
133358;1;3;1;1,3;7;1;06;66;66;393,675499059196
133358;1;5;1;4;7;1;06;66;66;393,675499059196
133358;1;6;1;4;3;1;06;66;66;393,675499059196
133359;1;1;1;4;7;1;06;50;50;124,676641442359
133359;1;2;1;1,3;4;1;06;50;50;124,676641442359
133360;1;1;2; ; ;1;06;17;17;97,691436558612
133366;1;3;1;4;3;1;06;05;05;590,752956490258
133369;1;2;1;1,2;1;1;06;17;17;109,367397486503
133371;1;1;1;4;1;1;06;05;05;1040,83909391295
133372;1;3;2; ; ;1;06;05;05;526,170033961286
133375;1;1;1;1,2;7;1;06;76;76;776,424831019495
133375;1;3;1;1,4;2;1;06;76;76;776,424831019495
133375;1;6;2; ; ;1;06;76;76;776,424831019495
133375;1;8;1;1,2;9;1;06;76;76;776,424831019495
133379;1;2;2; ; ;1;06;23;23;164,191995656623
133379;1;3;1;4;9;1;06;23;23;164,191995656623
133380;1;1;1;1,2;9;1;06;13;13;231,211650349386
133382;1;2;1;1,3;9;1;06;17;17;326,297662007816
133382;1;3;2; ; ;1;06;17;17;326,297662007816
133387;1;2;1;1,3;9;1;06;52;52;205,895364814511
133388;1;2;1;1,2;1;1;06;11;11;2043,58566232736
133390;1;2;1;1,4;9;1;06;05;05;1512,55342533328
133393;1;2;1;3;3;1;06;13;13;306,909892897426
133393;1;3;2; ; ;1;06;13;13;306,909892897426
133398;1;1;1;4;3;1;06;66;66;424,545363591163
133399;1;2;1;1,4;7;1;06;05;05;1444,60638476097
133403;1;1;1;4;5;1;06;50;50;101,917961843911
133403;1;2;2; ; ;1;06;50;50;101,917961843911
133404;1;2;1;4;3;1;06;05;05;868,959773920153
133404;1;3;1;4;4;1;06;05;05;868,959773920153
133405;1;2;2; ; ;1;06;68;68;1224,07424678546
133406;1;2;1;2;2;1;06;05;05;882,940984135166
133407;1;2;1;4;3;1;06;50;50;129,305600387605
133407;1;4;1;4;3;1;06;50;50;129,305600387605
133407;1;5;1;4;5;1;06;50;50;129,305600387605
133408;1;3;2; ; ;1;06;08;08;212,654949886571
133408;1;4;2; ; ;1;06;08;08;212,654949886571
133412;1;2;1;3;3;1;06;05;05;1608,56670666484
133415;1;1;1;1,4;4;1;06;66;66;371,902203304871
133415;1;2;1;2;3;1;06;66;66;371,902203304871
133416;1;2;1;3;3;1;06;50;50;716,74105709532
133419;1;4;2; ; ;1;06;52;52;54,0236716967508
133420;1;1;1;4;5;1;06;52;52;40,2639003294894
133420;1;2;1;4;3;1;06;52;52;40,2639003294894
133420;1;3;1;1,2;9;1;06;52;52;40,2639003294894
133420;1;4;1;2;8;1;06;52;52;40,2639003294894
133420;1;5;1;3;2;1;06;52;52;40,2639003294894
133420;1;6;1;3;4;1;06;52;52;40,2639003294894
133426;1;1;1;2;3;1;06;13;13;310,294257213742
133426;1;4;2; ; ;1;06;13;13;310,294257213742
133426;1;5;2; ; ;1;06;13;13;310,294257213742
133428;1;2;1;4;4;1;06;50;50;240,569700862173
133431;1;3;2; ; ;1;06;05;05;901,249388506437
133437;1;3;2; ; ;1;06;05;05;808,930730365138
133439;1;1;1;1,3;8;1;06;08;08;264,58412675099
133443;1;1;1;4;5;1;06;73;73;378,280658057971
133443;1;2;1;1,4;8;1;06;73;73;378,280658057971
133447;1;2;2; ; ;1;06;50;50;439,500772357912
133452;1;1;1;4;4;1;06;52;52;82,6439185345792
133453;1;2;1;1,4;2;1;06;50;50;117,132616177269
133453;2;2;2; ; ;1;06;50;50;117,132616177269
133454;1;1;1;3;5;1;06;66;66;66,3054319710291
133454;1;4;1;3;2;1;06;66;66;66,3054319710291
133455;1;2;1;3;8;1;06;05;05;1073,08341525708
133459;1;3;2; ; ;1;06;50;50;193,197662154103
133461;1;2;1;4;3;1;06;66;66;357,547484037025
133463;1;3;2; ; ;1;06;50;50;134,542525370494
133463;1;5;1;4;3;1;06;50;50;134,542525370494
133466;1;1;1;3;4;1;06;52;52;57,0863463577795
133470;1;2;1;1,3;4;1;06;52;52;64,2870376676432
133470;1;3;2; ; ;1;06;52;52;64,2870376676432
133470;1;4;1;1,4;4;1;06;52;52;64,2870376676432
133472;1;3;2; ; ;1;06;05;05;1821,58141949532
133473;1;2;1;1,3;9;1;06;52;52;218,113804934069
133474;1;1;1;4;5;1;06;73;73;142,673593592332
133474;1;2;1;4;4;1;06;73;73;142,673593592332
133497;1;5;2; ; ;1;06;76;76;2221,78696496041
133498;1;1;1;4;5;1;06;76;76;1483,11474463221
133500;1;1;1;1,4;3;1;06;50;50;157,744903546701
133500;1;5;2; ; ;1;06;50;50;157,744903546701
133500;1;6;1;4;4;1;06;50;50;157,744903546701
133501;1;3;2; ; ;1;06;50;50;152,601699846753
133507;2;2;1;2;3;1;06;68;68;451,98046321304
133508;1;1;1;2;2;1;06;50;50;158,326179220592
133508;1;2;1;3;3;1;06;50;50;158,326179220592
133513;1;1;1;1,4;3;1;06;68;68;360,355814244958
133513;1;2;1;4;4;1;06;68;68;360,355814244958
133518;1;2;1;2;3;1;06;23;23;177,540561854442
133518;1;3;2; ; ;1;06;23;23;177,540561854442
133518;1;4;2; ; ;1;06;23;23;177,540561854442
133522;1;2;2; ; ;1;06;11;11;3053,88701166608
133531;1;7;1;1,3;8;1;06;08;08;420,231982475216
133532;1;1;1;4;5;1;06;66;66;106,128037118379
133532;1;2;2; ; ;1;06;66;66;106,128037118379
133532;1;3;1;4;8;1;06;66;66;106,128037118379
133534;1;2;2; ; ;1;06;13;13;635,78736642286
133534;1;4;1;3;4;1;06;13;13;635,78736642286
133535;1;3;1;1,3;1;1;06;11;11;2589,20239320134
133535;1;4;2; ; ;1;06;11;11;2589,20239320134
133538;1;3;2; ; ;1;06;68;68;1367,55101750371
133547;1;1;1;4;4;1;06;08;08;242,310673558185
133547;1;2;1;4;3;1;06;08;08;242,310673558185
133551;1;3;2; ; ;1;06;54;54;299,115210291876
133551;1;5;1;2;9;1;06;54;54;299,115210291876
133551;1;6;1;4;4;1;06;54;54;299,115210291876
133556;1;2;1;4;3;1;06;08;08;588,91783557019
133558;1;1;1;1,3;9;1;06;11;11;4432,47645029331
133565;1;3;2; ; ;1;06;76;76;1546,85503303221
133568;1;4;2; ; ;1;06;23;23;381,872826914955
133569;1;4;2; ; ;1;06;23;23;339,586757657747
133573;1;1;1;4;3;1;06;68;68;317,171347145419
133583;1;1;1;1,3;8;1;06;08;08;377,270556113182
133586;1;5;2; ; ;1;06;05;05;1713,08706396312
133587;1;3;2; ; ;1;06;11;11;3960,21019358245
133596;1;1;1;3;5;1;06;08;08;407,708634160591
133596;1;2;1;3;3;1;06;08;08;407,708634160591
133596;1;4;1;2;3;1;06;08;08;407,708634160591
133603;1;4;1;2;3;1;06;08;08;1080,65988737294
133604;1;2;1;2;5;1;06;68;68;387,004860635203
133604;1;5;2; ; ;1;06;68;68;387,004860635203
133611;1;2;1;1,4;3;1;06;13;13;388,189980199952
133611;1;4;2; ; ;1;06;13;13;388,189980199952
133614;1;1;1;4;5;1;06;05;05;1330,69791758582
133616;1;1;2; ; ;1;06;11;11;1595,70666544455
133616;1;2;1;4;5;1;06;11;11;1595,70666544455
133619;1;1;1;4;3;1;06;54;54;322,022648728222
133619;1;4;1;2;4;1;06;54;54;322,022648728222
133623;1;3;2; ; ;1;06;23;23;40,7635966024343
133625;1;1;1;3;5;1;06;17;17;115,127086917087
133625;1;3;2; ; ;1;06;17;17;115,127086917087
133625;1;4;1;2;2;1;06;17;17;115,127086917087
133625;1;5;1;3;3;1;06;17;17;115,127086917087
133628;1;4;2; ; ;1;06;50;50;149,087127043662
133635;1;2;1;1,3;7;1;06;13;13;488,233571471318
133637;1;1;1;4;5;1;06;11;11;1566,07536989774
133637;1;2;1;4;3;1;06;11;11;1566,07536989774
133642;1;1;1;1,3;7;1;06;23;23;40,7635966024343
133642;1;2;1;4;4;1;06;23;23;40,7635966024343
133642;1;3;1;4;4;1;06;23;23;40,7635966024343
133648;1;1;1;1,2;9;1;06;13;13;369,598766106648
133648;1;2;2; ; ;1;06;13;13;369,598766106648
133648;1;3;2; ; ;1;06;13;13;369,598766106648
133648;1;4;2; ; ;1;06;13;13;369,598766106648
133648;1;5;2; ; ;1;06;13;13;369,598766106648
133649;1;2;2; ; ;1;06;13;13;386,652026271452
133649;1;3;2; ; ;1;06;13;13;386,652026271452
133649;1;4;2; ; ;1;06;13;13;386,652026271452
133650;1;2;1;1,3;7;1;06;76;76;1119,79055009006
133654;1;4;1;3;4;1;06;68;68;235,636421800245
133654;1;5;1;3;4;1;06;68;68;235,636421800245
133660;1;3;2; ; ;1;06;11;11;1397,79264376764
133664;1;1;2; ; ;1;06;50;50;181,490274299584
133668;1;2;1;1,1;9;1;06;17;17;82,0789549976026
133669;1;1;1;1,3;9;1;06;05;05;1135,69711425145
133669;1;2;2; ; ;1;06;05;05;1135,69711425145
133671;1;4;2; ; ;1;06;23;23;147,588068255705
133673;1;1;1;1,3;9;1;06;05;05;1272,18960149248
133674;1;3;2; ; ;1;06;52;52;141,440941925915
133674;1;4;2; ; ;1;06;52;52;141,440941925915
133677;1;2;1;2;7;1;06;54;54;408,221328816221
133678;1;1;1;3;9;1;06;08;08;871,284643686081
133678;1;2;2; ; ;1;06;08;08;871,284643686081
133678;1;3;2; ; ;1;06;08;08;871,284643686081
133678;1;4;2; ; ;1;06;08;08;871,284643686081
133678;1;5;2; ; ;1;06;08;08;871,284643686081
133679;1;1;2; ; ;1;06;23;23;140,887088567166
133683;1;1;1;4;4;1;06;68;68;337,439810980769
133683;1;6;1;4;4;1;06;68;68;337,439810980769
133683;1;7;1;4;3;1;06;68;68;337,439810980769
133684;1;2;2; ; ;1;06;13;13;367,434225683996
133689;1;1;1;4;5;1;06;11;11;1807,40581111158
133690;1;1;1;3;6;1;06;13;13;400,961442915541
133690;1;2;1;4;4;1;06;13;13;400,961442915541
133696;1;1;1;4;5;1;06;23;23;116,956965450215
133697;1;1;1;4;3;1;06;66;66;365,702388424639
133699;1;3;2; ; ;1;06;50;50;255,824381937464
133701;1;2;1;4;3;1;06;11;11;2546,56274656177
133707;1;3;2; ; ;1;06;23;23;188,947928173633
133710;1;2;1;3;3;1;06;52;52;126,347304315572
133710;1;3;2; ; ;1;06;52;52;126,347304315572
133712;1;1;1;1,3;9;1;06;13;13;218,02678251986
133712;1;4;1;1,4;8;1;06;13;13;218,02678251986
133712;1;5;1;3;1;1;06;13;13;218,02678251986
133713;1;3;2; ; ;1;06;13;13;422,996076700389
133713;1;5;2; ; ;1;06;13;13;422,996076700389
133715;1;1;1;4;6;1;06;52;52;49,1341207765206
133715;1;2;1;1,4;6;1;06;52;52;49,1341207765206
133716;1;2;1;4;3;1;06;13;13;372,689555044193
133716;1;3;1;1,2;1;1;06;13;13;372,689555044193
133716;1;4;2; ; ;1;06;13;13;372,689555044193
133716;1;5;1;1,2;1;1;06;13;13;372,689555044193
133722;1;2;1;2;4;1;06;23;23;129,243111410945
133722;1;3;2; ; ;1;06;23;23;129,243111410945
133723;1;4;2; ; ;1;06;05;05;1122,37592988638
133725;1;1;1;3;3;1;06;13;13;304,382333216007
133725;1;2;2; ; ;1;06;13;13;304,382333216007
133729;1;6;1;1,4;3;1;06;76;76;2698,98948600647
133729;1;7;2; ; ;1;06;76;76;2698,98948600647
133730;1;2;1;4;3;1;06;23;23;117,900166784491
133732;1;2;2; ; ;1;06;11;11;2691,96457774802
133734;1;1;1;1,4;7;1;06;11;11;3046,13203916056
133735;1;3;2; ; ;1;06;23;23;163,654346564395
133738;1;2;1;1,3;9;1;06;54;54;320,271144962105
133739;1;4;1;3;3;1;06;23;23;407,939880491884
133740;1;2;1;4;9;1;06;11;11;3179,61251223386
133740;1;4;2; ; ;1;06;11;11;3179,61251223386
133740;1;5;2; ; ;1;06;11;11;3179,61251223386
133742;1;1;1;1,2;9;1;06;76;76;1509,8106251383
133748;1;2;1;2;4;1;06;68;68;283,105691349311
133748;1;4;1;1,1;2;1;06;68;68;283,105691349311
133748;1;5;2; ; ;1;06;68;68;283,105691349311
133748;1;6;2; ; ;1;06;68;68;283,105691349311
133751;1;1;1;4;3;1;06;54;54;440,723907530779
133751;1;2;1;1,3;9;1;06;54;54;440,723907530779
133751;1;4;2; ; ;1;06;54;54;440,723907530779
133751;1;5;2; ; ;1;06;54;54;440,723907530779
133751;1;6;2; ; ;1;06;54;54;440,723907530779
133757;1;2;1;1,2;7;1;06;54;54;215,729432991093
133760;1;6;2; ; ;1;06;76;76;1265,06618465035
133761;1;2;1;1,3;9;1;06;13;13;303,981654274145
133764;1;1;2; ; ;1;06;13;13;396,057640741579
133773;1;2;1;1,3;1;1;06;52;52;67,7433644286875
133773;1;3;2; ; ;1;06;52;52;67,7433644286875
133774;1;1;1;4;5;1;06;23;23;95,3852654032392
133774;1;3;1;4;5;1;06;23;23;95,3852654032392
133776;1;3;2; ; ;1;06;54;54;217,530899085209
133776;1;4;1;4;3;1;06;54;54;217,530899085209
133777;1;2;1;1,3;7;1;06;68;68;381,014108925429
133777;1;8;1;1,3;8;1;06;68;68;381,014108925429
133779;1;1;1;2;1;1;06;11;11;7224,73214122158
133779;1;2;1;2;4;1;06;11;11;7224,73214122158
133781;1;1;1;1,3;9;1;06;73;73;165,251569682701
133781;1;2;1;4;5;1;06;73;73;165,251569682701
133781;1;3;1;4;4;1;06;73;73;165,251569682701
133781;1;4;1;1,3;9;1;06;73;73;165,251569682701
133781;1;5;2; ; ;1;06;73;73;165,251569682701
133782;1;4;2; ; ;1;06;05;05;973,490903311115
133783;1;1;2; ; ;1;06;50;50;125,875482711501
133783;1;3;2; ; ;1;06;50;50;125,875482711501
133785;1;1;1;4;5;1;06;13;13;385,603515284552
133785;1;2;2; ; ;1;06;13;13;385,603515284552
133785;1;4;2; ; ;1;06;13;13;385,603515284552
133785;1;5;2; ; ;1;06;13;13;385,603515284552
133789;1;2;1;1,4;4;1;06;11;11;1497,92335915241
133789;1;4;2; ; ;1;06;11;11;1497,92335915241
133791;1;1;1;3;4;1;06;54;54;294,933786413234
133791;1;2;1;3;4;1;06;54;54;294,933786413234
133791;1;5;1;2;3;1;06;54;54;294,933786413234
133791;1;6;2; ; ;1;06;54;54;294,933786413234
133794;1;3;2; ; ;1;06;05;05;1373,77878734728
133795;1;1;1;4;4;1;06;54;54;297,858466981164
133795;1;2;2; ; ;1;06;54;54;297,858466981164
133796;1;3;2; ; ;1;06;13;13;223,207836408104
133801;1;2;2; ; ;1;06;13;13;355,928638794462
133801;1;3;2; ; ;1;06;13;13;355,928638794462
133801;1;5;1;3;5;1;06;13;13;355,928638794462
133803;1;2;2; ; ;1;06;52;52;83,2400767472771
133807;1;3;2; ; ;1;06;05;05;976,631185584665
133809;1;2;2; ; ;1;06;17;17;126,547391535823
133809;1;3;2; ; ;1;06;17;17;126,547391535823
133812;1;1;1;1,3;9;1;06;54;54;442,173819346845
133812;1;2;1;4;3;1;06;54;54;442,173819346845
133812;1;3;2; ; ;1;06;54;54;442,173819346845
133813;1;2;2; ; ;1;06;23;23;81,0613235294122
133815;1;1;1;1,3;7;1;06;50;50;187,880728160856
133821;1;2;1;1,4;2;1;06;73;73;467,112674457772
133828;1;1;2; ; ;1;06;17;17;164,956893901697
133828;1;2;2; ; ;1;06;17;17;164,956893901697
133828;1;3;2; ; ;1;06;17;17;164,956893901697
133829;1;1;1;4;5;1;06;05;05;964,108098431115
133830;1;1;1;1,4;7;1;06;11;11;5372,0606362866
133830;1;3;1;4;4;1;06;11;11;5372,0606362866
133832;1;1;1;4;3;1;06;13;13;361,393311225711
133832;1;2;2; ; ;1;06;13;13;361,393311225711
133833;1;2;1;3;3;1;06;13;13;308,39478384445
133833;1;4;1;1,3;9;1;06;13;13;308,39478384445
133834;1;1;1;1,2;9;1;06;76;76;793,303740033571
133834;1;4;1;4;3;1;06;76;76;793,303740033571
133835;1;3;1;1,4;6;1;06;73;73;315,298936851512
133836;1;2;2; ; ;1;06;13;13;376,411012696259
133836;1;4;2; ; ;1;06;13;13;376,411012696259
133836;1;5;2; ; ;1;06;13;13;376,411012696259
133836;1;6;2; ; ;1;06;13;13;376,411012696259
133839;1;3;1;2;4;1;06;05;05;1554,89769103287
133842;1;2;2; ; ;1;06;76;76;1120,26208100533
133843;1;2;1;2;1;1;06;11;11;1838,78242554211
133847;1;1;1;4;6;1;06;11;11;2537,49085438516
133847;1;2;1;3;6;1;06;11;11;2537,49085438516
133848;1;1;1;4;3;1;06;54;54;563,608153062856
133848;1;3;1;2;2;1;06;54;54;563,608153062856
133848;1;4;2; ; ;1;06;54;54;563,608153062856
133850;1;2;1;1,2;7;1;06;54;54;377,312172419146
133850;1;6;2; ; ;1;06;54;54;377,312172419146
133854;1;2;1;4;4;1;06;73;73;266,610568202049
133858;1;2;1;4;3;1;06;08;08;322,361052846422
133862;1;2;2; ; ;1;06;11;11;5348,13187721206
133862;1;3;2; ; ;1;06;11;11;5348,13187721206
133868;1;2;1;4;3;1;06;05;05;1259,08420989937
133869;1;2;2; ; ;1;06;13;13;358,483322121627
133872;1;2;1;1,3;7;1;06;68;68;351,824045625264
133873;1;2;2; ; ;1;06;54;54;443,267515716016
133879;1;3;2; ; ;1;06;08;08;511,477585471954
133879;1;5;1;1,4;5;1;06;08;08;511,477585471954
133890;1;1;1;4;3;1;06;73;73;386,731813216159
133891;1;1;1;4;5;1;06;05;05;956,286721424693
133891;1;2;2; ; ;1;06;05;05;956,286721424693
133893;1;3;2; ; ;1;06;68;68;325,710536042329
133897;1;1;1;4;4;1;06;54;54;330,502802351018
133898;1;1;1;4;5;1;06;11;11;7237,78896042803
133898;1;3;1;4;4;1;06;11;11;7237,78896042803
133901;1;3;2; ; ;1;06;13;13;214,429521329425
133904;1;3;2; ; ;1;06;17;17;72,7388051807998
133905;1;1;1;1,3;1;1;06;50;50;247,174567348223
133906;1;1;1;1,3;9;1;06;54;54;357,676597115907
133906;1;4;2; ; ;1;06;54;54;357,676597115907
133908;1;3;1;1,3;9;1;06;08;08;362,386373936045
133908;1;5;2; ; ;1;06;08;08;362,386373936045
133908;1;7;1;4;5;1;06;08;08;362,386373936045
133910;1;1;2; ; ;1;06;13;13;225,222913640209
133910;1;2;2; ; ;1;06;13;13;225,222913640209
133912;1;2;1;4;3;1;06;05;05;1238,34191654991
133915;1;2;2; ; ;1;06;17;17;192,761577425417
133917;1;2;1;1,3;9;1;06;11;11;2671,02941358429
133917;1;4;1;1,3;3;1;06;11;11;2671,02941358429
133917;1;5;1;4;3;1;06;11;11;2671,02941358429
133917;1;6;1;4;4;1;06;11;11;2671,02941358429
133919;1;2;1;1,3;3;1;06;68;68;1323,17750758553
133920;1;1;2; ; ;1;06;17;17;54,9954746295676
133920;1;2;1;1,2;1;1;06;17;17;54,9954746295676
133921;1;2;2; ; ;1;06;13;13;370,870050708875
133921;1;3;2; ; ;1;06;13;13;370,870050708875
133921;1;5;2; ; ;1;06;13;13;370,870050708875
133924;1;3;1;4;9;1;06;68;68;354,636965358799
133926;1;1;2; ; ;1;06;54;54;291,079877603697
133929;1;1;1;4;5;1;06;05;05;1141,6332607736
133929;1;2;1;4;3;1;06;05;05;1141,6332607736
133933;1;1;1;4;3;1;06;17;17;97,691436558612
133934;1;2;1;4;4;1;06;50;50;145,474062120079
133934;1;3;2; ; ;1;06;50;50;145,474062120079
133936;1;3;2; ; ;1;06;05;05;1083,06236140705
133943;1;1;1;4;3;1;06;17;17;148,56490239152
133945;1;2;1;3;4;1;06;11;11;2333,92779152089
133947;1;2;2; ; ;1;06;13;13;565,21008991348
133949;1;1;2; ; ;1;06;13;13;209,992933966158
133951;1;2;2; ; ;1;06;05;05;586,606317271017
133953;1;1;1;3;5;1;06;05;05;1235,02677017725
133953;1;2;1;4;3;1;06;05;05;1235,02677017725
133953;1;3;2; ; ;1;06;05;05;1235,02677017725
133954;1;1;1;4;5;1;06;17;17;201,895635554465
133963;1;1;1;4;3;1;06;17;17;137,349681167939
133963;1;2;1;4;5;1;06;17;17;137,349681167939
133966;1;1;1;1,2;9;1;06;50;50;288,605216241929
133967;1;2;2; ; ;1;06;13;13;384,755810802024
133971;1;2;2; ; ;1;06;11;11;3705,15346518417
133971;1;3;2; ; ;1;06;11;11;3705,15346518417
133975;1;1;1;4;5;1;06;17;17;101,174985472674
133975;1;3;2; ; ;1;06;17;17;101,174985472674
133975;1;4;1;4;9;1;06;17;17;101,174985472674
133977;1;3;2; ; ;1;06;13;13;199,20355078766
133977;1;4;2; ; ;1;06;13;13;199,20355078766
133979;1;1;1;2;4;1;06;76;76;498,327681555041
133980;1;2;1;4;3;1;06;05;05;1405,47810295101
133980;1;3;2; ; ;1;06;05;05;1405,47810295101
133985;1;2;1;4;4;1;06;54;54;223,614331507406
133985;1;3;1;1,3;9;1;06;54;54;223,614331507406
133985;1;4;1;1,3;9;1;06;54;54;223,614331507406
133985;1;8;1;1,3;9;1;06;54;54;223,614331507406
133985;1;9;1;1,4;8;1;06;54;54;223,614331507406
133986;2;1;1;1,3;9;1;06;08;08;799,200432489545
133986;2;2;2; ; ;1;06;08;08;799,200432489545
133986;3;1;1;1,4;4;1;06;08;08;799,200432489545
133986;3;3;1;1,2;9;1;06;08;08;799,200432489545
