directorio;secuencia_p;orden;P7430;P7440;P7450;ini;mes;area;dpto;fex_c_2011
122869;1;3;2; ; ;1;06;13;13;461,7367726937
122870;1;2;1;1,2;7;1;06;73;73;119,595174035348
122870;1;3;1;1,3;1;1;06;73;73;119,595174035348
122871;1;2;2; ; ;1;06;23;23;176,512513451657
122871;1;3;2; ; ;1;06;23;23;176,512513451657
122873;1;2;2; ; ;1;06;76;76;1111,4978988063
122876;1;1;1;1,2;1;1;06;13;13;403,4223046583
122876;1;2;2; ; ;1;06;13;13;403,4223046583
122876;1;3;2; ; ;1;06;13;13;403,4223046583
122882;1;1;1;1,3;3;1;06;05;05;606,356450673199
122882;1;6;2; ; ;1;06;05;05;606,356450673199
122883;1;2;2; ; ;1;06;73;73;245,196565372164
122884;1;2;2; ; ;1;06;54;54;312,076961943409
122884;2;2;1;1,2;7;1;06;54;54;312,076961943409
122885;1;1;1;4;4;1;06;68;68;340,448527626604
122887;1;1;1;3;5;1;06;50;50;129,495763284028
122887;1;2;1;3;3;1;06;50;50;129,495763284028
122891;1;2;2; ; ;1;06;17;17;201,375691220468
122891;1;3;2; ; ;1;06;17;17;201,375691220468
122891;1;4;1;4;5;1;06;17;17;201,375691220468
122892;1;3;2; ; ;1;06;76;76;1710,85047194687
122895;1;4;2; ; ;1;06;05;05;923,471828082998
122896;1;1;1;4;3;1;06;68;68;602,526707760302
122896;1;2;2; ; ;1;06;68;68;602,526707760302
122903;1;2;1;1,2;9;1;06;17;17;211,060169993835
122906;1;3;1;4;5;1;06;23;23;56,538111048024
122914;1;1;1;4;5;1;06;05;05;467,269788538615
122914;1;2;1;4;3;1;06;05;05;467,269788538615
122914;1;4;1;4;9;1;06;05;05;467,269788538615
122918;1;1;1;4;3;1;06;13;13;472,484101423856
122919;1;1;2; ; ;1;06;05;05;1805,7381850593
122922;1;3;2; ; ;1;06;08;08;806,294574449189
122924;1;1;1;4;3;1;06;50;50;83,8957314767567
122924;1;4;1;4;4;1;06;50;50;83,8957314767567
122924;1;5;1;4;3;1;06;50;50;83,8957314767567
122924;1;6;2; ; ;1;06;50;50;83,8957314767567
122934;1;2;1;4;5;1;06;11;11;1267,00054476011
122936;1;2;1;1,4;4;1;06;23;23;157,476876398961
122936;1;4;2; ; ;1;06;23;23;157,476876398961
122936;1;5;2; ; ;1;06;23;23;157,476876398961
122936;1;6;2; ; ;1;06;23;23;157,476876398961
122936;1;7;2; ; ;1;06;23;23;157,476876398961
122938;1;1;1;4;9;1;06;68;68;185,584857922092
122938;1;2;2; ; ;1;06;68;68;185,584857922092
122939;1;2;2; ; ;1;06;73;73;179,034520983961
122939;1;3;2; ; ;1;06;73;73;179,034520983961
122940;1;5;2; ; ;1;06;08;08;299,488710463572
122940;1;6;2; ; ;1;06;08;08;299,488710463572
122941;1;2;1;1,4;3;1;06;05;05;931,284333150196
122941;1;5;2; ; ;1;06;05;05;931,284333150196
122945;1;1;2; ; ;1;06;05;05;1651,63817268167
122945;1;3;1;4;4;1;06;05;05;1651,63817268167
122951;1;4;2; ; ;1;06;08;08;323,891037012382
122951;1;5;1;1,3;6;1;06;08;08;323,891037012382
122951;1;7;2; ; ;1;06;08;08;323,891037012382
122951;1;8;2; ; ;1;06;08;08;323,891037012382
122952;1;1;1;4;3;1;06;08;08;560,265194896651
122964;1;2;1;4;3;1;06;05;05;588,657628046804
122965;1;1;1;4;3;1;06;05;05;693,467962832035
122966;1;2;2; ; ;1;06;08;08;701,822962459774
122972;1;3;2; ; ;1;06;50;50;140,714581882842
122972;1;4;2; ; ;1;06;50;50;140,714581882842
122975;1;1;1;4;4;1;06;17;17;228,877079937319
122976;1;1;1;3;3;1;06;11;11;1268,89108421869
122976;1;3;1;4;4;1;06;11;11;1268,89108421869
122980;1;1;2; ; ;1;06;73;73;169,998412351196
122980;1;3;2; ; ;1;06;73;73;169,998412351196
122983;1;2;1;1,3;8;1;06;08;08;959,554818653351
122983;1;3;1;1,4;1;1;06;08;08;959,554818653351
122983;1;4;1;1,4;8;1;06;08;08;959,554818653351
122985;1;1;1;1,2;9;1;06;11;11;1749,97762670634
122985;1;2;1;4;7;1;06;11;11;1749,97762670634
122988;1;2;2; ; ;1;06;68;68;489,371352757998
122988;1;3;2; ; ;1;06;68;68;489,371352757998
122989;1;2;1;3;4;1;06;73;73;156,954857673662
122989;1;3;2; ; ;1;06;73;73;156,954857673662
122989;1;4;2; ; ;1;06;73;73;156,954857673662
122990;1;2;1;3;3;1;06;13;13;431,851479189342
122993;1;1;1;2;3;1;06;52;52;166,517756732422
122994;1;2;2; ; ;1;06;17;17;246,781575909271
122998;1;4;2; ; ;1;06;05;05;1048,11576721915
123002;1;2;2; ; ;1;06;76;76;550,341881593515
123002;1;4;1;1,2;9;1;06;76;76;550,341881593515
123005;1;1;1;4;3;1;06;52;52;154,896646344601
123008;1;1;1;1,2;7;1;06;76;76;589,376417796371
123014;1;1;1;1,2;9;1;06;05;05;1632,39463565739
123016;1;3;2; ; ;1;06;76;76;1325,56367691473
123016;1;4;2; ; ;1;06;76;76;1325,56367691473
123018;1;2;1;4;1;1;06;05;05;581,819605379966
123021;1;1;1;1,1;8;1;06;05;05;492,911884952307
123022;1;2;2; ; ;1;06;13;13;471,026160654698
123022;1;3;2; ; ;1;06;13;13;471,026160654698
123026;1;1;1;2;9;1;06;05;05;860,299130246639
123027;1;2;2; ; ;1;06;73;73;178,000049675945
123034;1;1;1;4;5;1;06;73;73;150,950634451221
123034;1;2;1;4;4;1;06;73;73;150,950634451221
123036;1;3;1;1,2;9;1;06;52;52;181,336677039478
123036;1;7;1;1,4;1;1;06;52;52;181,336677039478
123042;1;1;1;1,2;9;1;06;05;05;793,300950908075
123043;1;3;2; ; ;1;06;50;50;339,860195995698
123046;1;3;1;1,2;1;1;06;08;08;582,381809200501
123047;1;3;1;4;4;1;06;17;17;141,838935818704
123058;1;1;1;4;4;1;06;05;05;389,131068135401
123060;1;1;1;4;3;1;06;11;11;668,334988256167
123073;1;1;1;4;5;1;06;05;05;829,875407668704
123073;1;2;1;4;3;1;06;05;05;829,875407668704
123074;1;3;2; ; ;1;06;11;11;1322,10941333728
123075;1;1;1;1,4;7;1;06;17;17;381,120004680895
123077;1;1;1;4;3;1;06;08;08;648,436571728258
123077;1;3;1;4;4;1;06;08;08;648,436571728258
123077;1;4;1;4;3;1;06;08;08;648,436571728258
123077;1;8;2; ; ;1;06;08;08;648,436571728258
123081;1;2;1;4;8;1;06;76;76;770,824049067896
123081;1;3;1;1,3;8;1;06;76;76;770,824049067896
123081;1;4;2; ; ;1;06;76;76;770,824049067896
123081;1;5;2; ; ;1;06;76;76;770,824049067896
123083;1;1;1;4;5;1;06;11;11;678,732373271795
123083;1;2;2; ; ;1;06;11;11;678,732373271795
123087;1;1;1;4;5;1;06;11;11;3717,61737034335
123088;1;1;1;4;4;1;06;08;08;582,381809200501
123088;1;3;2; ; ;1;06;08;08;582,381809200501
123090;1;2;2; ; ;1;06;73;73;258,583952730262
123090;1;3;2; ; ;1;06;73;73;258,583952730262
123090;1;5;2; ; ;1;06;73;73;258,583952730262
123092;1;1;1;3;4;1;06;52;52;280,346939981098
123092;1;3;1;1,2;9;1;06;52;52;280,346939981098
123097;1;3;2; ; ;1;06;17;17;339,874647129677
123104;1;3;2; ; ;1;06;08;08;815,73289783944
123104;1;4;2; ; ;1;06;08;08;815,73289783944
123107;1;2;1;4;4;1;06;76;76;347,221089862718
123107;1;3;1;4;6;1;06;76;76;347,221089862718
123108;1;1;1;4;4;1;06;52;52;210,909269407731
123114;1;1;1;4;5;1;06;17;17;157,212252989267
123115;1;2;1;4;3;1;06;52;52;381,115546202584
123115;1;3;2; ; ;1;06;52;52;381,115546202584
123115;1;4;2; ; ;1;06;52;52;381,115546202584
123117;1;2;1;4;3;1;06;50;50;134,63720791448
123117;1;4;2; ; ;1;06;50;50;134,63720791448
123121;1;1;1;4;4;1;06;52;52;179,337483322393
123121;1;2;1;1,2;9;1;06;52;52;179,337483322393
123124;1;2;1;4;3;1;06;23;23;151,109849902284
123125;1;2;1;4;3;1;06;68;68;367,692136942276
123125;1;3;2; ; ;1;06;68;68;367,692136942276
123132;1;3;2; ; ;1;06;76;76;646,233954043773
123133;1;1;1;4;3;1;06;08;08;1218,67750762674
123133;1;2;1;4;5;1;06;08;08;1218,67750762674
123133;1;4;2; ; ;1;06;08;08;1218,67750762674
123133;1;5;2; ; ;1;06;08;08;1218,67750762674
123134;1;2;1;1,2;1;1;06;13;13;479,77980294917
123154;1;4;2; ; ;1;06;05;05;454,887087114587
123154;1;5;2; ; ;1;06;05;05;454,887087114587
123156;1;1;1;4;7;1;06;05;05;815,306779933622
123156;1;2;1;4;5;1;06;05;05;815,306779933622
123156;1;3;1;4;5;1;06;05;05;815,306779933622
123158;1;2;1;4;5;1;06;76;76;717,597883712155
123160;1;2;2; ; ;1;06;05;05;333,459234985923
123160;1;5;2; ; ;1;06;05;05;333,459234985923
123169;1;3;2; ; ;1;06;05;05;756,049081328726
123172;1;3;2; ; ;1;06;17;17;191,41268869411
123175;1;1;1;1,2;9;1;06;23;23;149,904020043982
123175;1;2;1;3;3;1;06;23;23;149,904020043982
123175;1;3;2; ; ;1;06;23;23;149,904020043982
123175;1;4;2; ; ;1;06;23;23;149,904020043982
123186;1;2;1;1,3;7;1;06;23;23;150,431748278868
123188;1;1;1;4;3;1;06;50;50;253,03573234283
123190;1;2;1;4;5;1;06;52;52;90,6941506022914
123193;1;1;1;4;9;1;06;11;11;1163,64733367014
123193;1;2;1;4;3;1;06;11;11;1163,64733367014
123194;1;4;2; ; ;1;06;50;50;134,63720791448
123195;1;1;1;4;4;1;06;54;54;469,41090954505
123195;1;4;2; ; ;1;06;54;54;469,41090954505
123195;2;3;2; ; ;1;06;54;54;469,41090954505
123195;3;3;2; ; ;1;06;54;54;469,41090954505
123200;1;1;1;4;3;1;06;08;08;732,163207280946
123200;1;6;2; ; ;1;06;08;08;732,163207280946
123202;1;1;2; ; ;1;06;50;50;256,407337686378
123202;1;2;1;4;8;1;06;50;50;256,407337686378
123203;1;1;1;1,2;9;1;06;23;23;120,786895747963
123204;1;3;2; ; ;1;06;73;73;106,316226433994
123204;1;4;1;4;4;1;06;73;73;106,316226433994
123205;1;2;1;1,3;9;1;06;23;23;239,751954659157
123205;1;3;2; ; ;1;06;23;23;239,751954659157
123213;1;1;1;1,3;7;1;06;08;08;595,124585725942
123213;1;3;1;1,3;8;1;06;08;08;595,124585725942
123219;1;2;2; ; ;1;06;13;13;230,496956546211
123220;1;2;1;4;3;1;06;08;08;274,503606359243
123220;1;3;1;1,4;8;1;06;08;08;274,503606359243
123220;1;5;2; ; ;1;06;08;08;274,503606359243
123227;1;2;1;4;3;1;06;17;17;83,4994028326874
123227;1;3;2; ; ;1;06;17;17;83,4994028326874
123229;1;2;1;3;5;1;06;11;11;1249,38976878268
123236;1;1;1;4;4;1;06;17;17;77,3887289977396
123236;1;2;1;3;4;1;06;17;17;77,3887289977396
123238;1;2;1;4;3;1;06;66;66;554,382252466675
123244;1;1;1;4;3;1;06;52;52;211,025791987295
123244;1;2;1;1,2;2;1;06;52;52;211,025791987295
123244;1;4;2; ; ;1;06;52;52;211,025791987295
123249;1;1;1;3;8;1;06;23;23;139,085619225311
123249;1;3;2; ; ;1;06;23;23;139,085619225311
123251;1;1;1;3;4;1;06;50;50;243,64769703482
123252;1;2;1;3;3;1;06;08;08;1244,70483619205
123252;1;3;2; ; ;1;06;08;08;1244,70483619205
123252;1;4;2; ; ;1;06;08;08;1244,70483619205
123259;1;1;1;1,2;6;1;06;52;52;374,372429954566
123260;1;1;1;1,2;1;1;06;17;17;142,204366317073
123268;1;1;1;4;5;1;06;73;73;275,50226384107
123274;1;3;2; ; ;1;06;52;52;291,919246994525
123275;1;1;1;4;4;1;06;54;54;289,549644955528
123275;1;2;1;4;3;1;06;54;54;289,549644955528
123278;1;1;1;4;5;1;06;73;73;222,881131839802
123278;1;2;2; ; ;1;06;73;73;222,881131839802
123278;1;3;2; ; ;1;06;73;73;222,881131839802
123282;1;2;2; ; ;1;06;66;66;446,496124939791
123285;1;2;1;4;7;1;06;50;50;231,025184968943
123285;1;3;2; ; ;1;06;50;50;231,025184968943
123286;1;2;1;1,4;6;1;06;23;23;183,388265549598
123286;1;4;2; ; ;1;06;23;23;183,388265549598
123291;2;2;2; ; ;1;06;05;05;424,324534968866
123294;1;2;1;3;8;1;06;52;52;179,336893552117
123298;1;1;1;3;8;1;06;73;73;154,720474258572
123299;1;2;2; ; ;1;06;17;17;254,504393443039
123301;1;1;1;4;5;1;06;73;73;121,801333340649
123301;1;3;1;4;5;1;06;73;73;121,801333340649
123301;1;4;1;4;5;1;06;73;73;121,801333340649
123302;1;1;1;4;3;1;06;52;52;338,629725848013
123307;1;1;1;4;3;1;06;08;08;548,983924930393
123316;1;1;1;4;7;1;06;54;54;527,468439569787
123316;1;2;1;4;9;1;06;54;54;527,468439569787
123317;1;3;2; ; ;1;06;50;50;198,25557271903
123323;1;1;1;4;4;1;06;73;73;136,161825903189
123323;1;2;1;4;3;1;06;73;73;136,161825903189
123325;1;2;1;4;5;1;06;52;52;150,260363406763
123325;1;4;2; ; ;1;06;52;52;150,260363406763
123326;1;1;1;3;5;1;06;08;08;648,307326038146
123328;1;1;1;3;5;1;06;08;08;242,384099556976
123328;1;2;1;4;3;1;06;08;08;242,384099556976
123328;1;3;2; ; ;1;06;08;08;242,384099556976
123328;1;4;2; ; ;1;06;08;08;242,384099556976
123333;1;1;1;4;4;1;06;73;73;123,093258892466
123333;1;2;2; ; ;1;06;73;73;123,093258892466
123334;1;1;1;4;6;1;06;54;54;439,314494201968
123336;1;2;2; ; ;1;06;52;52;173,006781091032
123340;1;1;1;1,3;5;1;06;73;73;229,585219867558
123343;1;1;1;4;5;1;06;73;73;213,366560422747
123343;1;2;1;4;5;1;06;73;73;213,366560422747
123343;1;3;2; ; ;1;06;73;73;213,366560422747
123347;1;6;1;4;3;1;06;05;05;980,615362503229
123348;1;1;1;4;5;1;06;73;73;404,439664511302
123349;1;2;2; ; ;1;06;08;08;871,293385334433
123349;1;3;2; ; ;1;06;08;08;871,293385334433
123349;1;4;2; ; ;1;06;08;08;871,293385334433
123350;1;2;1;4;3;1;06;52;52;853,424227442022
123350;1;3;2; ; ;1;06;52;52;853,424227442022
123350;1;4;2; ; ;1;06;52;52;853,424227442022
123351;1;3;2; ; ;1;06;76;76;1433,6705184201
123354;1;2;2; ; ;1;06;76;76;923,16096583796
123360;1;2;1;1,3;4;1;06;73;73;117,401921214591
123362;1;1;1;3;4;1;06;08;08;321,888427132042
123367;1;2;1;4;4;1;06;73;73;145,756018045521
123367;1;4;1;4;5;1;06;73;73;145,756018045521
123369;1;2;2; ; ;1;06;08;08;259,541231812341
123369;1;3;2; ; ;1;06;08;08;259,541231812341
123369;1;4;2; ; ;1;06;08;08;259,541231812341
123369;1;5;2; ; ;1;06;08;08;259,541231812341
123374;1;1;1;4;3;1;06;08;08;181,179414196862
123374;1;3;1;4;4;1;06;08;08;181,179414196862
123375;1;1;2; ; ;1;06;13;13;504,142472775001
123375;1;5;2; ; ;1;06;13;13;504,142472775001
123375;1;10;1;4;4;1;06;13;13;504,142472775001
123384;1;1;1;4;5;1;06;08;08;575,239838168858
123384;1;2;1;4;3;1;06;08;08;575,239838168858
123384;1;3;1;4;3;1;06;08;08;575,239838168858
123390;1;1;1;4;4;1;06;73;73;323,741404245345
123390;1;2;1;4;3;1;06;73;73;323,741404245345
123392;1;1;1;3;5;1;06;08;08;192,379626992569
123392;1;3;2; ; ;1;06;08;08;192,379626992569
123393;1;1;1;4;5;1;06;73;73;216,548063001801
123393;1;2;1;1,3;9;1;06;73;73;216,548063001801
123401;1;1;1;1,3;9;1;06;08;08;1002,04934962745
123401;1;3;2; ; ;1;06;08;08;1002,04934962745
123402;1;1;2; ; ;1;06;73;73;359,350778923134
123403;1;1;1;4;3;1;06;66;66;146,503304132738
123409;1;1;1;4;8;1;06;66;66;206,264116423299
123411;1;1;1;4;3;1;06;68;68;568,94011966683
123411;1;2;1;4;4;1;06;68;68;568,94011966683
123411;1;4;2; ; ;1;06;68;68;568,94011966683
123416;1;4;2; ; ;1;06;66;66;210,859640937168
123419;1;1;1;4;5;1;06;23;23;65,2255039662805
123419;1;2;2; ; ;1;06;23;23;65,2255039662805
123421;1;3;2; ; ;1;06;08;08;461,973001975105
123423;1;1;1;4;9;1;06;05;05;1851,40579838027
123428;1;1;1;3;3;1;06;23;23;389,461951249093
123428;1;3;2; ; ;1;06;23;23;389,461951249093
123433;1;2;1;3;3;1;06;76;76;1681,27525771245
123435;1;1;1;4;4;1;06;50;50;196,935180706402
123435;1;2;1;4;5;1;06;50;50;196,935180706402
123439;1;3;1;1,3;7;1;06;08;08;513,685040312201
123443;1;1;1;4;3;1;06;08;08;521,882627491368
123444;1;3;2; ; ;1;06;05;05;1557,46330052541
123448;1;3;1;3;2;1;06;08;08;507,504300744382
123448;1;4;2; ; ;1;06;08;08;507,504300744382
123454;1;3;2; ; ;1;06;68;68;561,796011541349
123458;1;1;1;1,2;9;1;06;05;05;1312,35853865516
123459;1;1;1;4;3;1;06;05;05;868,435051306733
123462;1;4;2; ; ;1;06;66;66;162,473528362209
123462;1;5;1;4;5;1;06;66;66;162,473528362209
123462;1;6;2; ; ;1;06;66;66;162,473528362209
123466;1;2;1;1,2;9;1;06;23;23;139,176294583789
123466;1;6;2; ; ;1;06;23;23;139,176294583789
123467;1;1;1;3;3;1;06;68;68;630,045465930713
123467;1;3;2; ; ;1;06;68;68;630,045465930713
123468;1;1;1;4;5;1;06;50;50;196,935180706402
123476;1;1;1;4;9;1;06;08;08;467,358986917524
123476;1;2;1;4;3;1;06;08;08;467,358986917524
123476;1;4;2; ; ;1;06;08;08;467,358986917524
123479;1;3;2; ; ;1;06;50;50;218,5716771446
123481;1;1;1;4;4;1;06;23;23;155,503385471068
123481;1;2;1;4;3;1;06;23;23;155,503385471068
123481;1;4;2; ; ;1;06;23;23;155,503385471068
123481;1;5;2; ; ;1;06;23;23;155,503385471068
123485;2;2;1;4;3;1;06;08;08;570,616132879568
123485;2;4;1;1,3;3;1;06;08;08;570,616132879568
123485;2;5;2; ; ;1;06;08;08;570,616132879568
123488;1;2;1;1,3;9;1;06;76;76;1426,81085086785
123488;1;3;2; ; ;1;06;76;76;1426,81085086785
123490;1;2;1;4;3;1;06;76;76;637,485127205827
123491;1;1;1;1,4;4;1;06;54;54;440,953568822204
123492;1;1;1;4;5;1;06;50;50;144,269333986116
123492;1;2;1;2;3;1;06;50;50;144,269333986116
123493;1;1;1;4;5;1;06;73;73;185,149370860934
123494;1;1;1;4;9;1;06;05;05;1275,0714169342
123500;1;2;1;3;1;1;06;08;08;307,249592879502
123500;1;3;2; ; ;1;06;08;08;307,249592879502
123501;1;2;2; ; ;1;06;05;05;548,365107719104
123504;1;2;2; ; ;1;06;05;05;818,005285009979
123506;1;3;1;4;8;1;06;13;13;328,622858635527
123509;1;2;1;4;3;1;06;08;08;1142,2296305643
123509;1;4;2; ; ;1;06;08;08;1142,2296305643
123509;1;5;2; ; ;1;06;08;08;1142,2296305643
123509;1;6;2; ; ;1;06;08;08;1142,2296305643
123511;1;2;1;3;3;1;06;54;54;546,772055405482
123511;1;3;2; ; ;1;06;54;54;546,772055405482
123513;1;1;1;4;5;1;06;05;05;679,900803681172
123513;1;2;2; ; ;1;06;05;05;679,900803681172
123517;1;3;2; ; ;1;06;68;68;673,537835733664
123517;1;4;2; ; ;1;06;68;68;673,537835733664
123518;1;6;1;3;3;1;06;76;76;885,112163051884
123519;1;3;2; ; ;1;06;76;76;1426,81085086785
123521;1;2;2; ; ;1;06;08;08;1060,72919294602
123522;1;3;2; ; ;1;06;13;13;209,486104182563
123522;1;4;2; ; ;1;06;13;13;209,486104182563
123522;1;5;2; ; ;1;06;13;13;209,486104182563
123523;1;3;2; ; ;1;06;05;05;856,524712996297
123526;1;1;1;4;8;1;06;68;68;632,025537617991
123531;1;2;1;4;5;1;06;54;54;292,136366530959
123532;1;4;2; ; ;1;06;05;05;334,223216233105
123532;1;5;2; ; ;1;06;05;05;334,223216233105
123532;1;7;2; ; ;1;06;05;05;334,223216233105
123535;1;1;1;4;5;1;06;08;08;378,406990720175
123535;1;2;1;2;8;1;06;08;08;378,406990720175
123535;1;3;1;2;8;1;06;08;08;378,406990720175
123538;1;1;1;4;5;1;06;13;13;394,082095810362
123539;1;3;2; ; ;1;06;68;68;561,796011541349
123541;1;2;1;3;3;1;06;08;08;485,720127396146
123541;1;5;2; ; ;1;06;08;08;485,720127396146
123542;1;2;1;4;3;1;06;76;76;1426,81085086785
123542;1;3;2; ; ;1;06;76;76;1426,81085086785
123545;1;1;1;4;5;1;06;08;08;347,923961948305
123546;1;2;2; ; ;1;06;54;54;358,748808858488
123548;1;2;2; ; ;1;06;13;13;592,792801422837
123549;1;4;2; ; ;1;06;68;68;457,58446072356
123549;1;6;2; ; ;1;06;68;68;457,58446072356
123550;1;1;1;4;6;1;06;05;05;1191,56998674598
123551;1;1;1;1,3;4;1;06;05;05;627,593751652841
123553;1;4;1;4;4;1;06;73;73;236,623268726598
123554;1;1;1;4;4;1;06;05;05;475,263090298535
123554;1;2;1;4;7;1;06;05;05;475,263090298535
123555;1;1;1;4;5;1;06;68;68;181,304112169053
123555;1;2;1;4;3;1;06;68;68;181,304112169053
123562;1;2;2; ; ;1;06;13;13;558,918847366009
123563;1;1;1;4;5;1;06;54;54;266,793257452282
123563;1;2;1;4;5;1;06;54;54;266,793257452282
123564;1;1;1;4;4;1;06;08;08;1177,00849540225
123564;1;2;2; ; ;1;06;08;08;1177,00849540225
123567;1;1;1;4;5;1;06;05;05;1136,41820536329
123567;1;2;1;4;5;1;06;05;05;1136,41820536329
123569;1;6;2; ; ;1;06;05;05;903,779901601813
123570;1;1;1;4;4;1;06;23;23;146,495722695355
123570;1;2;1;4;3;1;06;23;23;146,495722695355
123579;1;2;1;4;6;1;06;13;13;326,962974370771
123582;2;3;2; ; ;1;06;68;68;375,533735041961
123583;1;2;2; ; ;1;06;13;13;502,671805523957
123583;1;4;2; ; ;1;06;13;13;502,671805523957
123590;1;1;1;4;4;1;06;73;73;138,688264274786
123590;1;2;2; ; ;1;06;73;73;138,688264274786
123590;1;3;2; ; ;1;06;73;73;138,688264274786
123591;1;1;1;4;3;1;06;05;05;627,593751652841
123592;1;5;2; ; ;1;06;08;08;373,715419027293
123597;1;3;2; ; ;1;06;13;13;528,187667738695
123597;1;4;2; ; ;1;06;13;13;528,187667738695
123598;1;1;1;1,3;9;1;06;05;05;425,289580021488
123598;1;2;1;4;3;1;06;05;05;425,289580021488
123599;1;1;1;3;6;1;06;11;11;1832,07912864628
123601;1;3;2; ; ;1;06;05;05;754,69487784899
123601;1;4;1;4;8;1;06;05;05;754,69487784899
123601;1;5;1;4;9;1;06;05;05;754,69487784899
123602;1;5;1;4;6;1;06;11;11;2349,03208128368
123603;1;2;1;4;3;1;06;05;05;1026,56105522428
123606;1;1;1;4;4;1;06;08;08;962,658591778463
123607;1;2;1;4;3;1;06;05;05;620,002150409739
123609;1;2;2; ; ;1;06;13;13;553,250192806411
123609;1;3;2; ; ;1;06;13;13;553,250192806411
123611;1;1;1;4;3;1;06;50;50;155,594845616891
123611;1;4;2; ; ;1;06;50;50;155,594845616891
123612;1;2;1;1,3;7;1;06;13;13;175,125413076497
123612;1;3;1;1,4;8;1;06;13;13;175,125413076497
123616;1;1;1;4;3;1;06;73;73;190,679274046936
123620;1;1;1;4;5;1;06;05;05;666,862469823278
123623;1;1;1;1,3;7;1;06;05;05;950,592546734111
123623;1;2;2; ; ;1;06;05;05;950,592546734111
123623;1;3;1;3;4;1;06;05;05;950,592546734111
123624;1;2;2; ; ;1;06;73;73;266,210026967217
123624;1;3;2; ; ;1;06;73;73;266,210026967217
123626;1;2;1;2;3;1;06;08;08;329,094189929227
123627;1;4;2; ; ;1;06;68;68;198,905623816612
123627;1;5;1;4;4;1;06;68;68;198,905623816612
123627;1;6;1;3;3;1;06;68;68;198,905623816612
123630;1;4;2; ; ;1;06;11;11;1592,37882765974
123631;1;1;1;3;4;1;06;08;08;338,662873498651
123631;1;2;2; ; ;1;06;08;08;338,662873498651
123631;1;4;2; ; ;1;06;08;08;338,662873498651
123631;1;5;2; ; ;1;06;08;08;338,662873498651
123631;1;7;1;3;3;1;06;08;08;338,662873498651
123636;1;2;1;4;9;1;06;13;13;294,232450351828
123638;1;1;2; ; ;1;06;05;05;1026,56105522428
123639;1;1;1;3;3;1;06;17;17;106,892807148262
123643;1;2;1;1,2;1;1;06;11;11;1357,18268429993
123645;1;1;1;4;5;1;06;08;08;401,671440226756
123645;1;2;1;4;5;1;06;08;08;401,671440226756
123645;1;4;2; ; ;1;06;08;08;401,671440226756
123646;1;2;2; ; ;1;06;05;05;789,064272101097
123646;1;3;2; ; ;1;06;05;05;789,064272101097
123646;1;4;1;1,1;4;1;06;05;05;789,064272101097
123646;1;5;2; ; ;1;06;05;05;789,064272101097
123647;1;3;2; ; ;1;06;08;08;241,525947613235
123648;1;2;2; ; ;1;06;13;13;531,188454840588
123648;1;3;2; ; ;1;06;13;13;531,188454840588
123648;1;4;2; ; ;1;06;13;13;531,188454840588
123648;1;5;2; ; ;1;06;13;13;531,188454840588
123649;1;1;1;1,4;5;1;06;08;08;326,485228315865
123649;1;2;1;4;3;1;06;08;08;326,485228315865
123649;1;5;2; ; ;1;06;08;08;326,485228315865
123651;1;2;2; ; ;1;06;13;13;440,723550275257
123652;1;4;2; ; ;1;06;76;76;1648,76545892329
123652;1;5;2; ; ;1;06;76;76;1648,76545892329
123659;1;1;2; ; ;1;06;05;05;558,727139863859
123662;1;5;1;2;3;1;06;13;13;474,674987065478
123673;1;2;2; ; ;1;06;05;05;522,152344226577
123673;1;3;2; ; ;1;06;05;05;522,152344226577
123674;1;2;1;3;3;1;06;08;08;400,9653348563
123678;1;1;1;1,3;1;1;06;05;05;487,242390059804
123678;1;2;1;4;4;1;06;05;05;487,242390059804
123679;1;1;2; ; ;1;06;17;17;185,099564005791
123683;1;2;2; ; ;1;06;73;73;308,536157829026
123683;1;3;2; ; ;1;06;73;73;308,536157829026
123686;1;1;2; ; ;1;06;13;13;499,744926747395
123686;1;3;2; ; ;1;06;13;13;499,744926747395
123686;1;4;2; ; ;1;06;13;13;499,744926747395
123686;1;6;2; ; ;1;06;13;13;499,744926747395
123691;1;1;1;4;4;1;06;76;76;458,285074835641
123691;1;2;1;4;4;1;06;76;76;458,285074835641
123691;1;3;1;4;4;1;06;76;76;458,285074835641
123695;1;5;2; ; ;1;06;08;08;250,638933788533
123695;1;6;2; ; ;1;06;08;08;250,638933788533
123697;1;1;1;4;5;1;06;08;08;376,352099147139
123697;1;2;1;4;5;1;06;08;08;376,352099147139
123699;1;2;2; ; ;1;06;52;52;449,176078402902
123699;1;3;2; ; ;1;06;52;52;449,176078402902
123701;1;1;1;1,3;7;1;06;17;17;104,618490318633
123702;1;3;2; ; ;1;06;08;08;365,630685636986
123706;1;2;2; ; ;1;06;17;17;139,87325180554
123706;1;3;2; ; ;1;06;17;17;139,87325180554
123713;1;1;1;4;9;1;06;05;05;487,977733544488
123713;1;2;2; ; ;1;06;05;05;487,977733544488
123717;1;1;1;4;5;1;06;08;08;357,742802625258
123717;1;2;1;4;3;1;06;08;08;357,742802625258
123717;1;3;1;1,4;8;1;06;08;08;357,742802625258
123717;1;4;1;2;3;1;06;08;08;357,742802625258
123719;1;1;1;4;5;1;06;17;17;187,790419224346
123723;1;3;2; ; ;1;06;52;52;251,301421477131
123725;1;1;1;4;5;1;06;68;68;317,801021242374
