directorio;secuencia_p;orden;P7250;P7310;P7320;OFICIO2;RAMA2D_D_r4;RAMA4D_D_r4;P7350;P7360;dsi;mes;area;dpto;fex_c_2011
125881;1;2;8;2;8;98;49;4921;1;5;1;06;19;19;157,682934907877
125889;1;1;20;2;56;13;85;8530;2;9;1;06;18;18;103,349682393507
125889;1;3;24;1; ; ; ; ; ; ;1;06;18;18;103,349682393507
125891;1;2;9;2;9;19;82;8220;1;9;1;06;47;47;92,260587450783
125902;1;3;2;2;12;59;86;8610;2;9;1;06;19;19;107,097657923645
125909;1;1;13;2;13;53;56;5611;4;1;1;06;54;54;383,162585417345
125909;1;2;20;2;20;97;47;4711;4;1;1;06;54;54;383,162585417345
125909;1;5;13;2;13;45;47;4781;4;1;1;06;54;54;383,162585417345
125916;1;1;12;2;12;45;92;9200;4;1;1;06;19;19;85,9004324652381
125916;1;3;12;2;12;54;97;9700;3;1;1;06;19;19;85,9004324652381
125923;1;2;4;2;12;95;41;4111;4;1;1;06;52;52;234,155161827688
125925;1;2;96;2;96;45;47;4741;1;2;1;06;19;19;132,608212967655
125928;1;1;12;2;12;98;49;4921;4;1;1;06;19;19;141,617113945272
125928;1;2;12;2;12;45;56;5619;4;1;1;06;19;19;141,617113945272
125929;1;2;14;2;14;45;47;4774;1;3;1;06;17;17;111,567623637239
125934;1;1;5;2;12;98;49;4921;1;9;1;06;52;52;192,527377816803
125947;1;2;3;2;11;54;97;9700;3;1;1;06;63;63;50,6610198494185
125954;1;1;10;2;4;98;49;4921;4;1;1;06;63;63;114,153278780517
125957;1;1;14;2;14;21;92;9200;1;2;1;06;17;17;128,559301573191
125957;1;2;14;2;14;59;92;9200;1;3;1;06;17;17;128,559301573191
125960;1;1;3;2;3;98;86;8621;1;7;1;06;68;68;445,698606544565
125960;1;3;2;2;200;39;86;8621;1;7;1;06;68;68;445,698606544565
125961;1;2;6;2;48;45;47;4771;1;3;1;06;47;47;322,02635330376
125964;1;2;12;2;12;95;41;4111;1;2;1;06;68;68;468,798270455828
125969;1;1;8;2;12;54;81;8121;4;1;1;06;15;15;107,141350411226
125972;1;3;8;2;12;53;56;5630;1;6;1;06;76;76;2319,65196221783
125984;1;3;20;1; ; ; ; ; ; ;1;06;66;66;579,126223328038
125992;1;1;4;2;10;79;14;1410;1;3;1;06;73;73;138,778233794939
125992;1;2;4;2;10;98;49;4923;1;2;1;06;73;73;138,778233794939
125993;1;2;12;2;12;53;56;5611;4;1;1;06;63;63;92,0461272551029
126003;1;1;10;2;10;98;35;3520;1;9;1;06;47;47;108,847965356027
126004;1;5;12;2;12;41;47;4721;4;1;1;06;47;47;118,455902539465
126012;1;2;32;2;32;98;74;7490;4;7;1;06;19;19;94,5404712043296
126012;1;4;12;2;12;81;31;3110;1;2;1;06;19;19;94,5404712043296
126016;1;1;28;2;28;55;69;6910;1;3;1;06;63;63;104,677267458315
126021;1;1;1;2;4;55;55;5530;1;3;1;06;68;68;615,999762483842
126024;1;1;12;2;22;06;84;8412;9;9;1;06;19;19;125,626401449546
126027;1;2;2;2;8;54;97;9700;3;1;1;06;47;47;188,163865423377
126028;1;1;12;2;12;97;52;5224;4;1;1;06;63;63;305,80249490867
126030;1;1;4;2;12;95;81;8121;4;1;1;06;73;73;128,096365728277
126034;1;2;8;2;12;53;56;5619;4;1;1;06;47;47;126,130734288395
126036;1;2;12;2;12;44;64;6412;1;9;1;06;17;17;202,654483129059
126045;1;3;4;1; ; ; ; ; ; ;1;06;52;52;217,338936042943
126047;1;2;10;2;13;32;86;8610;1;9;1;06;18;18;65,6536905188045
126054;1;3;22;2;26;40;47;4755;1;3;1;06;47;47;64,3759500686423
126056;1;2;4;2;12;45;47;4772;1;2;1;06;19;19;69,1664576904748
126056;1;3;12;2;12;95;41;4111;1;3;1;06;19;19;69,1664576904748
126058;1;3;16;1; ; ; ; ; ; ;1;06;15;15;216,616297406004
126059;1;4;4;2;12;38;82;8220;1;9;1;06;68;68;392,211360279361
126069;1;1;8;2;14;55;97;9700;3;1;1;06;76;76;995,586253078125
126071;1;2;13;2;13;77;56;5619;4;1;1;06;76;76;2413,07090380438
126072;1;1;10;2;12;77;56;5619;4;1;1;06;47;47;133,64523148599
126079;1;1;2;2;10;54;97;9700;3;1;1;06;73;73;133,479778992766
126082;1;2;24;2;24;18;85;8530;1;5;1;06;73;73;273,918498822197
126084;1;1;5;2;48;54;97;9700;3;2;1;06;18;18;95,7870721237625
126093;1;3;24;1; ; ; ; ; ; ;1;06;15;15;201,088430576221
126095;1;1;28;2;28;44;61;6110;1;9;1;06;52;52;354,668013278104
126100;1;1;4;2;12;53;56;5611;1;4;1;06;73;73;229,404221331238
126100;1;3;12;2;26;50;56;5630;1;3;1;06;73;73;229,404221331238
126104;1;1;12;2;12;55;87;8730;1;4;1;06;19;19;89,5720165677248
126105;1;5;13;2;12;95;41;4111;4;1;1;06;73;73;235,47048583124
126106;1;2;4;2;4;13;85;8544;1;9;1;06;68;68;709,365803979213
126108;1;2;2;2;2;58;84;8423;4;9;1;06;63;63;83,5810173888564
126108;1;3;12;2;12;95;41;4112;4;1;1;06;63;63;83,5810173888564
126109;1;1;12;2;12;45;47;4719;1;6;1;06;47;47;92,9671117376948
126109;1;6;10;2;12;94;32;3210;4;1;1;06;47;47;92,9671117376948
126114;1;2;998;2;54;34;64;6412;1;9;1;06;68;68;687,692451939679
126118;1;2;4;1; ; ; ; ; ; ;1;06;11;11;2334,30452010031
126118;1;4;4;1; ; ; ; ; ; ;1;06;11;11;2334,30452010031
126119;1;3;42;1; ; ; ; ; ; ;1;06;15;15;259,865901550063
126123;1;2;12;2;12;55;97;9700;3;1;1;06;19;19;56,6339572609837
126124;1;1;28;2;28;59;88;8810;4;1;1;06;11;11;2465,87334964975
126125;1;4;24;2;24;38;61;6190;1;2;1;06;63;63;116,55602177229
126127;1;2;30;2;30;21;84;8411;4;8;1;06;47;47;83,6223706813565
126134;1;2;4;2;18;62;01;0123;8;2;1;06;41;41;234,492602751568
126135;1;1;16;2;16;13;85;8530;1;5;1;06;73;73;356,977750609953
126139;1;3;4;2;12;45;15;1512;1;8;1;06;11;11;2167,07392757708
126144;1;1;2;2;14;95;41;4111;1;2;1;06;18;18;67,9905768782106
126145;1;1;12;2;12;53;56;5611;4;1;1;06;41;41;131,912672396567
126150;1;1;12;2;9;79;95;9529;4;2;1;06;11;11;2706,48053095473
126154;1;2;24;2;90;12;84;8424;4;9;1;06;18;18;65,1109679850415
126156;1;2;28;2;28;59;86;8610;4;9;1;06;73;73;465,163644317302
126156;1;3;24;2;24;53;56;5613;1;4;1;06;73;73;465,163644317302
126159;1;1;2;2;12;57;96;9602;1;4;1;06;73;73;133,731969186746
126159;1;2;96;2;120;39;85;8551;2;9;1;06;73;73;133,731969186746
126162;1;1;10;2;6;95;43;4330;4;2;1;06;76;76;1460,52232408156
126174;1;2;16;2;16;13;85;8513;1;5;1;06;23;23;116,84617714065
126176;1;1;200;2;200;34;69;6920;1;3;1;06;63;63;81,476072246775
126180;1;2;20;2;53;07;86;8621;1;8;1;06;73;73;175,580161868999
126185;1;2;5;2;9;39;86;8621;1;2;1;06;76;76;1597,40617569256
126190;1;2;52;2;2;38;82;8220;1;9;1;06;17;17;375,461946923915
126193;1;1;15;2;12;02;84;8412;4;9;1;06;52;52;119,001500330104
126194;1;2;26;2;26;53;56;5611;1;4;1;06;73;73;204,765028546137
126194;1;4;13;2;13;55;97;9700;3;1;1;06;73;73;204,765028546137
126195;1;9;8;2;12;53;56;5611;1;3;1;06;76;76;875,068231698792
126201;1;2;13;2;13;79;14;1410;1;9;1;06;73;73;135,498399743615
126201;1;3;13;2;13;95;41;4111;4;2;1;06;73;73;135,498399743615
126201;1;5;13;2;13;45;47;4723;1;4;1;06;73;73;135,498399743615
126203;1;2;24;2;24;39;84;8412;4;9;1;06;68;68;703,791613901581
126205;1;1;12;2;12;85;43;4321;4;1;1;06;41;41;123,761685767516
126205;1;2;12;2;12;57;96;9602;4;1;1;06;41;41;123,761685767516
126209;1;3;16;2;16;34;85;8544;1;9;1;06;17;17;140,766302958044
126210;1;1;5;2;10;59;86;8610;1;9;1;06;47;47;193,569170785204
126211;1;1;3;2;12;44;64;6499;4;1;1;06;23;23;141,638510445031
126211;1;3;78;2;78;59;86;8610;1;9;1;06;23;23;141,638510445031
126216;1;3;16;2;16;11;69;6920;4;1;1;06;23;23;123,353604325787
126217;1;2;12;2;1;55;81;8121;4;1;1;06;17;17;261,584683101779
126218;1;3;32;2;34;33;47;4771;1;9;1;06;70;70;46,1664453655508
126225;1;1;6;2;6;87;36;3600;1;9;1;06;41;41;324,540314247046
126230;1;2;4;2;12;54;97;9700;3;1;1;06;68;68;325,607385119931
126231;1;1;12;2;12;55;81;8121;4;1;1;06;41;41;86,6220199710744
126231;1;2;12;2;12;58;80;8010;1;9;1;06;41;41;86,6220199710744
126240;1;1;16;2;12;97;32;3290;1;5;1;06;17;17;241,224579401113
126241;1;2;12;1; ; ; ; ; ; ;1;06;05;05;682,346857671296
126241;1;3;2;2;8;21;94;9499;4;6;1;06;05;05;682,346857671296
126248;1;1;10;2;14;50;56;5630;1;2;1;06;17;17;141,115547611202
126256;1;2;12;2;12;45;10;1081;1;3;1;06;76;76;893,851201784302
126261;1;1;12;2;12;33;81;8121;1;7;1;06;13;13;1334,54313541501
126261;1;2;12;2;12;97;47;4711;1;9;1;06;13;13;1334,54313541501
126265;1;1;3;2;11;55;81;8121;4;1;1;06;63;63;49,9372909944268
126265;1;2;7;2;11;55;81;8121;4;1;1;06;63;63;49,9372909944268
126272;1;2;6;2;6;95;41;4111;1;2;1;06;17;17;371,564779751437
126273;1;5;10;2;10;45;10;1081;1;4;1;06;76;76;694,149104106785
126276;1;1;3;2;12;53;56;5611;1;2;1;06;23;23;174,651842568693
126280;1;1;12;2;12;98;49;4921;4;1;1;06;44;44;233,516601569351
126282;1;2;14;2;14;54;97;9700;3;1;1;06;76;76;2994,22255784951
126294;1;1;52;2;12;45;32;3290;4;2;1;06;20;20;425,107114815103
126299;1;1;16;2;16;53;56;5613;1;3;1;06;17;17;225,714856014577
126300;1;3;998;2;728;45;23;2310;1;7;1;06;11;11;6127,95956641684
126301;1;1;4;2;12;55;81;8121;4;1;1;06;63;63;124,290051503128
126311;1;1;14;2;16;98;49;4921;4;1;1;06;70;70;152,804688318244
126311;1;3;12;2;13;37;53;5320;4;1;1;06;70;70;152,804688318244
126314;1;1;10;2;11;45;47;4724;1;3;1;06;63;63;161,281600615224
126318;1;2;17;2;17;53;56;5619;1;3;1;06;05;05;645,557761321355
126319;1;4;23;2;23;21;84;8412;4;9;1;06;17;17;111,416279886482
126322;1;1;3;2;4;80;15;1521;1;5;1;06;66;66;206,570679456637
126323;1;1;24;2;24;39;85;8544;4;9;1;06;11;11;1159,8189962364
126327;1;3;36;2;53;45;47;4731;1;4;1;06;18;18;140,678315637837
126329;1;1;14;2;14;53;56;5619;4;1;1;06;76;76;2164,41666256071
126329;1;2;14;2;14;45;47;4771;1;9;1;06;76;76;2164,41666256071
126329;1;3;14;2;14;99;45;4520;4;3;1;06;76;76;2164,41666256071
126331;1;2;8;2;8;33;35;3520;1;9;1;06;63;63;186,994790688524
126331;1;4;9;2;10;02;41;4111;1;8;1;06;63;63;186,994790688524
126336;1;2;23;2;98;57;96;9602;4;1;1;06;52;52;183,709189887091
126340;1;3;75;2;75;59;86;8622;1;4;1;06;11;11;1230,30777151979
126347;1;1;4;2;12;41;47;4772;4;1;1;06;70;70;71,6130996950476
126347;1;2;3;2;5;53;56;5619;4;2;1;06;70;70;71,6130996950476
126349;1;1;1;2;2;53;56;5611;4;2;1;06;20;20;439,386676865569
126349;1;2;5;2;5;95;41;4111;4;2;1;06;20;20;439,386676865569
126355;1;2;4;2;4;53;56;5611;1;9;1;06;52;52;86,7239033137973
126355;1;3;8;2;8;18;93;9319;4;1;1;06;52;52;86,7239033137973
126358;1;4;12;2;14;98;86;8699;1;6;1;06;73;73;222,249137981551
126359;1;2;10;2;6;54;97;9700;1;1;1;06;17;17;251,404953463788
126371;1;2;24;2;24;79;14;1410;1;6;1;06;76;76;974,401409647857
126373;1;2;11;2;6;95;41;4111;1;8;1;06;17;17;205,094048351162
126381;1;3;2;1; ; ; ; ; ; ;1;06;73;73;270,719679127782
126382;1;1;4;2;16;32;86;8621;1;2;1;06;18;18;57,1680224324902
126390;1;1;13;2;13;95;41;4111;1;4;1;06;73;73;277,096570654118
126396;1;1;12;2;12;97;15;1522;1;4;1;06;73;73;339,375373990611
126396;1;2;12;2;12;80;15;1522;1;4;1;06;73;73;339,375373990611
126397;1;2;2;2;2;11;18;1811;1;3;1;06;76;76;1316,36658961605
126400;1;3;5;2;20;33;47;4711;1;4;1;06;18;18;98,5258141854611
126401;1;2;24;2;12;55;49;4923;1;9;1;06;76;76;936,432315951488
126403;1;3;20;2;104;54;97;9700;3;1;1;06;73;73;445,808280602877
126407;1;1;9;2;12;53;56;5611;1;4;1;06;73;73;174,304474900357
126407;1;2;28;2;28;58;68;6820;1;5;1;06;73;73;174,304474900357
126409;1;1;7;2;11;59;42;4290;1;7;1;06;17;17;213,147677936689
126412;1;6;4;2;22;83;25;2511;1;7;1;06;73;73;268,664212354536
126416;1;1;7;2;11;38;80;8010;1;9;1;06;17;17;196,733267131153
126416;1;4;9;2;10;95;41;4111;1;8;1;06;17;17;196,733267131153
126417;1;1;2;2;12;98;49;4921;4;1;1;06;19;19;185,002011034388
126418;1;1;11;2;12;79;14;1410;4;1;1;06;05;05;778,584538205251
126419;1;2;40;2;60;32;85;8541;2;9;1;06;70;70;141,358367073264
126420;1;1;3;2;3;19;88;8890;4;9;1;06;27;27;37,1450786956851
126430;1;7;3;2;12;53;56;5611;1;4;1;06;08;08;331,800218253342
126431;1;1;8;2;11;54;97;9700;1;1;1;06;17;17;188,788820215378
126438;1;4;1;2;12;54;97;9700;3;1;1;06;19;19;143,191281776156
126443;1;2;12;2;13;81;31;3110;1;4;1;06;70;70;46,4765875135165
126443;1;3;20;2;25;98;49;4921;4;1;1;06;70;70;46,4765875135165
126444;1;1;12;2;12;41;47;4774;4;1;1;06;44;44;118,686944586715
126444;1;2;12;2;12;98;49;4921;4;1;1;06;44;44;118,686944586715
126445;1;2;12;2;12;53;56;5630;4;1;1;06;47;47;183,512855722958
126455;1;1;52;2;52;53;85;8530;4;9;1;06;27;27;79,5334851894726
126458;1;5;10;2;52;39;88;8890;1;6;1;06;44;44;105,497809690796
126459;1;3;8;1; ; ; ; ; ; ;1;06;05;05;521,100351488987
126459;1;7;10;2;10;53;56;5611;1;4;1;06;05;05;521,100351488987
126459;1;8;16;2;24;59;86;8691;1;9;1;06;05;05;521,100351488987
126463;1;3;12;2;12;45;20;2011;1;5;1;06;19;19;183,711450764885
126471;1;2;12;2;12;87;06;0610;1;9;1;06;68;68;739,9577862682
126474;1;2;12;2;12;02;43;4321;4;2;1;06;44;44;98,9631031941658
126475;1;2;12;2;12;80;15;1522;4;1;1;06;68;68;438,465746535059
126475;1;3;12;2;32;99;45;4520;4;1;1;06;68;68;438,465746535059
126486;1;1;8;2;12;53;56;5619;1;3;1;06;23;23;267,440152077142
126486;1;6;12;1; ; ; ; ; ; ;1;06;23;23;267,440152077142
126490;1;1;14;2;14;95;41;4111;4;1;1;06;41;41;59,179126437513
126491;1;2;24;2;104;45;47;4759;1;9;1;06;63;63;128,369342539681
126496;1;1;4;2;10;53;56;5611;1;2;1;06;05;05;1416,28053998726
126496;1;2;12;2;13;83;30;3091;1;2;1;06;05;05;1416,28053998726
126508;1;1;4;2;9;95;41;4111;4;1;1;06;23;23;193,165330968658
126514;1;2;10;2;14;54;97;9700;3;1;1;06;68;68;311,365020054055
126514;1;3;12;2;16;80;15;1522;1;3;1;06;68;68;311,365020054055
126515;1;3;4;2;12;53;56;5611;1;4;1;06;68;68;359,736748095647
126524;1;3;48;2;4;41;47;4774;4;1;1;06;63;63;44,6037239978576
126532;1;1;6;2;14;13;85;8551;1;5;1;06;50;50;148,000665079964
126532;1;2;7;2;14;13;85;8551;1;5;1;06;50;50;148,000665079964
126532;1;4;68;2;70;98;49;4921;1;2;1;06;50;50;148,000665079964
126534;1;1;2;2;12;80;15;1522;1;7;1;06;68;68;686,850762321772
126536;1;7;12;2;12;95;41;4111;1;2;1;06;66;66;84,6450586029773
126540;1;2;13;2;13;59;97;9700;3;1;1;06;17;17;271,563091402551
126543;1;5;12;2;12;59;86;8622;1;6;1;06;05;05;1193,52189130065
126546;1;6;2;2;24;21;15;1522;1;4;1;06;54;54;180,445141516716
126553;1;1;6;2;6;98;49;4921;4;1;1;06;05;05;1426,99025603931
126567;1;1;4;2;4;95;42;4210;1;9;1;06;05;05;1042,36597692209
126568;1;1;12;2;12;53;56;5611;1;4;1;06;17;17;73,6780171273087
126570;1;1;13;2;13;55;81;8121;4;1;1;06;54;54;289,435361008308
126574;1;1;12;2;12;95;41;4111;1;7;1;06;11;11;3016,04979456773
126576;1;1;16;2;1;21;92;9200;1;3;1;06;17;17;129,495558929645
126586;1;1;10;2;12;53;56;5619;4;1;1;06;70;70;88,285413036788
126590;1;1;16;2;16;57;96;9602;1;4;1;06;13;13;284,31291054402
126590;1;2;16;2;16;18;85;8530;1;6;1;06;13;13;284,31291054402
126598;1;1;12;2;12;53;56;5611;1;2;1;06;15;15;171,621140551709
126599;1;1;14;2;14;16;58;5819;1;3;1;06;54;54;284,672057899973
126601;1;1;10;2;12;55;81;8121;4;1;1;06;73;73;247,137050696196
126601;1;2;8;2;12;95;41;4111;1;5;1;06;73;73;247,137050696196
126607;1;3;104;2;104;45;47;4773;1;4;1;06;47;47;116,338038034428
126608;1;2;4;2;9;41;47;4772;4;1;1;06;47;47;196,149594948374
126611;1;3;7;2;8;13;85;8544;4;9;1;06;66;66;106,097744993125
126618;1;1;5;2;11;98;49;4921;4;1;1;06;63;63;172,035207433443
126624;1;1;12;2;12;55;81;8121;4;1;1;06;13;13;500,415792367024
126625;2;2;156;2;156;53;56;5619;1;2;1;06;47;47;119,98396949417
126629;1;2;4;2;10;55;81;8121;4;1;1;06;52;52;314,957842315546
126633;1;5;4;2;4;95;41;4111;1;2;1;06;52;52;86,889461671521
126637;1;3;4;2;17;37;49;4923;1;5;1;06;52;52;306,702074884456
126654;1;1;4;2;12;03;18;1811;4;1;1;06;68;68;630,988777480093
126666;1;2;2;2;52;55;88;8890;1;5;1;06;68;68;667,56341601719
126667;1;1;12;2;12;45;47;4729;1;2;1;06;19;19;94,0793556191221
126668;1;1;3;2;12;55;81;8121;4;1;1;06;52;52;181,977020775073
126669;1;4;52;2;52;98;49;4921;4;1;1;06;54;54;427,093840280757
126673;1;1;6;2;8;03;82;8220;1;9;1;06;05;05;1521,75023851517
126673;1;2;10;2;10;79;14;1410;4;1;1;06;05;05;1521,75023851517
126676;1;2;24;1; ; ; ; ; ; ;1;06;47;47;279,512616803576
126682;1;3;2;2;12;97;52;5224;4;1;1;06;08;08;352,347068813962
126687;1;1;16;2;8;11;69;6920;1;9;1;06;15;15;199,636774775657
126687;1;2;12;2;12;21;85;8560;1;6;1;06;15;15;199,636774775657
126693;1;2;3;2;16;33;82;8299;1;9;1;06;44;44;32,6947724323717
126710;1;1;12;2;12;53;56;5611;1;3;1;06;66;66;220,209935404487
126711;1;2;60;2;60;21;64;6499;1;9;1;06;52;52;178,472897315533
126723;1;2;12;2;0;33;36;3600;2;9;1;06;17;17;362,17555864279
126723;1;3;52;2;0;44;61;6120;1;9;1;06;17;17;362,17555864279
126723;1;6;50;2;1;59;88;8890;4;1;1;06;17;17;362,17555864279
126725;1;1;52;2;104;33;10;1081;1;2;1;06;50;50;125,430084264104
126727;1;2;4;1; ; ; ; ; ; ;1;06;13;13;1441,91197811355
126730;1;2;16;2;4;12;69;6910;4;1;1;06;63;63;127,800613997142
126733;1;2;24;2;24;53;56;5619;1;3;1;06;15;15;90,653445181708
126735;1;5;24;1; ; ; ; ; ; ;1;06;19;19;55,6266852164692
126737;1;1;24;2;24;41;47;4721;4;1;1;06;13;13;1498,59403004232
126738;1;3;9;2;12;54;97;9700;3;1;1;06;76;76;3561,9532514454
126738;1;4;12;2;3;98;49;4921;4;1;1;06;76;76;3561,9532514454
126745;1;1;12;2;12;55;81;8121;4;2;1;06;19;19;164,899937620569
126755;1;2;4;2;4;55;45;4530;1;9;1;06;08;08;358,287731231579
126761;1;1;2;2;24;19;88;8890;4;9;1;06;44;44;38,6516464610032
126762;1;1;8;2;12;53;56;5611;1;3;1;06;66;66;153,761832016678
126763;1;3;16;2;24;18;29;2930;1;9;1;06;68;68;460,536202827195
126765;1;5;20;2;20;59;55;5511;1;7;1;06;13;13;336,556991945803
126765;1;6;16;2;16;52;55;5511;1;7;1;06;13;13;336,556991945803
126768;1;1;8;2;23;45;56;5619;1;2;1;06;76;76;1329,6699001635
126769;1;1;50;2;50;97;20;2029;1;4;1;06;19;19;105,279376581149
126772;1;2;5;2;27;13;94;9499;1;7;1;06;27;27;20,6361548309362
126785;1;3;5;2;10;32;47;4719;1;3;1;06;76;76;651,323220853595
126791;1;2;16;2;18;44;47;4771;1;6;1;06;70;70;46,1664453655508
126793;1;1;3;2;3;95;30;3011;4;1;1;06;23;23;328,667681571602
126797;1;2;20;2;19;53;56;5611;1;2;1;06;05;05;1417,51537018769
126797;1;3;12;2;12;77;56;5619;4;1;1;06;05;05;1417,51537018769
126797;1;7;8;2;12;95;41;4111;1;2;1;06;05;05;1417,51537018769
126802;1;4;12;2;12;45;47;4711;1;3;1;06;13;13;313,670269527719
126802;1;5;24;2;24;39;81;8130;1;5;1;06;13;13;313,670269527719
126804;1;2;20;2;2;95;41;4111;1;4;1;06;76;76;1634,52851289991
126811;1;1;10;2;10;98;49;4921;1;7;1;06;19;19;132,608212967655
126818;1;1;4;2;11;93;41;4111;4;1;1;06;73;73;147,536557899591
126822;1;2;22;2;144;39;64;6424;1;5;1;06;47;47;120,901858327677
126824;1;2;20;2;28;13;85;8530;1;8;1;06;63;63;157,736069508227
126828;1;1;18;2;18;38;82;8220;1;9;1;06;17;17;139,342540255309
126830;1;2;3;2;12;45;10;1081;1;2;1;06;76;76;2353,70637460552
126833;1;2;12;2;12;45;47;4731;1;7;1;06;50;50;88,4545087278868
126837;1;2;30;2;212;45;47;4711;1;9;1;06;73;73;260,767915570563
126838;1;1;5;2;9;53;56;5619;1;3;1;06;76;76;930,171618932779
126838;1;6;4;2;9;83;25;2511;4;2;1;06;76;76;930,171618932779
126839;1;2;16;2;16;54;97;9700;3;1;1;06;23;23;238,036655952886
126840;1;3;8;2;24;79;14;1410;4;1;1;06;54;54;366,785688309372
126842;1;3;78;2;4;19;78;7810;4;6;1;06;13;13;236,328924453667
126842;1;4;26;2;26;87;84;8422;2;9;1;06;13;13;236,328924453667
126844;1;1;4;2;16;55;81;8121;4;1;1;06;63;63;136,438668314629
126845;1;1;12;2;5;98;86;8699;1;9;1;06;63;63;52,3974276589108
126845;1;3;2;2;12;53;56;5613;1;3;1;06;63;63;52,3974276589108
126850;1;1;12;2;2;18;85;8530;4;9;1;06;17;17;170,588058543404
126850;1;2;9;2;2;45;22;2229;1;9;1;06;17;17;170,588058543404
126854;1;2;8;2;12;54;97;9700;3;1;1;06;66;66;288,284486830561
126860;1;1;4;2;4;93;43;4330;4;1;1;06;70;70;38,4350722813944
126861;1;1;12;2;12;98;49;4921;4;1;1;06;50;50;102,491916889015
126871;1;2;20;2;22;12;84;8412;4;9;1;06;50;50;80,1844703819575
126871;1;3;3;2;72;18;93;9319;4;1;1;06;50;50;80,1844703819575
126875;1;2;4;1; ; ; ; ; ; ;1;06;11;11;3138,05813069529
126882;1;2;10;2;11;54;97;9700;3;1;1;06;05;05;1212,1617694131
126883;1;4;24;1; ; ; ; ; ; ;1;06;17;17;138,246640017732
126883;1;5;12;2;1;15;42;4210;1;9;1;06;17;17;138,246640017732
126887;1;1;2;2;13;98;49;4921;4;1;1;06;18;18;86,8316369038055
126888;1;1;6;2;6;33;10;1081;4;3;1;06;63;63;154,04184137768
126889;1;2;13;2;13;45;47;4781;4;1;1;06;17;17;100,633318441382
126901;1;1;18;2;18;98;49;4923;1;2;1;06;15;15;99,3205951893415
126902;1;1;1;2;3;55;97;9700;3;1;1;06;63;63;98,8451193645496
126908;1;4;102;2;24;59;97;9700;3;1;1;06;63;63;75,9915297741278
126909;1;1;4;2;12;98;49;4921;4;1;1;06;73;73;149,579569493775
126909;1;3;4;2;20;33;56;5613;1;3;1;06;73;73;149,579569493775
126911;1;1;11;2;13;53;56;5619;1;3;1;06;18;18;67,7908283102903
126911;1;2;10;2;13;45;47;4771;1;5;1;06;18;18;67,7908283102903
126912;1;1;20;2;20;55;86;8610;1;9;1;06;68;68;544,155125768125
126919;1;2;2;2;12;57;96;9602;4;1;1;06;63;63;166,756875768322
126920;1;1;13;2;13;45;47;4781;4;1;1;06;17;17;180,488902053554
126920;1;2;14;2;14;45;47;4729;1;2;1;06;17;17;180,488902053554
126925;1;1;16;2;16;98;49;4921;1;5;1;06;50;50;113,253801952405
126926;1;3;20;2;20;39;85;8544;1;9;1;06;68;68;367,444207509805
126931;1;1;8;2;8;95;41;4111;1;4;1;06;68;68;475,461993815995
126934;1;1;14;2;14;11;69;6920;4;1;1;06;23;23;120,845448755877
126938;1;4;104;2;400;32;42;4210;1;8;1;06;23;23;160,454824982918
126938;1;6;22;2;24;32;85;8559;1;9;1;06;23;23;160,454824982918
126940;1;2;5;2;9;95;41;4111;4;1;1;06;63;63;118,98750804583
126945;1;1;52;2;20;45;47;4721;1;2;1;06;76;76;489,978119697702
126945;1;2;8;2;50;55;81;8121;4;1;1;06;76;76;489,978119697702
126951;1;1;13;2;13;45;47;4781;4;1;1;06;17;17;180,488902053554
126951;1;2;14;2;14;45;56;5619;1;2;1;06;17;17;180,488902053554
126954;1;2;22;2;22;45;47;4723;1;2;1;06;19;19;260,636982822843
126957;1;1;4;2;12;55;81;8121;4;1;1;06;63;63;107,59163558525
126963;1;1;1;2;13;54;97;9700;3;2;1;06;18;18;37,0509162303663
126963;1;2;3;2;12;54;81;8121;4;1;1;06;18;18;37,0509162303663
126984;1;2;16;2;196;39;10;1081;1;9;1;06;15;15;320,404700257227
126986;1;1;12;2;12;54;81;8121;4;1;1;06;15;15;92,8354315105838
126988;1;2;8;2;14;77;10;1040;4;1;1;06;76;76;1259,94276927727
126991;1;1;5;2;10;95;41;4111;4;2;1;06;76;76;1574,70546106415
126991;1;2;8;2;12;54;81;8121;4;1;1;06;76;76;1574,70546106415
127002;1;1;12;2;12;95;41;4111;1;2;1;06;66;66;514,685507899348
127013;1;2;25;2;25;61;01;0161;5;2;1;06;41;41;150,072131148007
127014;1;1;8;2;10;56;96;9601;4;1;1;06;63;63;85,856506238537
127018;1;2;23;2;23;98;49;4921;1;6;1;06;17;17;153,086552184154
127019;1;2;32;2;32;84;95;9522;1;7;1;06;11;11;5003,11513474768
127020;1;1;53;2;53;55;81;8121;3;1;1;06;73;73;154,69695950159
127020;1;2;34;2;34;95;41;4111;1;4;1;06;73;73;154,69695950159
127020;1;3;25;2;25;45;47;4731;1;4;1;06;73;73;154,69695950159
127022;1;3;26;1; ; ; ; ; ; ;1;06;13;13;324,409803829659
127023;1;1;2;2;13;54;97;9700;3;2;1;06;18;18;72,4450567557714
127023;1;4;6;2;13;54;97;9700;3;2;1;06;18;18;72,4450567557714
127023;1;6;2;2;18;54;97;9700;3;2;1;06;18;18;72,4450567557714
127026;1;2;8;2;14;03;61;6120;1;9;1;06;41;41;206,711503692626
127029;1;1;14;2;14;95;41;4111;4;1;1;06;73;73;104,739866079377
127031;1;1;5;2;16;11;69;6920;4;1;1;06;63;63;135,380440974177
