DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011;AREA
4229045;1;7;1;70;1;2;48;1; ;2;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;87;87;45;1;1;4541;01;05;1550,31850498742;05
4229046;1;3;1;70;1;1;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;45;33;52;1;1;5211;01;05;1281,95221001573;05
4229049;1;2;1;70;1;24;40;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;91;55;70;1;2;7020;01;05;945,142792463269;05
4229054;1;2;1;70;1;40;48;1; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;71;13;1;2;1320;01;05;1157,42467409427;05
4229071;1;2;1;70;1;4;48;3; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;95000;55;55;74;1;1;7493;01;05;1077,04030241637;05
4229071;1;3;1;70;1;3;50;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;95;95;45;1;1;4522;01;05;1077,04030241637;05
4229077;1;1;1;70;1;16;60;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;55;1;2;5519;01;08;481,661269104179;08
4229081;1;4;1;70;1;12;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;03;03;72;1;1;7250;01;08;550,455767780905;08
4229085;1;3;1;70;1;44;48;1; ;2;44;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;85;1;2;8512;01;08;576,519359288894;08
4229087;1;3;1;70;1;4;48;4; ;2;4;4; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;1;1200000;19;19;75;1;1;7512;01;08;604,286474052201;08
4229095;1;2;1;70;1;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;53;77;55;1;1;5529;01;08;577,145008152694;08
4229098;1;1;1;70;1;4;48;1; ;2;4;1; ;7;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;1;8042;01;11;3368,1716883833;11
4229098;1;2;1;70;1;4;48;4; ;2;4;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;39;39;80;1;1;8050;01;11;3368,1716883833;11
4229107;1;1;1;70;1;4;48;1; ;2;4;1; ;7;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;13;13;80;1;1;8042;01;13;363,598676122009;13
4229112;1;2;1;70;1;12;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;1;8011;01;13;317,44072204303;13
4229122;1;1;1;70;1;20;48;1; ;2;20;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;66;1;2;6601;01;15;70,0096974740952;15
4229122;4;2;4;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;01;15;70,0096974740952;15
4229124;1;3;1;70;1;24;40;2; ;2;24;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;06;06;80;1;2;8050;01;15;89,9438571424243;15
4229126;1;1;1;70;1;6;40;1; ;2;6;1; ;6;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;02;02;45;1;1;4530;01;15;117,09445623549;15
4229145;1;2;1;70;1;32;48;1; ;2;48;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;18;18;92;1;2;9249;01;15;84,5362910732165;15
4229148;1;1;1;70;1;2;40;2; ;2;2;4; ;6;2;1; ; ; ;1; ; ; ; ; ; ; ;1;2200000;02;02;75;1;1;7512;01;15;95,188669947932;15
4229153;1;2;1;70;1;12;48;1; ;2;12;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5239;01;15;87,6535918702665;15
4229157;1;3;1;70;1;48;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;2; ;01;15;115,804065355541;15
4229171;1;1;1;70;1;2;48;1; ;2;2;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1500000;95;95;45;1;1;4521;01;15;123,688532183723;15
4229171;1;2;1;70;1;20;40;1; ;2;22;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;53;70;1;2;7010;01;15;123,688532183723;15
4229194;1;4;1;70;1;3;40;1; ;2;6;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;98;75;1;1;7512;01;15;65,449094665212;15
4229202;1;2;1;70;1;24;40;1; ;2;24;1; ;8;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;33;51;1;2;5141;01;15;112,681721756683;15
4229211;1;4;1;70;1;3;24;1; ;2;120;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;99;50;1;1;5020;01;15;134,247720570078;15
4229241;1;1;1;70;1;4;48;1; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;83;83;45;1;1;4559;01;17;211,504270089565;17
4229252;1;1;1;70;1;36;48;1; ;2;36;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;38;45;52;1;2;5244;01;17;246,659514458472;17
4229262;1;1;1;70;1;4;72;4; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;95;95;45;1;1;4521;01;17;159,439834524082;17
4229267;1;1;1;70;1;2;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;45;38;64;1;1;6421;01;17;169,440519228162;17
4229267;1;2;1;70;1;1;48;1; ;2;1;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1100000;38;38;64;1;1;6421;01;17;169,440519228162;17
4229268;1;3;1;70;1;6;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;01; ; ;1;1; ;01;17;218,903557117022;17
4229304;1;2;1;70;1;48;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5233;01;17;191,447473406592;17
4229310;1;1;1;70;1;12;48;1; ;2;12;1; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;01;17;181,524677063937;17
4229311;1;2;1;70;1;8;20;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;32;59;85;1;1;8520;01;17;217,434132707396;17
4229353;1;1;1;70;1;2;48;2; ;2;46;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;32;57;93;1;1;9302;01;18;72,0367858358494;18
4229356;1;1;1;70;1;1;48;4; ;2;2;4; ;1;2;3; ; ; ; ;1; ; ; ; ; ; ;1;8000000;59;59;93;1;1;9309;01;18;87,2090864959529;18
4229357;1;5;1;70;1;2;48;1; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;54;74;1;1;7493;01;18;43,985342239177;18
4229359;1;3;1;70;1;8;48;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;54;95;1;1;9500;01;18;60,8290313784788;18
4229370;1;1;1;70;1;3;48;2; ;2;3;2; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;1;900000;32;32;80;1;1;8050;01;18;72,9963170265829;18
4229377;1;1;1;70;1;3;48;4; ;2;3;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;1;600000;95;95;45;1;1;4521;01;18;82,9736187633601;18
4229378;1;2;1;70;1;4;48;3; ;2;98;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;74;1;1;7493;01;18;101,477142299834;18
4229382;1;1;1;70;1;2;48;3; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;74;1;1;7493;01;18;78,2700988657564;18
4229385;1;4;1;70;1;46;48;3; ;2;126;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;01;18;87,0564772016074;18
4229386;1;3;1;70;1;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;95;95;45;1;1;4521;01;18;70,6453212340833;18
4229393;1;1;1;70;1;4;40;2; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;75;17;1;1;1750;01;18;52,1624935907465;18
4229393;1;3;1;70;1;28;40;1; ;2;7;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;2;8012;01;18;52,1624935907465;18
4229393;1;5;1;70;1;8;40;2; ;2;28;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;85;1;1;8532;01;18;52,1624935907465;18
4229408;1;2;1;70;1;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;85;1;1;8512;01;19;91,0089134963113;19
4229416;1;1;1;70;1;4;45;4; ;2;4;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;01;19;98,665902565535;19
4229424;1;4;1;70;1;24;45;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;81;93;45;1;2;4552;01;19;101,384266625144;19
4229427;1;2;1;70;1;104;48;1; ;2;80;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;03;03;72;1;2;7250;01;19;88,1192577921908;19
4229427;1;3;1;70;1;4;48;1; ;2;8;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;85;1;1;8511;01;19;88,1192577921908;19
4229427;1;4;1;70;1;4;48;4; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4530;01;19;88,1192577921908;19
4229430;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;59;59;85;1;1;8511;01;19;108,223956396708;19
4229443;1;2;1;70;1;12;48;4; ;2;12;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;57;41;52;1;1;5231;01;19;129,71955538069;19
4229448;1;3;1;70;1;5;48;1; ;2;5;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;689500;33;33;85;1;1;8512;01;19;118,581582644693;19
4229453;1;3;1;70;1;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;95;95;45;1;1;4521;01;19;133,255218737959;19
4229456;1;3;1;70;1;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;01;20;208,866039263649;20
4229457;1;6;1;70;1;16;40;3; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;53;55;1;2;5529;01;20;213,022704226888;20
4229457;1;7;1;70;1;24;48;4; ;2;30;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;95;98;60;1;2;6039;01;20;213,022704226888;20
4229466;1;1;1;70;1;4;48;4; ;2;5;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;01;20;98,143255058329;20
4229467;1;2;1;70;1;8;30;4; ;2;8;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5529;01;20;98,8177149410325;20
4229467;1;3;1;70;1;4;20;3; ;2;16;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;54;53;55;1;1;5529;01;20;98,8177149410325;20
4229467;1;6;1;70;1;4;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;01;20;98,8177149410325;20
4229481;1;3;1;70;1;48;46;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;01;20;207,918154720951;20
4229484;1;2;1;70;1;46;48;1; ;2;46;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;77;77;15;1;2;1551;01;20;173,496869097212;20
4229486;1;1;1;70;1;17;30;4; ;2;17;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;41;41;52;1;2;5225;01;20;167,443017265832;20
4229488;1;1;1;70;1;2;48;1; ;2;2;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;500000;03;93;45;1;1;4552;01;20;189,111567352173;20
4229490;1;2;1;70;1;20;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;50;1;2;5030;01;20;212,755273855068;20
4229498;1;2;1;70;1;10;48;2; ;2;96;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;1;8041;01;23;154,933687942303;23
4229507;1;2;1;70;1;7;48;1; ;2;15;1; ;4;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;32;45;52;1;1;5232;01;23;188,130729044034;23
4229508;1;1;1;70;1;2;48;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;54;54;95;1;1;9500;01;23;232,723341815669;23
4229508;1;2;1;70;1;8;48;1; ;2;9;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;01;23;232,723341815669;23
4229517;1;1;1;70;1;26;48;1; ;2;340;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;32;45;52;1;2;5235;01;23;202,368303370398;23
4229517;1;2;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;01;23;202,368303370398;23
4229522;1;2;1;70;1;18;24;1; ;2;52;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;54;95;1;2;9500;01;23;191,412460983374;23
4229525;1;3;1;70;1;8;48;3; ;2;10;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;01;23;79,101043142691;23
4229529;1;3;1;70;1;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;01;23;211,813770694322;23
4229537;1;1;1;70;1;3;40;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;95;95;45;1;1;4521;01;23;189,764928215573;23
4229539;1;4;1;70;1;25;40;1; ;2;12;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;11;11;74;1;2;7412;01;23;111,027977128324;23
4229539;1;5;1;70;1;50;40;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ;1;ESTUDIANDO; ;2; ;39;39;15;1;2;1594;01;23;111,027977128324;23
4229541;1;1;1;70;1;6;40;1; ;2;7;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;1;8043;01;23;150,26807395634;23
4229541;1;2;1;70;1;4;40;2; ;2;5;4; ;9;2;1; ; ;1; ;1; ; ; ; ; ; ;1;1500000;19;19;75;1;1;7513;01;23;150,26807395634;23
4229543;1;1;1;70;1;4;40;1; ;2;2;1; ;9;2;6; ; ;1; ; ; ; ; ; ; ; ;1;689454;55;55;85;1;1;8532;01;23;167,742752929347;23
4229543;1;2;1;70;1;2;40;1; ;2;2;1; ;9;2;4; ; ;1; ; ; ; ; ; ; ; ;1;689454;13;13;85;1;1;8532;01;23;167,742752929347;23
4229558;1;1;1;70;1;2;40;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;32;45;64;1;1;6421;01;23;167,742752929347;23
4229563;1;2;1;70;1;6;40;1; ;2;8;1; ;3;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;45;53;55;1;1;5529;01;27;40,5792238262253;27
4229564;1;1;1;70;1;12;40;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;13;80;1;1;8060;01;27;33,6915697068808;27
4229565;1;1;1;70;1;12;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;01;27;109,870248352767;27
4229567;1;1;1;70;1;1;40;1; ;2;3;1; ;9;2;5; ; ;1; ; ; ; ; ; ; ; ;1;1100000;30;54;91;1;1;9191;01;27;51,7006867042487;27
4229568;1;1;1;70;1;12;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;01;27;103,008050592313;27
4229570;1;1;1;70;1;6;50;4; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4522;01;27;89,1128331895905;27
4229575;1;6;1;70;1;5;40;4; ;2;5;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4522;01;27;27,4675620881917;27
4229575;1;7;1;70;1;30;40;3; ;2;30;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;01;27;27,4675620881917;27
4229576;1;2;1;70;1;1;50;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;440000;45;45;52;1;1;5234;01;27;27,4675620881917;27
4229577;1;1;1;70;1;2;40;1; ;2;10;4; ;2;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;39;41;52;1;1;5244;01;27;27,4675620881917;27
4229579;1;3;1;70;1;12;50;2; ;2;12;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;06;06;85;1;1;8512;01;27;70,9996113878874;27
4229580;1;2;1;70;1;4;48;2; ;2;4;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;07;07;85;1;1;8512;01;27;57,6225790236084;27
4229581;1;1;1;70;1;2;40;2; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;13;77;55;1;1;5529;01;27;27,4675620881917;27
4229584;1;2;1;70;1;1;40;1; ;2;5;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;507000;53;32;40;1;1;4020;01;27;27,4675620881917;27
4229601;1;2;1;70;1;5;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;01;41;178,941670728348;41
4229602;1;1;1;70;1;8;48;1; ;2;8;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;800000;50;41;52;1;1;5239;01;41;127,560260752385;41
4229604;1;3;1;70;1;13;48;1; ;2;13;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;33;32;85;1;1;8512;01;41;149,955051380829;41
4229606;1;2;1;70;1;100;40;1; ;2;100;9;A;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;13;54;85;1;2;8532;01;41;130,937547261913;41
4229607;1;1;1;70;1;4;40;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1180000;55;55;75;1;1;7512;01;44;69,6565688959086;44
4229612;1;2;1;70;1;6;48;1; ;2;700;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;54;95;1;1;9500;01;47;144,219111935745;47
4229615;1;2;1;70;1;8;40;1; ;2;24;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;53;41;52;1;1;5233;01;47;176,455173927537;47
4229616;1;1;1;70;1;15;48;1; ;2;15;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;2;4521;01;47;183,117873569116;47
4229619;1;1;1;70;1;20;48;1; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;2;4521;01;47;230,74607754978;47
4229622;1;2;1;70;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;1; ;01;47;217,674662307182;47
4229626;1;1;1;70;1;12;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;51;1;1;5170;01;47;148,623597216298;47
4229626;1;2;1;70;1;24;24;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;39;55;1;2;5511;01;47;148,623597216298;47
4229627;1;3;1;70;1;20;48;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;32;45;52;1;2;5233;01;47;156,515361401136;47
4229629;1;4;1;70;1;6;48;1; ;2;7;1; ;9;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;45;30;15;1;1;1593;01;47;146,634077599702;47
4229629;1;5;1;70;1;5;48;1; ;2;5;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5233;01;47;146,634077599702;47
4229643;1;2;1;70;1;12;48;1; ;2;24;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;44;64;1;1;6421;01;47;230,74607754978;47
4229650;1;4;1;70;1;24;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;98;60;1;2;6031;01;47;181,626228998605;47
4229654;1;3;1;70;1;12;40;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;45;52;1;1;5261;01;47;213,221230687335;47
