DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4228949;1;1;1;50;05; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;827,865489837211
4228949;1;2;1;50;05; ; ;2;6;EN VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;827,865489837211
4228949;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;827,865489837211
4228949;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;827,865489837211
4228950;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1103,67256774477
4228951;1;1;1;50;05;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1055,00102581435
4228951;1;2;1;50;05; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1055,00102581435
4228952;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1101,27015614449
4228952;1;2;1;50;05;1; ;2;6;DILIGENCIAS PERSONALES;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1101,27015614449
4228953;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1384,32482204949
4228953;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1384,32482204949
4228954;1;1;1;50;05; ; ;1;6;PASEAR;1; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1159,82708569454
4228954;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1159,82708569454
4228955;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1308,6877930154
4228956;1;1;1;50;05; ; ;1;6;CUIDANDO ESPOSO ENFERMO QUE MURIO EL DOMINGO;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1003,48340235433
4228957;1;1;1;50;05; ; ;1;6;PASEAR;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1279,78518643737
4228957;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1279,78518643737
4228957;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1279,78518643737
4228957;1;4;1;50;05; ; ;4;6;PASEANDO;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1279,78518643737
4228958;1;1;1;50;05; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1157,31871112504
4228958;1;2;1;50;05; ; ;2;6;ENFERMA;1; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1157,31871112504
4228958;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1157,31871112504
4228958;1;5;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1157,31871112504
4228959;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1272,30221041802
4228959;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1272,30221041802
4228960;1;1;1;50;05; ; ;1;6;JUGAR BILLAR;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1470,16952133143
4228960;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1470,16952133143
4228960;1;3;1;50;05;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1470,16952133143
4228960;1;5;1;50;05; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1470,16952133143
4228960;1;6;1;50;05; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1470,16952133143
4228961;1;1;1;50;05; ; ;1;6;HACER VUELTAS PERSONALES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;942,740380862997
4228961;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;01;1;05;942,740380862997
4228961;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;942,740380862997
4228961;1;4;1;50;05;1; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;942,740380862997
4228962;1;1;1;50;05; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1157,42467409427
4228962;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1157,42467409427
4228962;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1157,42467409427
4228963;1;1;1;50;05; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;952,409448823637
4228963;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;952,409448823637
4228963;1;3;1;50;05;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;952,409448823637
4228964;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;981,655960226473
4228964;1;2;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;981,655960226473
4228965;1;1;1;50;05; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1116,27452037702
4228965;1;2;1;50;05;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1116,27452037702
4228965;1;3;1;50;05; ; ;3;3; ;2;2;2;2;1;8; ;2; ;2; ; ;01;1;05;1116,27452037702
4228965;2;1;2;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1116,27452037702
4228965;2;2;2;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1116,27452037702
4228965;3;1;3;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1116,27452037702
4228965;3;2;3;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1116,27452037702
4228965;3;3;3;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1116,27452037702
4228965;3;4;3;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1116,27452037702
4228966;1;1;1;50;05; ; ;1;6;HACER DILIGENCIAS DEL HOGAR;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1289,67057405699
4228966;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1289,67057405699
4228966;1;3;1;50;05; ; ;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ;01;1;05;1289,67057405699
4228966;1;5;1;50;05; ; ;2;6;ESCUCHANDO LA RADIO;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1289,67057405699
4228966;1;6;1;50;05; ; ;6;6;PASEANDO;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1289,67057405699
4228968;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1089,32810163626
4228968;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1089,32810163626
4228968;1;3;1;50;05;3; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1089,32810163626
4228968;1;4;1;50;05; ; ;4;3; ;2;2;2;2;1;3; ;2; ;1;1;1;01;1;05;1089,32810163626
4228969;1;1;1;50;05; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;954,811860423909
4228969;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;954,811860423909
4228970;1;1;1;50;05; ; ;1;6;PASEAR;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1003,48340235433
4228971;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1101,27015614449
4228971;1;2;1;50;05; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1101,27015614449
4228972;1;1;1;50;05; ; ;1;6;CUIDANDO EL ESPOSO;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1257,6138394847
4228972;1;2;1;50;05; ; ;2;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1257,6138394847
4228972;1;3;1;50;05; ; ;3;6;LEER DOCUMENTALES;2;2;2;2;1;1; ; ; ; ; ;1;01;1;05;1257,6138394847
4228973;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1130,51666754733
4228974;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;942,740380862997
4228974;1;2;1;50;05;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;942,740380862997
4228974;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;942,740380862997
4228974;1;4;1;50;05; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;942,740380862997
4228975;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;945,142792463269
4228975;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;945,142792463269
4228975;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;945,142792463269
4228977;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1272,30221041802
4228977;1;2;1;50;05;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1272,30221041802
4228978;1;1;1;50;05; ; ;1;6;HACER DEPORTE;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1306,28538141512
4228978;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1306,28538141512
4228980;1;1;1;50;05; ; ;1;6;NATACION;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1184,8445141768
4228980;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1184,8445141768
4228980;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1184,8445141768
4228980;1;5;1;50;05; ; ;5;4; ;2;2;2;2;1;2; ;2; ;2; ; ;01;1;05;1184,8445141768
4228980;1;6;1;50;05; ; ;6;6;PASEAR;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1184,8445141768
