DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4235602;1;4;3;2;1;4;1;1;4;4; ; ; ;300000; ;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;2;1;2;1;4;4;2; ;1;1;3;4;1;6;2;2;2; ;1;1;01;2;01;68;1616,49226859262
4235603;1;4;3;2;1;1;1;1;4;4; ; ; ;400000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;2;1;6;2;2;1;2;1;1;01;2;01;68;1486,35922110941
4235604;1;2;1;2;1;4;1;6; ;4; ; ; ;280000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;2;1;6;2;2;2; ;1;1;01;2;01;68;1866,12702097536
4235605;1;1;1;2;1;1;6;6; ;4; ; ; ;200000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;1;1;2; ;1;2;1;2;1;6;2;2;1;2;1;1;01;2;01;68;1823,78603003142
4235606;1;3;2;1;1;1;1;1;4;4; ; ; ;350000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;4;4;2; ;1;2;1;4;1;6;2;1;1;2;1;1;01;2;01;68;1486,35922110941
4235607;1;2;1;2;1;1;1;1;4;4; ; ; ;250000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;1;2;2; ;1;2;1;4;1;6;2;2;1;2;1;1;01;2;01;68;2156,75506603023
4235608;1;2;1;2;1;1;1;1;4;4; ; ; ;250000; ;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;3;4;1;6;2;2;1;1;1;1;01;2;01;68;2665,63543786199
4235609;1;3;2;2;1;1;1;1;4;4; ; ; ;300000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;4;1;6;2;2;1;1;1;1;01;2;01;68;2516,59978969802
4235610;1;2;1;2;2;1;1;6; ;4; ; ; ;150000; ;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;2;1;6;2;2;1;2;1;1;01;2;01;68;930,599527180962
4235610;2;1;1;2;2;1;1;6; ;4; ; ; ;200000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;2;2;1;2;1;6;2;2;1;2;1;1;01;2;01;68;930,599527180962
4235611;1;4;2;2;1;1;1;1;4;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;2;2;2;1;1;1;2;2;1;2;1;2;2;1;4;4;2; ;1;2;1;4;1;6;2;2;1;1;1;1;01;2;01;68;1356,22617362621
4238743;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;3;4;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;2;01;05;1187,24890607821
4238744;1;3;1;1;1;1;1;1;3;3; ; ; ; ;360000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;2;01;05;1392,14991165252
4238745;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;1;1;1;1;2;1;1;1;2;1;2;2;2;2;1;1;2;2;1;2;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;2;01;05;1725,76362347548
4238746;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;1;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;2;01;05;920,424458060908
4238747;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;1;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;2;01;05;1324,59105271093
4238748;1;2;2;1;1;1;1;1;4;3; ; ; ; ;260000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;2;2; ;1;2;1;2;1;2;2;1;1;3;1;1;01;2;01;05;1315,08350990392
4238749;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;3;2; ;1;2;1;4;1;2;2;1;1;3;1;2;01;2;01;05;1851,90012811138
4238750;1;2;1;1;1;1;1;1;4;1; ; ;25000000;200000; ;1;1;1;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;2;01;05;729,553294426258
4238751;1;3;2;1;1;1;1;1;3;1; ; ;300000000;280000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;2;01;05;1324,59105271093
4238752;1;2;1;1;1;1;1;1;3;3; ; ; ; ;220000;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;2;01;05;1516,45746899628
4238753;1;4;1;1;1;1;1;6; ;4; ; ; ;250000; ;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;2;01;05;1392,14991165252
4238754;1;4;3;1;1;1;1;1;4;1; ; ;35000000;300000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;4;7;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;2;01;05;1848,01657601234
4238755;1;5;3;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;2;1;1;2;1;2;01;2;01;05;628,799295332114
4238757;1;5;2;1;1;1;1;1;4;3; ; ; ; ;320000;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;1;3;3;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;2;01;05;1324,59105271093
4238758;1;2;1;1;1;1;1;1;1;3; ; ; ; ;180000;1;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;2;01;05;920,424458060908
4238759;1;4;3;1;1;1;1;1;4;1; ; ;70000000;250000; ;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;3;6;2; ;1;1;1;2;1;2;2;1;1;2;1;1;01;2;01;05;1434,41135713804
4238760;1;3;3;1;1;1;1;1;4;3; ; ; ; ;300000;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;7;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;2;01;05;1635,4288106133
4238761;1;4;1;1;1;1;1;1;4;3; ; ; ; ;315000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01;2;01;05;1126,49054022855
4238762;1;4;2;1;1;1;1;1;4;1; ; ;98;300000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;2;01;05;729,553294426258
