DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011;AREA
4229814;1;1;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;01;52;147,984255993112;52
4229816;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;174,512913668411;52
4229817;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;200,797401435567;52
4229817;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;200,797401435567;52
4229822;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;158,462620171958;52
4229822;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;158,462620171958;52
4229822;1;5;1;80;1;1;4;9;CAMBIO DE DOMICILIO;2; ; ;8; ;2; ;2; ;1;01;52;158,462620171958;52
4229823;1;4;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;01;52;206,334220034706;52
4229825;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;206,334220034706;52
4229829;1;3;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;01;52;246,798810450015;52
4229829;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;246,798810450015;52
4229833;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;222,652170621366;52
4229833;1;6;1;80;1;1;1;8; ;2; ; ;12;ESTA ESPERANDO QUE LO LLAMEN DEL TRABAJO ANTERIOR;2; ;1;721000;1;01;52;222,652170621366;52
4229833;1;7;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;222,652170621366;52
4229834;1;4;1;80;1;1;1;2; ;2; ; ;2; ; ; ;2; ;1;01;52;206,334220034706;52
4229836;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;52;112,542730396104;52
4229836;1;2;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;01;52;112,542730396104;52
4229836;1;3;1;80;1;1;1;8; ;2; ; ;12;ESTA ESPERANDO QUE LO LLAMEN;2; ;1;98;1;01;52;112,542730396104;52
4229837;1;3;1;80;1;1;1;9;LA EDAD;2; ; ;8; ;2; ;2; ;1;01;52;196,578668826374;52
4229838;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;97,92792792793;52
4229838;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;97,92792792793;52
4229839;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;237,975889728024;52
4229840;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;01;52;119,092064087468;52
4229841;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;244,869145394624;52
4229841;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;244,869145394624;52
4229841;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;244,869145394624;52
4229843;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;01;52;243,512708327163;52
4229844;1;4;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;01;52;250,405963993763;52
4229845;1;1;1;80;1;2; ; ; ; ;1;1;12;EMBARAZO;2; ;2; ;1;01;52;190,319037256721;52
4229847;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;01;52;224,60388070826;52
4229847;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;224,60388070826;52
4229849;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;01;52;173,143410913985;52
4229851;1;1;1;80;1;1;4;3; ;2; ; ;9; ;3; ;2; ;1;01;52;141,501741220667;52
4229851;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;141,501741220667;52
4229852;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;237,975889728024;52
4229853;1;1;1;80;1;1;2;5; ;2; ; ;10; ;3; ;2; ;1;01;52;170,481953543543;52
4229855;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;52;212,17380644252;52
4229857;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;189,373341083415;52
4229858;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;250,708731802439;52
4229860;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;262,836038259503;52
4229860;1;5;1;80;1;1;1;3; ;2; ; ;2; ;2; ;2; ;1;01;52;262,836038259503;52
4229862;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;01;52;244,229978449275;52
4229863;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;192,95844959566;52
4229865;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;215,478192177594;52
4229866;1;3;1;80;1;1;3;8; ;2; ; ;2; ;2; ;2; ;1;01;52;155,903092438902;52
4229866;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;155,903092438902;52
4229868;1;2;1;80;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;01;52;214,42343966951;52
4229868;1;9;1;80;1;2; ; ; ; ;1;2;4; ;2; ;2; ;1;01;52;214,42343966951;52
4229871;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;189,373341083415;52
4229872;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;215,478192177594;52
4229873;1;3;1;80;1;2; ; ; ; ;1;2;8; ;2; ;2; ;1;01;52;211,871038633845;52
4229874;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;202,10618315783;52
4229875;1;1;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;01;52;163,007334077665;52
4229875;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;52;163,007334077665;52
4229875;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;163,007334077665;52
4229876;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;158,765387980634;52
4229876;1;5;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ;1;01;52;158,765387980634;52
4229879;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;52;224,301112899585;52
4229879;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;224,301112899585;52
4229879;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;224,301112899585;52
4229880;1;1;1;80;1;1;4;3; ;1; ;4;8; ;2; ;2; ;1;01;52;183,214795617958;52
4229881;1;1;1;80;1;1;4;8; ;2; ; ;9; ;2; ;2; ;1;01;52;147,984255993112;52
4229882;1;2;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;01;52;126,209371413196;52
4229883;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;01;52;145,121960451381;52
4229884;1;1;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;01;52;145,121960451381;52
4229884;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;52;145,121960451381;52
4229887;1;2;1;80;1;1;1;9;CALAMIDAD DOMESTICA;2; ; ;12;CALAMIDAD DOMESTICA;2; ;2; ;1;01;52;126,209371413196;52
4229888;1;2;1;80;1;1;1;3; ;1; ;1;9; ;2; ;1;130000;1;01;52;177,677977018819;52
4229889;1;4;1;80;1;1;4;4; ;2; ; ;4; ;1;1;2; ;1;01;52;202,512319099513;52
4229889;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;202,512319099513;52
4229889;1;8;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;202,512319099513;52
4229891;1;1;1;80;1;1;1;8; ;2; ; ;9; ;3; ;1;150000;1;01;52;148,707068963626;52
4229891;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;148,707068963626;52
4229891;1;3;1;80;1;1;2;8; ;1; ;2;9; ;2; ;2; ;1;01;52;148,707068963626;52
4229892;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;129,071666954928;52
4229895;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;196,569364558691;52
4229899;1;4;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;01;52;201,100169244242;52
4229900;1;4;1;80;1;1;2;2; ;2; ; ;9; ;2; ;2; ;1;01;52;233,152579831715;52
4229900;2;2;2;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;233,152579831715;52
4229901;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;206,334220034706;52
4229901;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;206,334220034706;52
4229902;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;127,119956868034;52
4229902;1;5;1;80;1;1;3;9;EDAD;2; ; ;8; ;2; ;2; ;1;01;52;127,119956868034;52
4229903;1;2;1;80;1;1;4;6; ;2; ; ;4; ;2; ;2; ;1;01;52;122,610353680795;52
4229903;1;3;1;80;1;1;1;8; ;2; ; ;12;ESTA ESPERANDO QUE LO LLAMEN DEL TRABAJO ANTERIOR;2; ;1;15000000;1;01;52;122,610353680795;52
4229904;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;163,999438771097;52
4229905;1;1;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;01;52;228,009352547529;52
4229905;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;52;228,009352547529;52
4229906;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;01;52;145,121960451381;52
4229906;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;52;145,121960451381;52
4229907;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;52;231,796142764254;52
4229907;1;3;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;01;52;231,796142764254;52
4229907;1;5;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;01;52;231,796142764254;52
4229908;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;196,569364558691;52
4229909;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;01;52;218,875528205514;52
4229912;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;01;52;206,636987843381;52
4229913;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;01;52;225,246809072891;52
4229913;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;225,246809072891;52
4229914;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;01;52;147,984255993112;52
4229918;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;52;147,984255993112;52
4229919;1;1;1;80;1;1;4;5; ;2; ; ;4; ;3; ;2; ;1;01;52;145,121960451381;52
4229919;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;1;3000000;1;01;52;145,121960451381;52
4229920;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;52;157,55203471712;52
4229920;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;1;460000;1;01;52;157,55203471712;52
4229921;1;1;1;80;1;1;4;7; ;2; ; ;9; ;1;4;2; ;1;01;52;212,17380644252;52
4229922;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;189,373341083415;52
4229923;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;259,830658913823;52
4229923;1;3;1;80;1;1;3;3; ;1; ;3;9; ;2; ;2; ;1;01;52;259,830658913823;52
4229925;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;169,257661379635;52
4229926;1;2;1;80;1;1;2;8; ;2; ; ;2; ;2; ;2; ;1;01;52;189,373341083415;52
4229928;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;189,373341083415;52
4229931;1;3;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;52;164,302206579773;52
4229932;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;52;176,943266817675;52
4229933;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;52;139,550031133773;52
4229933;1;5;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;52;139,550031133773;52
4229936;1;1;1;80;1;1;1;8; ;2; ; ;12;ESTA  ESPERANDO RETOMAR SU ACTIVIDAD ECONOMICA COMO INDEPENDIENTE;2; ;1;2000000;1;01;54;647,716739825075;54
4229936;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;01;54;647,716739825075;54
4229937;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;01;54;215,550717885359;54
4229937;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;01;54;215,550717885359;54
4229938;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;54;234,442376693101;54
4229938;1;2;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ;1;01;54;234,442376693101;54
4229938;1;4;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;54;234,442376693101;54
4229939;1;1;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;01;54;474,70579299531;54
4229940;1;1;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ;1;01;54;280,7056834239;54
4229941;1;2;1;80;1;1;1;8; ;2; ; ;9; ;2; ;2; ;1;01;54;457,006245445888;54
4229942;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;01;54;475,84918111809;54
4229942;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;475,84918111809;54
4229943;1;1;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;01;54;278,074156194692;54
4229943;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;278,074156194692;54
4229944;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;490,129701375435;54
4229946;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;54;446,26796845534;54
4229946;2;2;2;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;01;54;446,26796845534;54
4229947;1;3;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;01;54;234,442376693101;54
4229949;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;54;326,867649962204;54
4229949;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;326,867649962204;54
4229950;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;01;54;400,111570455168;54
4229950;1;2;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;01;54;400,111570455168;54
4229951;1;1;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;01;54;431,630329034219;54
4229951;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;431,630329034219;54
4229954;1;2;1;80;1;1;1;8; ;2; ; ;9; ;2; ;1;500000;1;01;54;642,443864566374;54
4229955;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;490,716945244559;54
4229956;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;552,263302137944;54
4229957;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;01;54;655,658036919963;54
4229957;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;655,658036919963;54
4229957;1;4;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;01;54;655,658036919963;54
4229958;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;01;54;416,117154166285;54
4229958;1;5;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ;1;01;54;416,117154166285;54
4229959;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;54;263,467445102194;54
4229961;1;2;1;80;1;1;3;8; ;2; ; ;9; ;2; ;2; ;1;01;54;428,78075080435;54
4229961;1;4;1;80;1;1;2;6; ;2; ; ;9; ;2; ;2; ;1;01;54;428,78075080435;54
4229963;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;54;247,456292852945;54
4229963;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;247,456292852945;54
4229964;1;1;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;01;54;554,544509845373;54
4229964;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;554,544509845373;54
4229964;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;554,544509845373;54
4229964;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;554,544509845373;54
4229966;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;01;54;262,063003945442;54
4229966;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;01;54;262,063003945442;54
4229967;1;2;1;80;1;1;1;8; ;2; ; ;4; ;2; ;1;689500;1;01;54;676,70514008057;54
4229967;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;676,70514008057;54
4229968;1;4;1;80;1;1;4;3; ;2; ; ;9; ;1;4;2; ;1;01;54;339,79229963424;54
4229969;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;358,42290540801;54
4229970;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;610,76267447916;54
4229970;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;610,76267447916;54
4229970;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;610,76267447916;54
4229970;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;610,76267447916;54
4229971;1;2;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;01;54;594,78819038351;54
4229971;1;3;1;80;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;01;54;594,78819038351;54
4229974;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;01;54;370,209735495398;54
4229976;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;01;54;457,006245445888;54
4229978;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;400,111570455168;54
4229978;1;3;1;80;1;1;4;1; ;2; ; ;11; ;2; ;2; ;1;01;54;400,111570455168;54
4229980;1;2;1;80;1;1;4;4; ;2; ; ;9; ;2; ;2; ;1;01;54;338,654480049592;54
4229984;1;2;1;80;1;1;3;7; ;2; ; ;9; ;1;4;2; ;1;01;54;335,306924438407;54
4229984;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;335,306924438407;54
4229986;1;1;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ;1;01;54;459,287453153316;54
4229986;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;459,287453153316;54
4229986;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;459,287453153316;54
4229987;1;1;1;80;1;1;4;6; ;1; ;4;8; ;2; ;2; ;1;01;54;417,349808776874;54
4229987;1;2;1;80;1;2; ; ; ; ;1;3;2; ;2; ;2; ;1;01;54;417,349808776874;54
4229988;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;54;326,867649962204;54
4229988;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;54;326,867649962204;54
4229989;1;2;1;80;1;1;3;8; ;2; ; ;4; ;2; ;2; ;1;01;54;400,111570455168;54
4229989;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;400,111570455168;54
4229990;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;01;54;402,605260625126;54
4229991;1;2;1;80;1;1;2;6; ;2; ; ;8; ;2; ;2; ;1;01;54;475,84918111809;54
4229991;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;475,84918111809;54
4229992;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;367,412926886581;54
4229994;1;1;1;80;1;1;3;6; ;2; ; ;8; ;2; ;2; ;1;01;54;264,344211652871;54
4229994;1;2;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ;1;01;54;264,344211652871;54
4229994;1;4;1;80;1;1;1;6; ;2; ; ;2; ;2; ;2; ;1;01;54;264,344211652871;54
4229995;1;1;1;80;1;1;1;8; ;2; ; ;1; ;2; ;1;710000;1;01;54;400,111570455168;54
4229995;1;2;1;80;1;1;1;8; ;2; ; ;1; ;2; ;1;689500;1;01;54;400,111570455168;54
4229995;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;1;150000;1;01;54;400,111570455168;54
4229998;1;1;1;80;1;1;2;7; ;2; ; ;11; ;2; ;2; ;1;01;54;402,054684909601;54
4229999;1;1;1;80;1;1;1;6; ;2; ; ;8; ;1;4;2; ;1;01;54;308,913383258522;54
4229999;1;2;1;80;1;1;4;4; ;1; ;3;7; ;2; ;2; ;1;01;54;308,913383258522;54
4229999;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;308,913383258522;54
4229999;1;6;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;54;308,913383258522;54
4230001;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;54;446,497921873844;54
4230001;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;446,497921873844;54
4230001;1;6;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;01;54;446,497921873844;54
4230002;1;1;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ;1;01;54;367,412926886581;54
4230003;1;2;1;80;1;1;2;7; ;2; ; ;9; ;2; ;2; ;1;01;54;322,643327800342;54
4230003;1;4;1;80;1;2; ; ; ; ;1;2;8; ;2; ;2; ;1;01;54;322,643327800342;54
4230004;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;01;54;402,054684909601;54
4230005;1;5;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;01;54;521,169355919854;54
4230006;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;54;491,304189113683;54
4230007;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;1;650000;1;01;54;584,316534965066;54
4230007;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;584,316534965066;54
4230008;1;2;1;80;1;1;1;8; ;2; ; ;8; ;2; ;2; ;1;01;54;278,074156194692;54
4230009;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;54;507,367939697141;54
4230010;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;641,251753308054;54
4230010;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;641,251753308054;54
4230011;1;2;1;80;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;01;54;278,074156194692;54
4230012;1;1;1;80;1;1;1;8; ;2; ; ;1; ;2; ;1;4000000;1;01;54;524,092099170078;54
4230012;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;01;54;524,092099170078;54
4230013;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;01;54;459,287453153316;54
4230013;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;459,287453153316;54
4230016;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;54;563,196266784104;54
4230016;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;563,196266784104;54
4230016;1;5;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;01;54;563,196266784104;54
4230017;1;1;1;80;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;01;54;690,543224456882;54
4230017;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;690,543224456882;54
4230017;1;5;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;01;54;690,543224456882;54
4230019;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;308,237044188433;54
4230020;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;400,662146170693;54
4230020;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;400,662146170693;54
4230022;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;01;54;414,979334581637;54
4230023;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;01;54;641,838997177178;54
4230024;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;54;386,504841888068;54
4230024;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;386,504841888068;54
4230027;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;382,836835266707;54
4230028;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;54;326,867649962204;54
4230028;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;326,867649962204;54
4230029;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;430,013405414939;54
4230029;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;430,013405414939;54
4230030;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;475,84918111809;54
4230030;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;475,84918111809;54
4230030;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;475,84918111809;54
4230032;1;2;1;80;1;1;4;3; ;2; ; ;4; ;2; ;2; ;1;01;54;231,912189656388;54
4230034;1;2;1;80;1;1;1;5; ;2; ; ;9; ;3; ;2; ;1;01;54;552,174035650136;54
4230034;1;3;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;01;54;552,174035650136;54
4230034;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;54;552,174035650136;54
4230035;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;01;54;215,539876659348;54
4230035;1;6;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;54;215,539876659348;54
4230036;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;430,013405414939;54
4230037;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;54;429,549377520535;54
