Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3486662;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;18;60,1227529953533;18
3486662;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;18;60,1227529953533;18
3486663;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;18;36,9305869528185;18
3486663;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;18;36,9305869528185;18
3486665;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;18;69,9138233588986;18
3486665;1;4;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;18;69,9138233588986;18
3486666;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;18;45,9116683744992;18
3486667;1;2;1;80;1;2; ; ; ;3; ;2; ;1;1; ;9; ;1;06;18;51,1297963615931;18
3486669;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;18;55,6967152550011;18
3486671;1;1;1;80;1;1;4;9;DESPLZAMIENTO;2; ;2; ; ; ; ;8;2;1;06;18;80,5354990359736;18
3486671;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;18;80,5354990359736;18
3486671;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;18;80,5354990359736;18
3486671;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;18;80,5354990359736;18
3486672;1;1;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;06;18;51,0281424568361;18
3486672;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;18;51,0281424568361;18
3486673;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;18;60,0175119375908;18
3486673;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;18;60,0175119375908;18
3486674;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;1;2;1;06;18;37,8865379170526;18
3486676;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;06;18;44,8778532535224;18
3486678;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;06;18;44,0895451387086;18
3486680;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;164,333924505585;17
3486681;1;2;1;80;1;1;4;8; ;2; ;2; ; ; ; ;11;2;1;06;17;179,844663373758;17
3486682;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;06;17;269,724444724267;17
3486683;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;17;259,593060153229;17
3486685;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;06;17;144,095695591149;17
3486685;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;144,095695591149;17
3486687;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;203,956683915134;17
3486687;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;17;203,956683915134;17
3486688;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;181,387593177042;17
3486689;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;17;154,683877057788;17
3486690;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;171,256208606004;17
3486692;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;17;342,512417212009;17
3486693;1;1;1;80;1;1;3;2; ;1;1;2; ; ; ; ;2;2;1;06;17;361,730176459305;17
3486693;1;3;1;80;1;1;3;2; ;2; ;2; ; ; ; ;2;2;1;06;17;361,730176459305;17
3486695;1;2;1;80;1;1;1;3; ;1;1;2; ; ; ; ;9;2;1;06;17;462,824244564959;17
3486696;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;17;231,639701877378;17
3486697;1;1;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;06;17;366,774639751855;17
3486698;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;9;2;1;06;17;462,824244564959;17
3486701;1;1;1;80;1;1;4;1; ;3; ;2; ; ;4; ;8;1;1;06;17;342,512417212009;17
3486702;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;398,874292953508;17
3486705;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;386,074734647448;17
3486706;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;06;20;171,574754001169;20
3486708;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;20;161,466515077267;20
3486709;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;20;164,325441988788;20
3486710;1;2;1;80;1;1;3;8; ;2; ;2; ; ; ; ;2;2;1;06;20;162,997973266605;20
3486711;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;20;169,580648244614;20
3486711;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;20;169,580648244614;20
3486713;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;9;2;1;06;20;136,696252458637;20
3486713;1;3;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;20;136,696252458637;20
3486718;1;2;1;80;1;1;3;4; ;3; ;2; ; ; ; ;4;2;1;06;47;178,388380783434;47
3486719;1;2;1;80;1;1;2;8; ;2; ;2; ; ;1;ESTA ESPERANDO QUE LA LLAMEN;12;1;1;06;20;168,715827089648;20
3486720;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;20;165,510732861801;20
3486722;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;15;103,339368579789;15
3486723;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;06;20;145,736576456547;20
3486724;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;20;182,771031959037;20
3486725;1;5;1;80;1;1;3;4; ;2; ;2; ; ; ; ;8;2;1;06;20;158,578497953356;20
3486726;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;06;15;125,684392025625;15
3486727;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;06;47;204,633881634935;47
3486727;1;3;1;80;1;1;1;8; ;2; ;2; ; ; ;POR EMBARAZO;12;2;1;06;47;204,633881634935;47
3486728;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;47;197,170650456324;47
3486728;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;47;197,170650456324;47
3486728;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;47;197,170650456324;47
3486729;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;15;116,18912501651;15
3486730;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;47;183,023832111805;47
3486731;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;47;201,48203356725;47
