Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Area;Esc;Mes;Dpto;Fex_c_2011
3486763;1;3;1;10;2;1;1;5;1977;37;3;2;1; ; ;1;3;77000;2;1;2; ;6;1;2;76;12;06;76;828,554889529995
3486763;1;4;1;10;3;2;1;10;1988;25;5;2;1; ; ;1;5; ;2;1;2; ;5;11;2;76;11;06;76;828,554889529995
3486763;1;5;1;10;2;1;1;9;2012;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;76; ;06;76;828,554889529995
3486763;1;6;1;10;6;2;1;2;1992;22;4;4;2;1;24; ; ; ;2;1;2; ;5;11;2;76;11;06;76;828,554889529995
3486764;1;1;1;10;2;1;1;7;1955;58;1;3;1; ; ;1;3;77000;2;1;2; ;6;5;4;76;16;06;76;793,38988033744
3486764;1;2;1;10;2;2;1;10;1952;61;2;3;1; ; ;1;5; ;2;1;2; ;6;3;2;76;14;06;76;793,38988033744
3486765;1;1;1;10;1;1;1;5;1944;70;1;2;1; ; ;1;2;73920;2;1;2; ;3;5; ;76;5;06;76;793,38988033744
3486765;1;2;1;10;2;2;1;4;1951;63;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ;76;5;06;76;793,38988033744
3486766;1;1;1;10;1;1;1;5;1964;50;1;1;1; ; ;2;2;73920;2;1;2; ;5;11;2;76;11;06;76;688,810436717887
3486766;1;2;1;10;2;2;1;7;1969;44;2;1;1; ; ;1;1;30000;2;1;2; ;5;11;2;76;11;06;76;688,810436717887
3486766;1;3;1;10;3;2;1;10;1990;23;3;6;1; ; ;2;5; ;2;1;1;2;6;3;3;76;14;06;76;688,810436717887
3486766;1;4;1;10;4;2;1;2;1995;19;3;6;1; ; ;2;5; ;2;1;1;1;6;1;2;76;12;06;76;688,810436717887
3486767;1;1;1;10;1;1;1;7;1985;28;1;3;1; ; ;1;5; ;2;1;2; ;6;2;3;76;13;06;76;975,451145299081
3486767;1;2;1;10;2;2;1;6;1992;22;2;3;1; ; ;1;1;24641;2;1;2; ;6;2;2;76;13;06;76;975,451145299081
3486767;1;3;1;10;1;1;1;12;2012;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;76; ;06;76;975,451145299081
3486767;1;4;1;10;1;2;1;4;1997;17;5;6;1; ; ;1;5; ;2;1;1;2;6;0;2;76;11;06;76;975,451145299081
3486768;1;1;1;10;1;1;1;5;1952;62;1;4;1; ; ;1;4; ;2;1;2; ;3;4; ;76;4;06;76;866,476738669402
3486769;1;1;1;10;1;1;1;4;1983;31;1;3;1; ; ;1;1;45000;2;1;2; ;6;5;4;76;16;06;76;1070,82632342163
3486769;1;2;1;10;2;2;1;5;1981;33;2;3;1; ; ;1;5; ;2;1;2; ;6;6;4;76;17;06;76;1070,82632342163
3486769;1;3;1;10;2;2;1;6;2010;4;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;76;0;06;76;1070,82632342163
3486770;1;1;1;10;1;2;1;4;1958;56;1;4;1; ; ;1;3;77000;2;1;2; ;6;2;2;76;13;06;76;1096,19264269364
3486770;2;1;2;10;1;2;1;8;1970;43;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;76;2;06;76;1096,19264269364
3486770;2;2;2;10;1;1;1;7;2004;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;76;3;06;76;1096,19264269364
3486771;1;1;1;10;1;1;1;8;1942;71;1;3;1; ; ;2;2;98;2;1;2; ;6;7;5;76;18;06;76;793,38988033744
3486771;1;2;1;10;2;2;1;1;1941;73;2;3;1; ; ;2;5; ;2;1;2; ;5;11;2;76;11;06;76;793,38988033744
3486772;1;1;1;10;1;2;1;3;1963;51;1;4;1; ; ;3; ; ;1;1;2; ;3;5; ;76;5;06;76;2338,5590020512
3486772;1;2;1;10;1;1;1;5;2003;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;76;4;06;76;2338,5590020512
3486773;1;1;1;10;1;1;1;9;1949;64;1;4;1; ; ;3; ; ;2;1;2; ;4;8; ;76;8;06;76;866,476738669402
3486774;1;1;1;10;1;2;1;1;1991;23;1;4;1; ; ;1;5; ;2;1;2; ;3;4; ;76;4;06;76;1699,64597512977
3486774;1;2;1;10;2;1;1;10;1982;31;5;4;2;1;1; ; ; ;1;1;2; ;3;2; ;76;2;06;76;1699,64597512977
3486775;1;1;1;10;1;1;1;1;1947;67;1;2;1; ; ;1;3;77000;2;1;2; ;4;9; ;76;9;06;76;866,476738669402
3486776;1;1;1;10;1;2;1;2;1951;63;1;6;1; ; ;2;2;700000;2;1;2; ;6;9;5;76;20;06;76;918,881881367002
3486777;1;1;1;10;1;1;1;2;1933;81;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;76;3;06;76;1732,9534773388
3486778;1;1;1;10;1;1;1;11;1954;59;1;3;1; ; ;3; ; ;1;1;2; ;3;1; ;73;1;06;73;209,884875049491
3486778;1;2;1;10;2;2;1;10;1960;53;2;3;1; ; ;2;5; ;2;1;2; ;3;2; ;73;2;06;73;209,884875049491
3486778;1;3;1;10;2;1;1;10;2002;11;4;6;1; ; ;3; ; ;2;1;1;1;4;0; ;73;5;06;73;209,884875049491
3486779;1;1;1;10;1;1;1;6;1962;52;1;1;2;2; ; ; ; ;1;1;2; ;4;8; ;73;8;06;73;276,520883846732
3486779;1;2;1;10;2;2;1;4;1956;58;2;1;1; ; ;1;5; ;2;1;2; ;3;5; ;73;5;06;73;276,520883846732
3486781;1;1;1;10;1;2;1;3;1957;57;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;73;5;06;73;284,182861004665
3486781;1;2;1;10;2;1;1;8;1958;55;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;73;5;06;73;284,182861004665
3486781;1;3;1;10;1;1;1;2;1997;17;3;6;1; ; ;3; ; ;2;1;1;2;5;10;1;73;10;06;73;284,182861004665
3486782;1;1;1;10;1;2;1;9;1969;44;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;73;5;06;73;162,09140604283
3486782;1;2;1;10;1;2;1;8;2000;13;3;6;1; ; ;1;5; ;2;1;1;2;4;8; ;73;8;06;73;162,09140604283
3486783;1;1;1;10;1;2;1;5;1972;42;1;2;1; ; ;3; ; ;1;1;2; ;3;3; ;73;3;06;73;134,521829521835
3486783;1;2;1;10;1;2;1;9;1996;17;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;73;11;06;73;134,521829521835
3486783;1;3;1;10;1;1;1;5;2006;8;3; ;1; ; ;3; ; ;1;1;1;1;3;2; ;73;2;06;73;134,521829521835
3486783;1;4;1;10;4;2;1;3;1960;54;5;5;1; ; ;3; ; ;1;1;2; ;3;5; ;73;5;06;73;134,521829521835
3486784;1;1;1;10;1;2;1;9;1959;54;1;3;1; ; ;1;5; ;2;1;2; ;3;3; ;73;3;06;73;318,211380336282
3486784;1;2;1;10;2;1;1;2;1933;81;2;3;1; ; ;1;2;74000;2;1;2; ;3;5; ;73;5;06;73;318,211380336282
3486784;1;3;1;10;3;2;1;2;1990;24;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;73;7;06;73;318,211380336282
3486784;1;4;1;10;3;2;1;1;2011;3;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ;73;0;06;73;318,211380336282
3486784;1;5;1;10;5;1;1;12;1935;78;9;4;1; ; ;3; ; ;2;1;2; ;4;6; ;73;6;06;73;318,211380336282
3486785;1;1;1;10;1;2;1;4;1952;62;1;4;1; ; ;3; ; ;2;1;2; ;4;6; ;73;6;06;73;170,015877286715
3486785;1;2;1;10;2;2;1;8;1988;25;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;73;11;06;73;170,015877286715
3486786;1;1;1;10;1;2;1;5;1942;72;1;4;1; ; ;3; ; ;2;1;2; ;3;4; ;73;4;06;73;249,513043515768
3486787;1;1;1;10;1;2;1;10;1977;36;1;3;1; ; ;1;5; ;1;1;2; ;5;11;2;73;11;06;73;370,683717466352
3486787;1;2;1;10;2;1;1;12;1972;41;2;3;1; ; ;1;1;80000;2;1;2; ;5;11;2;73;11;06;73;370,683717466352
3486787;1;3;1;10;2;2;1;1;2004;10;3;6;1; ; ;1;5; ;2;1;1;1;3;4; ;73;4;06;73;370,683717466352
3486788;1;1;1;10;1;2;1;8;1987;26;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;73;11;06;73;370,683717466352
3486788;1;2;1;10;2;1;1;9;1987;26;2;2;2;1;98; ; ; ;2;2;2; ;1;0; ;73;0;06;73;370,683717466352
3486788;1;3;1;10;1;2;1;10;2010;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;73;0;06;73;370,683717466352
3486789;1;1;1;10;1;2;1;7;1967;46;1;2;1; ; ;1;5; ;2;1;2; ;3;5; ;73;5;06;73;364,393216669874
3486789;1;2;1;10;2;1;1;3;1957;57;2;2;1; ; ;1;3;77000;2;1;2; ;3;5; ;73;5;06;73;364,393216669874
3486789;1;3;1;10;3;2;1;9;1987;26;3;6;1; ; ;1;3;77000;2;1;2; ;6;5;4;73;16;06;73;364,393216669874
3486789;1;4;1;10;3;2;1;12;2013;0;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;73; ;06;73;364,393216669874
3486789;1;5;1;10;5;2;1;9;1992;21;3;6;1; ; ;1;6; ;2;1;2; ;6;1;2;73;12;06;73;364,393216669874
3486789;1;6;1;10;5;2;1;7;2012;1;4; ;1; ; ;1;6; ;2; ; ; ; ; ; ;73; ;06;73;364,393216669874
3486789;1;7;1;10;1;2;1;5;2000;14;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;73;7;06;73;364,393216669874
3486790;1;1;1;10;1;1;1;1;1952;62;1;3;1; ; ;1;2;150000;2;1;2; ;6;5;4;73;16;06;73;501,016677004217
3486790;1;2;1;10;2;2;1;11;1954;59;2;3;1; ; ;2;2;228000;2;1;2; ;6;5;4;73;16;06;73;501,016677004217
3486791;1;1;1;10;2;1;1;5;1958;56;1;3;1; ; ;1;1;150000;2;1;2; ;6;8;5;73;19;06;73;472,890937879266
3486791;1;2;1;10;2;2;1;10;1966;47;2;3;1; ; ;2;1;180000;2;1;2; ;6;7;5;73;18;06;73;472,890937879266
3486791;1;3;1;10;3;1;1;3;1986;28;3;6;1; ; ;1;3;187500;2;1;1;2;6;4;3;73;15;06;73;472,890937879266
3486791;1;4;1;10;2;2;1;8;1998;15;3;6;1; ; ;9; ; ;2;1;1;2;4;9; ;73;9;06;73;472,890937879266
3486791;1;5;1;10;2;1;1;4;2012;2;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;73; ;06;73;472,890937879266
3486791;1;6;1;10;6;1;1;2;1981;33;5;6;1; ; ;1;3;150000;2;1;1;1;6;5;4;73;16;06;73;472,890937879266
3486792;1;1;1;10;1;2;1;3;1935;79;1;5;1; ; ;1;5; ;2;1;2; ;3;5; ;73;5;06;73;499,026087031537
3486793;1;1;1;10;1;1;1;6;1945;69;1;3;1; ; ;1;2;144000;2;1;2; ;5;11;2;73;11;06;73;250,508338502109
3486793;1;2;1;10;2;2;1;8;1946;67;2;3;1; ; ;1;2;350000;2;1;2; ;6;5;4;73;16;06;73;250,508338502109
3486794;1;1;1;10;2;1;1;11;1967;46;1;3;1; ; ;1;1;98;2;1;2; ;3;5; ;52;5;06;52;155,813599274371
3486794;1;2;1;10;2;2;1;10;1974;39;2;3;1; ; ;3; ; ;2;1;2; ;4;6; ;52;6;06;52;155,813599274371
3486794;1;3;1;10;2;2;1;1;1999;15;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;52;7;06;52;155,813599274371
3486794;1;4;1;10;2;2;1;1;2000;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;52;8;06;52;155,813599274371
3486795;1;1;1;10;1;1;1;11;1956;57;1;3;2;1;4; ; ; ;1;1;2; ;3;2; ;52;2;06;52;132,326015807274
3486795;1;2;1;10;2;2;1;12;1957;56;2;3;2;1;36; ; ; ;2;1;2; ;3;3; ;52;3;06;52;132,326015807274
3486795;1;3;1;10;3;2;1;9;1981;32;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;52;11;06;52;132,326015807274
3486795;1;4;1;10;4;2;1;2;1983;31;3;6;2;1;4; ; ; ;2;1;2; ;6;2;3;52;13;06;52;132,326015807274
3486795;1;5;1;10;5;1;1;12;1979;34;3;1;1; ; ;3; ; ;2;1;2; ;5;11;2;52;11;06;52;132,326015807274
3486795;1;6;1;10;6;2;1;1;1993;21;5;1;1; ; ;3; ; ;2;1;2; ;6;1;4;52;12;06;52;132,326015807274
3486795;1;7;1;10;6;2;1;10;2012;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;52; ;06;52;132,326015807274
3486796;1;1;1;10;1;2;1;6;1963;50;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;52;2;06;52;166,766284796666
3486796;1;2;1;10;2;1;1;1;1992;22;3;6;1; ; ;3; ; ;2;1;1;1;6;5;2;52;16;06;52;166,766284796666
3486796;1;3;1;10;3;2;1;3;1993;21;5;6;1; ; ;3; ; ;2;1;1;1;6;2;3;52;13;06;52;166,766284796666
3486797;1;1;1;10;1;1;1;3;1968;46;1;2;1; ; ;1;1;130000;2;1;2; ;5;11;2;52;11;06;52;207,978285376885
3486797;1;2;1;10;2;2;1;10;1966;47;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ;52;5;06;52;207,978285376885
3486797;1;3;1;10;3;1;1;6;1998;15;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ;52;9;06;52;207,978285376885
3486798;1;1;1;10;1;2;1;5;1961;53;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;52;5;06;52;192,904208710412
3486798;1;2;1;10;2;2;1;12;1988;25;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;52;11;06;52;192,904208710412
