DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7330;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;P7440;CLASE;DSI;FFT;AREA;RAMA4D_D_R4;RAMA2D_D_R4;OFICIO1_C8;OFICIO2_C8;MES;PERIODO;DPTO;DSCY;FEX_C18;PER;REGIS
7013508;1;1;1;;;;;;;1;48;0;4;MODISTA;4;1;2;2;;2;;;1;;1;13;9529;95;.;7531;03;20220311;13;;212.64242597;2022;70
7013510;1;2;1;16;1;;;48;1000000;1;5;1;6;AGENTE DE VIAJES Y TURISMO;1;3;2;2;;2;;;1;1;;13;7911;79;4221;4221;03;20220311;13;2;421.2018588;2022;70
7013511;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;396.81619173;2022;70
7013511;2;2;2;;;;;;;1;30;0;3;SECRETARIA;1;3;2;2;;2;;;1;;1;13;7911;79;.;4120;03;20220311;13;;396.81619173;2022;70
7013512;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;429.54329212;2022;70
7013514;1;2;1;;;1;;40;1000000;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;341.79715734;2022;70
7013514;1;4;1;;;1;;40;1000000;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;341.79715734;2022;70
7013514;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;341.79715734;2022;70
7013515;1;2;1;5;1;;;48;1000000;2;;;;.;;;;2;;2;;;1;1;;13;;;9112;;03;20220311;13;1;268.02064609;2022;70
7013515;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;268.02064609;2022;70
7013515;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;268.02064609;2022;70
7013516;1;2;1;10;1;;;48;1000000;2;;;;.;;;;2;;2;;;1;1;;13;;;9112;;03;20220311;13;1;358.89219839;2022;70
7013517;1;3;1;;;1;;48;1000000;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;424.79352385;2022;70
7013519;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;429.28400694;2022;70
7013520;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;332.13194781;2022;70
7013520;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;332.13194781;2022;70
7013521;1;2;1;;;;;;;1;24;0;3;VENDEDORA;4;3;2;2;;2;;;1;;1;13;4723;47;.;5223;03;20220311;13;;552.57726683;2022;70
7013522;1;1;1;;;;;;;1;36;2;4;EMPLEADA DOMESTICA POR DIAS;4;1;2;2;;2;;;1;;1;13;8121;81;.;9111;03;20220311;13;;385.31872756;2022;70
7013522;1;3;1;8;3;;;48;1000000;1;3;1;6;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;1;;13;9700;97;9111;9111;03;20220311;13;1;385.31872756;2022;70
7013523;1;2;1;;;;;;;1;12;0;9;VENDEDORA DE FRITOS;4;1;2;2;;2;;;1;;1;13;5619;56;.;5246;03;20220311;13;;248.9732759;2022;70
7013523;1;3;1;48;1;;;48;1000000;2;;;;.;;;;2;;2;;;1;1;;13;;;0000;;03;20220311;13;2;248.9732759;2022;70
7013523;1;5;1;48;1;;;48;1000000;1;36;0;8;ESTILISTA;1;5;2;2;;2;;;1;1;;13;9602;96;5141;5141;03;20220311;13;2;248.9732759;2022;70
7013525;1;2;1;8;3;;;48;1000000;1;24;1;7;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;1;;13;9700;97;9111;9111;03;20220311;13;1;449.0126798;2022;70
7013526;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;338.85369949;2022;70
7013526;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;338.85369949;2022;70
7013527;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;325.93793809;2022;70
7013528;1;1;1;8;4;;;48;1000000;1;48;1;7;PREPARACION Y VENTA DE FRITOS;4;1;2;2;;2;;;1;1;;13;5619;56;5120;5120;03;20220311;13;1;435.71999377;2022;70
7013528;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;435.71999377;2022;70
7013531;1;2;1;;;;;;;1;26;2;1;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;;1;13;9700;97;.;9111;03;20220311;13;;342.37603949;2022;70
7013532;1;1;1;;;;;;;1;36;0;5;SERVICIOS DE LIMPIEZA;1;6;2;3;;2;;;1;;1;13;8513;85;.;9112;03;20220311;13;;220.05627277;2022;70
7013532;1;2;1;;;;;;;1;24;0;9;LATONERO Y PINTOR;4;2;2;2;;2;;;1;;1;13;4520;45;.;7132;03;20220311;13;;220.05627277;2022;70
7013532;1;3;1;;;;;;;1;24;0;9;SERVICIOS GENERALES DE ASEO;1;9;2;2;;2;;;1;;1;13;8621;86;.;9112;03;20220311;13;;220.05627277;2022;70
7013532;1;4;1;999;1;;;48;1000000;1;24;0;6;MOTOTAXISTA;4;1;2;2;;2;;;1;1;;13;4921;49;9112;8321;03;20220311;13;;220.05627277;2022;70
7013533;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;321.62477531;2022;70
7013533;1;5;1;;;2;5;;1200000;1;4;1;8;ATENCION AL CLIENTE;1;8;2;2;;2;;;1;;1;13;4761;47;.;5223;03;20220311;13;;321.62477531;2022;70
7013534;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;344.75593793;2022;70
7013535;1;2;1;192;1;;;48;1000000;1;132;2;1;CAJERA;1;5;2;2;;2;;;1;1;;13;8621;86;4311;5230;03;20220311;13;2;317.16515273;2022;70
7013535;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;317.16515273;2022;70
7013536;1;2;1;8;1;;;48;1000000;1;12;1;8;CONDUCTOR DE FRUVER;1;4;2;2;;2;;;1;1;;13;4721;47;8332;8332;03;20220311;13;1;437.26640044;2022;70
7013539;1;2;1;48;1;;;48;1000000;1;84;0;4;SERVICIOS DOMESTICOS;3;3;2;2;;2;;;1;1;;13;9700;97;9412;9111;03;20220311;13;2;337.29457689;2022;70
7013540;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;373.6782795;2022;70
7013542;1;1;1;;;;;;;1;228;0;3;SERVICIOS DE LIMPIEZA;3;3;2;2;;2;;;1;;1;13;9700;97;.;9111;03;20220311;13;;294.44029307;2022;70
7013542;1;2;1;;;;;;;1;240;0;4;PRENSADOR DE TABACO;1;10;2;2;;2;;;1;;1;13;1200;12;.;7516;03;20220311;13;;294.44029307;2022;70
7013545;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;324.31731276;2022;70
7013545;1;3;1;5;1;;;48;1000000;1;3;2;7;ATENCIO AL CLIENTE;1;5;2;2;;2;;;1;1;;13;0000;00;9112;0000;03;20220311;13;1;324.31731276;2022;70
7013545;1;5;1;3;1;;;48;1000000;2;;;;.;;;;2;;2;;;1;1;;13;;;5131;;03;20220311;13;1;324.31731276;2022;70
7013547;1;1;1;;;;;;;1;360;5;7;AYUDANTE DE ALBAÑILERIA;4;2;2;2;;2;;;1;;1;13;4210;42;.;9313;03;20220311;13;;626.41730101;2022;70
7013549;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;439.07647612;2022;70
7013550;1;2;1;;;;;;;1;180;0;5;COMERCIALIZACION DE ARTICULOS AL POR MENOS DE ARTICULOS USADOS;1;4;2;3;;2;;;1;;1;13;4775;47;.;5223;03;20220311;13;;369.12733119;2022;70
7013554;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;516.48232086;2022;70
7013555;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;145.18326219;2022;70
7013555;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;145.18326219;2022;70
7013555;1;5;1;;;;;;;1;360;0;4;NAVEGANTE;1;4;2;2;;2;;;1;;1;13;5011;50;.;8350;03;20220311;13;;145.18326219;2022;70
7013556;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;363.09999481;2022;70
7013556;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;363.09999481;2022;70
7013559;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;321.09893963;2022;70
7013560;1;2;1;;;2;5;;1000000;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;459.12972046;2022;70
7013564;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;289.15654145;2022;70
7013566;1;1;1;;;;;;;1;240;5;4;LAVABA Y PLANCHABA ROPA;4;1;2;2;;2;;;1;;1;13;9601;96;.;9121;03;20220311;13;;391.50279992;2022;70
7013569;1;2;1;;;;;;;1;60;0;3;ASESORA DE VENTAS;1;2;2;2;;2;;;1;;1;13;4741;47;.;5223;03;20220311;13;;390.56594855;2022;70
7013571;1;2;1;;;;;;;1;4;0;8;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;;1;13;9700;97;.;9111;03;20220311;13;;468.00206534;2022;70
7013572;1;1;1;;;;;;;1;34;0;3;AUXILIAR DE CARTERA;1;5;2;2;;2;;;1;;1;13;6412;64;.;4311;03;20220311;13;;429.28400694;2022;70
7013572;1;2;1;998;1;;;60;1000000;1;4;0;8;MESERO;1;5;2;2;;2;;;1;1;;13;5630;56;5132;5132;03;20220311;13;;429.28400694;2022;70
7013573;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;433.27474588;2022;70
7013575;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;456.18335181;2022;70
7013576;1;1;1;4;1;;;48;2000000;1;36;4;3;DICTA CLASES DIRIGIDAS;4;1;2;2;;2;;;1;1;;13;8559;85;2359;2359;03;20220311;13;1;518.53762877;2022;70
7013577;1;1;1;;;;;;;1;36;0;3;MESERA;1;4;2;2;;2;;;1;;1;13;5611;56;.;5131;03;20220311;13;;488.20743569;2022;70
7013579;1;1;1;;;;;;;1;180;5;4;ALBAÑIL;4;1;2;2;;2;;;1;;1;13;4210;42;.;7112;03;20220311;13;;219.97463968;2022;70
7013579;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;219.97463968;2022;70
7013583;1;1;1;4;1;;;48;1000000;1;24;2;6;VENDEDORA DE JUGOS;1;3;2;2;;2;;;1;1;;13;4724;47;5131;5223;03;20220311;13;1;651.7506852;2022;70
7013587;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;292.70845349;2022;70
7013590;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;329.77312824;2022;70
7013593;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;229.88227642;2022;70
7013593;1;8;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;229.88227642;2022;70
7013594;1;1;1;;;;;;;1;2;3;8;ENCUESTADOR;4;10;2;2;;2;;;1;;1;13;8412;84;.;4227;03;20220311;13;;296.16616681;2022;70
7013595;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;124.44279616;2022;70
7013595;1;3;1;8;1;;;50;1000000;1;60;1;7;CONDUCTOR DE TAXI;4;1;2;2;;2;;;1;1;;13;4921;49;8324;8324;03;20220311;13;1;124.44279616;2022;70
7013595;1;4;1;6;1;;;48;1000000;2;;;;.;;;;2;;2;;;1;1;;13;;;9112;;03;20220311;13;1;124.44279616;2022;70
7013595;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;124.44279616;2022;70
7013596;1;1;1;;;;;;;1;264;0;5;AUXILIAR ADMINISTRATIVO DE LA OFICINA DE GESTION DE RIESGO;2;10;2;3;;2;;;1;;1;13;8412;84;.;4110;03;20220311;13;;124.44279616;2022;70
7013596;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;124.44279616;2022;70
7013596;1;3;1;998;1;;;60;1000000;1;24;0;7;ADMINISTRACION EN SALUD;1;5;2;2;;2;;;1;1;;13;8621;86;1342;1342;03;20220311;13;;124.44279616;2022;70
7013597;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;257.59731138;2022;70
7013598;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;288.27065999;2022;70
7013599;1;1;1;;;;;;;1;30;0;5;OFICIAL DE CUBIERTA;2;10;2;3;;2;;;1;;1;13;8422;84;.;0210;03;20220311;13;;303.5651192;2022;70
7013599;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;303.5651192;2022;70
7013600;1;1;1;12;1;;;48;1000000;1;3;2;8;MESERA;1;5;2;2;;2;;;1;1;;13;5611;56;5131;5131;03;20220311;13;1;322.03271149;2022;70
7013600;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;322.03271149;2022;70
7013600;1;3;1;2;3;;;48;900000;1;12;2;6;MANICURISTA;4;1;2;2;;2;;;1;1;;13;9602;96;9111;5142;03;20220311;13;1;322.03271149;2022;70
7013601;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;335.5738285;2022;70
7013602;1;3;1;;;;;;;1;4;0;2;ASESORIAS UNIVERSITARIAS;4;1;2;2;;2;;;1;;1;13;8559;85;.;2359;03;20220311;13;;278.62243081;2022;70
7013603;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;311.22856698;2022;70
7013603;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;311.22856698;2022;70
7013605;1;1;1;;;;;;;1;360;1;5;DOCENTE DE BIOLOGIA;2;10;2;3;;2;;;1;;1;13;8530;85;.;2330;03;20220311;13;;264.99626376;2022;70
7013605;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;264.99626376;2022;70
7013607;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;335.5738285;2022;70
7013609;1;2;1;;;;;;;1;180;5;5;GERENTE;1;10;2;3;;2;;;1;;1;13;6412;64;.;1346;03;20220311;13;;251.7084311;2022;70
7013610;1;1;1;;;;;;;1;120;0;5;GERENTE;1;6;2;3;;2;;;1;;1;13;6810;68;.;1439;03;20220311;13;;412.21641029;2022;70
7013610;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;412.21641029;2022;70
7013611;1;1;1;;;;;;;1;360;3;5;ASESOR;2;10;2;3;;2;;;1;;1;13;8412;84;.;2611;03;20220311;13;;337.48784566;2022;70
7013611;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;337.48784566;2022;70
7013612;1;1;1;;;;;;;1;300;0;5;ASISTENTE DE NOTARIO;2;4;2;3;;2;;;1;;1;13;6910;69;.;4414;03;20220311;13;;337.48784566;2022;70
7013612;1;2;1;;;;;;;1;288;0;5;ASISTENTE ADMINISTRATIVA;1;9;2;3;;2;;;1;;1;13;6412;64;.;4110;03;20220311;13;;337.48784566;2022;70
7013615;1;1;1;;;;;;;2;;;;.;;;;3;;2;;;1;;1;13;.;;.;.;03;20220311;13;;522.00373323;2022;70
7013617;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;380.89392337;2022;70
7013617;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;380.89392337;2022;70
7013617;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;380.89392337;2022;70
7013619;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;312.21599279;2022;70
7013620;1;1;1;;;;;;;1;72;0;3;PROFESORA DE PRIMERA INFANCIA;1;5;2;2;;2;;;1;;1;13;8511;85;.;2342;03;20220311;13;;210.2654142;2022;70
7013620;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;210.2654142;2022;70
7013620;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;210.2654142;2022;70
7013621;1;1;1;;;;;;;1;360;1;5;SECRETARIA;2;10;2;3;;2;;;1;;1;13;8530;85;.;4120;03;20220311;13;;567.00405506;2022;70
7013624;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;329.48591593;2022;70
7013626;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;381.16694832;2022;70
7013626;1;6;1;;;;;;;1;360;2;5;INGENIERO AGRONOMO;2;10;2;2;;2;;;1;;1;13;8414;84;.;2132;03;20220311;13;;381.16694832;2022;70
7013628;1;1;1;;;;;;;1;192;1;5;DOCENTE DEL MAGISTERIO;2;7;2;3;;2;;;1;;1;13;8521;85;.;2330;03;20220311;13;;346.75583907;2022;70
7013628;1;2;1;;;;;;;1;60;2;5;DOCENTE;2;10;2;3;;2;;;1;;1;13;8530;85;.;2330;03;20220311;13;;346.75583907;2022;70
7013630;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;529.55802275;2022;70
7013631;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;584.88171784;2022;70
7013631;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;584.88171784;2022;70
7013633;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;398.05755474;2022;70
7013635;1;1;1;;;;;;;1;240;0;7;DOCENTE EN PRESCOLAR;4;1;2;2;;2;;;1;;1;13;8512;85;.;2342;03;20220311;13;;228.19731962;2022;70
7013635;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;228.19731962;2022;70
7013638;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;215.08631435;2022;70
7013638;1;4;1;;;;;;;1;120;0;4;ALBAÑIL;4;1;2;2;;2;;;1;;1;13;4111;41;.;7112;03;20220311;13;;215.08631435;2022;70
7013638;1;5;1;;;;;;;1;240;0;3;ATENCION Y CUIDADO A ADULTO MAYOR;3;3;2;2;;2;;;1;;1;13;9700;97;.;5322;03;20220311;13;;215.08631435;2022;70
7013638;1;7;1;24;1;;;48;1000000;2;;;;.;;;;2;;2;;;1;1;;13;;;0000;;03;20220311;13;2;215.08631435;2022;70
7013638;1;8;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;215.08631435;2022;70
7013642;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;595.75277559;2022;70
7013643;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;241.97210364;2022;70
7013643;1;6;1;12;1;;;48;1000000;1;12;2;8;AUXILIAR DE VENTAS;1;4;2;2;;2;;;1;1;;13;5619;56;5223;5223;03;20220311;13;1;241.97210364;2022;70
7013644;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;13;.;;.;.;03;20220311;13;;501.80168699;2022;70
7013645;1;1;1;;;;;;;1;48;1;5;AUXILIAR EN AREA DE IMPORTACIONES;1;8;2;3;;2;;;1;;1;13;5229;52;.;3331;03;20220311;13;;241.97210364;2022;70
7013645;1;2;1;12;1;;;48;1200000;1;3;2;8;COORDINADORA HSEQ;1;10;2;2;;2;;;1;1;;13;4649;46;2263;2263;03;20220311;13;1;241.97210364;2022;70
7013645;1;5;1;;;;;;;1;240;1;1;AUXILIAR DE OPERACIONES;1;9;2;2;;2;;;1;;1;13;1311;13;.;4110;03;20220311;13;;241.97210364;2022;70
7013646;1;1;1;;;;;;;1;84;0;5;DESPACHADOR DE AVIONES;1;10;2;3;;2;;;1;;1;13;5111;51;.;4323;03;20220311;13;;515.27051287;2022;70
7013646;1;2;1;;;;;;;1;348;0;3;ENFERMERA PROFESIONAL;1;9;2;2;;2;;;1;;1;13;8621;86;.;2221;03;20220311;13;;515.27051287;2022;70
7013647;1;2;1;;;2;5;;1000000;1;8;1;3;MESERA;1;4;2;2;;2;;;1;;1;13;5611;56;.;5131;03;20220311;13;;590.26550955;2022;70
7013648;1;1;1;48;1;;;48;1000000;1;96;0;8;SERVICIOS DE LIMPIEZA;3;3;2;2;;2;;;1;1;;13;9700;97;9111;9111;03;20220311;13;2;368.21760568;2022;70
7013648;1;3;1;48;4;;;48;1000000;1;12;0;7;CONDUCTOR DE TAXI;4;1;2;2;;2;;;1;1;;13;4921;49;8324;8324;03;20220311;13;2;368.21760568;2022;70
7013656;1;1;1;;;;;;;1;240;1;5;ODONTOLOGA;2;10;2;3;;2;;;1;;1;15;8412;84;.;2261;03;20220311;15;;64.451955679;2022;70
7013656;1;2;1;;;;;;;1;360;1;5;REALIZABA ORIENTACION VOCACIONAL;2;10;2;3;;2;;;1;;1;15;8530;85;.;2330;03;20220311;15;;64.451955679;2022;70
7013656;1;3;1;;;;;;;2;;;;.;;;;3;;2;;;1;;1;15;.;;.;.;03;20220311;15;;64.451955679;2022;70
7013656;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;64.451955679;2022;70
7013658;1;1;1;6;1;;;48;1000000;1;2;1;8;REALIZABA ANALISIS DE SISTEMAS;1;8;2;2;;2;;;1;1;;15;6201;62;2512;2512;03;20220311;15;1;90.381753666;2022;70
7013658;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;90.381753666;2022;70
7013659;1;1;1;;;;;;;1;204;5;5;POLICIA;2;10;2;3;;2;;;1;;1;15;8423;84;.;5412;03;20220311;15;;109.93390817;2022;70
7013659;1;2;1;100;1;;;48;1000000;1;24;5;9;VIGILANTE DE SEGURIDAD PRIVADA;1;10;2;2;;2;;;1;1;;15;8010;80;0000;5414;03;20220311;15;2;109.93390817;2022;70
7013659;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;109.93390817;2022;70
7013660;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;118.78209006;2022;70
7013662;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;69.962023034;2022;70
7013663;1;1;1;;;;;;;1;24;5;8;APOYO ADMINISTRATIVO;1;10;2;2;;2;;;1;;1;15;8610;86;.;4110;03;20220311;15;;93.382369739;2022;70
7013663;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;93.382369739;2022;70
7013663;1;3;1;24;1;;;40;1000000;2;;;;.;;;;2;;2;;;1;1;;15;;;5131;;03;20220311;15;2;93.382369739;2022;70
7013665;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;65.324025142;2022;70
7013665;1;6;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;65.324025142;2022;70
7013665;1;7;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;65.324025142;2022;70
7013666;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;60.160342819;2022;70
7013666;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;60.160342819;2022;70
7013669;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;64.667224415;2022;70
7013669;1;2;1;1;1;;;45;1000000;1;1;1;1;AUXILIAR ADMINISTRATIVO;1;8;2;2;;2;;;1;1;;15;9491;94;4110;4110;03;20220311;15;1;64.667224415;2022;70
7013670;1;2;1;;;;;;;1;12;2;4;EMPLEADA DOMESTICA;3;2;2;2;;2;;;1;;1;15;9700;97;.;9111;03;20220311;15;;95.747226067;2022;70
7013670;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;95.747226067;2022;70
7013671;1;3;1;;;1;;40;600000;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;97.324140684;2022;70
7013671;1;7;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;97.324140684;2022;70
7013673;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;110.0775109;2022;70
7013675;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;80.357393154;2022;70
7013676;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;123.50524252;2022;70
7013677;1;1;1;;;;;;;1;24;0;1;ASEADORA DOMESTICA;3;1;2;2;;2;;;1;;1;15;9700;97;.;9111;03;20220311;15;;95.645703038;2022;70
7013679;1;2;1;200;1;;;48;2500000;1;6;0;8;ENTRENDOR GENERAL;1;7;2;2;;2;;;1;1;;15;0000;00;0000;0000;03;20220311;15;2;87.546506588;2022;70
7013679;1;3;1;52;1;;;48;2000000;2;;;;.;;;;2;;2;;;1;1;;15;;;4110;;03;20220311;15;2;87.546506588;2022;70
7013680;1;2;1;;;;;;;2;;;;.;;;;3;;2;;;1;;1;15;.;;.;.;03;20220311;15;;93.919662377;2022;70
7013681;1;1;1;4;1;;;48;1000000;1;3;0;2;CRIA Y LEVANTE DE GANADO;1;2;2;2;;2;;;1;1;;15;0141;01;2151;6121;03;20220311;15;1;103.9343288;2022;70
7013682;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;94.33285107;2022;70
7013682;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;15;.;;.;.;03;20220311;15;;94.33285107;2022;70
7013682;1;5;1;4;4;;;30;200000;1;1;2;8;MESERO;4;1;2;2;;1;300000;;1;1;;15;5611;56;5131;5131;03;20220311;15;1;94.33285107;2022;70
