DIRECTORIO;SECUENCIA_P;ORDEN;CLASE;AREA;MES;PERIODO;DPTO;HOGAR;P3038;P3039;FEX_C18;PER;REGIS
7009800;1;2;1;88;03;20220310;88;1;1;2;31.97519517;2022;18
7009801;1;1;1;88;03;20220310;88;1;2;1;35.247619086;2022;18
7009801;1;2;1;88;03;20220310;88;1;1;2;35.247619086;2022;18
7009802;1;1;1;88;03;20220310;88;1;2;1;45.047674675;2022;18
7009802;1;2;1;88;03;20220310;88;1;1;2;45.047674675;2022;18
7009802;1;3;1;88;03;20220310;88;1;2;1;45.047674675;2022;18
7009802;1;4;1;88;03;20220310;88;1;2;1;45.047674675;2022;18
7009803;1;1;1;88;03;20220310;88;1;2;1;25.668551228;2022;18
7009803;1;2;1;88;03;20220310;88;1;1;2;25.668551228;2022;18
7009804;1;1;1;88;03;20220310;88;1;2;1;36.669358897;2022;18
7009804;1;2;1;88;03;20220310;88;1;1;2;36.669358897;2022;18
7009805;1;1;1;88;03;20220310;88;1;2;1;36.700227553;2022;18
7009805;1;2;1;88;03;20220310;88;1;1;2;36.700227553;2022;18
7009806;1;1;1;88;03;20220310;88;1;2;1;27.838689732;2022;18
7009807;1;1;1;88;03;20220310;88;1;2;1;47.06587789;2022;18
7009807;1;2;1;88;03;20220310;88;1;1;2;47.06587789;2022;18
7009808;1;1;1;88;03;20220310;88;1;2;1;46.776584086;2022;18
7009808;1;2;1;88;03;20220310;88;1;1;2;46.776584086;2022;18
7009809;1;1;1;88;03;20220310;88;1;1;2;34.224734971;2022;18
7009809;1;2;1;88;03;20220310;88;1;2;1;34.224734971;2022;18
7009810;1;1;1;88;03;20220310;88;1;2;1;34.224734971;2022;18
7009810;1;2;1;88;03;20220310;88;1;1;2;34.224734971;2022;18
7009811;1;1;1;88;03;20220310;88;1;1;2;55.480603437;2022;18
7009811;1;2;1;88;03;20220310;88;1;1;2;55.480603437;2022;18
7009811;1;5;1;88;03;20220310;88;1;1;2;55.480603437;2022;18
7009811;1;7;1;88;03;20220310;88;1;2;1;55.480603437;2022;18
7009811;1;8;1;88;03;20220310;88;1;2;1;55.480603437;2022;18
7009811;1;9;1;88;03;20220310;88;1;2;1;55.480603437;2022;18
7009812;1;1;1;88;03;20220310;88;1;2;1;38.520043003;2022;18
7009812;1;2;1;88;03;20220310;88;1;1;2;38.520043003;2022;18
7009812;1;3;1;88;03;20220310;88;1;1;2;38.520043003;2022;18
7009812;1;4;1;88;03;20220310;88;1;2;1;38.520043003;2022;18
7009813;1;1;1;88;03;20220310;88;1;1;2;38.207881081;2022;18
7009813;1;2;1;88;03;20220310;88;1;2;1;38.207881081;2022;18
7009813;1;3;1;88;03;20220310;88;1;1;2;38.207881081;2022;18
7009813;1;4;1;88;03;20220310;88;1;2;1;38.207881081;2022;18
7009813;1;6;1;88;03;20220310;88;1;2;1;38.207881081;2022;18
7009814;1;1;1;88;03;20220310;88;1;1;2;35.247619086;2022;18
7009814;1;2;1;88;03;20220310;88;1;2;1;35.247619086;2022;18
7009814;1;3;1;88;03;20220310;88;1;1;2;35.247619086;2022;18
7009815;1;1;1;88;03;20220310;88;1;2;1;38.027483301;2022;18
7009815;1;2;1;88;03;20220310;88;1;1;2;38.027483301;2022;18
7009816;1;1;1;88;03;20220310;88;1;1;2;31.315913711;2022;18
7009817;1;1;1;88;03;20220310;88;1;2;1;41.242503306;2022;18
7009818;1;1;1;88;03;20220310;88;1;1;2;34.224734971;2022;18
7009818;1;2;1;88;03;20220310;88;1;2;1;34.224734971;2022;18
7009819;1;1;1;88;03;20220310;88;1;1;2;46.776584086;2022;18
7009819;1;2;1;88;03;20220310;88;1;2;1;46.776584086;2022;18
7009821;1;1;1;88;03;20220310;88;1;2;1;55.05034133;2022;18
7009821;1;2;1;88;03;20220310;88;1;1;2;55.05034133;2022;18
7009822;1;1;1;88;03;20220310;88;1;2;1;31.331438069;2022;18
7009822;1;2;1;88;03;20220310;88;1;1;2;31.331438069;2022;18
7009822;1;3;1;88;03;20220310;88;1;2;1;31.331438069;2022;18
7009823;1;1;1;88;03;20220310;88;1;2;1;39.450468842;2022;18
7009823;1;2;1;88;03;20220310;88;1;1;2;39.450468842;2022;18
7009824;1;1;1;88;03;20220310;88;1;1;2;36.669358897;2022;18
7009824;1;2;1;88;03;20220310;88;1;2;1;36.669358897;2022;18
7009825;1;1;1;88;03;20220310;88;1;2;1;35.002569856;2022;18
7009825;1;2;1;88;03;20220310;88;1;1;2;35.002569856;2022;18
7009826;1;1;1;88;03;20220310;88;1;2;1;36.669358897;2022;18
7009826;1;2;1;88;03;20220310;88;1;1;2;36.669358897;2022;18
7009827;1;1;1;88;03;20220310;88;1;1;2;26.422802194;2022;18
7009829;1;1;1;88;03;20220310;88;1;1;2;23.981396377;2022;18
7009829;1;2;1;88;03;20220310;88;1;1;2;23.981396377;2022;18
7009831;1;1;1;88;03;20220310;88;1;1;2;50.049008002;2022;18
7009831;1;2;1;88;03;20220310;88;1;2;1;50.049008002;2022;18
7009832;1;1;1;88;03;20220310;88;1;2;1;37.993151745;2022;18
7009832;1;2;1;88;03;20220310;88;1;1;2;37.993151745;2022;18
7009832;1;3;1;88;03;20220310;88;1;2;1;37.993151745;2022;18
7009832;1;4;1;88;03;20220310;88;1;2;1;37.993151745;2022;18
7009832;1;5;1;88;03;20220310;88;1;4;2;37.993151745;2022;18
7009833;1;1;1;88;03;20220310;88;1;1;2;32.977777607;2022;18
7009833;2;1;1;88;03;20220310;88;2;1;2;32.977777607;2022;18
7009833;2;2;1;88;03;20220310;88;2;2;1;32.977777607;2022;18
7009834;1;1;1;88;03;20220310;88;1;2;1;25.668551228;2022;18
7009834;1;2;1;88;03;20220310;88;1;1;2;25.668551228;2022;18
7009835;1;1;1;88;03;20220310;88;1;2;1;39.785953103;2022;18
7009835;1;2;1;88;03;20220310;88;1;1;2;39.785953103;2022;18
7009836;1;1;1;88;03;20220310;88;1;2;1;28.877120131;2022;18
7009836;1;2;1;88;03;20220310;88;1;1;2;28.877120131;2022;18
7009837;1;1;1;88;03;20220310;88;1;1;2;41.958881076;2022;18
7009837;1;2;1;88;03;20220310;88;1;2;1;41.958881076;2022;18
7009837;1;3;1;88;03;20220310;88;1;2;1;41.958881076;2022;18
7009837;1;4;1;88;03;20220310;88;1;1;2;41.958881076;2022;18
7009837;1;6;1;88;03;20220310;88;1;2;1;41.958881076;2022;18
7009838;1;1;1;88;03;20220310;88;1;2;1;36.669358897;2022;18
7009838;1;2;1;88;03;20220310;88;1;1;2;36.669358897;2022;18
7009840;1;1;1;88;03;20220310;88;1;2;1;37.961849634;2022;18
7009841;1;1;1;88;03;20220310;88;1;2;1;36.669358897;2022;18
7009841;1;2;1;88;03;20220310;88;1;1;2;36.669358897;2022;18
7009842;1;1;1;88;03;20220310;88;1;2;1;55.05034133;2022;18
7009842;1;2;1;88;03;20220310;88;1;1;2;55.05034133;2022;18
7009843;1;1;1;88;03;20220310;88;1;1;2;56.095275952;2022;18
7009843;1;4;1;88;03;20220310;88;1;1;2;56.095275952;2022;18
7009844;1;1;1;88;03;20220310;88;1;2;1;25.668551228;2022;18
7009844;1;2;1;88;03;20220310;88;1;1;2;25.668551228;2022;18
7009845;1;1;1;88;03;20220310;88;1;1;2;46.199095393;2022;18
7009845;1;2;1;88;03;20220310;88;1;2;1;46.199095393;2022;18
7009846;1;1;1;88;03;20220310;88;1;1;2;34.795459679;2022;18
7009847;1;1;1;88;03;20220310;88;1;2;1;46.804919726;2022;18
7009847;1;2;1;88;03;20220310;88;1;1;2;46.804919726;2022;18
7009848;1;1;1;88;03;20220310;88;1;2;1;20.483897283;2022;18
7009848;1;2;1;88;03;20220310;88;1;1;2;20.483897283;2022;18
7009849;1;1;1;88;03;20220310;88;1;1;2;31.315913711;2022;18
7009850;1;1;1;88;03;20220310;88;1;2;1;27.015916291;2022;18
7009850;1;2;1;88;03;20220310;88;1;1;2;27.015916291;2022;18
7009851;1;1;1;88;03;20220310;88;1;2;1;37.961849634;2022;18
7009852;1;1;1;88;03;20220310;88;1;1;2;34.224734971;2022;18
7009852;1;2;1;88;03;20220310;88;1;2;1;34.224734971;2022;18
7009853;1;1;1;88;03;20220310;88;1;1;2;31.315913711;2022;18
7009854;1;1;1;88;03;20220310;88;1;1;2;36.392032243;2022;18
7009855;1;1;1;88;03;20220310;88;1;1;2;43.242651014;2022;18
7009856;1;1;1;88;03;20220310;88;1;2;1;37.961849634;2022;18
7009857;1;1;1;88;03;20220310;88;1;2;1;37.961849634;2022;18
7009858;1;1;1;88;03;20220310;88;1;2;1;40.027074235;2022;18
7009858;1;2;1;88;03;20220310;88;1;2;1;40.027074235;2022;18
7009859;1;1;1;88;03;20220310;88;1;2;1;39.491651018;2022;18
7009859;1;2;1;88;03;20220310;88;1;1;2;39.491651018;2022;18
7009860;1;1;1;88;03;20220310;88;1;2;1;35.082438064;2022;18
7009860;1;2;1;88;03;20220310;88;1;1;2;35.082438064;2022;18
7009861;1;1;1;88;03;20220310;88;1;1;2;35.082438064;2022;18
7009861;1;2;1;88;03;20220310;88;1;2;1;35.082438064;2022;18
7009862;1;1;1;88;03;20220310;88;1;1;2;16.260185966;2022;18
7009866;1;1;1;;03;20220310;91;1;1;2;37.640704166;2022;18
7009866;1;2;1;;03;20220310;91;1;1;2;37.640704166;2022;18
7009866;1;4;1;;03;20220310;91;1;2;1;37.640704166;2022;18
7009866;1;5;1;;03;20220310;91;1;1;2;37.640704166;2022;18
7009866;1;7;1;;03;20220310;91;1;2;1;37.640704166;2022;18
7009866;1;8;1;;03;20220310;91;1;1;2;37.640704166;2022;18
7009867;1;1;1;;03;20220310;91;1;2;1;37.640704166;2022;18
7009867;1;2;1;;03;20220310;91;1;1;2;37.640704166;2022;18
7009867;1;3;1;;03;20220310;91;1;1;2;37.640704166;2022;18
7009867;1;4;1;;03;20220310;91;1;1;2;37.640704166;2022;18
7009868;1;1;1;;03;20220310;91;1;1;2;69.908392232;2022;18
7009868;1;2;1;;03;20220310;91;1;2;1;69.908392232;2022;18
7009868;1;3;1;;03;20220310;91;1;1;2;69.908392232;2022;18
7009869;1;1;1;;03;20220310;91;1;2;1;58.185145565;2022;18
7009869;1;2;1;;03;20220310;91;1;1;2;58.185145565;2022;18
7009869;1;3;1;;03;20220310;91;1;2;1;58.185145565;2022;18
7009869;1;5;1;;03;20220310;91;1;1;2;58.185145565;2022;18
7009870;1;1;1;;03;20220310;91;1;1;2;37.640704166;2022;18
7009870;1;2;1;;03;20220310;91;1;1;2;37.640704166;2022;18
7009871;1;1;1;;03;20220310;91;1;2;1;74.828849873;2022;18
7009871;1;2;1;;03;20220310;91;1;1;2;74.828849873;2022;18
7009874;1;1;1;;03;20220310;91;1;2;1;48.782358663;2022;18
7009874;1;2;1;;03;20220310;91;1;1;2;48.782358663;2022;18
7009874;1;3;1;;03;20220310;91;1;1;2;48.782358663;2022;18
7009875;1;1;1;;03;20220310;91;1;2;1;77.416397514;2022;18
7009875;1;2;1;;03;20220310;91;1;1;2;77.416397514;2022;18
7009875;1;3;1;;03;20220310;91;1;2;1;77.416397514;2022;18
7009876;1;1;1;;03;20220310;91;1;1;2;98.693080291;2022;18
7009876;1;2;1;;03;20220310;91;1;2;1;98.693080291;2022;18
7009877;1;1;1;;03;20220310;91;1;1;2;47.922192804;2022;18
7009877;2;1;1;;03;20220310;91;2;1;2;47.922192804;2022;18
7009877;2;2;1;;03;20220310;91;2;2;1;47.922192804;2022;18
7009877;3;1;1;;03;20220310;91;3;1;2;47.922192804;2022;18
7009878;1;1;1;;03;20220310;91;1;2;1;58.413389592;2022;18
7009878;1;2;1;;03;20220310;91;1;1;2;58.413389592;2022;18
7009879;1;1;1;;03;20220310;91;1;1;2;37.640704166;2022;18
7009879;1;2;1;;03;20220310;91;1;2;1;37.640704166;2022;18
7009879;1;3;1;;03;20220310;91;1;1;2;37.640704166;2022;18
7009880;1;1;1;;03;20220310;91;1;2;1;101.32503342;2022;18
7009881;1;1;1;;03;20220310;91;1;2;1;45.88106237;2022;18
7009881;1;2;1;;03;20220310;91;1;1;2;45.88106237;2022;18
7009882;1;1;1;;03;20220310;91;1;2;1;47.922192804;2022;18
7009882;1;2;1;;03;20220310;91;1;1;2;47.922192804;2022;18
7009882;1;3;1;;03;20220310;91;1;1;2;47.922192804;2022;18
7009883;1;1;1;;03;20220310;91;1;1;2;131.91538394;2022;18
7009883;1;2;1;;03;20220310;91;1;2;1;131.91538394;2022;18
7009884;1;1;1;;03;20220310;91;1;1;2;191.68877122;2022;18
7009884;1;2;1;;03;20220310;91;1;2;1;191.68877122;2022;18
7009885;1;1;1;;03;20220310;91;1;1;2;47.922192804;2022;18
7009885;1;2;1;;03;20220310;91;1;2;1;47.922192804;2022;18
7009885;2;1;1;;03;20220310;91;2;1;2;47.922192804;2022;18
7009886;1;1;1;;03;20220310;91;1;1;2;47.922192804;2022;18
7009886;1;2;1;;03;20220310;91;1;1;2;47.922192804;2022;18
7009886;1;4;1;;03;20220310;91;1;2;1;47.922192804;2022;18
7009888;1;1;1;;03;20220310;91;1;1;2;150.34279497;2022;18
7009888;1;2;1;;03;20220310;91;1;2;1;150.34279497;2022;18
7009889;1;1;1;;03;20220310;91;1;1;2;93.124390241;2022;18
7009889;1;2;1;;03;20220310;91;1;2;1;93.124390241;2022;18
7009889;2;1;1;;03;20220310;91;2;2;1;93.124390241;2022;18
7009889;2;2;1;;03;20220310;91;2;1;2;93.124390241;2022;18
7009889;3;1;1;;03;20220310;91;3;2;1;93.124390241;2022;18
7009889;3;2;1;;03;20220310;91;3;1;2;93.124390241;2022;18
7009889;4;1;1;;03;20220310;91;4;2;1;93.124390241;2022;18
7009889;4;2;1;;03;20220310;91;4;1;2;93.124390241;2022;18
7009891;1;1;1;;03;20220310;91;1;2;1;91.179913381;2022;18
7009891;1;2;1;;03;20220310;91;1;1;2;91.179913381;2022;18
7009892;1;1;1;;03;20220310;91;1;2;1;70.035863102;2022;18
7009893;1;1;1;;03;20220310;91;1;1;2;33.123819666;2022;18
7009893;1;2;1;;03;20220310;91;1;1;2;33.123819666;2022;18
7009893;1;3;1;;03;20220310;91;1;1;2;33.123819666;2022;18
7009893;1;4;1;;03;20220310;91;1;2;1;33.123819666;2022;18
7009894;1;1;1;;03;20220310;91;1;2;1;108.1034151;2022;18
7009896;1;1;1;;03;20220310;91;1;2;1;40.375334886;2022;18
7009896;1;2;1;;03;20220310;91;1;1;2;40.375334886;2022;18
7009897;1;1;1;;03;20220310;91;1;1;2;33.123819666;2022;18
7009898;1;1;1;;03;20220310;91;1;1;2;33.123819666;2022;18
7009898;1;2;1;;03;20220310;91;1;1;2;33.123819666;2022;18
7009898;1;3;1;;03;20220310;91;1;1;2;33.123819666;2022;18
7009899;1;1;1;;03;20220310;91;1;2;1;86.849910656;2022;18
7009899;1;2;1;;03;20220310;91;1;1;2;86.849910656;2022;18
7009899;1;3;1;;03;20220310;91;1;1;2;86.849910656;2022;18
7009901;1;1;1;;03;20220310;95;1;2;1;91.687589224;2022;18
7009901;1;2;1;;03;20220310;95;1;1;2;91.687589224;2022;18
7009901;1;3;1;;03;20220310;95;1;1;2;91.687589224;2022;18
7009901;1;4;1;;03;20220310;95;1;2;1;91.687589224;2022;18
7009901;1;5;1;;03;20220310;95;1;1;2;91.687589224;2022;18
7009902;1;1;1;;03;20220310;95;1;1;2;91.389705319;2022;18
7009902;1;2;1;;03;20220310;95;1;2;1;91.389705319;2022;18
7009902;1;3;1;;03;20220310;95;1;2;1;91.389705319;2022;18
7009902;1;4;1;;03;20220310;95;1;3;2;91.389705319;2022;18
7009903;1;1;1;;03;20220310;95;1;1;2;79.379403393;2022;18
7009903;1;2;1;;03;20220310;95;1;2;1;79.379403393;2022;18
7009904;1;1;1;;03;20220310;95;1;2;1;99.805421968;2022;18
7009904;1;2;1;;03;20220310;95;1;1;2;99.805421968;2022;18
7009904;1;3;1;;03;20220310;95;1;2;1;99.805421968;2022;18
7009904;1;4;1;;03;20220310;95;1;2;1;99.805421968;2022;18
7009905;1;1;1;;03;20220310;95;1;1;2;82.676104764;2022;18
7009905;1;2;1;;03;20220310;95;1;1;2;82.676104764;2022;18
7009905;1;3;1;;03;20220310;95;1;2;1;82.676104764;2022;18
7009906;1;1;1;;03;20220310;95;1;1;2;82.97398867;2022;18
7009906;1;2;1;;03;20220310;95;1;2;1;82.97398867;2022;18
7009907;1;2;1;;03;20220310;95;1;2;1;82.378220859;2022;18
7009908;1;1;1;;03;20220310;95;1;1;2;85.392070387;2022;18
7009908;1;5;1;;03;20220310;95;1;2;1;85.392070387;2022;18
7009908;1;6;1;;03;20220310;95;1;2;1;85.392070387;2022;18
7009909;1;1;1;;03;20220310;95;1;2;1;82.378220859;2022;18
7009909;1;2;1;;03;20220310;95;1;1;2;82.378220859;2022;18
7009910;1;1;1;;03;20220310;95;1;1;2;88.390887853;2022;18
7009910;1;2;1;;03;20220310;95;1;2;1;88.390887853;2022;18
7009910;1;3;1;;03;20220310;95;1;2;1;88.390887853;2022;18
7009911;1;1;1;;03;20220310;95;1;2;1;98.682806531;2022;18
7009911;1;2;1;;03;20220310;95;1;1;2;98.682806531;2022;18
7009911;1;3;1;;03;20220310;95;1;2;1;98.682806531;2022;18
7009912;1;1;1;;03;20220310;95;1;2;1;89.243072597;2022;18
7009912;1;2;1;;03;20220310;95;1;1;2;89.243072597;2022;18
7009913;1;1;1;;03;20220310;95;1;2;1;93.698922381;2022;18
7009913;1;2;1;;03;20220310;95;1;1;2;93.698922381;2022;18
7009914;1;1;1;;03;20220310;95;1;2;1;105.82759106;2022;18
7009914;1;2;1;;03;20220310;95;1;1;2;105.82759106;2022;18
7009914;1;5;1;;03;20220310;95;1;1;2;105.82759106;2022;18
7009914;1;6;1;;03;20220310;95;1;1;2;105.82759106;2022;18
7009915;1;1;1;;03;20220310;95;1;1;2;80.953685693;2022;18
7009915;1;5;1;;03;20220310;95;1;1;2;80.953685693;2022;18
7009916;1;1;1;;03;20220310;95;1;4;2;99.328221659;2022;18
7009916;1;2;1;;03;20220310;95;1;1;2;99.328221659;2022;18
7009916;1;3;1;;03;20220310;95;1;2;1;99.328221659;2022;18
7009916;1;5;1;;03;20220310;95;1;1;2;99.328221659;2022;18
7009917;1;1;1;;03;20220310;95;1;1;2;94.812365363;2022;18
7009917;1;2;1;;03;20220310;95;1;2;1;94.812365363;2022;18
7009918;1;1;1;;03;20220310;95;1;2;1;89.243072597;2022;18
7009919;1;1;1;;03;20220310;95;1;1;2;79.803338663;2022;18
7009920;1;1;1;;03;20220310;95;1;2;1;86.31706124;2022;18
7009920;1;2;1;;03;20220310;95;1;1;2;86.31706124;2022;18
7009920;1;3;1;;03;20220310;95;1;1;2;86.31706124;2022;18
7009921;1;1;1;;03;20220310;95;1;1;2;79.803338663;2022;18
7009922;1;1;1;;03;20220310;95;1;1;2;78.352368869;2022;18
7009926;1;1;1;;03;20220310;97;1;2;1;22.337873883;2022;18
7009926;1;2;1;;03;20220310;97;1;1;2;22.337873883;2022;18
7009926;1;3;1;;03;20220310;97;1;2;1;22.337873883;2022;18
7009929;1;1;1;;03;20220310;97;1;2;1;21.044621669;2022;18
7009931;1;1;1;;03;20220310;97;1;2;1;18.890427126;2022;18
7009931;1;2;1;;03;20220310;97;1;1;2;18.890427126;2022;18
7009932;1;1;1;;03;20220310;97;1;1;2;15.703868862;2022;18
7009933;1;1;1;;03;20220310;97;1;1;2;15.703868862;2022;18
7009934;1;1;1;;03;20220310;99;1;1;2;35.694034335;2022;18
7009935;1;1;1;;03;20220310;99;1;1;1;57.09940483;2022;18
7009935;1;2;1;;03;20220310;99;1;1;1;57.09940483;2022;18
7009936;1;1;1;;03;20220310;99;1;2;1;35.538916747;2022;18
7009937;1;1;1;;03;20220310;99;1;1;2;21.706098837;2022;18
7009938;1;1;1;;03;20220310;99;1;1;2;35.694034335;2022;18
7009939;1;1;1;;03;20220310;99;1;2;1;35.538916747;2022;18
7009940;1;1;1;;03;20220310;99;1;2;1;36.156356216;2022;18
7009940;1;2;1;;03;20220310;99;1;1;2;36.156356216;2022;18
7009941;1;1;1;;03;20220310;99;1;1;2;35.694034335;2022;18
7009942;1;1;1;;03;20220310;99;1;2;1;48.365313796;2022;18
7009942;1;2;1;;03;20220310;99;1;1;2;48.365313796;2022;18
7009943;1;1;1;;03;20220310;99;1;2;1;57.09940483;2022;18
7009943;1;2;1;;03;20220310;99;1;2;1;57.09940483;2022;18
7009946;1;1;1;;03;20220310;99;1;2;1;35.538916747;2022;18
7009947;1;1;1;;03;20220310;99;1;2;1;35.538916747;2022;18
7009951;1;1;1;;03;20220310;99;1;2;1;46.200591772;2022;18
7009952;1;1;1;;03;20220310;99;1;2;1;56.437281682;2022;18
7009952;1;2;1;;03;20220310;99;1;1;2;56.437281682;2022;18
7009952;1;7;1;;03;20220310;99;1;1;2;56.437281682;2022;18
7009953;1;1;1;;03;20220310;99;1;2;1;74.430879143;2022;18
7009953;1;2;1;;03;20220310;99;1;1;2;74.430879143;2022;18
7009954;1;1;1;;03;20220310;99;1;2;1;28.217928488;2022;18
7009954;1;2;1;;03;20220310;99;1;1;2;28.217928488;2022;18
7009955;1;1;1;;03;20220310;99;1;2;1;28.217928488;2022;18
7009955;1;2;1;;03;20220310;99;1;1;2;28.217928488;2022;18
7009956;1;1;1;;03;20220310;99;1;2;1;62.874907935;2022;18
7009956;1;2;1;;03;20220310;99;1;1;2;62.874907935;2022;18
7009957;1;1;1;;03;20220310;99;1;2;1;74.430879143;2022;18
7009957;1;2;1;;03;20220310;99;1;1;2;74.430879143;2022;18
7009958;1;1;1;;03;20220310;99;1;2;1;63.677579245;2022;18
7009958;1;2;1;;03;20220310;99;1;1;2;63.677579245;2022;18
7009958;1;4;1;;03;20220310;99;1;1;2;63.677579245;2022;18
7009962;1;1;1;;03;20220311;99;1;2;1;41.067192686;2022;18
7009963;1;1;1;;03;20220311;99;1;2;1;70.710421421;2022;18
7009963;1;2;1;;03;20220311;99;1;1;2;70.710421421;2022;18
7009963;1;4;1;;03;20220311;99;1;1;2;70.710421421;2022;18
7009964;1;1;1;;03;20220311;99;1;1;2;91.433617226;2022;18
7009964;1;2;1;;03;20220311;99;1;1;2;91.433617226;2022;18
7009964;1;3;1;;03;20220311;99;1;1;2;91.433617226;2022;18
7009965;1;1;1;;03;20220311;99;1;2;1;66.160781461;2022;18
7009965;1;2;1;;03;20220311;99;1;1;2;66.160781461;2022;18
7009966;1;1;1;;03;20220311;99;1;1;2;66.340028451;2022;18
7009966;1;2;1;;03;20220311;99;1;1;2;66.340028451;2022;18
7010119;1;1;2;;03;20220313;08;1;1;2;37.756627927;2022;18
7010119;1;2;2;;03;20220313;08;1;2;1;37.756627927;2022;18
7010119;1;3;2;;03;20220313;08;1;2;1;37.756627927;2022;18
7010120;1;1;2;;03;20220313;08;1;2;1;28.658420927;2022;18
7010120;1;2;2;;03;20220313;08;1;1;2;28.658420927;2022;18
7010120;1;5;2;;03;20220313;08;1;1;2;28.658420927;2022;18
7010121;1;1;2;;03;20220313;08;1;2;1;31.858754747;2022;18
7010121;1;2;2;;03;20220313;08;1;1;2;31.858754747;2022;18
7010122;1;1;2;;03;20220313;08;1;1;2;37.350922453;2022;18
7010122;1;2;2;;03;20220313;08;1;2;1;37.350922453;2022;18
7010123;1;1;2;;03;20220313;08;1;1;2;28.219622427;2022;18
7010124;1;1;2;;03;20220313;08;1;1;2;32.606498399;2022;18
7010124;1;2;2;;03;20220313;08;1;2;1;32.606498399;2022;18
7010125;1;1;2;;03;20220313;08;1;2;1;48.463075149;2022;18
7010125;1;2;2;;03;20220313;08;1;1;2;48.463075149;2022;18
7010125;1;4;2;;03;20220313;08;1;1;1;48.463075149;2022;18
7010125;1;5;2;;03;20220313;08;1;1;1;48.463075149;2022;18
7010126;1;1;2;;03;20220313;08;1;1;2;32.399693889;2022;18
7010127;1;1;2;;03;20220313;08;1;1;2;30.242041324;2022;18
7010127;1;2;2;;03;20220313;08;1;2;1;30.242041324;2022;18
7010128;1;1;2;;03;20220313;08;1;1;2;31.86617113;2022;18
7010129;1;1;1;;03;20220313;08;1;2;1;1769.7776215;2022;18
7010130;1;1;1;;03;20220313;08;1;1;2;683.41112999;2022;18
7010130;1;3;1;;03;20220313;08;1;2;1;683.41112999;2022;18
7010130;1;4;1;;03;20220313;08;1;1;2;683.41112999;2022;18
7010130;1;5;1;;03;20220313;08;1;1;2;683.41112999;2022;18
7010131;1;1;1;;03;20220313;08;1;1;2;1593.6253688;2022;18
7010131;1;2;1;;03;20220313;08;1;2;1;1593.6253688;2022;18
7010132;1;1;1;;03;20220313;08;1;1;2;1630.4460662;2022;18
7010132;1;2;1;;03;20220313;08;1;2;1;1630.4460662;2022;18
7010133;1;1;1;;03;20220313;08;1;2;1;1296.9135227;2022;18
7010133;1;2;1;;03;20220313;08;1;1;2;1296.9135227;2022;18
7010133;1;3;1;;03;20220313;08;1;2;1;1296.9135227;2022;18
7010134;1;1;1;;03;20220313;08;1;1;2;909.02497039;2022;18
7010134;1;2;1;;03;20220313;08;1;2;1;909.02497039;2022;18
7010134;1;3;1;;03;20220313;08;1;1;2;909.02497039;2022;18
7010134;1;5;1;;03;20220313;08;1;2;1;909.02497039;2022;18
7010134;1;6;1;;03;20220313;08;1;1;2;909.02497039;2022;18
7010135;1;1;1;;03;20220313;08;1;1;2;1443.3149046;2022;18
7010135;1;2;1;;03;20220313;08;1;1;2;1443.3149046;2022;18
7010136;1;1;1;;03;20220313;08;1;2;1;2276.3764866;2022;18
7010136;1;2;1;;03;20220313;08;1;2;1;2276.3764866;2022;18
7010136;1;3;1;;03;20220313;08;1;2;1;2276.3764866;2022;18
7010137;1;1;2;;03;20220313;08;1;2;1;499.03106759;2022;18
7010137;1;2;2;;03;20220313;08;1;1;2;499.03106759;2022;18
7010137;1;5;2;;03;20220313;08;1;2;1;499.03106759;2022;18
7010138;1;1;2;;03;20220313;08;1;2;1;545.92349206;2022;18
7010138;1;2;2;;03;20220313;08;1;1;2;545.92349206;2022;18
7010138;1;3;2;;03;20220313;08;1;2;1;545.92349206;2022;18
7010138;1;4;2;;03;20220313;08;1;1;2;545.92349206;2022;18
7010138;1;5;2;;03;20220313;08;1;2;1;545.92349206;2022;18
7010139;1;1;2;;03;20220313;08;1;2;1;394.55553865;2022;18
7010139;1;2;2;;03;20220313;08;1;1;2;394.55553865;2022;18
7010139;1;4;2;;03;20220313;08;1;2;1;394.55553865;2022;18
7010139;1;5;2;;03;20220313;08;1;1;2;394.55553865;2022;18
7010140;1;1;2;;03;20220313;08;1;1;2;513.43761573;2022;18
7010140;1;2;2;;03;20220313;08;1;2;1;513.43761573;2022;18
7010140;1;3;2;;03;20220313;08;1;2;1;513.43761573;2022;18
7010140;1;4;2;;03;20220313;08;1;2;1;513.43761573;2022;18
7010140;1;5;2;;03;20220313;08;1;1;2;513.43761573;2022;18
7010141;1;1;2;;03;20220313;08;1;1;2;365.66384579;2022;18
7010141;1;2;2;;03;20220313;08;1;2;1;365.66384579;2022;18
7010141;1;3;2;;03;20220313;08;1;2;1;365.66384579;2022;18
7010141;1;4;2;;03;20220313;08;1;2;1;365.66384579;2022;18
7010141;1;6;2;;03;20220313;08;1;1;2;365.66384579;2022;18
7010142;1;1;2;;03;20220313;08;1;1;2;369.81898134;2022;18
7010142;1;2;2;;03;20220313;08;1;2;1;369.81898134;2022;18
7010142;1;3;2;;03;20220313;08;1;1;2;369.81898134;2022;18
7010142;1;4;2;;03;20220313;08;1;2;1;369.81898134;2022;18
7010142;1;7;2;;03;20220313;08;1;2;1;369.81898134;2022;18
7010143;1;1;2;;03;20220313;44;1;1;2;933.4645193;2022;18
