Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3572883;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;10;47;166,656961164299;47
3572885;1;3;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;10;47;109,978167575263;47
3572886;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;10;47;159,97658986167;47
3572887;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;10;47;204,558575560775;47
3572888;1;1;1;80;1;1;4;6; ;2; ;2; ; ; ; ;9;2;1;10;47;163,635095966254;47
3572889;1;2;1;80;1;1;1;5; ;3; ;2; ; ; ; ;4;2;1;10;47;205,094641713893;47
3572889;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;10;47;205,094641713893;47
3572890;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;47;96,5296557820695;47
3572891;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;47;273,033261274386;47
3572892;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;10;47;144,48779255806;47
3572892;1;3;1;80;1;1;2;8; ;2; ;2; ; ;1; ;5;1;1;10;47;144,48779255806;47
3572893;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;47;212,756592704149;47
3572896;1;3;1;80;1;1;1;3; ;2; ;2; ; ;1; ;9;1;1;10;47;243,884438293001;47
3572897;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;10;47;137,807421255432;47
3572897;1;2;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;10;47;137,807421255432;47
3572899;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;10;47;152,192057260949;47
3572899;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;47;152,192057260949;47
3572899;1;6;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;10;47;152,192057260949;47
3572899;1;7;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;47;152,192057260949;47
3572899;1;8;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;47;152,192057260949;47
3572899;1;11;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;47;152,192057260949;47
3572899;1;12;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;10;47;152,192057260949;47
3572903;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;47;196,902252887578;47
3572904;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;18;31,1655237043272;18
3572904;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;18;31,1655237043272;18
3572907;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;18;66,9537823463108;18
3572907;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;18;66,9537823463108;18
3572907;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;18;66,9537823463108;18
3572908;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;10;18;67,5249522314385;18
3572909;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;18;50,8203795799591;18
3572910;1;5;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;10;18;61,1703245051475;18
3572911;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;18;53,4372331074127;18
3572913;1;2;1;80;1;2; ; ; ;2; ;2; ;1;2; ;9; ;1;10;18;55,2545043120683;18
3572914;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;18;48,8957754040777;18
3572915;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;18;62,3986553388067;18
3572915;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;18;62,3986553388067;18
3572916;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;18;50,3950909422276;18
