DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;clase;MES;INI;DPTO;fex_c_2011
5176340;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;27;1208,04753724914
5176341;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;27;1785,32731325934
5176342;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;27;599,550800597402
5176343;1;1;1;80;1;1;9;COVID 19;2; ; ;12;COVID 19;2; ;2; ;1;40;500000;2;2;06;1;27;1729,32650588769
5176344;1;1;1;80;1;4;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;27;1147,49283280533
5176345;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;27;862,844314894613
5176346;1;1;1;80;1;3;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;06;1;27;716,715426347114
5176346;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;27;716,715426347114
5176347;1;1;1;80;1;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;06;1;27;1118,02573101108
5176348;1;1;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;27;922,889678754017
5176348;1;2;1;80;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;27;922,889678754017
5176348;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;27;922,889678754017
5176348;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;27;922,889678754017
5176349;1;2;1;80;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;2;06;1;41;1871,81872960545
5176350;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;2211,84833129013
5176350;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;2211,84833129013
5176350;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;2211,84833129013
5176351;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;1559,76557427055
5176352;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;44;1429,49977937991
5176353;1;1;1;80;1;1;9;RESTRICCIONES POR LA CUARENTENA;2; ; ;1; ;2; ;2; ;1;40;600000;2;2;06;1;44;1675,40612049831
5176354;1;2;1;80;1;1;9;POR CAUSA DE LA CUARENTENA;2; ; ;1; ;2; ;2; ;1;24;450000;2;2;06;1;44;1553,49099070401
5176354;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;1553,49099070401
5176354;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;1553,49099070401
5176355;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;900000;2;2;06;1;44;1429,49977937991
5176356;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;1922,07895913846
5176356;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;1922,07895913846
5176356;1;5;1;80;1;1;8; ;1; ;1;6; ;2; ;2; ;1;48;1000000;2;2;06;1;44;1922,07895913846
5176357;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;558,452952783299
5176357;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;558,452952783299
5176357;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;558,452952783299
5176358;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;2;06;1;44;729,937496996262
5176361;1;1;1;80;1;4;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;06;1;44;557,423745690744
5176362;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ;1;28;300000; ;2;06;1;44;534,790574537598
5176362;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;534,790574537598
5176362;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;534,790574537598
5176365;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;412,853950820424
5176366;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;613,597871696872
5176367;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;44;495,216257643329
5176369;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;505,722439257428
5176370;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;729,522460609106
5176371;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;44;659,358783067134
5176371;1;3;1;80;1;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;06;1;44;659,358783067134
5176371;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;659,358783067134
5176371;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;659,358783067134
5176371;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;659,358783067134
5176371;1;7;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;659,358783067134
5176371;1;10;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;659,358783067134
5176372;1;3;1;80;1;1;6; ;2; ; ;1; ;2; ;2; ;1;20;250000;2;2;06;1;44;766,343815872
5176372;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;766,343815872
5176372;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;766,343815872
5176373;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;690,238967655567
5176374;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;847,881665933597
5176374;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;847,881665933597
5176374;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;847,881665933597
5176376;1;1;1;80;1;1;8; ;2; ; ;12;RESTRICCIONES DE LA PANDEMIA;2; ;2; ;1;40;600000;2;2;06;1;44;523,92179046168
5176377;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;35;500000;2;2;06;1;44;602,706678891902
5176378;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;44;554,84550919433
5176378;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;2;06;1;44;554,84550919433
5176378;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;554,84550919433
5176379;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;44;279,361782849737
5176379;1;2;1;80;1;1;9;RESTRICCIONES POR LA CUARENTENA;2; ; ;12;RESTRICCIONES POR LA CUARENTENA;2; ;2; ;1;42;400000;2;2;06;1;44;279,361782849737
5176380;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;587,260289319025
5176380;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;587,260289319025
5176381;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;44;415,131549204377
5176381;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;44;415,131549204377
5176382;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;660,882788820258
5176383;1;1;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;44;645,707012163555
5176387;1;3;1;80;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;06;1;44;566,176147569737
5176390;1;2;1;80;1;1;7; ;2; ; ;12;POR CAUSA DE LA CUARENTENA;2; ;2; ; ; ; ;2;2;06;1;44;602,130426317716
5176390;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;602,130426317716
5176390;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;602,130426317716
5176390;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;602,130426317716
5176391;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;44;558,152314670839
5176391;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;558,152314670839
5176391;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;558,152314670839
5176391;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;558,152314670839
5176394;1;1;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ;1;40;300000;2;2;06;1;44;505,722439257428
5176394;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;505,722439257428
5176395;1;2;1;80;1;1;1; ;2; ; ;1; ;2; ;2; ;1;40;450000;2;2;06;1;44;718,745666078833
5176395;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;718,745666078833
5176397;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;518,891230446351
5176398;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;1300000;2;2;06;1;44;692,991929286941
5176399;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;708,167705943644
5176399;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;708,167705943644
5176402;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;603,730884438906
5176403;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;773,505573801534
5176404;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;603,730884438906
5176406;1;2;1;80;1;1;9;POR CAUSA DE LA CUARENTENA;2; ; ;12;POR CAUSA DE LA CUARENTENA;2; ;2; ; ; ; ;2;2;06;1;44;635,230855745742
5176407;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;594,983484105463
5176409;1;1;1;80;1;3;6; ;2; ; ;1; ;2; ;2; ;1;20;200000;2;2;06;1;44;523,646175999954
5176409;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;523,646175999954
5176409;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ;1;25;200000; ;2;06;1;44;523,646175999954
5176410;1;6;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;44;717,721460531828
5176413;1;2;1;80;1;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;06;1;44;700,444511157205
5176413;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;700,444511157205
5176413;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;700,444511157205
5176413;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;700,444511157205
5176416;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;692,991929286941
5176418;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;613,597871696872
5176423;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;44;613,597871696872
5176424;1;1;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;44;576,754107704926
5176424;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;44;576,754107704926
5176426;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;553,482719628235
5176426;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;553,482719628235
5176426;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;553,482719628235
5176426;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;553,482719628235
5176428;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;629,785259343257
5176430;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;719,058898748614
5176434;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;44;691,967723739937
5176436;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;470,915662474083
5176437;1;1;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;44;584,477302491365
5176438;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;426,937550827206
5176440;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;829,404085345936
5176443;1;1;1;80;1;1;8; ;2; ; ;12;ESTA ESPERANDO QUE LA LLAMEN;2; ;2; ;1;40;500000;2;2;06;1;44;371,1534375575
5176444;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;44;566,176147569737
5176447;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;44;729,937496996262
5176598;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;52;1547,57375909981
5176599;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;52;3070,49989425195
5176600;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;52;2423,58432709355
5176601;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;52;2423,58432709355
5176602;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;52;3314,23167602352
5176604;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;52;2764,15390815387
5176605;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;52;2768,74679128201
5176606;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;52;2768,74679128201
5176609;1;2;1;80;1;1;9;PANDEMIA COVID 19;2; ; ;12;PANDEMIA COVID 19;2; ;2; ;2; ;400000;2;2;06;1;52;4024,57849797164
5176612;1;2;1;80;1;1;7; ;2; ; ;9; ;2; ;2; ;1;24;500000;2;2;06;1;52;3314,23167602352
5176612;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;52;3314,23167602352
5176613;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;52;2093,05864384133
5176614;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;52;2768,74679128201
5176615;1;4;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;52;1390,26648996353
5176616;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;52;2423,58432709355
5176619;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;52;2639,80789747496
5176620;1;3;1;80;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;06;1;52;2724,9023505183
5176620;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;52;2724,9023505183
5176621;1;1;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;52;2012,55707392613
5176622;1;2;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;52;2261,24909528394
5176623;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;52;1676,94773245205
5176623;1;2;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;52;1676,94773245205
5176631;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176631;1;3;1;80;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176631;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176632;1;2;1;80;1;4;9;CAMBIO DE RESIDENCIA;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176632;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;05;1918,02229532553
5176633;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;05;3081,18172969389
5176634;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176684;1;1;1;80;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;2;06;1;05;5556,67984210235
5176685;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;05;1918,02229532553
5176686;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176687;1;2;1;80;1;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;06;1;05;7863,89141083468
5176687;1;3;1;80;1;1;1; ;2; ; ;1; ;1; ;2; ; ; ; ;2;2;06;1;05;7863,89141083468
5176689;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;05;1918,02229532553
5176689;1;5;1;80;1;1;9;TERMINO LA COSECHA;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176690;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176691;1;2;1;80;2; ; ; ; ;1;2;4; ;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176691;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176692;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176692;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;05;1918,02229532553
5176692;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;05;1918,02229532553
5176694;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;05;1918,02229532553
5176703;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;05;852,082150049075
5176703;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;05;852,082150049075
5176704;1;1;1;80;1;2;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;2;06;1;05;852,082150049075
5176704;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;05;852,082150049075
5176704;1;4;1;80;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;06;1;05;852,082150049075
5176705;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;05;852,082150049075
5176707;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;05;852,082150049075
5176707;1;3;1;80;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;05;852,082150049075
5176708;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;05;852,082150049075
5176709;1;1;1;80;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;06;1;05;1918,02229532553
5176710;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176710;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;05;1918,02229532553
5176711;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;05;1918,02229532553
5176714;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176715;1;2;1;80;1;2;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176717;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176720;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;66;1036,94799732161
5176721;1;2;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;700000;2;2;06;1;66;852,082150049075
5176721;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;852,082150049075
5176721;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;852,082150049075
5176722;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176722;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176723;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;1535,21405908271
5176723;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;1535,21405908271
5176723;1;6;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;1535,21405908271
5176724;1;2;1;80;1;1;6; ;2; ; ;1; ;2; ;1;600000;1;48;877803;2;2;06;1;66;852,082150049075
5176724;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;852,082150049075
5176725;1;1;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;06;1;66;852,082150049075
5176725;1;2;1;80;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176725;1;3;1;80;1;2;5; ;1; ;1;1; ;2; ;2; ; ; ;700000;2;2;06;1;66;852,082150049075
5176727;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;66;1186,53693322854
5176727;1;3;1;80;1;2;5; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;66;1186,53693322854
5176728;1;2;1;80;1;1;9;TERMINACION DE CONTRATO POR LA CUARENTENA;2; ; ;2; ;1; ;2; ;2; ;877803;2;2;06;1;66;852,082150049075
5176729;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;852,082150049075
5176729;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;852,082150049075
5176733;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;66;2618,14611510768
5176733;1;6;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;2618,14611510768
5176734;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176734;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;852,082150049075
5176735;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;852,082150049075
5176737;1;1;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176737;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;852,082150049075
5176738;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;852,082150049075
5176740;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176742;1;1;1;80;1;1;8; ;2; ; ;12;CUARENTENA Y PANDEMIA;2; ;2; ;1;40;700000;2;2;06;1;66;852,082150049075
5176743;1;2;1;80;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176743;1;3;1;80;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176743;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176746;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;66;852,082150049075
5176746;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;852,082150049075
5176747;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;2272,58516290349
5176748;1;2;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;06;1;66;852,082150049075
5176760;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;1336,66430022269
5176761;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;326,015682981144
5176762;1;1;1;80;1;2;5; ;2; ; ;11; ;2; ;2; ; ; ; ;2;2;06;1;66;326,015682981144
5176805;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;326,015682981144
5176806;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;400000;2;2;06;1;66;326,015682981144
5176806;1;3;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ;1;48;500000;2;2;06;1;66;326,015682981144
5176806;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;66;326,015682981144
5176806;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;326,015682981144
5176808;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;66;326,015682981144
5176808;1;3;1;80;1;3;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;66;326,015682981144
