directorio;secuencia_p;orden;P7250;P7310;P7320;OFICIO2;RAMA2D_D_r4;RAMA4D_D_r4;P7350;P7360;dsi;mes;area;dpto;fex_c_2011
121676;1;1;40;2;40;41;47;4771;4;1;1;06;73;73;423,563284954521
121688;1;1;2;2;20;79;14;1410;4;1;1;06;54;54;727,898872372515
121696;1;2;18;2;10;13;85;8512;4;3;1;06;13;13;305,671101313651
121701;1;2;78;2;78;21;25;2511;1;9;1;06;68;68;432,573188946113
121712;1;1;2;2;6;58;85;8544;1;9;1;06;52;52;102,223932293113
121712;1;3;3;1; ; ; ; ; ; ;1;06;52;52;102,223932293113
121717;1;1;10;2;10;62;85;8530;1;6;1;06;68;68;247,493378859852
121722;1;4;25;2;25;54;55;5511;1;9;1;06;73;73;59,9673946362392
121737;1;4;10;2;12;58;68;6820;1;4;1;06;11;11;1936,15604021094
121743;1;2;12;2;12;55;81;8121;4;1;1;06;17;17;141,427399047824
121746;1;2;48;2;240;55;84;8412;4;9;1;06;66;66;644,615817371072
121749;1;3;30;2;36;39;47;4711;1;9;1;06;13;13;302,04109782399
121754;1;3;2;2;12;95;41;4111;1;6;1;06;66;66;640,066318681799
121754;1;4;2;2;13;95;41;4111;1;6;1;06;66;66;640,066318681799
121755;1;7;24;2;24;38;82;8220;1;8;1;06;13;13;313,200141263221
121757;1;2;3;2;8;95;41;4111;4;1;1;06;76;76;1000,30020826702
121761;1;1;24;2;12;45;56;5619;4;1;1;06;50;50;318,364489406995
121772;1;1;10;2;10;44;79;7911;1;3;1;06;17;17;142,167761005195
121776;1;3;3;2;12;39;42;4290;1;6;1;06;68;68;407,389253781961
121785;1;1;2;2;6;54;81;8121;4;1;1;06;76;76;783,537226508783
121785;1;2;3;2;6;99;45;4520;1;2;1;06;76;76;783,537226508783
121785;1;3;3;2;10;53;56;5611;1;3;1;06;76;76;783,537226508783
121788;1;2;14;2;14;97;52;5210;1;8;1;06;13;13;284,795720623012
121799;1;1;12;2;12;57;96;9602;4;1;1;06;73;73;354,503897318028
121801;1;3;12;2;16;34;86;8610;2;9;1;06;23;23;81,9553822448101
121805;1;2;8;2;13;58;84;8422;2;9;1;06;52;52;136,453441288739
121805;1;3;52;2;12;45;47;4729;1;2;1;06;52;52;136,453441288739
121806;1;1;10;2;10;55;46;4631;4;1;1;06;05;05;1602,50946516821
121809;1;2;13;2;13;53;56;5611;1;4;1;06;50;50;140,290575144624
121811;1;3;16;2;16;44;79;7911;1;4;1;06;23;23;304,476771289747
121811;1;4;12;2;12;32;69;6910;1;2;1;06;23;23;304,476771289747
121813;1;2;8;2;13;55;81;8121;4;1;1;06;17;17;326,023462291843
121813;1;3;6;1; ; ; ; ; ; ;1;06;17;17;326,023462291843
121824;1;1;24;2;24;95;43;4330;4;1;1;06;11;11;3539,22637652635
121832;1;2;7;2;8;87;30;3011;1;9;1;06;13;13;316,140574266005
121840;1;1;13;2;13;95;41;4111;4;1;1;06;50;50;142,225704777439
121840;1;3;13;2;26;53;56;5619;4;1;1;06;50;50;142,225704777439
121841;1;2;998;2;144;13;85;8530;1;5;1;06;73;73;336,057799813104
121843;1;1;8;2;8;98;49;4921;4;2;1;06;52;52;211,199900865908
121843;1;2;9;2;9;97;47;4711;1;3;1;06;52;52;211,199900865908
121863;1;2;15;2;15;16;90;9005;4;1;1;06;76;76;1636,56424090996
121863;1;3;28;2;28;97;47;4711;1;9;1;06;76;76;1636,56424090996
121864;1;2;20;2;21;33;47;4711;1;2;1;06;73;73;244,603590597144
121866;1;1;12;2;12;51;56;5619;5;3;1;06;13;13;344,37226654717
121873;1;1;10;2;10;95;41;4112;1;8;1;06;13;13;295,335001936773
121891;1;3;156;2;156;50;56;5611;1;5;1;06;13;13;335,590194595335
121898;1;1;8;2;10;54;97;9700;3;1;1;06;76;76;362,587306750017
121898;1;2;104;2;11;58;90;9007;1;9;1;06;76;76;362,587306750017
121906;1;1;4;2;56;45;47;4771;1;2;1;06;17;17;132,347346048106
121908;1;3;15;2;15;97;52;5210;1;7;1;06;05;05;714,556396148784
121908;1;4;10;2;10;37;52;5210;1;7;1;06;05;05;714,556396148784
121916;1;1;4;2;4;45;26;2630;1;9;1;06;11;11;3136,70820512712
121917;1;1;3;2;8;55;81;8121;4;1;1;06;76;76;874,909131492898
121918;1;2;2;2;12;55;81;8121;4;1;1;06;17;17;134,854061330742
121925;1;1;12;2;12;54;97;9700;3;1;1;06;73;73;199,48899170104
121926;1;1;10;2;10;54;97;9700;3;1;1;06;23;23;138,205973420714
121932;1;2;32;2;32;02;62;6201;1;9;1;06;11;11;1112,26399846831
121939;1;1;3;2;8;33;47;4719;1;3;1;06;76;76;568,118044819506
121944;1;1;11;2;11;45;56;5629;1;2;1;06;73;73;171,594484777609
121952;1;1;8;2;12;95;41;4111;1;3;1;06;17;17;215,894852369201
121994;1;1;4;2;10;55;85;8530;1;9;1;06;76;76;1365,3456023878
121995;1;1;6;2;12;95;41;4111;4;2;1;06;76;76;2183,45056627801
121996;1;1;4;2;4;45;47;4781;4;1;1;06;11;11;3717,33370801391
121998;1;1;4;2;4;12;84;8412;2;9;1;06;17;17;190,400841184915
122003;1;1;6;2;12;95;41;4111;1;9;1;06;73;73;289,239051647902
122003;1;2;4;2;13;55;97;9700;3;1;1;06;73;73;289,239051647902
122006;1;1;20;2;21;95;42;4290;1;7;1;06;17;17;264,041987561684
122010;1;1;3;2;4;95;41;4111;4;1;1;06;54;54;598,009371440133
122010;1;2;8;2;10;57;96;9602;4;1;1;06;54;54;598,009371440133
122017;1;3;6;2;6;39;29;2920;1;9;1;06;76;76;2080,51548201081
122029;1;1;3;2;11;98;49;4921;4;1;1;06;23;23;200,666413268705
122029;1;2;3;2;156;54;97;9700;3;1;1;06;23;23;200,666413268705
122032;1;2;11;2;11;13;85;8544;1;9;1;06;17;17;356,093426734977
122034;1;4;4;2;12;17;90;9007;1;4;1;06;52;52;183,036465757352
122039;1;3;4;2;4;44;45;4511;1;7;1;06;08;08;646,198999652979
122040;1;1;3;2;3;95;41;4111;5;2;1;06;76;76;540,121695342006
122042;1;3;24;2;24;58;52;5223;1;9;1;06;11;11;2687,30643197153
122048;1;1;16;2;16;98;49;4921;1;2;1;06;68;68;672,986207694572
122050;1;2;8;2;8;39;85;8530;1;5;1;06;50;50;134,63720791448
122064;1;1;11;2;11;59;96;9609;1;4;1;06;76;76;1009,4418261772
122072;1;1;12;2;20;98;97;9700;3;2;1;06;11;11;1971,05199471989
122072;1;2;12;2;12;54;88;8890;4;1;1;06;11;11;1971,05199471989
122076;1;2;2;2;11;39;55;5511;1;4;1;06;76;76;1116,26337466335
122078;1;2;2;2;12;45;47;4771;1;4;1;06;08;08;324,72349425876
122085;1;3;25;1; ; ; ; ; ; ;1;06;76;76;1064,94577864441
122105;1;1;4;2;9;95;41;4111;1;8;1;06;17;17;242,843386395652
122105;1;2;3;2;5;59;88;8810;1;2;1;06;17;17;242,843386395652
122108;1;6;16;2;16;53;56;5611;1;4;1;06;52;52;182,085013947953
122122;1;3;10;1; ; ; ; ; ; ;1;06;17;17;139,87325180554
122124;1;1;11;2;11;13;85;8559;4;1;1;06;76;76;759,111068509047
122126;1;2;3;2;13;95;41;4111;1;8;1;06;73;73;307,451485470436
122128;1;1;2;2;4;54;56;5611;1;4;1;06;17;17;252,265977672666
122132;1;2;12;2;12;32;10;1082;1;9;1;06;17;17;134,871973190048
122139;1;1;28;2;28;93;43;4330;4;1;1;06;23;23;183,045744447996
122164;1;3;23;2;56;70;56;5629;1;5;1;06;68;68;256,180960781867
122164;1;4;23;2;56;33;49;4921;1;4;1;06;68;68;256,180960781867
122167;1;2;32;2;32;33;46;4649;1;9;1;06;66;66;180,251643747141
122170;1;1;4;2;4;45;15;1512;1;9;1;06;05;05;2736,77188519807
122177;1;2;1;2;12;81;31;3110;1;2;1;06;52;52;243,272035226272
122182;1;2;2;2;12;95;41;4111;1;8;1;06;73;73;176,403984975792
122187;1;2;10;2;12;70;15;1523;1;7;1;06;05;05;933,731980432733
122188;1;1;10;2;12;55;81;8121;4;1;1;06;73;73;247,270497083891
122188;1;3;11;2;12;58;68;6820;1;4;1;06;73;73;247,270497083891
122191;1;1;12;2;12;05;38;3822;1;8;1;06;11;11;3736,95074080842
122202;1;1;2;2;12;55;81;8121;4;1;1;06;66;66;181,349258119778
122208;1;1;13;2;14;39;84;8412;2;9;1;06;76;76;1039,1445418278
122208;1;5;12;2;12;32;49;4921;1;7;1;06;76;76;1039,1445418278
122238;1;3;5;2;12;39;86;8610;1;9;1;06;05;05;760,899223954401
122245;1;3;5;1; ; ; ; ; ; ;1;06;05;05;759,821966924389
122253;1;2;20;2;30;98;47;4752;1;5;1;06;05;05;978,600900573761
122253;1;3;20;2;24;44;79;7911;1;6;1;06;05;05;978,600900573761
122257;1;1;8;2;12;95;41;4111;1;6;1;06;73;73;323,487398526084
122258;1;5;20;2;20;95;41;4112;1;3;1;06;13;13;393,380568718366
122259;1;1;10;2;12;41;46;4649;4;1;1;06;73;73;143,321227673888
122271;1;1;5;2;25;95;41;4111;5;2;1;06;73;73;177,042318730355
122271;1;3;15;2;15;41;47;4721;4;1;1;06;73;73;177,042318730355
122276;1;2;1;2;96;53;56;5611;1;7;1;06;08;08;631,29405521398
122286;1;2;3;2;12;59;96;9609;4;1;1;06;52;52;88,0239969096992
122286;1;3;2;2;13;50;56;5630;1;3;1;06;52;52;88,0239969096992
122287;1;2;3;2;6;53;56;5611;1;8;1;06;05;05;1086,4997141649
122290;1;2;12;2;12;99;56;5611;1;2;1;06;05;05;442,597530148613
122291;1;5;1;2;12;53;56;5611;1;5;1;06;08;08;821,819234461957
122296;1;1;18;2;20;95;41;4112;1;3;1;06;13;13;372,595627442348
122299;1;2;3;2;6;98;49;4921;4;1;1;06;52;52;241,706743532492
122312;1;3;20;2;20;55;47;4711;1;3;1;06;13;13;370,625113034505
122321;1;2;16;2;28;54;97;9700;3;1;1;06;23;23;330,325363111545
122323;1;1;10;2;10;53;56;5611;1;3;1;06;50;50;168,297983845546
122323;1;3;19;2;19;45;47;4721;1;4;1;06;50;50;168,297983845546
122324;1;2;2;2;8;03;14;1410;1;7;1;06;66;66;260,798102638893
122331;1;1;26;2;26;53;56;5611;1;2;1;06;13;13;339,187311307268
122332;1;2;12;2;12;03;29;2910;1;9;1;06;11;11;1984,97662463819
122332;1;3;12;2;12;18;93;9311;4;7;1;06;11;11;1984,97662463819
122332;1;4;2;2;8;44;61;6110;1;9;1;06;11;11;1984,97662463819
122337;1;1;8;2;8;84;29;2930;1;4;1;06;68;68;597,686687054445
122341;1;2;6;2;12;41;47;4752;5;2;1;06;23;23;301,889834021627
122349;1;1;5;2;13;44;79;7990;4;1;1;06;52;52;195,39302751479
122349;1;3;13;2;24;39;84;8412;4;9;1;06;52;52;195,39302751479
122355;1;1;20;2;33;55;56;5611;1;4;1;06;76;76;2214,85502124704
122358;1;2;16;2;16;43;47;4711;1;9;1;06;13;13;385,304487635222
122361;1;1;16;2;16;12;84;8412;4;9;1;06;23;23;234,324333336406
122361;1;2;16;2;16;33;64;6412;1;9;1;06;23;23;234,324333336406
122362;1;1;18;2;18;11;84;8412;4;9;1;06;23;23;209,941296350525
122368;1;1;8;2;14;45;45;4530;1;3;1;06;54;54;363,012092219504
122369;1;6;4;1; ; ; ; ; ; ;1;06;23;23;69,9636423319332
122373;1;3;12;2;12;02;11;1101;1;9;1;06;13;13;327,849267248249
