directorio;secuencia_p;orden;P7430;P7440;P7450;ini;mes;area;dpto;fex_c_2011
124418;1;2;2; ; ;1;06;05;05;600,709938694021
124419;1;2;2; ; ;1;06;41;41;168,252305870084
124426;1;1;1;4;5;1;06;54;54;319,231707429771
124426;1;2;1;4;3;1;06;54;54;319,231707429771
124426;1;5;2; ; ;1;06;54;54;319,231707429771
124426;1;6;1;4;4;1;06;54;54;319,231707429771
124428;1;2;1;4;3;1;06;05;05;705,394096518398
124429;1;3;1;1,3;7;1;06;20;20;314,898518483268
124430;1;2;1;1,2;8;1;06;50;50;149,800149452559
124431;1;2;1;4;4;1;06;08;08;578,960935576242
124435;1;1;1;4;3;1;06;70;70;34,6598145823072
124435;1;6;2; ; ;1;06;70;70;34,6598145823072
124439;1;1;1;3;2;1;06;17;17;371,030432632479
124441;1;2;1;2;2;1;06;11;11;4236,46825117463
124442;1;1;1;1,2;9;1;06;19;19;213,384460803013
124442;1;2;1;1,2;9;1;06;19;19;213,384460803013
124443;1;2;2; ; ;1;06;44;44;32,3376095657821
124446;1;3;2; ; ;1;06;08;08;1119,34304419394
124446;1;5;1;4;3;1;06;08;08;1119,34304419394
124447;1;3;2; ; ;1;06;50;50;393,589655227643
124451;1;2;2; ; ;1;06;50;50;156,159279277512
124451;1;3;2; ; ;1;06;50;50;156,159279277512
124451;1;4;2; ; ;1;06;50;50;156,159279277512
124451;1;5;2; ; ;1;06;50;50;156,159279277512
124452;1;1;1;4;5;1;06;13;13;313,189693115939
124452;1;2;2; ; ;1;06;13;13;313,189693115939
124452;1;4;1;3;2;1;06;13;13;313,189693115939
124452;1;5;2; ; ;1;06;13;13;313,189693115939
124452;1;8;2; ; ;1;06;13;13;313,189693115939
124453;1;1;1;4;5;1;06;66;66;176,32731167064
124453;1;2;1;4;3;1;06;66;66;176,32731167064
124453;1;3;1;4;4;1;06;66;66;176,32731167064
124455;1;3;2; ; ;1;06;52;52;452,114014103227
124457;1;1;2; ; ;1;06;20;20;255,643157449058
124457;1;3;2; ; ;1;06;20;20;255,643157449058
124458;1;6;1;4;4;1;06;18;18;43,4390052356019
124459;1;1;1;1,2;9;1;06;54;54;358,123308971066
124459;1;2;2; ; ;1;06;54;54;358,123308971066
124462;1;2;1;4;3;1;06;08;08;249,961017138509
124464;1;3;2; ; ;1;06;44;44;98,9983347466528
124465;2;1;1;1,2;7;1;06;50;50;163,463499156824
124467;1;1;1;4;5;1;06;08;08;473,523955955893
124468;1;4;2; ; ;1;06;44;44;71,7103364531259
124468;1;5;2; ; ;1;06;44;44;71,7103364531259
124469;1;3;2; ; ;1;06;44;44;191,469152532466
124469;1;4;2; ; ;1;06;44;44;191,469152532466
124473;1;2;1;1,3;9;1;06;47;47;190,589154200665
124474;1;1;1;4;1;1;06;05;05;529,758783634803
124474;1;2;1;1,3;1;1;06;05;05;529,758783634803
124474;1;4;2; ; ;1;06;05;05;529,758783634803
124477;1;2;1;1,2;1;1;06;17;17;215,894852369201
124477;1;3;2; ; ;1;06;17;17;215,894852369201
124480;1;2;1;4;3;1;06;54;54;385,897654137574
124481;1;3;2; ; ;1;06;50;50;286,757040371371
124482;1;1;1;1,4;2;1;06;27;27;14,766315234581
124482;1;2;2; ; ;1;06;27;27;14,766315234581
124486;1;1;1;4;4;1;06;54;54;306,029100164745
124486;1;2;1;4;4;1;06;54;54;306,029100164745
124487;1;1;1;3;4;1;06;54;54;588,91998209139
124487;1;2;1;4;4;1;06;54;54;588,91998209139
124489;1;1;1;4;3;1;06;44;44;73,2030762983076
124489;1;4;2; ; ;1;06;44;44;73,2030762983076
124490;1;2;2; ; ;1;06;18;18;94,6776170450788
124492;1;1;1;4;3;1;06;05;05;982,242199565221
124493;1;3;2; ; ;1;06;54;54;601,210314983805
124496;1;2;2; ; ;1;06;18;18;88,4066230512253
124498;1;2;1;9;8;1;06;73;73;246,633835048294
124498;1;3;2; ; ;1;06;73;73;246,633835048294
124504;1;1;1;4;3;1;06;54;54;358,767550320949
124504;1;6;1;3;2;1;06;54;54;358,767550320949
124505;1;3;2; ; ;1;06;50;50;204,935451151971
124511;1;5;2; ; ;1;06;54;54;446,772728716705
124515;1;2;2; ; ;1;06;15;15;125,033306243516
124515;1;3;2; ; ;1;06;15;15;125,033306243516
124516;1;3;2; ; ;1;06;08;08;1210,8848047456
124517;1;3;2; ; ;1;06;05;05;420,558758308148
124517;1;4;2; ; ;1;06;05;05;420,558758308148
124518;1;4;1;4;3;1;06;08;08;190,508909709528
124519;1;2;1;3;4;1;06;47;47;235,859765442475
124523;1;2;1;3;3;1;06;50;50;98,7229753718745
124525;1;2;1;4;4;1;06;17;17;70,1846525211738
124525;1;3;1;3;8;1;06;17;17;70,1846525211738
124526;1;1;1;3;3;1;06;11;11;4255,80162163969
124529;1;2;1;3;3;1;06;11;11;1932,31375795449
124529;1;3;1;2;2;1;06;11;11;1932,31375795449
124530;1;1;1;4;4;1;06;05;05;951,928623409003
124531;1;4;2; ; ;1;06;11;11;2148,33393014541
124532;1;1;1;4;5;1;06;41;41;89,5084287367384
124532;1;2;1;4;5;1;06;41;41;89,5084287367384
124534;1;2;1;1,4;2;1;06;15;15;129,382587090349
124534;1;3;1;2;2;1;06;15;15;129,382587090349
124534;1;4;2; ; ;1;06;15;15;129,382587090349
124535;1;1;1;2;4;1;06;70;70;80,0851888159412
124535;1;2;1;4;3;1;06;70;70;80,0851888159412
124538;1;1;1;3;4;1;06;47;47;116,556463869007
124538;1;2;1;1,3;9;1;06;47;47;116,556463869007
124539;1;1;1;1,3;9;1;06;44;44;62,1556484915411
124540;1;2;1;1,4;3;1;06;70;70;81,554648329166
124543;1;2;1;1,2;9;1;06;68;68;636,730402884187
124544;1;2;2; ; ;1;06;54;54;224,570597861871
124544;3;1;1;1,2;7;1;06;54;54;224,570597861871
124544;3;2;1;1,4;3;1;06;54;54;224,570597861871
124545;1;1;1;1,4;2;1;06;08;08;297,774689725806
124545;1;2;1;4;3;1;06;08;08;297,774689725806
124547;1;3;2; ; ;1;06;11;11;619,840827776737
124547;1;5;1;4;3;1;06;11;11;619,840827776737
124548;1;2;1;3;2;1;06;54;54;322,726864961683
124548;1;3;2; ; ;1;06;54;54;322,726864961683
124548;1;4;1;4;5;1;06;54;54;322,726864961683
124549;1;1;1;1,3;9;1;06;54;54;292,704253800607
124549;1;2;1;1,3;4;1;06;54;54;292,704253800607
124549;1;3;2; ; ;1;06;54;54;292,704253800607
124549;1;4;2; ; ;1;06;54;54;292,704253800607
124549;1;5;2; ; ;1;06;54;54;292,704253800607
124549;1;6;1;2;8;1;06;54;54;292,704253800607
124551;1;2;2; ; ;1;06;17;17;58,746765758327
124552;1;2;1;2;3;1;06;15;15;204,33107578456
124556;1;1;1;1,3;9;1;06;47;47;282,616261129004
124556;1;2;2; ; ;1;06;47;47;282,616261129004
124557;1;1;1;1,3;9;1;06;73;73;168,415696335553
124557;1;2;2; ; ;1;06;73;73;168,415696335553
124557;1;4;2; ; ;1;06;73;73;168,415696335553
124560;1;1;1;4;5;1;06;73;73;264,021114288318
124560;1;2;1;1,3;9;1;06;73;73;264,021114288318
124562;1;1;1;4;5;1;06;41;41;94,6866023000208
124563;1;1;1;3;4;1;06;54;54;232,706664516083
124563;1;2;2; ; ;1;06;54;54;232,706664516083
124564;1;1;1;4;7;1;06;50;50;205,579815835268
124568;1;3;2; ; ;1;06;54;54;350,130968564011
124571;1;1;1;4;8;1;06;20;20;132,639334342017
124574;1;4;2; ; ;1;06;11;11;812,330866817578
124575;1;1;1;1,2;8;1;06;68;68;618,346591276107
124579;1;1;1;1,3;9;1;06;44;44;75,6570350053218
124579;1;3;2; ; ;1;06;44;44;75,6570350053218
124580;1;2;2; ; ;1;06;52;52;178,415311557583
124582;1;1;1;4;3;1;06;05;05;775,365317204729
124582;1;3;2; ; ;1;06;05;05;775,365317204729
124583;1;3;2; ; ;1;06;15;15;131,675340551314
124584;1;1;1;1,3;4;1;06;50;50;215,826272140046
124584;1;2;2; ; ;1;06;50;50;215,826272140046
124585;1;1;1;2;4;1;06;54;54;353,351989254834
124586;1;1;1;1,2;7;1;06;05;05;478,586247941994
124586;1;2;2; ; ;1;06;05;05;478,586247941994
124586;1;3;1;2;4;1;06;05;05;478,586247941994
124587;1;3;2; ; ;1;06;70;70;142,823854136787
124587;1;4;2; ; ;1;06;70;70;142,823854136787
124589;1;1;1;2;4;1;06;70;70;293,910528986019
124590;1;2;1;3;4;1;06;52;52;581,700496454391
124590;1;5;1;2;3;1;06;52;52;581,700496454391
124591;1;1;1;4;3;1;06;50;50;128,478128369388
124591;1;2;1;2;5;1;06;50;50;128,478128369388
124596;1;2;2; ; ;1;06;52;52;135,843929885673
124596;1;5;1;1,3;8;1;06;52;52;135,843929885673
124597;1;1;1;3;3;1;06;08;08;684,853604243058
124597;1;6;1;2;8;1;06;08;08;684,853604243058
124598;1;1;1;4;3;1;06;17;17;475,378424146966
124598;1;2;2; ; ;1;06;17;17;475,378424146966
124600;1;1;1;1,3;9;1;06;11;11;1235,59614980556
124602;1;1;2; ; ;1;06;05;05;580,967066131961
124602;1;2;1;4;3;1;06;05;05;580,967066131961
124602;1;3;1;4;4;1;06;05;05;580,967066131961
124604;1;2;2; ; ;1;06;68;68;221,925333908006
124604;2;2;2; ; ;1;06;68;68;221,925333908006
124605;1;1;1;4;4;1;06;50;50;242,484842965808
124606;1;1;1;4;9;1;06;50;50;213,701165976078
124606;1;2;1;4;8;1;06;50;50;213,701165976078
124607;1;2;1;1,4;6;1;06;47;47;249,372139116397
124609;1;1;1;4;8;1;06;54;54;433,801150840437
124610;1;1;2; ; ;1;06;15;15;84,8964472969689
124610;1;3;1;1,4;8;1;06;15;15;84,8964472969689
124611;1;4;1;4;4;1;06;70;70;79,8869932398422
124612;1;1;1;1,3;9;1;06;73;73;268,186939120369
124612;1;2;2; ; ;1;06;73;73;268,186939120369
124612;1;3;1;1,3;9;1;06;73;73;268,186939120369
124612;1;4;1;1,3;9;1;06;73;73;268,186939120369
124612;1;5;2; ; ;1;06;73;73;268,186939120369
124613;1;2;1;3;3;1;06;70;70;151,849499208856
124613;1;6;2; ; ;1;06;70;70;151,849499208856
124614;1;3;2; ; ;1;06;11;11;701,641028900964
124614;1;4;2; ; ;1;06;11;11;701,641028900964
124615;1;2;1;1,3;7;1;06;20;20;134,996040550187
124615;1;4;2; ; ;1;06;20;20;134,996040550187
124615;1;5;2; ; ;1;06;20;20;134,996040550187
124615;1;6;1;4;8;1;06;20;20;134,996040550187
124615;1;7;1;4;3;1;06;20;20;134,996040550187
124616;1;3;2; ; ;1;06;44;44;69,2222944864263
124617;1;3;2; ; ;1;06;66;66;271,533300510145
124617;1;4;2; ; ;1;06;66;66;271,533300510145
124618;1;3;2; ; ;1;06;11;11;3283,71029502175
124619;1;3;1;1,3;9;1;06;18;18;18,334497180908
124622;1;3;2; ; ;1;06;50;50;224,108690293095
124626;1;1;1;4;4;1;06;20;20;163,934659557828
124628;1;1;1;1,1;9;1;06;20;20;191,572362503152
124629;1;2;1;1,3;9;1;06;05;05;635,172057008727
124630;1;3;2; ; ;1;06;17;17;329,180338090402
124631;1;2;1;1,3;7;1;06;73;73;209,479732158753
124632;1;2;2; ; ;1;06;27;27;15,556485949475
124632;1;3;1;1,4;8;1;06;27;27;15,556485949475
124632;1;4;2; ; ;1;06;27;27;15,556485949475
124633;1;1;1;4;5;1;06;54;54;362,682755457363
124635;1;1;1;4;9;1;06;08;08;342,586556219738
124635;1;4;2; ; ;1;06;08;08;342,586556219738
124636;1;1;1;3;4;1;06;54;54;586,378798739928
124636;1;2;1;4;3;1;06;54;54;586,378798739928
124636;1;4;1;1,4;8;1;06;54;54;586,378798739928
124639;1;2;1;4;3;1;06;41;41;72,073953733237
124639;1;5;1;4;4;1;06;41;41;72,073953733237
124640;1;1;1;4;5;1;06;68;68;422,543398108967
124640;1;2;2; ; ;1;06;68;68;422,543398108967
124641;1;3;2; ; ;1;06;13;13;301,32448935844
124641;1;5;1;4;4;1;06;13;13;301,32448935844
124641;1;6;2; ; ;1;06;13;13;301,32448935844
124642;1;1;1;4;5;1;06;11;11;3227,07421127828
124642;1;3;2; ; ;1;06;11;11;3227,07421127828
124644;1;4;2; ; ;1;06;73;73;286,862385990547
124646;1;1;2; ; ;1;06;17;17;370,269449037327
124649;1;3;2; ; ;1;06;54;54;329,211291425119
124649;1;4;2; ; ;1;06;54;54;329,211291425119
124650;1;2;2; ; ;1;06;05;05;562,487516025047
124652;1;1;1;1,2;4;1;06;11;11;2739,0468007928
124652;1;2;1;1,2;7;1;06;11;11;2739,0468007928
124653;1;1;1;4;5;1;06;66;66;508,429061820188
124653;1;5;1;4;4;1;06;66;66;508,429061820188
124654;1;3;2; ; ;1;06;54;54;339,715816547256
124656;1;1;1;3;4;1;06;20;20;174,905396096402
124656;1;2;1;1,3;7;1;06;20;20;174,905396096402
124658;1;1;1;2;3;1;06;08;08;676,084661717569
124658;1;4;2; ; ;1;06;08;08;676,084661717569
124659;1;1;1;4;5;1;06;11;11;2720,02564245396
124659;1;2;1;4;8;1;06;11;11;2720,02564245396
124660;1;3;2; ; ;1;06;18;18;13,3658477648006
124660;1;4;2; ; ;1;06;18;18;13,3658477648006
124663;1;1;1;1,2;7;1;06;20;20;234,081903131271
124663;1;3;1;1,3;9;1;06;20;20;234,081903131271
124663;1;4;2; ; ;1;06;20;20;234,081903131271
124663;1;5;2; ; ;1;06;20;20;234,081903131271
124666;1;1;1;1,3;9;1;06;50;50;186,203058316903
124666;1;2;1;1,3;9;1;06;50;50;186,203058316903
124667;1;3;2; ; ;1;06;08;08;1181,36709840793
124668;1;2;1;1,2;7;1;06;11;11;2482,66179022451
124671;1;1;1;3;5;1;06;11;11;619,317130541383
124677;1;1;1;1,3;7;1;06;20;20;163,776660323156
124677;1;2;1;1,3;7;1;06;20;20;163,776660323156
124680;1;3;2; ; ;1;06;70;70;41,4026595973961
124681;1;2;1;4;3;1;06;11;11;606,713486033824
124682;1;4;1;4;4;1;06;66;66;312,072658932318
124686;1;2;1;4;3;1;06;54;54;582,17323880424
124686;1;3;2; ; ;1;06;54;54;582,17323880424
124687;1;1;1;4;3;1;06;11;11;3112,36903786398
124687;1;2;1;4;5;1;06;11;11;3112,36903786398
124688;1;3;2; ; ;1;06;11;11;5487,78056362001
124688;1;4;2; ; ;1;06;11;11;5487,78056362001
124691;1;5;1;1,3;9;1;06;47;47;179,022330436813
124692;1;2;2; ; ;1;06;15;15;103,890804659203
124692;1;3;1;1,3;2;1;06;15;15;103,890804659203
124692;1;4;2; ; ;1;06;15;15;103,890804659203
124693;1;2;1;3;3;1;06;44;44;75,3833897281766
124693;1;3;2; ; ;1;06;44;44;75,3833897281766
124693;1;4;2; ; ;1;06;44;44;75,3833897281766
124694;1;1;1;1,3;7;1;06;17;17;251,395683742744
124694;1;3;2; ; ;1;06;17;17;251,395683742744
124695;1;1;1;1,3;7;1;06;20;20;203,225771310713
124695;1;3;2; ; ;1;06;20;20;203,225771310713
124695;1;6;1;1,3;7;1;06;20;20;203,225771310713
124698;1;4;2; ; ;1;06;11;11;406,664710070611
124699;1;1;1;1,2;9;1;06;52;52;94,386650720142
124699;1;3;2; ; ;1;06;52;52;94,386650720142
124700;1;2;1;2;7;1;06;66;66;150,740549039786
124700;1;3;1;1,4;8;1;06;66;66;150,740549039786
124702;1;1;1;1,2;7;1;06;11;11;2438,25525070377
124703;1;1;1;1,2;7;1;06;08;08;321,533219263997
124703;1;3;1;1,2;7;1;06;08;08;321,533219263997
124704;1;1;1;4;4;1;06;54;54;195,464105820407
124704;1;4;1;4;5;1;06;54;54;195,464105820407
124706;1;3;1;1,2;7;1;06;70;70;141,951975762501
124707;1;4;2; ; ;1;06;05;05;543,968250711863
124708;1;3;2; ; ;1;06;08;08;485,812069398593
124708;1;4;2; ; ;1;06;08;08;485,812069398593
124710;1;1;2; ; ;1;06;18;18;24,8302561249317
124712;1;3;2; ; ;1;06;50;50;343,360021213367
124713;1;2;2; ; ;1;06;08;08;1123,80118925683
124713;1;4;1;4;3;1;06;08;08;1123,80118925683
124713;1;5;2; ; ;1;06;08;08;1123,80118925683
124715;1;2;2; ; ;1;06;54;54;308,585632741721
124718;1;2;1;1,4;7;1;06;05;05;554,195509732097
124718;1;3;1;1,2;9;1;06;05;05;554,195509732097
124719;1;4;2; ; ;1;06;50;50;183,066661250604
124719;1;5;2; ; ;1;06;50;50;183,066661250604
124721;1;2;1;4;3;1;06;11;11;1564,55585550785
124721;1;3;2; ; ;1;06;11;11;1564,55585550785
124721;1;4;2; ; ;1;06;11;11;1564,55585550785
124723;1;1;1;4;5;1;06;05;05;564,66587959801
124723;1;2;1;3;3;1;06;05;05;564,66587959801
124723;1;4;2; ; ;1;06;05;05;564,66587959801
124724;1;1;1;1,2;7;1;06;20;20;173,626721239373
124727;1;1;1;4;3;1;06;73;73;101,747298477109
124729;1;3;2; ; ;1;06;76;76;1030,98869914226
124729;1;6;1;1,2;7;1;06;76;76;1030,98869914226
124729;1;7;2; ; ;1;06;76;76;1030,98869914226
124731;1;1;2; ; ;1;06;54;54;469,600898118369
124734;1;1;1;1,4;8;1;06;54;54;357,31460977914
124736;1;1;1;1,2;9;1;06;44;44;65,181031867332
124736;1;2;1;1,4;8;1;06;44;44;65,181031867332
124737;1;1;1;3;5;1;06;11;11;666,128728764236
124737;1;2;1;4;5;1;06;11;11;666,128728764236
124739;1;1;1;4;3;1;06;66;66;454,618717699421
124739;1;3;2; ; ;1;06;66;66;454,618717699421
124741;1;1;1;4;4;1;06;17;17;165,911434654098
124741;1;2;1;4;5;1;06;17;17;165,911434654098
124742;1;2;1;4;3;1;06;05;05;2207,65949204343
124742;1;5;2; ; ;1;06;05;05;2207,65949204343
124744;1;1;1;4;5;1;06;15;15;97,5147661858989
124746;1;1;1;1,4;7;1;06;11;11;5246,7411332201
124746;1;2;2; ; ;1;06;11;11;5246,7411332201
124747;1;1;1;4;4;1;06;08;08;599,890715962287
124747;1;3;1;1,4;3;1;06;08;08;599,890715962287
124747;1;4;2; ; ;1;06;08;08;599,890715962287
124751;1;1;1;1,2;9;1;06;47;47;71,9372264671231
124751;1;2;1;1,2;9;1;06;47;47;71,9372264671231
124751;1;3;1;1,2;9;1;06;47;47;71,9372264671231
124751;1;4;2; ; ;1;06;47;47;71,9372264671231
124751;1;5;2; ; ;1;06;47;47;71,9372264671231
124754;1;3;2; ; ;1;06;20;20;199,520046133559
124758;1;1;1;4;5;1;06;66;66;263,822766587606
124758;1;2;1;4;5;1;06;66;66;263,822766587606
124761;1;1;1;3;4;1;06;54;54;209,934984916611
124762;1;2;2; ; ;1;06;70;70;46,2666442354487
124762;1;3;2; ; ;1;06;70;70;46,2666442354487
124762;1;4;2; ; ;1;06;70;70;46,2666442354487
124763;1;3;2; ; ;1;06;50;50;364,324640205366
124763;1;5;2; ; ;1;06;50;50;364,324640205366
124768;1;4;2; ; ;1;06;54;54;418,427446292106
124769;1;2;2; ; ;1;06;05;05;526,676836809136
124770;1;2;1;4;3;1;06;05;05;482,32074975617
124771;1;2;1;3;4;1;06;18;18;66,6213539708861
124771;1;3;2; ; ;1;06;18;18;66,6213539708861
124772;1;4;2; ; ;1;06;52;52;165,291285657183
124773;1;3;2; ; ;1;06;54;54;398,794175937689
124773;1;4;2; ; ;1;06;54;54;398,794175937689
124774;1;2;1;3;1;1;06;18;18;31,1218871642651
124774;1;3;2; ; ;1;06;18;18;31,1218871642651
124780;1;1;1;1,4;9;1;06;44;44;76,2058652876557
124780;1;2;1;1,3;9;1;06;44;44;76,2058652876557
124781;1;1;1;4;3;1;06;20;20;267,077087037182
124781;1;3;2; ; ;1;06;20;20;267,077087037182
124781;1;4;2; ; ;1;06;20;20;267,077087037182
124781;1;5;2; ; ;1;06;20;20;267,077087037182
124781;1;6;2; ; ;1;06;20;20;267,077087037182
124781;1;7;2; ; ;1;06;20;20;267,077087037182
124783;1;4;2; ; ;1;06;08;08;549,12931437007
124787;1;3;2; ; ;1;06;11;11;2453,89253563875
124788;1;2;1;1,2;8;1;06;08;08;1282,69153889191
124790;1;2;1;4;3;1;06;11;11;3054,57425088413
124792;1;3;2; ; ;1;06;70;70;104,741757651364
124792;1;4;2; ; ;1;06;70;70;104,741757651364
124792;1;5;2; ; ;1;06;70;70;104,741757651364
124793;1;2;1;2;4;1;06;20;20;163,715149662063
124793;1;3;1;3;4;1;06;20;20;163,715149662063
124793;1;4;1;4;3;1;06;20;20;163,715149662063
124794;1;2;1;1,4;2;1;06;50;50;226,900081068517
124796;1;2;1;1,3;3;1;06;54;54;552,127289879806
124796;1;3;2; ; ;1;06;54;54;552,127289879806
124797;1;3;2; ; ;1;06;19;19;75,9549439198228
124800;1;1;2; ; ;1;06;05;05;873,352971585143
124801;1;1;1;1,2;9;1;06;47;47;170,867923490181
124801;1;2;1;1,2;9;1;06;47;47;170,867923490181
124801;1;3;2; ; ;1;06;47;47;170,867923490181
124801;1;4;2; ; ;1;06;47;47;170,867923490181
124801;1;5;2; ; ;1;06;47;47;170,867923490181
124803;1;2;1;1,3;3;1;06;08;08;1328,76278805932
124803;1;3;2; ; ;1;06;08;08;1328,76278805932
124804;1;2;1;1,2;9;1;06;08;08;586,72090149597
124805;1;3;2; ; ;1;06;18;18;27,5386892855772
124806;1;4;1;4;8;1;06;05;05;2518,46157745954
124809;1;1;1;4;5;1;06;41;41;101,588422750736
124810;1;1;2; ; ;1;06;18;18;79,059381585303
124810;1;2;1;3;4;1;06;18;18;79,059381585303
124810;1;5;2; ; ;1;06;18;18;79,059381585303
124811;1;1;1;1,2;7;1;06;11;11;3562,60454628732
124820;1;1;1;4;5;1;06;19;19;105,364597670998
124822;1;2;1;4;3;1;06;50;50;215,826272140046
124824;1;1;1;1,2;9;1;06;52;52;162,983855301784
124825;1;2;1;1,3;3;1;06;70;70;166,830645031415
124825;1;3;1;1,4;2;1;06;70;70;166,830645031415
124826;1;3;1;1,3;9;1;06;23;23;69,9636423319332
124826;1;4;2; ; ;1;06;23;23;69,9636423319332
124827;1;2;2; ; ;1;06;19;19;139,884759478813
124834;1;1;1;4;5;1;06;54;54;315,592509544893
124836;1;1;1;4;5;1;06;20;20;150,36265024885
124836;1;3;2; ; ;1;06;20;20;150,36265024885
124837;1;3;2; ; ;1;06;66;66;133,680306393204
124837;1;4;2; ; ;1;06;66;66;133,680306393204
124839;1;1;1;4;5;1;06;15;15;103,117929359881
124839;1;2;2; ; ;1;06;15;15;103,117929359881
124840;1;2;2; ; ;1;06;05;05;578,395607310174
124840;1;3;1;4;4;1;06;05;05;578,395607310174
124843;1;2;2; ; ;1;06;08;08;1137,01922115809
124843;1;6;1;1,3;6;1;06;08;08;1137,01922115809
124844;1;2;2; ; ;1;06;20;20;206,400047724372
124844;1;3;2; ; ;1;06;20;20;206,400047724372
124849;1;1;1;3;4;1;06;18;18;78,1701639413339
124851;1;3;2; ; ;1;06;70;70;239,312647016635
124857;1;3;2; ; ;1;06;47;47;93,1617705892033
124857;1;4;2; ; ;1;06;47;47;93,1617705892033
124857;1;5;2; ; ;1;06;47;47;93,1617705892033
124862;1;2;1;1,3;8;1;06;50;50;194,737377473251
124862;1;5;2; ; ;1;06;50;50;194,737377473251
124863;1;1;1;1,2;9;1;06;50;50;215,826272140046
124863;1;2;1;4;3;1;06;50;50;215,826272140046
124864;1;2;2; ; ;1;06;11;11;2093,74061778399
124864;1;3;2; ; ;1;06;11;11;2093,74061778399
124866;1;1;1;1,4;4;1;06;70;70;83,7717984089835
124866;1;2;1;1,4;4;1;06;70;70;83,7717984089835
124867;1;2;1;1,3;2;1;06;20;20;165,672717915674
124868;1;1;1;4;5;1;06;66;66;135,119818739029
124868;1;2;2; ; ;1;06;66;66;135,119818739029
124868;1;4;1;4;4;1;06;66;66;135,119818739029
124870;1;1;1;1,3;9;1;06;20;20;137,237511149919
124872;1;1;1;4;3;1;06;11;11;3717,61737034335
124876;1;2;1;4;3;1;06;05;05;550,26555458584
124876;1;3;2; ; ;1;06;05;05;550,26555458584
124878;1;2;2; ; ;1;06;70;70;146,426225103186
124879;1;1;1;4;4;1;06;20;20;110,751659431546
124879;1;2;1;1,4;8;1;06;20;20;110,751659431546
124879;1;3;1;3;4;1;06;20;20;110,751659431546
124880;1;2;1;2;7;1;06;41;41;52,5284105161763
124882;1;1;1;1,2;5;1;06;52;52;109,795744569254
124882;1;2;1;3;5;1;06;52;52;109,795744569254
124883;1;2;1;4;1;1;06;20;20;139,125964848579
124884;1;3;2; ; ;1;06;66;66;283,297061538165
124884;1;4;2; ; ;1;06;66;66;283,297061538165
124885;1;3;2; ; ;1;06;27;27;14,766315234581
124885;1;4;2; ; ;1;06;27;27;14,766315234581
124886;1;1;2; ; ;1;06;13;13;350,546621301902
124886;1;2;2; ; ;1;06;13;13;350,546621301902
124886;1;3;1;4;5;1;06;13;13;350,546621301902
124888;1;1;1;3;9;1;06;50;50;137,569519714315
124889;1;1;1;2;5;1;06;15;15;210,397597993521
124889;1;2;2; ; ;1;06;15;15;210,397597993521
124889;1;4;2; ; ;1;06;15;15;210,397597993521
124890;1;1;1;4;3;1;06;11;11;2628,18062076071
124892;1;2;1;1,4;3;1;06;20;20;178,640961678431
124894;1;3;2; ; ;1;06;08;08;1085,54760565789
124898;1;1;1;1,4;2;1;06;18;18;25,8886808216987
124900;1;2;2; ; ;1;06;41;41;99,4645661651046
124900;1;3;2; ; ;1;06;41;41;99,4645661651046
124901;1;2;1;1,3;7;1;06;11;11;2093,74061778399
124901;1;3;2; ; ;1;06;11;11;2093,74061778399
124902;1;3;2; ; ;1;06;73;73;795,617822790534
124903;1;3;2; ; ;1;06;15;15;193,127543158504
124904;1;1;1;4;5;1;06;27;27;14,766315234581
124904;1;2;1;4;9;1;06;27;27;14,766315234581
124905;1;3;1;2;2;1;06;47;47;100,833236901038
124907;1;1;1;1,3;9;1;06;23;23;120,38971558149
124907;1;2;1;1,3;9;1;06;23;23;120,38971558149
124909;1;1;1;4;5;1;06;66;66;88,8019178183425
124909;1;2;1;4;5;1;06;66;66;88,8019178183425
124909;1;3;1;4;5;1;06;66;66;88,8019178183425
124909;1;4;1;4;5;1;06;66;66;88,8019178183425
124912;1;3;2; ; ;1;06;70;70;174,525611621695
124912;1;4;2; ; ;1;06;70;70;174,525611621695
124915;1;3;2; ; ;1;06;05;05;1316,70426490989
124915;1;4;2; ; ;1;06;05;05;1316,70426490989
124916;1;2;1;1,3;4;1;06;20;20;261,42495807653
124916;1;3;2; ; ;1;06;20;20;261,42495807653
124917;1;3;2; ; ;1;06;50;50;226,50760390481
124922;1;2;2; ; ;1;06;50;50;233,011402951327
124923;1;1;1;1,4;5;1;06;63;63;30,9595121302002
124923;1;2;1;2;4;1;06;63;63;30,9595121302002
124923;1;5;1;4;3;1;06;63;63;30,9595121302002
124924;1;1;2; ; ;1;06;66;66;390,754388725855
124924;1;2;1;4;4;1;06;66;66;390,754388725855
124925;1;1;2; ; ;1;06;20;20;183,987857942892
124925;1;2;1;2;3;1;06;20;20;183,987857942892
124926;1;1;1;1,3;9;1;06;23;23;130,763129957645
124927;1;2;1;4;4;1;06;05;05;702,339380780102
124930;1;1;1;1,2;9;1;06;47;47;201,97121468926
124930;1;2;2; ; ;1;06;47;47;201,97121468926
124932;1;1;1;4;3;1;06;47;47;97,4042839025842
124932;1;2;1;4;4;1;06;47;47;97,4042839025842
124932;1;3;1;1,2;9;1;06;47;47;97,4042839025842
124935;1;1;1;2;3;1;06;11;11;2763,54303568624
124935;1;3;2; ; ;1;06;11;11;2763,54303568624
124936;1;2;2; ; ;1;06;70;70;508,390480700246
124936;1;5;2; ; ;1;06;70;70;508,390480700246
124936;1;6;2; ; ;1;06;70;70;508,390480700246
