DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P3148;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;clase;MES;OCI;RAMA4D_R4;OFICIO;RAMA2D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5176632;1;1;1;60;5;1;1; ; ;1; ; ;1;2;2;2;60;8; ;1; ;2;360000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;27;1; ;27; ; ;2;8; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;80;8; ;1;5;12;1; ;400000;2;7;3;3;15; ;1;21;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;2;06;1;0113;62;01;760000;05;1918,02229532553; 
5176634;1;2;1;60;5;1;1; ; ;1; ; ;1;2;2;2;120;1; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;1;98;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;20;2; ;20; ; ;2;1; ;1; ;1;2;1;30;1;1; ; ; ; ; ; ; ; ;1;1;1;5;96;1; ;2; ; ; ; ; ; ; ;7;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;2;06;1;6920;33;69;900000;05;1918,02229532553; 
5176684;1;2;1;60;5;2; ; ; ; ; ; ; ; ; ; ;120;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;300000;1;4000000;3; ;12;1;1;0;1;0;1;7;2;48; ;.;48; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;6; ;2; ; ; ; ; ; ; ;3;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;06;1;0123;61;01;300000;05;5556,67984210235; 
5176684;1;3;1;60;5;2; ; ; ; ; ; ; ; ; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;500000;1;6000000;3; ;12;1;1;0;1;0;3;7;2;60; ;.;60; ; ;2;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;1; ;2; ; ; ; ; ; ; ;3;14; ; ;2; ; ; ;1;1;1;1;1;2;2;2;2;2;2; ;2;1;2;2;1;2;1;1;3; ;2;06;1;4711;41;47;500000;05;5556,67984210235; 
5176685;1;1;1;60;5;2; ; ; ; ; ; ; ; ; ; ;480;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;60000;1;1500000;3; ;12;2; ; ; ; ;2;3;2;40; ;.;48; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;6;60;8; ;2; ; ; ; ; ; ; ;10;3;3; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;2;06;1;0123;61;01;60000;05;1918,02229532553; 
5176686;1;1;1;60;5;2; ; ; ; ; ; ; ; ; ; ;120;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;900000;1;2200000;3; ;12;2; ; ; ; ;2;3;2;30;2; ;30; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;126;3; ;1;5;0;8; ;0;2;8;11;3;3; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;5; ;2;06;1;0123;61;01;900000;05;1918,02229532553; 
5176687;1;1;1;60;5;2; ; ; ; ; ; ; ; ; ; ;180;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;45000;1;2000000;3; ;12;2; ; ; ; ;2;5;1;40; ;.;20;6; ;1;8; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;8; ;2; ; ; ; ; ; ; ;3;3;60;1;1;20;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;1;1;3; ;2;06;1;0122;61;01;45000;05;7863,89141083468; 
5176687;1;4;1;60;5;1;2;1; ;1; ; ;1;1;2;1;36;1; ;2; ;1;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;1;70000;2;2; ; ;2; ; ;2; ; ;1;1200000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;8;1;1; ; ; ; ; ; ; ; ;1;1;1;6;24;1; ;2; ; ; ; ; ; ; ;1;2;40; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;06;1;8621;39;86;1200000;05;7863,89141083468; 
5176688;1;1;1;60;5;2; ; ; ; ; ; ; ; ; ; ;120;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;300000;1;6000000;3; ;12;1;1;0;1;0;1;7;2;50; ;.;50; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;8; ;2; ; ; ; ; ; ; ;3;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;2;06;1;0123;61;01;300000;05;6419,68549172953; 
5176688;1;2;1;60;5;2; ; ; ; ; ; ; ; ; ; ;84;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;800000;1;7600000;3; ;12;1;1;0;1;0;2;3;2;50; ;.;50; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;8; ;2; ; ; ; ; ; ; ;3;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;06;1;0125;61;01;800000;05;6419,68549172953; 
5176689;1;1;1;60;5;2; ; ; ; ; ; ; ; ; ; ;660;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;1000000;1;6000000;3; ;12;2; ; ; ; ;2;3;2;60; ;.;60; ; ;1;8; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;4; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;10;LIMOSNA;2;06;1;0123;61;01;1000000;05;1918,02229532553; 
5176691;1;1;1;60;5;1;1; ; ;1; ; ;1;2;2;2;12;8; ;1; ;2;800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;8; ;2; ; ; ; ; ; ; ;1;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;06;1;0123;62;01;800000;05;1918,02229532553; 
5176692;1;1;1;60;5;2; ; ; ; ; ; ; ; ; ; ;360;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;200000;1;10000000;3; ;12;1;1;0;1;0;2;7;2;48; ;.;48; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;10; ;1;15;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2; ;2;06;1;0113;61;01;200000;05;1918,02229532553; 
5176692;1;2;1;60;5;2; ; ; ; ; ; ; ; ; ; ;300;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;200000;1;5000000;3; ;12;1;1;0;1;0;2;3;2;48; ;.;48; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;2; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;5; ;2;06;1;0113;61;01;200000;05;1918,02229532553; 
5176693;1;1;1;60;5;2; ; ; ; ; ; ; ; ; ; ;72;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;400000;1;8000000;3; ;12;2; ; ; ; ;2;9;2;20;2; ;20; ; ;1;8; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;240;6; ;2; ; ; ; ; ; ; ;13;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;06;1;0113;61;01;400000;05;1918,02229532553; 
5176694;1;1;1;60;5;2; ; ; ; ; ; ; ; ; ; ;60;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;160000;1;3000000;3; ;12;2; ; ; ; ;2;1;1;20;1; ;20; ; ;1;8; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;4; ;1;5;18;8; ;280000;2;8;3;3;10; ;1;18;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;3; ;2;06;1;0123;61;01;440000;05;1918,02229532553; 
5176694;1;2;1;60;5;2; ; ; ; ; ; ; ; ; ; ;18;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;2;50000;1;1200000;3; ;12;2; ; ; ; ;3;3;1;10;2; ;10; ; ;1;5; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;60;72;6; ;2; ; ; ; ; ; ; ;9;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;06;1;4792;45;47;50000;05;1918,02229532553; 
5176694;1;3;1;60;5;1;1; ; ;1; ; ;1;2;2;2;2;3; ;1; ;2;120000;2; ; ;1;90000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;2; ; ; ; ; ; ; ; ;18;1; ;18; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;36;12;3; ;2; ; ; ; ; ; ; ;3;2;40; ;1;18;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;1;3; ;2;06;1;9700;54;97;210000;05;1918,02229532553; 
5176701;1;1;1;60;5;1;1; ; ;1; ; ;1;1;2;1;18;1; ;1; ;2;870000;2; ; ;2; ;1;300000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;870000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;2;7; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;12;60;4; ;2; ; ; ; ; ; ; ;2;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;06;1;9329;55;93;1170000;05;852,082150049075; 
5176703;1;1;1;60;5;1;2;1; ;1; ; ;1;1;2;1;14;1; ;1; ;2;6000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;800000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;5000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;6;7; ;1; ;1;1;1;25;1;1; ; ; ; ; ; ; ; ;1;1;1;3;60;1; ;2; ; ; ; ; ; ; ;1;8;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;06;1;2100;43;21;6000000;05;852,082150049075; 
5176703;1;2;1;60;5;1;2;2;6;1; ; ;2;2;2;2;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;1800000;1;15000000;3; ;7;2; ; ; ; ;1;4;2;48; ;.;48; ; ;8;7; ;1; ;1;2;2;15;1;1; ; ; ; ; ; ; ; ;1;2;1;5;6;4; ;2; ; ; ; ; ; ; ;3;8;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;06;1;8412;31;84;1800000;05;852,082150049075; 
5176704;1;3;1;60;5;1;2;1; ;1; ; ;1;1;2;1;15;1; ;3; ;1;2000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;24;6; ;5;7; ;1; ;1;1;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;0;48;1; ;2; ; ; ; ; ; ; ;3;8;90;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;2;06;1;7490;02;74;2000000;05;852,082150049075; 
5176705;1;2;1;60;5;1;2;1; ;1; ; ;1;1;2;1;169;1; ;3; ;2;1600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;195407;1;2; ; ;2; ; ;2; ; ;2; ; ;1;3400000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;50;6; ;9;5; ;1; ;1;1;1;24;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;5;20;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;06;1;6511;44;65;1600000;05;852,082150049075; 
5176706;1;1;1;60;5;1;2;1; ;1; ; ;1;2;2;2;96;3; ;1; ;2;878000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;800000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;2; ;1; ;1;2;1;20;1;1; ; ; ; ; ; ; ; ;1;2;1;24;120;8; ;2; ; ; ; ; ; ; ;3;3;8; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;06;1;9700;60;97;878000;05;1110,36695525288; 
5176710;1;1;1;60;5;1;1; ; ;1; ; ;1;2;2;2;24;1; ;1; ;2;180000;2; ; ;2; ;1;400000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;8; ;1; ;3; ; ; ; ;.; ; ; ; ; ; ; ; ;2;2;1;99;96;8; ;2; ; ; ; ; ; ; ;4;3;12; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;06;1;9329;62;93;580000;05;1918,02229532553; 
5176710;1;3;1;60;5;1;2;2;12;1; ; ;1;1;2;1;24;1; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;120000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;900000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;4; ;1; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;1;1;0;12;8; ;2; ; ; ; ; ; ; ;1;2;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;06;1;0125;98;01;900000;05;1918,02229532553; 
5176714;1;2;1;60;66;1;1; ; ;1; ; ;1;2;2;2;96;8; ;1; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;55; ;.;55; ; ;6;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;120;8; ;2; ; ; ; ; ; ; ;7;3;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;8; ;2;06;1;0121;62;01;600000;66;852,082150049075; 
5176715;1;1;1;60;66;2; ; ; ; ; ; ; ; ; ; ;120;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;3;100000;1;2800000;3; ;12;2; ; ; ; ;3;6;2;40; ;.;40; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;8; ;2; ; ; ; ; ; ; ;10;3;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;06;1;0121;61;01;100000;66;852,082150049075; 
5176715;1;3;1;60;66;1;2;1; ;1; ; ;1;1;2;1;10;1; ;1; ;2;1350000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;1300000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;48; ;.;48; ; ;5;8; ;1; ;1;2;1;2;1;1; ; ; ; ; ; ; ; ;1;2;1;2;15;8; ;2; ; ; ; ; ; ; ;7;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;06;1;9499;87;94;1350000;66;852,082150049075; 
5176716;1;1;1;60;66;1;1; ; ;1; ; ;1;2;2;2;2;8; ;1; ;2;640000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;4;1; ;2; ; ; ; ; ; ; ;1;3;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;8; ;2;06;1;0141;62;01;640000;66;3445,74511926014; 
5176717;1;1;1;60;66;1;1; ; ;1; ; ;1;2;2;2;5;8; ;1; ;2;700000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;56; ;.;56; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;13;8; ;2; ; ; ; ; ; ; ;1;3;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;5; ;2;06;1;0121;62;01;700000;66;852,082150049075; 
5176718;1;1;1;60;66;2; ; ; ; ; ; ; ; ; ; ;84;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;3;30000;1;600000;3; ;12;1;1;0;1;0;1;4;2;8;2; ;8; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;1;6;2;3; ;2; ; ; ; ; ; ; ;11;3;2; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;06;1;0127;61;01;30000;66;1853,75323600509; 
5176718;1;2;1;60;66;2; ; ; ; ; ; ; ; ; ; ;84;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;3;30000;1;600000;3; ;12;1;1;0;1;0;1;3;1;45; ;.;45; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;4; ;2; ; ; ; ; ; ; ;2;3;2; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;06;1;0127;61;01;30000;66;1853,75323600509; 
5176719;1;1;1;60;66;1;2;1; ;1; ; ;1;2;1;1;144;8; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;450000;1;450000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;55; ;.;55; ; ;8;8; ;1; ;1;1;1;12;1;1; ; ; ; ; ; ; ; ;1;1;1;0;84;8; ;2; ; ; ; ; ; ; ;3;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;2;06;1;0121;62;01;900000;66;852,082150049075; 
5176719;1;2;1;60;66;1;2;1; ;1; ; ;1;2;1;1;180;8; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;450000;1;450000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;55; ;.;55; ; ;8;8; ;1; ;1;1;1;15;1;1; ; ; ; ; ; ; ; ;1;1;1;0;72;3; ;2; ; ; ; ; ; ; ;8;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;2;06;1;0121;62;01;900000;66;852,082150049075; 
5176719;1;3;1;60;66;1;2;1; ;1; ; ;1;2;1;1;20;8; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;2; ; ;2; ; ;2; ; ;2; ; ;1;450000;1;450000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;55; ;.;55; ; ;8;8; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;2;06;1;0121;62;01;900000;66;852,082150049075; 
5176720;1;1;1;60;66;1;2;1; ;1; ; ;1;1;1;1;86;2; ;5; ;2;2000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;1;36000;2;2; ; ;2; ; ;2; ; ;2; ;1;2000000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;56; ;.;56; ; ;9;4; ;1; ;1;3;1;8;1;1; ; ; ; ; ; ; ; ;1;1;1;0;12;1; ;2; ; ; ; ; ; ; ;1;8;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;06;1;8423;58;84;2000000;66;1036,94799732161; 
5176721;1;1;1;60;66;1;1; ; ;1; ; ;1;1;2;1;4;8; ;1; ;2;877803;2; ; ;2; ;1;150000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;8; ;1; ;1;2;1;98;1;1; ; ; ; ; ; ; ; ;1;2;1;0;8;1; ;2; ; ; ; ; ; ; ;3;3;3; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;06;1;0121;62;01;1027803;66;852,082150049075; 
