DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;CLASE;DPTO;ORDEN;AREA;fex_c_2011
448083;1;3;3;1;1;1;1;2;4;3; ; ; ; ;140000;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;01;1;05;1;05;730,308857397744
448084;1;4;3;1;1;1;1;1;1;1; ; ;50000000;300000; ;1;1;2;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;629,348387319487
448085;1;3;2;1;1;1;1;1;3;1; ; ;35000000;320000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;862,637053707853
448086;1;4;2;1;1;1;1;1;3;1; ; ;60000000;400000; ;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;821,005084372656
448087;1;3;2;1;1;1;1;1;3;1; ; ;20000000;250000; ;1;1;2;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;657,25364575678
448088;1;4;3;1;1;1;1;1;3;1; ; ;28000000;200000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;719,208266151533
448089;1;4;3;1;1;1;1;1;4;1; ; ;50000000;250000; ;1;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;1;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;844,485085482904
448090;1;2;2;1;1;1;1;1;4;1; ; ;20000000;135000; ;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;841,411603476039
448091;1;3;2;1;1;1;1;1;3;1; ; ;20000000;220000; ;1;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;768,33897482064
448093;1;1;1;1;1;1;1;1;1;1; ; ;10000000;70000; ;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;1;05;1;05;716,213196517758
448095;1;4;3;1;1;1;1;1;1;4; ; ; ;150000; ;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;3;2;1;01;1;05;1;05;802,051973122818
448096;1;4;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;2;2;2;1;1;1;1;2;1;1;2;1;2;2;2;2;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;731,774226594987
448097;1;5;3;1;1;1;1;1;1;1; ; ;15000000;150000; ;1;2;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;827,684892578135
448098;1;3;2;1;1;1;1;1;4;3; ; ; ; ;230000;1;1;2;1;1;2;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;822,344898349138
448099;1;4;2;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;2;1;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;808,631130179356
448100;1;1;1;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;681,152897181714
448101;1;5;3;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;1107,3520540694
448102;1;4;3;1;1;1;1;1;4;3; ; ; ; ;100000;1;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;776,274357869666
448103;1;4;2;1;1;1;1;1;1;3; ; ; ; ;220000;1;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;744,040042581961
448104;1;4;3;1;1;1;1;1;4;3; ; ; ; ;170000;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;919,716459243216
448105;1;3;2;1;1;1;1;1;1;3; ; ; ; ;200000;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1091,77323588863
448106;1;3;2;1;1;1;1;1;1;3; ; ; ; ;180000;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;919,716459243216
448107;1;3;2;1;1;1;1;1;1;3; ; ; ; ;175000;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;865,710535714718
448108;1;3;2;1;1;1;1;1;4;1; ; ;8000000;200000; ;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;933,816594409514
448109;1;3;2;1;1;1;1;1;4;4; ; ; ;250000; ;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;653,247638744421
448110;1;2;2;3;1;1;1;1;4;3; ; ; ; ;110000;1;1;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;1;2;1;01;1;05;1;05;821,005084372656
448111;1;3;2;3;1;1;1;1;1;1; ; ;25000000;180000; ;1;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;2;1;2;2;1;1;1;2;1;01;1;05;1;05;720,219203530118
448112;1;4;3;1;1;1;1;1;4;1; ; ;120000000;450000; ;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;974,10874976823
448113;1;2;1;1;1;1;1;1;4;4; ; ; ;200000; ;1;2;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;862,637053707853
448114;1;4;2;1;1;1;1;1;4;1; ; ;50000000;150000; ;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;919,716459243216
448115;1;3;2;1;1;1;1;1;4;3; ; ; ; ;160000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;01;1;05;1;05;657,25364575678
448116;1;2;1;1;1;1;1;1;1;1; ; ;35000000;200000; ;2;2;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;01;1;05;1;05;764,332967808281
448117;1;3;2;1;1;1;1;1;1;3; ; ; ; ;160000;1;1;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;823,277423354633
448118;1;4;3;1;1;1;1;1;4;4; ; ; ;180000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;591,851114088339
448119;1;3;2;1;1;1;1;1;4;4; ; ; ;150000; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;822,344898349138
448120;1;5;3;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;946,281903704027
448121;1;4;2;1;1;1;1;1;3;1; ; ;30000000;200000; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;976,388575807591
448122;1;1;1;1;1;1;1;1;1;3; ; ; ; ;100000;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;822,344898349138
448123;1;2;1;1;1;1;1;2;3;3; ; ; ; ;40000;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;3;2;1;01;1;05;1;05;893,956632093606
448124;1;4;2;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;834,299602227753
448125;1;3;1;1;1;1;1;1;3;3; ; ; ; ;250000;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;765,265492813775
448126;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;744,040042581961
448127;1;3;2;1;1;1;1;1;1;3; ; ; ; ;230000;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;653,247638744421
448128;1;5;4;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;1;2;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;865,710535714718
448129;1;5;2;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;960,928196879304
448130;1;6;4;1;1;1;1;1;4;3; ; ; ; ;250000;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;827,283430366992
448131;1;5;2;3;1;1;1;1;1;1; ; ;15000000;150000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;1;2;1;2;2;1;1;1;2;1;01;1;05;1;05;822,344898349138
448132;1;3;2;3;1;1;1;1;1;3; ; ; ; ;160000;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;1;2;1;01;1;05;1;05;599,241715215923
448133;1;4;2;1;1;1;1;1;4;1; ; ;35000000;150000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;691,38142008733
448134;1;2;2;1;1;1;1;2;1;1; ; ;16000000;140000; ;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;960,928196879304
448135;1;5;4;1;1;1;1;1;1;1; ; ;40000000;200000; ;1;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;824,078566379521
448137;1;5;2;1;1;1;1;1;1;1; ; ;30000000;300000; ;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;1;1;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;599,241715215923
448138;1;5;4;1;1;1;1;1;4;1; ; ;60000000;250000; ;1;1;2;2;1;1;1;2;2;2;1;1;1;2;1;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;3;2;1;01;1;05;1;05;798,96070301241
448139;1;3;2;1;1;1;1;1;1;1; ; ;20000000;150000; ;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;1;1;1;2;2;1;2;1;2;1;2;1;1;1;3;2;1;01;1;05;1;05;814,105519160031
448140;1;4;3;1;1;1;1;1;3;1; ; ;50000000;200000; ;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;801,119448117324
448141;1;5;3;1;1;1;1;1;1;1; ; ;40000000;250000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;960,928196879304
448143;1;3;1;1;1;1;1;1;4;3; ; ; ; ;100000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;765,265492813775
448146;1;5;3;1;1;1;1;1;1;3; ; ; ; ;200000;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;643,577211577475
448147;1;4;2;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;1;2;2;1;1;1;1;2;1;1;1;2;2;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;774,225127058616
448148;1;8;6;1;1;1;1;1;1;1; ; ;60000000;300000; ;1;2;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;772,466062767448
448149;1;3;1;1;1;1;1;1;4;3; ; ; ; ;150000;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;765,265492813775
448150;1;6;2;1;1;1;1;1;3;3; ; ; ; ;280000;1;1;2;2;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;722,713941201206
448151;1;3;2;1;1;1;1;1;3;1; ; ;60000000;250000; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;960,928196879304
448152;1;6;4;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;1;2;2;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;797,105832947723
448153;1;5;4;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;650,326042601407
448154;1;6;4;1;1;1;1;1;3;3; ; ; ; ;320000;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;847,558567489769
448155;1;4;1;1;1;1;1;1;3;1; ; ;50000000;350000; ;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;905,188605320423
448156;1;6;4;3;1;1;1;1;1;1; ; ;30000000;200000; ;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;2;1;1;1;2;1;01;1;05;1;05;714,333051292143
448157;1;3;2;3;1;1;1;1;4;3; ; ; ; ;150000;1;1;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;2;1;1;1;2;1;01;1;05;1;05;768,33897482064
448158;1;3;2;1;1;1;1;1;4;3; ; ; ; ;150000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;653,247638744421
448159;1;2;1;3;1;1;1;1;1;1; ; ;10000000;150000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;1;2;1;01;1;05;1;05;716,213196517758
448160;1;5;1;1;1;1;1;1;1;1; ; ;250000000;500000; ;1;2;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;694,987746285944
448161;1;5;1;1;1;1;1;1;1;1; ; ;80000000;500000; ;1;1;2;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;716,213196517758
448162;1;3;1;1;1;1;1;1;3;3; ; ; ; ;370000;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;765,265492813775
448163;1;3;3;1;1;1;1;1;3;3; ; ; ; ;370000;1;1;2;1;1;1;2;1;2;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;719,208266151533
448164;1;3;1;1;1;1;1;1;4;3; ; ; ; ;390000;1;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;7;1;01;1;05;1;05;822,344898349138
448165;1;3;2;1;1;1;1;1;1;3; ; ; ; ;260000;1;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;7;1;01;1;05;1;05;879,424303884501
448167;1;4;2;1;1;1;1;1;3;3; ; ; ; ;420000;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;822,344898349138
448168;1;3;2;1;1;1;1;1;1;3; ; ; ; ;350000;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;7;1;01;1;05;1;05;717,939377490757
448169;1;3;2;1;1;1;1;1;4;3; ; ; ; ;320000;1;2;1;2;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;7;1;01;1;05;1;05;720,219203530118
448171;1;1;1;3;1;1;1;1;4;3; ; ; ; ;100000;1;2;2;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;4;1;2;2;1;1;1;2;1;01;1;05;1;05;768,33897482064
448172;1;6;5;1;1;1;1;1;3;1; ; ;150000000;1000000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;561,666029611685
448174;1;2;2;1;1;1;1;1;1;3; ; ; ; ;200000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;905,188605320423
448175;1;4;1;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;2;1;1;1;1;2;1;2;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;847,176674779566
448176;1;4;3;1;1;1;1;1;3;3; ; ; ; ;420000;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;899,423534016896
448177;1;4;3;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;3;1;01;1;05;1;05;927,136786204035
448178;1;5;1;1;1;1;1;1;1;1; ; ;60000000;200000; ;1;1;2;2;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;716,213196517758
448180;1;4;2;1;1;1;1;1;4;3; ; ; ; ;380000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;801,119448117324
448181;1;4;2;1;1;1;1;1;3;3; ; ; ; ;380000;1;2;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;711,259569285278
448182;1;3;1;1;1;1;1;1;1;4; ; ; ;250000; ;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;7;1;01;1;05;1;05;694,987746285944
448183;1;3;2;1;1;1;1;1;4;1; ; ;50000000;420000; ;1;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;7;1;01;1;05;1;05;722,814592350147
448184;1;3;1;1;1;1;1;1;1;3; ; ; ; ;330000;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;7;1;01;1;05;1;05;643,261648796808
