DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;CLASE;DPTO;ORDEN;fex_c_2011
456578;1;3;2;6; ;4;4;1;5;4; ; ; ;250000; ;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;5;1;1;2;2;2;2;1; ; ;01;2;23;1;1764,9060195214
459532;1;2;1;1;1;1;1;1;4;1; ; ;1000000;10000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2;1;2;1;1;1;2;1;1;01;2;66;1;396,362582305932
459533;1;3;2;1;1;1;1;1;4;3; ; ; ; ;60000;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;1;4;3;1;2;1;1;1;2;1;1;01;2;66;1;321,715773441286
459535;1;3;2;1;1;3;1;1;5;4; ; ; ;50000; ;2;1;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;2;1;2; ;1;01;2;66;1;405,399990992664
459538;1;1;1;1;1;1;1;1;4;5; ; ; ;50000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1;01;2;66;1;374,049704414864
459539;1;2;1;1;1;1;1;1;4;3; ; ; ; ;50000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2;1;2;1;1;1;2;1;1;01;2;66;1;370,287586246882
459540;1;4;3;1;1;1;1;1;4;3; ; ; ; ;60000;2;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;1;1;1;01;2;66;1;436,230897423096
459541;1;4;2;1;1;1;1;1;4;3; ; ; ; ;80000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;4;3;1;2;1;1;1;1;1;1;01;2;66;1;375,151984984217
459542;1;4;3;1;1;1;1;1;4;1; ; ;4000000;30000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;1;1;01;2;66;1;337,811312670189
459544;1;4;1;1;1;3;1;1;4;4; ; ; ;30000; ;2;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;4;2;1;2;1;2;1;2; ;1;01;2;66;1;341,951506626066
459545;1;4;3;1;1;3;1;1;4;1; ; ;15000000;100000; ;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;1;1;1;4;1;2;1;2;1;2; ;1;01;2;66;1;284,939519999412
459548;1;4;2;1;1;1;1;1;4;1; ; ;2000000;50000; ;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;1;4;1;2;1;1;1;1;1;1;01;2;66;1;316,600715348474
459549;1;3;2;1;2;1;1;1;4;1; ; ;4000000;30000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;4;2;1;2;1;1;1;1;1;1;01;2;66;1;425,402223607854
459549;2;1;1;1;2;1;1;1;4;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;2;66;1;425,402223607854
459550;1;4;1;1;1;1;1;1;4;3; ; ; ; ;30000;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;4;3;1;2;1;1;1;2;1;1;01;2;66;1;369,020294888516
459551;1;2;2;1;1;4;1;1;5;1; ; ;1500000;25000; ;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;1;2;1;2; ;1;01;2;66;1;274,941135102799
459552;1;3;2;1;1;1;1;1;4;4; ; ; ;30000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2;1;2;1;1;1;2;1;1;01;2;66;1;271,99560266669
459553;1;1;1;1;1;1;1;1;4;4; ; ; ;30000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;1;1;1;2;1;1;01;2;66;1;293,498627209836
459554;1;4;2;1;1;1;1;1;5;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;1;1;1;1;1;1;01;2;66;1;442,379561564386
459555;1;2;2;1;1;1;1;1;5;1; ; ;2000000;20000; ;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;1;1;1;1;1;1;01;2;66;1;443,502277704447
459556;1;2;2;1;1;1;1;1;5;4; ; ; ;20000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;1;1;1;1;1;1;01;2;66;1;395,924257102251
459557;1;4;2;1;1;1;1;1;4;1; ; ;7000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;4;2;1;2;1;1;1;1;1;1;01;2;66;1;269,461019949959
459558;1;3;2;1;1;1;1;1;4;1; ; ;18000000;100000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;2;1;2; ;1;01;2;66;1;375,767701399722
459559;1;3;2;2;1;4;1;1;4;1; ; ;15000000;50000; ;2;1;2;1;1;1;1;1;2;2;1;1;1;2;2;1;2;2;2;2;2;1;1;1;4;1;2;2;2;1;2; ;1;01;2;66;1;480,191375075615
459560;1;3;2;1;1;1;1;1;5;1; ; ;2500000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;1;1;1;2;1;1;01;2;66;1;417,680345229655
459561;1;1;1;1;1;1;1;2;4;3; ; ; ; ;20000;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1;01;2;66;1;333,598488875714
459562;1;1;1;1;1;1;1;1;5;1; ; ;3000000;30000; ;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1;01;2;66;1;363,740410746989
459563;1;3;1;1;1;1;1;1;4;3; ; ; ; ;50000;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;1;1;1;1;1;1;01;2;66;1;341,951506626066
459564;1;3;2;1;1;1;1;1;4;1; ; ;3000000;30000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;4;2;1;2;1;1;1;1;1;1;01;2;66;1;301,559217738757
459566;1;3;3;1;2;1;1;1;4;1; ; ;10000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;4;2;1;2;1;1;1;2;1;1;01;2;66;1;332,438363119356
459567;1;3;2;6; ;1;2;1;5;1; ; ;5000000;50000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;1;2;1;1;2;2;1; ;01;2;66;1;281,323484553976
459568;1;2;2;1;1;1;1;1;4;1; ; ;20000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;1;1;01;2;66;1;306,726470099458
459569;1;2;2;1;1;1;1;1;5;1; ; ;3000000;50000; ;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;3;1;2;1;1;1;2;1;1;01;2;66;1;249,119202628007
459570;1;3;3;1;1;4;1;1;4;1; ; ;5000000;40000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;4;1;2;1;2;1;2; ;1;01;2;66;1;348,698913137272
459571;1;4;2;1;1;4;1;2;5;1; ; ;8000000;50000; ;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;2;1;2; ;1;01;2;66;1;475,580039922537
459575;1;5;2;1;1;4;1;1;4;1; ; ;15000000;50000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;1;4;1;2;1;2;1;2; ;1;01;2;66;1;369,020294888516
459576;1;3;2;1;1;4;1;1;4;1; ; ;10000000;70000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;3;1;2;1;2;1;2; ;1;01;2;66;1;333,199977517111
459577;1;3;2;1;1;1;1;1;4;3; ; ; ; ;35000;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;3;1;2;1;1;1;2;1;1;01;2;66;1;313,655182912365
459578;1;3;2;1;1;1;1;1;4;3; ; ; ; ;40000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;1;1;01;2;66;1;290,964044493105
472093;1;2;1;2;1;4;6;1;4;1; ; ;2000000;70000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;5;2;1;2;2;2;2;1; ; ;01;2;18;1;993,812745665125
472094;1;3;1;2;1;4;6;1;5;4; ; ; ;180000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;2;2;2;1; ; ;01;2;18;1;868,468552931398
472095;1;8;2;2;1;2;6;1;4;4; ; ; ;120000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;789,224372206122
472096;1;3;1;2;1;4;6;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2; ; ; ;01;2;18;1;1050,12593939647
472097;1;3;2;2;1;4;6;1;5;4; ; ; ;60000; ;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;2;2;1; ; ;01;2;18;1;836,610251652864
472098;1;3;2;2;1;4;6;1;5;4; ; ; ;120000; ;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;868,721594279035
472099;1;3;2;2;1;4;6;1;4;4; ; ; ;80000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;969,612063074836
472100;1;4;3;2;1;4;6;1;4;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;1173,03463879411
472101;1;5;2;2;1;4;6;1;4;4; ; ; ;250000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;963,36994678521
472102;1;2;1;6; ;4;6;1;5;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;8;1;2;2;2;2;2; ; ; ;01;2;18;1;1049,10928514775
472103;1;2;2;2;1;4;6;2;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;5;3;1;2;2;2;2;1; ; ;01;2;18;1;919,515248529416
472104;1;3;3;2;1;4;6;1;5;4; ; ; ;70000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;2;2;2;2;2; ; ; ;01;2;18;1;1164,04923178886
472105;1;4;1;2;1;4;4;1;5;4; ; ; ;60000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;3;1;2;2;2;2;1; ; ;01;2;18;1;868,721594279035
472106;1;4;3;2;1;4;6;1;5;4; ; ; ;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;894,432365530978
472107;1;6;3;2;1;4;2;1;4;1; ; ;30000000;250000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;1;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;812,668363250832
472109;1;4;3;2;1;4;6;1;5;1; ; ;5000000;50000; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1; ; ;01;2;18;1;1352,09791128952
472110;1;5;4;2;1;4;6;1;4;1; ; ;30000000;500000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;1;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;729,147267209737
472111;1;3;1;2;1;4;6;1;4;1; ; ;30000000;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;1;1;4;1;2;2;2;2;1; ; ;01;2;18;1;929,566016714014
472112;1;4;1;2;1;4;6;1;4;1; ; ;30000;180000; ;2;2;2;2;1;1;1;2;1;2;1;2;2;2;2;2;2;1;1;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;992,939031718721
472113;1;3;2;2;1;4;6;1;5;4; ; ; ;80000; ;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;18;1;1053,57540903681
475661;1;4;3;2;1;4;1;1;5;2; ;100000;4000000;50000; ;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;4;2;1;2;2;2;1;1; ;2;01;2;23;1;1761,54890610268
475663;1;5;2;2;1;4;4;1;5;1; ; ;10000000;200000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;7;1;1;2;2;2;2;1; ; ;01;2;23;1;1194,05086105392
475665;1;3;2;6; ;4;4;1;5;1; ; ;6000000;70000; ;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;1; ; ;01;2;23;1;739,215444943289
475667;1;3;2;6; ;4;4;1;5;1; ; ;4000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;7;1;1;2;2;2;2;1; ; ;01;2;23;1;1652,11171288248
475671;1;3;1;2;1;4;1;1;5;1; ; ;8000000;100000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;4;2;1;2;2;2;1;1; ;2;01;2;23;1;1141,55191344913
475672;1;3;2;2;1;4;1;1;4;1; ; ;30000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;1355,37407125758
475674;1;6;3;2;1;4;1;1;4;1; ; ;25000000;150000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;1202,90462529391
475676;1;3;2;2;1;4;1;1;4;1; ; ;5000000;100000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;668,172420941828
475677;1;2;2;6; ;4;1;1;5;1; ; ;2000000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;2;2;2;1;1; ;2;01;2;23;1;727,067276797006
475678;1;1;1;6; ;4;4;5;5;1; ; ;1000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;1;2;2;2;2;1; ; ;01;2;23;1;1017,21611060932
475681;1;2;1;4;1;2;4;1;5;4; ; ; ;30000; ;2;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;1;5;2;1;2;2;2;2;1; ; ;01;2;23;1;668,172420941828
475682;1;3;3;6; ;4;4;1;5;1; ; ;1000000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;23;1;1269,71378287802
475683;1;3;2;2;1;4;1;1;4;1; ; ;30000000;100000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;975,746688551704
475686;1;3;2;2;1;4;1;1;5;1; ; ;20000000;100000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;2;1;1; ;2;01;2;23;1;605,082496680673
475687;1;3;1;2;1;4;1;6; ;1; ; ;12000000;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;1; ;2;01;2;23;1;1017,21611060932
475688;1;3;1;2;1;4;1;1;4;1; ; ;15000000;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;668,172420941828
475689;1;2;1;6; ;4;4;5;5;1; ; ;1500000;20000; ;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;23;1;1379,72565626437
475691;1;3;3;6; ;4;4;1;5;1; ; ;2000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;23;1;1826,96974726205
475692;1;3;2;2;1;4;1;1;4;1; ; ;15000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;605,082496680673
475693;1;4;2;2;1;4;1;1;5;1; ; ;15000000;50000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;605,082496680673
475694;1;3;2;2;1;4;1;1;5;1; ; ;5000000;25000; ;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;605,082496680673
475695;1;3;2;2;1;4;1;5;5;4; ; ; ;100000; ;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;1696,21651062264
475697;1;2;1;6; ;4;4;1;5;1; ; ;300000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;5;1;1;2;2;2;2;1; ; ;01;2;23;1;1322,80751647422
475698;1;5;4;6; ;4;4;1;5;1; ; ;400000;40000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;5;1;1;2;2;2;2;1; ; ;01;2;23;1;1796,71086558923
475699;1;5;3;2;1;4;1;1;5;1; ; ;10000000;100000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;5;2;1;2;2;2;1;1; ;2;01;2;23;1;697,615945831874
475701;1;4;3;6; ;4;1;1;5;1; ; ;3000000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;7;1;1;2;2;2;2;1; ; ;01;2;23;1;2420,32998672269
475704;1;3;2;2;1;4;1;1;5;1; ; ;2500000;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;675,092185799927
475706;1;3;2;2;1;4;1;1;5;1; ; ;10000000;20000; ;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;1294,56532184577
475708;1;2;1;2;1;4;1;5;5;1; ; ;2000000;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1; ; ;2;01;2;23;1;824,267227857305
475709;1;3;2;6; ;4;1;1;5;1; ; ;2000000;20000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;2;1;1; ;2;01;2;23;1;975,746688551704
475711;1;3;1;6; ;4;1;1;5;1; ; ;6000000;20000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;4;1;1;2;2;2;1;1; ;2;01;2;23;1;605,082496680673
475713;1;3;2;2;1;4;1;1;5;1; ; ;1000000;50000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;4;1;1;2;2;2;1;1; ;2;01;2;23;1;1415,76579504209
475716;1;2;1;6; ;4;5;2;4;1; ; ;5000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;23;1;727,067276797006
475717;1;5;4;2;1;4;4;1;5;1; ; ;2000000;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;23;1;1467,74088603917
475720;1;2;2;6; ;4;4;1;5;1; ; ;600000;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;2;2;2;2;2; ; ; ;01;2;23;1;927,211632738407
475724;1;2;2;2;1;4;1;5;5;1; ; ;10000000;50000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;735,921041036995
475726;1;3;2;2;1;4;1;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;1255,40357289869
