DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7370;P7380;P7380S1;P7390;P7390S1;P7400;P7410;P7410S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;CLASE;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DSI;DPTO;AREA;fex_c_2011
454598;1;1;70;16;48;3; ;1;1;2;16;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1650000;1;54;54;9500;95;1;17;17;219,036850297515
454598;1;3;70;12;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;53; ; ; ;1;17;17;219,036850297515
454600;1;3;70;2;36;1; ;1;1;2;108;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;97;81;3611;36;1;17;17;226,673274285632
454601;1;3;70;25;50;1; ;1;1;2;24;1; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;45;53;5522;55;1;17;17;183,431880349531
454602;1;4;70;4;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;17;17;162,850066256688
454608;1;2;70;7;48;1; ;1;1;2;28;1; ;4;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;45;54;8011;80;1;17;17;204,494371461792
454619;1;2;70;16;48;1; ;1;1;2;72;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;32;7310;73;1;19;19;72,4067003669858
454619;1;5;70;96;20;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;19;19;72,4067003669858
454625;1;1;70;84;40;2; ;1;1;2;108;2; ;4;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2100000;1;13;59;8514;85;1;19;19;74,0371391114711
454629;1;2;70;48;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;1;19;19;71,0720429834849
454630;1;4;70;48;48;1; ;1;1;2;48;2; ;9;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;37;58;7524;75;1;19;19;124,62682913813
454631;1;5;70;8;48;1; ;1;1;2;384;1; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;45;45;5030;50;1;19;19;80,5310702654054
454646;1;2;70;102;48;4; ;1;1;2;208;4; ;1;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;1;19;19;103,020841330792
454657;1;3;70;48;44;1; ;1;1;2;48;2; ;5;1; ;.;1; ;1; ;.; ; ; ;1; ; ; ; ; ; ;2; ;1;500000;1;06;06;8512;85;1;19;19;108,046112921263
454659;1;4;70;24;44;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;83; ; ; ;1;19;19;104,326612436746
454662;1;2;70;2;40;1; ;1;1;2;24;1; ;6;2;2; ;2; ;2;11;EL TRABAJO ERA TEMPORAL; ; ; ; ; ; ; ; ;1; ;1;230000;1;1500000;1;33;32;9111;91;1;19;19;93,4679826283597
454663;1;2;70;8;25;4; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;1;19;19;64,5778877196063
454671;1;1;70;20;48;4; ;2;1;2;20;1; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;15000000;1;11;11;5030;50;1;20;20;132,173374595506
454671;1;5;70;52;60;1; ;2;2;2;52;4; ;3;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;97;37;6412;64;1;20;20;132,173374595506
454674;1;1;70;45;48;1; ;1;1;2;48;1; ;5;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;6000000;1;08;08;6421;64;1;20;20;112,652059226082
454678;1;2;70;98;48;1; ;1;1;2;112;1; ;4;1; ;.;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;57;13;8060;80;1;20;20;124,549421083825
454678;1;3;70;52;48;1; ;2;2;2;24;1; ;3;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;87;45;5153;51;1;20;20;124,549421083825
454678;1;4;70;4;48;1; ;2;2;2;4;1; ;5;1; ;.;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;45;97;1551;15;1;20;20;124,549421083825
454680;1;5;70;1;20;3; ;1;1;2;8;3; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;280000;1;54;54;9500;95;1;20;20;108,582648234863
454681;1;3;70;26;24;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;20;20;127,8910624915
454682;1;1;70;12;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;1;20;20;114,770694468881
454686;1;1;70;12;45;1; ;2;2;2;40;4; ;3;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;50;51;5521;55;1;20;20;84,5074519216488
454690;1;2;70;54;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;20;20;100,092703130504
454694;1;2;70;20;50;3; ;1;1;2;24;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;56;45;5261;52;1;20;20;119,350495430942
454696;1;3;70;8;48;1; ;2;2;2;8;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;58;58;7492;74;1;20;20;85,2962534394207
454697;1;1;70;16;48;1; ;1;1;2;16;2; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;59;13;8050;80;1;20;20;112,963636620691
454698;1;1;70;54;48;2; ;2;2;2;54;2; ;9;2;5; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;8512;85;1;20;20;112,869524797842
454699;1;1;70;54;48;4; ;1;1;2;54;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;63;0201;02;1;20;20;132,04239841578
454709;1;1;70;12;48;1; ;1;1;2;21;1; ;2;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;98;98;6042;60;1;23;23;91,6892007433774
454717;3;1;70;4;40;4; ;1;1;2;4;4; ;9;2;7; ;9;INGRESOS DE SU TRABAJO;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3903300;1;32;32;7511;75;1;23;23;102,158111834727
454721;1;3;70;2;46;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;1;23;23;127,241891039146
454722;1;1;70;5;48;1; ;1;1;2;8;1; ;6;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5000000;1;98;98;6041;60;1;23;23;133,214856477371
454725;1;3;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;1;23;23;129,952311451045
454730;1;1;70;21;60;1; ;1;1;2;21;1; ;2;1; ;.;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5600000;1;98;98;6022;60;1;23;23;143,131752183875
454732;1;2;70;16;40;4; ;1;1;2;16;4; ;2;2;6; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;1;95;95;4521;45;1;27;27;104,218164381713
454734;1;1;70;106;40;3; ;1;1;2;106;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;1;27;27;30,2365440819115
454735;1;10;70;12;40;3; ;1;1;2;12;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;54;54;9500;95;1;27;27;126,993485144028
454739;1;1;70;4;48;4; ;1;1;2;4;4; ;4;2;3; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;63;63;3611;36;1;27;27;30,2365440819115
454739;1;2;70;48;52;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;1;27;27;30,2365440819115
454746;1;1;70;8;40;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;19; ; ; ;1;27;27;30,2365440819115
454747;1;1;70;4;40;1; ;1;1;2;48;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;7492;74;1;27;27;100,540404204457
454748;1;2;70;5;60;4; ;1;1;2;3;4; ;2;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;2500000;1;95;95;4521;45;1;27;27;30,2365440819115
454749;1;2;70;40;60;1; ;1;1;2;48;1; ;9;2;8; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;60000;1;800000;1;45;39;7493;74;1;27;27;30,2365440819115
454754;1;2;70;36;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;1;27;27;30,2365440819115
454757;1;2;70;2;25;5; ;1;1;2;132;2; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;900000;1;51;58;7522;75;1;27;27;30,2365440819115
454758;1;1;70;240;50;2; ;1;1;2;245;1; ;8;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;07;07;8512;85;1;27;27;30,2365440819115
454759;1;1;70;32;50;5; ;1;1;2;33;5; ;2;1; ;.;1; ;1; ;.; ; ;1; ; ; ; ; ; ; ;2; ;1;2000000;1;51;51;5521;55;1;27;27;30,2365440819115
454764;1;1;70;48;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;1;41;41;149,69401378182
454772;1;2;70;4;48;1; ;1;1;2;4;1; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;3000000;1;62;62;0121;01;1;41;41;127,356242452773
454782;1;1;70;3;40;1; ;2;2;2;4;4; ;9;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6000000;1;45;49;6599;65;1;44;44;71,2029496547783
454784;1;2;70;8;48;1; ;1;1;2;40;3; ;2;1; ;.;7; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;53;54;9500;95;1;44;44;61,4521834092706
454789;1;1;70;4;48;4; ;1;1;2;4;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;98;98;6031;60;1;44;44;67,3299057222071
454791;1;1;70;12;40;1; ;1;1;2;12;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;58;58;7492;74;1;44;44;49,9409612213125
454791;1;2;70;8;40;1; ;1;1;2;12;1; ;9;1; ;.;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;39;59;5231;52;1;44;44;49,9409612213125
454795;1;1;70;12;40;4; ;1;1;2;12;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6031;60;1;44;44;60,6961370644467
454795;1;3;70;48;40;1; ;1;1;2;48;1; ;9;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;34;7414;74;1;44;44;60,6961370644467
454795;1;4;70;4;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;49; ; ; ;1;44;44;60,6961370644467
454807;1;2;70;4;36;3; ;1;1;2;48;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;450000;1;54;54;9500;95;1;44;44;68,4266148862268
454808;1;2;70;4;48;3; ;1;1;2;4;3; ;1;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;54;54;9500;95;1;44;44;94,0361698647781
454813;1;1;70;7;84;2; ;1;1;2;9;1; ;4;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;87;84;5020;50;1;44;44;64,9507166094286
454813;1;3;70;4;48;1; ;1;1;2;4;1; ;2;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;85000;2; ;1;45;45;5211;52;1;44;44;64,9507166094286
454814;1;3;70;9;48;1; ;1;1;2;9;4; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;98;63;0201;02;1;44;44;85,5465902492355
454818;1;5;70;8;48;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;21; ; ; ;1;44;44;81,2933681093122
454823;1;1;70;40;40;4; ;1;1;2;50;4; ;1;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6022;60;1;44;44;43,0526214698788
454824;1;5;70;12;40;1; ;1;1;2;170;2; ;6;1; ;.;4; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;39;39;8043;80;1;44;44;64,1411675863092
454834;1;2;70;36;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;47;47;97,0501936758532
454836;1;3;70;48;48;1; ;1;1;2;24;4; ;5;2;4; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;62;61;0111;01;1;47;47;112,381301409821
454838;1;1;70;4;48;1; ;1;1;2;4;1; ;9;1; ;.;7; ;1; ;.; ; ; ; ; ; ;1; ; ; ;2; ;1;3464000;1;45;45;5244;52;1;47;47;146,339702279526
454841;1;2;70;8;48;1; ;2;1;2;204;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;70;2424;24;1;47;47;139,795699440305
454847;1;4;70;16;48;1; ;2;1;2;100;1; ;9;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;44;6421;64;1;47;47;121,125966274578
454853;1;2;70;24;48;2; ;1;2;2;24;4; ;1;2;2; ;1; ;2;11;ERA  UN  TRABAJO  OCASIONAL; ; ; ; ; ; ;1; ; ; ;2; ;1;4000000;1;21;41;5239;52;1;47;47;164,14364183592
454866;1;4;70;54;40;1; ;1;1;2;54;4; ;1;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;95;4521;45;1;50;50;220,472918844693
454892;1;2;70;8;40;4; ;1;1;2;8;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;550000;1;41;41;5221;52;1;63;63;126,275696343895
454899;1;1;70;22;48;1; ;1;1;2;22;4; ;1;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;45;41;5237;52;1;63;63;113,221698184988
454908;1;2;70;20;40;3; ;1;1;2;56;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;1;63;63;157,177333111117
454911;1;3;70;150;40;1; ;2;1;2;144;1; ;3;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;0000;00;1;63;63;147,351418064946
454915;1;2;70;2;40;1; ;2;2;2;104;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;39;7491;74;1;63;63;156,213813834588
454918;1;5;70;2;40;4; ;1;1;2;3;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;2100000;1;85;03;5272;52;1;63;63;204,050438272927
454924;1;2;70;4;48;3; ;2;2;2;20;1; ;2;2;4; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;1;54;55;9242;92;1;63;63;176,315752924658
454924;1;5;70;2;48;1; ;1;1;2;20;1; ;7;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;45;37;5127;51;1;63;63;176,315752924658
454926;1;2;70;4;45;1; ;1;1;2;4;1; ;6;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;1;433700;1;5881500;1;95;95;4530;45;1;63;63;132,703235846994
454943;1;1;70;2;60;1; ;2;2;2;2;1; ;6;1; ;.;1; ;1; ;.; ; ; ;1; ; ; ; ; ; ;1;650000;1;7800000;1;58;58;7492;74;1;63;63;165,22909539733
454954;1;2;70;4;48;1; ;2;2;2;4;4; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;762000;1;3500000;1;85;85;4542;45;1;68;68;379,683710960186
454956;1;3;70;36;48;1; ;1;1;2;36;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3600000;1;02;03;4020;40;1;68;68;387,797139988457
454960;1;7;70;48;50;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;68;68;375,801035179263
454978;1;2;70;30;45;1; ;1;1;2;364;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;0000;00;1;68;68;394,998408064974
454979;1;2;70;8;40;1; ;1;1;2;52;1; ;8;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;37;6412;64;1;70;70;112,654711459842
454988;1;2;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;119,245519605163
454999;1;2;70;4;48;1; ;1;1;2;52;1; ;4;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8045;80;1;70;70;130,255795436632
455006;1;2;70;4;40;3; ;2;2;2;8;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;54;54;9500;95;1;70;70;93,8900819800446
455011;1;2;70;4;48;4; ;1;1;2;480;6; ;4;2;1; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;45;5211;52;1;70;70;103,017674002668
455023;1;5;70;4;40;1; ;1;1;2;4;1; ;3;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;80000;2; ;1;99;77;1551;15;1;73;73;180,190617305165
455024;1;2;70;24;54;1; ;1;1;2;24;1; ;7;2;2; ;2; ;2;6; ; ; ; ; ; ; ; ; ;1; ;1;350000;1;3100000;1;95;95;4521;45;1;73;73;229,617005586706
455026;1;2;70;48;48;1; ;1;1;2;12;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;33;5521;55;1;73;73;109,39218846645
455026;1;5;70;4;48;1; ;1;1;2;12;1; ;6;2;2; ;1; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1;900000;1;95;95;4521;45;1;73;73;109,39218846645
455030;1;2;70;52;24;1; ;1;1;2;8;1; ;9;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;870000;1;45;34;8050;80;1;73;73;176,109232037889
455045;1;3;70;3;48;1; ;1;1;2;2;1; ;3;1; ;.;7; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;5243;52;1;73;73;113,727051093749
455046;1;3;70;15;24;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;79; ; ; ;1;73;73;216,963618930129
455049;1;3;70;8;48;1; ;1;1;2;4;1; ;4;1; ;.;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;350000;1;1000000;1;45;45;5030;50;1;73;73;285,116211270211
455052;1;4;70;60;48;4; ;1;1;2;84;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;97;1110;11;1;73;73;105,60399202703
455983;1;2;70;1;48;4; ;2;2;2;1;4; ;1;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;600000;1;93;93;4552;45;1;05;05;690,034119053463
455994;1;2;70;36;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;1;05;05;753,692681645364
456010;1;4;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;1;05;05;939,702746647489
456011;1;4;70;48;48;1; ;1;1;2;3;1; ;2;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;120000;1;39;45;5529;55;1;05;05;470,479650620387
456023;1;2;70;3;48;1; ;1;1;2;998;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;39;1720;17;1;05;05;603,247722228283
456027;1;3;70;32;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;1;05;05;701,589142118332
456030;1;3;70;20;48;1; ;1;1;2;20;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;33;55;7491;74;1;05;05;768,460055755089
456031;1;5;70;52;16;1; ;1;1;2;52;1; ;6;2;4; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;37;5233;52;1;05;05;857,791564681699
456043;1;1;70;3;48;4; ;1;1;2;3;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;56;56;9301;93;1;05;05;716,213196517758
456116;1;3;70;12;60;4; ;2;2;2;12;4; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;95;95;4521;45;1;08;08;400,835317370201
456129;1;2;70;8;48;1; ;1;2;2;8;1; ;9;1; ;.;2; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;30000000;1;02;02;2423;24;1;08;08;479,670212655112
456140;1;1;70;48;48;1; ;1;1;2;354;1; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;11;33;5211;52;1;08;08;479,055437072779
456144;1;2;70;15;48;1; ;1;1;2;6;4; ;1;2;8; ;7; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;97;41;2424;24;1;08;08;568,10241791289
456144;1;3;70;48;48;1; ;1;2;2;20;1; ;6;2;5; ;7; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;97;97;5125;51;1;08;08;568,10241791289
456145;1;2;70;30;48;1; ;1;1;2;40;1; ;3;1; ;.;7; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;32;7411;74;1;08;08;354,349630413636
456145;1;5;70;10;48;1; ;1;1;2;28;1; ;6;2;4; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;1;45;45;5234;52;1;08;08;354,349630413636
456149;1;1;70;52;48;1; ;1;1;2;52;1; ;9;1; ;.;9;paga salud por su cuenta;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;43;43;2423;24;1;08;08;486,519823055806
456150;1;2;70;250;48;1; ;1;2;2;250;1; ;6;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;16;33;5131;51;1;08;08;561,252807512195
456151;1;6;70;4;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;03; ; ; ;1;08;08;470,109740194323
456152;1;4;70;24;48;1; ;1;1;2;24;4; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;55;85;5272;52;1;08;08;551,692335051407
456154;1;2;70;2;48;1; ;1;1;2;40;4; ;1;2;2; ;2; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;59;41;5211;52;1;08;08;369,767332061045
456155;1;2;70;40;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;08;08;604,306305307232
456155;1;5;70;3;48;4; ;1;1;2;3;4; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1000000;1;81;95;4521;45;1;08;08;604,306305307232
456158;1;1;70;8;48;1; ;1;1;2;8;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;7000000;1;59;33;0000;00;1;08;08;521,500941754261
456167;1;3;70;32;40;1; ;2;2;2;32;1; ;4;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;19;21;7491;74;1;08;08;473,754384856095
456170;1;3;70;32;48;1; ;1;1;2;32;1; ;2;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5234;52;1;08;08;535,359475085812
456173;1;2;70;12;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;13; ; ; ;1;08;08;415,08867947004
456180;1;2;70;48;50;1; ;1;1;2;48;1; ;2;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;84;5020;50;1;11;11;3306,48866323374
456180;1;3;70;10;55;1; ;1;1;2;10;1; ;4;2;2; ;1; ;2;11;POR  QUE TRABAJABA POR DIA; ; ; ; ; ; ; ; ;1; ;2; ;1;2120000;1;84;95;4521;45;1;11;11;3306,48866323374
456186;1;3;70;48;48;4; ;1;1;2;48;4; ;5;2;2; ;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;1;03;03;4521;45;1;11;11;2339,58434275015
456186;2;2;70;4;48;1; ;1;1;2;28;3; ;1;2;12;PORQUE ES  TRABAJO  TEMPORAL;4; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;40000;1;45;54;9500;95;1;11;11;2339,58434275015
