DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6440;P6450;P6460;P6460S1;P6465;P6465S1A1;P6465S2A1;P6465S1;P6465S2;P6660;P6660S2;P6660S1A1;P6660S2A1;P6660S1;P6400;P6422;P6424;P6424S2;P6424S3;P6424S4;P6424S1;P6426;P6430;P6430S1;P6480;P6480S1;P6490;P6490S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6530;P6530S1;P6540;P6540S1;P6540S2;P6550;P6550S1;P6550S2;P6560;P6560S1;P6560S2;P6570;P6570S1;P6570S2;P6580;P6580S1;P6580S2;P6625;P6625S1;P6630;P6630S3;P6630S5;P6630S5A1;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642;P6642S2;P6642S1;P6642S2A1;P6643;P6643S1;P6643S2;P6643S2A1;P6644;P6644S1;P6644S2;P6644S2A1;P7650;P7660;P7670;P7680;P7690;P7700;P7710;P7720;P7730;P6765;P6765S1;P6772;P6774;P7620;P7620S1;P7630;P7630S1;P7640;P7640S1;P7640S2;P7640S3;P7640S4;P7640S5;P7640S6;P7640S7;P7640S8;P7640S9;P7640S10;P7640S11;P7640S12;P7640S13;P7640S14;P7640S14A1;P6750;P6760;P550;P6780;P6780S1;P6782;P6784;P7740;P7750;P7760;P7770;P7780;P7790;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6895;P6900;P6900S1;P6910;P6910S1;P6920;P6930;P6940;P6950;P6960;P6970;P6970S1;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7000;P7019;P7020;P7022;P7024;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P7080;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;CLASE;RAMA4D;OFICIO;RAMA2D;OCI;DPTO;fex_c_2011
449996;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1; ;1; ;6; ;300000;2; ; ;2; ;1;30000;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;1;2006;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;40; ; ;40; ; ;1;7;16;2; ; ; ; ; ;1;8; ;2;3; ;1; ;2; ; ; ; ;2; ;1; ; ; ; ; ; ; ;1; ;2;2; ;1;2;2;60;1; ;2; ; ; ; ;2700000;2; ; ; ;1;1;1;1;2;2;2;1;2;2;2; ;2;1; ;2;2;2;2;2;2;2;2;3;3; ;2;0201;62;02;1;19;1913,66848587986
449997;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;3; ;1; ;1; ;144000;2; ; ;1;36000;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;30;2; ;30; ; ;1;7;17;2; ; ; ; ; ;1;2; ;2;3; ;1; ;2; ; ; ; ;4; ;1; ; ; ; ; ; ; ;1; ;2;2; ;2; ; ; ; ; ;2; ; ; ; ;1008000;2; ; ; ;1;1;1;1;1;2;2;2;1;2;2; ;2;1; ;3;3;2;3;3;3;2;3;3;3; ;2;9500;54;95;1;19;731,80850042467
449997;1;6;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;360;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;2; ; ;3; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;0;1;400000;2; ;2;2;2; ; ;2; ; ;10;6;2; ;6; ; ;1;7;13;2; ; ; ; ; ;1;8; ;2;3; ;1; ;2; ; ; ; ;2; ;1; ; ; ; ; ;1; ; ; ;2;2; ;2; ; ; ; ; ;2; ; ; ; ;400000;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;2;3;3;3; ;2;0111;62;01;1;19;731,80850042467
449998;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ;500000;1;6000000;1; ;1; ;1;2004;3;2; ; ;12;54; ; ;27;6; ;1;7;17;2; ; ; ; ; ;4;8; ;2;6; ;3; ;2; ; ; ; ;9; ;1; ; ; ; ; ; ; ;1; ;1;2; ;1;1;1;36;1; ;2; ; ; ; ;6000000;1;11;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;2;2;2;3;3;5; ;2;0201;62;02;1;19;1913,35386265693
449999;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;600;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;2000000;1;340000;3; ;2;2;2; ; ;2; ; ;9;10;2; ;0;1; ;1;8;10;2; ; ; ; ; ;2;8; ;2;13;ESTA PENSIONADO;5; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;1;1;1;252;2; ;1;0;4; ;100000;2564000;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;1;3;4;10;DE LA PENSION QUE RECIBE;2;0121;62;01;1;19;1181,91830617127
450000;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;600;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;YA SE PENSIONO DE UN EMPLEO;108000;1;650000;3; ;2;2;2; ; ;2; ; ;12;30;2; ;30; ; ;1;7;14;2; ; ; ; ; ;1;8; ;2;13;TIENE UN SEGURO COMO PENSIONADO;5; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ;1;1;1;240;2; ;2; ; ; ; ;650000;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;2;3;4;10;DE LA PENSION;2;0121;62;01;1;19;960,762237914163
450000;1;3;60;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;2;2;2;2;0;3; ;1; ;6; ;0;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;25;2; ;25; ; ;1;8;13;2; ; ; ; ; ;1;2; ;2;3; ;1; ;2; ; ; ; ;2; ;1; ; ; ; ; ;1; ; ; ;2;2; ;1;1;1;24;2; ;2; ; ; ; ;0;1;15;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2;2;3;2;2;2;3;3; ;2;9500;54;95;1;19;960,762237914163
450000;1;4;60;1;2;2;3; ;53000; ;1;2; ;2; ; ;2;2;1; ;1;1;2;1;60;1; ;1; ;1; ;645000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ;150000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;54; ; ;0;3; ;1;7;17;2; ; ; ; ; ;9;8; ;1; ; ; ; ;2; ; ; ; ;4; ;1; ; ; ; ; ; ; ;1; ;1;2; ;1;2;2;24;1; ;2; ; ; ; ;6450000;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;2;1;3;3; ;2;0201;97;02;1;19;960,762237914163
450001;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1; ;1; ;1; ;280000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;55; ; ;55; ; ;1;7;17;2; ; ; ; ; ;6;9; ;2;6; ;4; ;2; ; ; ; ;2; ;1; ; ; ; ; ; ; ;1; ;2;2; ;2; ; ; ; ; ;2; ; ; ; ;3080000;2; ; ; ;1;1;2;1;1;1;2;2;2;2;2; ;2;1; ;3;3;2;3;3;3;2;2;2;8; ;2;4521;95;45;1;19;1651,70479021295
450001;1;5;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;8; ;1; ;1; ;10000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;1; ;16;7;45;2; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;45; ; ;45; ; ;1;7;16;2; ; ; ; ; ;2;8; ;2;3; ;1; ;2; ; ; ; ;2; ;1; ; ; ; ; ; ; ;1; ;2;2; ;2; ; ; ; ; ;2; ; ; ; ;10000;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;3;2;2;3;3;3; ;2;0111;62;01;1;19;1651,70479021295
450002;1;1;60;1;2;2;3; ; ; ;2;2; ;1; ;43370;2;1;1; ;2;2;2;2;40;1; ;2; ;1; ;305758;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;40; ; ;40; ; ;1;8;16;2; ; ; ; ; ;9;8; ;1; ; ; ; ;1;2;1;67224;40; ; ;1;1; ; ; ; ; ; ; ; ;2;2; ;2; ; ; ; ; ;2; ; ; ; ;1528790;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;4; ;2;0201;63;02;1;19;1406,53949736922
450002;1;3;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1; ;1; ;1; ;45000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;1;2007;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;36;2; ;36; ; ;1;7;19;2; ; ; ; ; ;2;7; ;2;3; ;4; ;2; ; ; ; ;2; ;1; ; ; ; ; ; ; ;1; ;2;2; ;1;1;1;1;8; ;2; ; ; ; ;917445;2; ; ; ;1;1;2;1;2;1;2;2;2;2;2; ;2;1; ;2;3;2;3;3;2;2;2;2;3; ;2;5211;37;52;1;19;1406,53949736922
456573;1;1;60;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;1;2;2;2;8;8; ;1; ;6; ;240000;2; ; ;1;100000;1;60000;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;1;2007;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;64; ; ;64; ; ;1;4;7;1;8;12;1;14;17;2;8; ;2;5; ;4; ;2; ; ; ; ;1; ;1; ; ; ; ; ; ; ;1; ;2;2; ;1;2;2;60;8; ;2; ; ; ; ;3500000;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;1; ;2;2;2;3;3;2;2;3;2;3; ;2;0121;62;01;1;23;1540,83069170525
