DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;AREA;ESC;DPTO;fex_c_2011
1723785;1;2;1;10;2;2;1;11;1988;20;3;6;1; ; ;3; ; ;2;1;1;2;6;1;2;05;12;05;732,804340450541
1723785;1;3;1;10;3;2;1;3;1991;18;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;05;11;05;732,804340450541
1723785;1;4;1;10;1;2;1;9;1994;14;3;6;1; ; ;3; ; ;2;1;1;2;4;8; ;05;8;05;732,804340450541
1723785;1;5;1;10;1;1;1;1;1929;80;5;6;1; ; ;1;2;85000;2;1;2; ;6;15;5;05;26;05;732,804340450541
1723785;1;6;1;10;6;1;1;2;1990;19;7;6;1; ; ;1;5; ;2;1;1;1;6;0;2;05;11;05;732,804340450541
1723785;1;7;1;10;7;1;1;6;1989;20;7;6;1; ; ;3; ; ;2;1;1;1;6;0;2;05;11;05;732,804340450541
1723786;1;1;1;10;1;1;1;2;1948;61;1;3;1; ; ;1;2;68414;2;2;2; ;1;0; ;05;0;05;948,621110863596
1723786;1;2;1;10;2;2;1;9;1950;58;2;3;1; ; ;1;5; ;2;2;2; ;3;2; ;05;2;05;948,621110863596
1723787;1;1;1;10;1;1;1;8;1987;21;1;3;1; ; ;1;1;19876;2;1;2; ;4;8; ;05;8;05;779,934648817631
1723787;1;2;1;10;2;2;1;6;1986;23;2;3;1; ; ;1;1;19876;2;1;2; ;5;11;2;05;11;05;779,934648817631
1723787;1;3;1;10;2;1;1;9;2008;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;05; ;05;779,934648817631
1723788;1;1;1;10;1;1;1;5;1953;56;1;3;1; ; ;1;5; ;1;1;2; ;3;5; ;05;5;05;1093,2515565325
1723788;1;2;1;10;1;1;2; ; ;84;5;5;1; ; ;1;2;85000;2;1;2; ;4;9; ;05;9;05;1093,2515565325
1723876;1;1;1;10;1;1;1;9;1949;59;1;3;1; ; ;1;3;62125;2;1;2; ;3;5; ;05;5;05;816,343828331478
1723876;1;2;1;10;2;2;1;8;1947;61;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;05;3;05;816,343828331478
1723876;1;3;1;10;2;1;1;4;1995;14;4;6;1; ; ;1;5; ;2;1;1;1;4;8; ;05;8;05;816,343828331478
1723876;1;4;1;10;4;2;1;12;1956;52;5;6;1; ; ;3; ; ;2;1;2; ;3;3; ;05;3;05;816,343828331478
1723877;1;1;1;10;1;1;1;7;1969;40;1;3;1; ; ;1;5; ;2;1;2; ;6;15;4;05;26;05;995,181232989494
1723877;1;2;1;10;2;2;1;3;1973;36;2;3;1; ; ;1;1;19876;2;1;2; ;6;6;4;05;17;05;995,181232989494
1723877;1;3;1;10;2;1;1;6;2001;8;3; ;1; ; ;1;5; ;2;1;1;2;3;0; ;05;0;05;995,181232989494
1723879;1;1;1;10;1;1;1;6;1961;48;1;3;1; ; ;1;5; ;2;1;2; ;6;3;3;05;14;05;1044,3290588379
1723879;1;2;1;10;1;2;1;9;1957;51;2;3;1; ; ;1;3;62125;2;1;2; ;6;3;3;05;14;05;1044,3290588379
1723880;1;1;1;10;1;2;1;8;1969;39;1;4;2;1;12; ; ; ;2;1;2; ;6;3;3;05;14;05;848,028950428583
1723880;1;2;1;10;2;2;1;8;1987;21;3;6;2;1;12; ; ; ;2;1;1;1;6;4;2;05;15;05;848,028950428583
1723881;1;1;1;10;1;1;1;2;1961;48;1;3;1; ; ;1;1;95000;2;1;2; ;6;6;4;05;17;05;919,569353842163
1723881;1;2;1;10;2;2;1;9;1964;44;2;3;1; ; ;1;5; ;2;1;2; ;6;5;4;05;16;05;919,569353842163
1723881;1;3;1;10;2;1;1;10;1995;13;3;6;1; ; ;1;5; ;2;1;1;2;4;6; ;05;6;05;919,569353842163
1723881;1;4;1;10;2;1;1;4;1998;11;3;6;1; ; ;1;5; ;2;1;1;2;4;0; ;05;5;05;919,569353842163
1723882;1;1;1;10;1;1;1;1;1959;50;1;3;1; ; ;1;1;24000;2;1;2; ;6;3;3;05;14;05;1030,56122154347
1723882;1;2;1;10;2;2;1;10;1962;46;2;3;1; ; ;1;1;19840;2;1;2; ;6;1;2;05;12;05;1030,56122154347
1723882;1;3;1;10;1;2;1;3;1997;12;3;6;1; ; ;1;5; ;2;1;1;2;4;6; ;05;6;05;1030,56122154347
1723882;1;4;1;10;2;2;1;6;1999;10;3;6;1; ; ;1;5; ;2;1;1;2;3;4; ;05;4;05;1030,56122154347
1723884;1;1;1;10;1;1;1;6;1947;62;1;4;1; ; ;1;2;300000;2;1;2; ;6;5;4;05;16;05;1010,62884578152
1723885;1;1;1;10;1;1;1;1;1944;65;1;3;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;1098,29765683856
1723885;1;2;1;10;2;2;1;5;1948;61;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;05;3;05;1098,29765683856
1723885;1;3;1;10;3;1;1;5;1968;41;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;05;7;05;1098,29765683856
1723885;1;4;1;10;4;2;1;8;1985;23;3;6;1; ; ;1;1;25000;2;1;2; ;6;3;3;05;14;05;1098,29765683856
1723886;1;1;1;10;1;1;1;10;1932;76;1;5;1; ; ;1;2;59640;2;1;2; ;6;2;3;05;13;05;1010,62884578152
1723888;1;1;1;10;1;1;1;3;1963;46;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;995,181232989494
1723888;1;2;1;10;2;2;1;6;1971;38;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;995,181232989494
1723888;1;3;1;10;2;1;1;9;1998;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;05;4;05;995,181232989494
1723889;1;1;1;10;1;1;1;3;1949;60;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;849,697450499088
1723889;1;2;1;10;2;2;1;4;1947;62;2;3;1; ; ;3; ; ;2;1;2; ;3;1; ;05;1;05;849,697450499088
1723889;1;3;1;10;1;1;1;5;1992;17;4;6;1; ; ;1;2;29814;2;1;1;1;5;10;1;05;10;05;849,697450499088
1723889;1;4;1;10;1;2;1;5;1997;12;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ;05;6;05;849,697450499088
1723890;1;1;1;10;1;1;1;12;1976;32;1;3;1; ; ;3; ; ;1;1;2; ;3;5; ;05;5;05;919,526923512097
1723890;1;2;1;10;2;2;1;8;1982;26;2;3;1; ; ;3; ; ;1;1;2; ;4;6; ;05;6;05;919,526923512097
1723890;1;3;1;10;2;1;1;9;1998;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;05;4;05;919,526923512097
1723890;1;4;1;10;2;1;1;3;2001;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;05;2;05;919,526923512097
1723890;1;5;1;10;2;2;1;1;2004;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;05;0;05;919,526923512097
1723890;1;6;1;10;6;1;1;2;1947;62;5;2;1; ; ;1;2;59640;2;2;2; ;1;0; ;05;0;05;919,526923512097
1723890;1;7;1;10;7;2;1;2;1958;51;5;2;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;919,526923512097
1723890;1;8;1;10;8;2;1;5;1949;60;5;6;1; ; ;3; ; ;1;2;2; ;1;0; ;05;0;05;919,526923512097
1723891;1;1;1;10;1;1;1;12;1948;60;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;948,621110863596
1723891;1;2;1;10;2;2;1;10;1953;55;2;3;1; ; ;1;5; ;2;1;2; ;4;8; ;05;8;05;948,621110863596
1723892;1;1;1;10;1;1;1;11;1986;22;1;6;1; ; ;1;5; ;2;1;1;1;6;3;2;05;14;05;776,782376735884
1723892;1;2;1;10;2;1;1;3;1985;24;9;6;2;1;1; ; ; ;2;1;1;1;6;5;3;05;16;05;776,782376735884
1723893;1;1;1;10;1;2;1;6;1931;78;1;5;1; ; ;1;2;52000;2;1;2; ;1;0; ;05;0;05;790,386520965291
1723893;1;2;1;10;2;1;1;7;1986;23;4;6;1; ; ;1;1;12000;2;1;2; ;5;11;2;05;11;05;790,386520965291
1723894;1;1;1;10;1;1;1;6;1971;38;1;3;1; ; ;1;5; ;2;1;2; ;6;5;5;05;16;05;1004,72517691224
1723894;1;2;1;10;2;2;1;6;1972;37;2;3;1; ; ;1;1;48000;2;1;2; ;6;3;3;05;14;05;1004,72517691224
1723894;1;3;1;10;2;1;1;9;2004;4;3; ;1; ; ;1;5; ;2;2;1;2;2;0; ;05;0;05;1004,72517691224
1723894;1;4;1;10;2;2;1;9;2004;4;3; ;1; ; ;1;5; ;2;2;1;2;2;0; ;05;0;05;1004,72517691224
1723895;1;1;1;10;1;1;1;7;1948;61;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;1121,60943805574
1723895;1;2;1;10;2;2;1;10;1953;55;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;05;4;05;1121,60943805574
1723895;1;3;1;10;3;1;1;5;1983;26;3;6;1; ; ;1;1;21300;2;1;2; ;5;11;2;05;11;05;1121,60943805574
1723896;1;1;1;10;1;1;1;10;1933;75;1;3;1; ; ;1;2;185000;2;1;2; ;5;11;2;05;11;05;1363,7992295932
1723896;1;2;1;10;2;2;1;8;1940;68;2;3;1; ; ;1;2;250000;2;1;2; ;5;11;2;05;11;05;1363,7992295932
1723896;1;3;1;10;3;2;1;10;1971;37;3;6;2;2; ; ; ; ;2;1;2; ;6;6;4;05;17;05;1363,7992295932
1723896;1;4;1;10;4;1;1;9;1976;32;3;3;1; ; ;1;1;12000;2;1;2; ;5;11;2;05;11;05;1363,7992295932
1723896;1;5;1;10;5;2;1;6;1978;31;5;3;1; ; ;1;3;62400;2;1;2; ;5;11;2;05;11;05;1363,7992295932
1723896;1;6;1;10;4;2;1;12;2007;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;05; ;05;1363,7992295932
1723896;1;7;1;10;7;1;1;7;1980;29;3;6;1; ; ;1;1;40000;2;1;2; ;6;5;4;05;16;05;1363,7992295932
1723896;1;8;1;10;8;1;1;8;1967;42;5;6;1; ; ;1;1;30000;2;1;2; ;3;5; ;05;5;05;1363,7992295932
1723897;1;1;1;10;1;1;1;12;1954;54;1;3;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;1038,98672730476
1723897;1;2;1;10;2;2;1;4;1953;56;2;3;1; ; ;2;2;470000;2;1;2; ;6;5;4;05;16;05;1038,98672730476
1723898;1;1;1;10;1;2;1;5;1971;38;1;4;1; ; ;1;1;19000;2;1;2; ;5;11;2;05;11;05;824,717169211406
1723898;1;2;1;10;1;2;1;8;1993;15;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ;05;9;05;824,717169211406
1723898;1;3;1;10;1;2;1;1;1996;13;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;05;7;05;824,717169211406
1723900;1;1;1;10;1;1;1;1;1947;62;1;3;1; ; ;1;2;250000;2;1;2; ;6;5;4;05;16;05;901,499651401557
1723900;1;2;1;10;2;2;1;11;1940;68;2;3;1; ; ;1;5; ;2;1;2; ;4;9; ;05;9;05;901,499651401557
1723900;1;3;1;10;3;2;1;2;1977;32;3;4;1; ; ;1;3;62000;2;1;2; ;6;5;4;05;16;05;901,499651401557
1723900;1;4;1;10;3;2;1;2;2006;3;4; ;1; ; ;1;5; ;2;2;1;1;2;0; ;05;0;05;901,499651401557
1723901;1;1;1;10;1;2;1;1;1929;80;1;5;1; ; ;1;3;82000;2;1;2; ;3;5; ;05;5;05;803,990665194697
1723901;1;2;1;10;2;2;1;4;1951;58;3;6;1; ; ;1;2;240000;2;1;2; ;6;5;4;05;16;05;803,990665194697
1723902;1;1;1;10;1;2;1;3;1950;59;1;6;1; ; ;1;3;62500;2;1;2; ;4;6; ;05;6;05;790,386520965291
1723902;1;2;1;10;2;1;1;9;1985;23;3;6;1; ; ;1;5; ;2;1;2; ;4;8; ;05;8;05;790,386520965291
1723903;1;1;1;10;1;2;1;6;1973;36;1;6;1; ; ;3; ; ;2;1;2; ;6;3;3;05;14;05;626,999960122397
1723903;1;2;1;10;2;2;1;12;1981;27;5;6;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;626,999960122397
1723903;1;3;1;10;3;2;1;4;1986;23;5;6;1; ; ;1;4; ;2;1;2; ;5;11;2;05;11;05;626,999960122397
1723903;1;4;1;10;4;1;1;2;1992;17;5;6;1; ; ;1;5; ;2;1;2; ;4;8; ;05;8;05;626,999960122397
1723903;1;5;1;10;2;1;1;7;1998;11;5;6;1; ; ;1;5; ;2;1;1;1;3;4; ;05;4;05;626,999960122397
1723903;1;6;1;10;1;2;1;1;2000;9;5; ;1; ; ;3; ; ;2;1;1;1;3;2; ;05;2;05;626,999960122397
1723903;1;7;1;10;2;1;1;1;1999;10;5;6;1; ; ;1;5; ;2;1;1;1;3;2; ;05;2;05;626,999960122397
1723904;1;1;1;10;1;2;1;2;1945;64;1;5;1; ; ;1;2;60000;2;1;2; ;4;6; ;05;6;05;865,998400112622
1723905;1;1;1;10;1;1;1;10;1940;68;1;3;1; ; ;1;3;98;2;1;2; ;3;4; ;05;4;05;948,621110863596
1723905;1;2;1;10;1;2;1;2;1938;71;2;3;1; ; ;1;5; ;2;1;2; ;4;9; ;05;9;05;948,621110863596
1723906;1;1;1;10;1;1;1;2;1965;44;1;6;1; ; ;1;1;12000;2;1;2; ;3;5; ;05;5;05;1100,99446222269
1723907;1;1;1;10;1;2;1;6;1957;52;1;5;1; ; ;3; ; ;2;1;2; ;4;6; ;05;6;05;706,349136056668
1723907;1;2;1;10;2;1;1;4;1989;20;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;706,349136056668
1723907;1;3;1;10;1;1;1;9;1993;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;05;9;05;706,349136056668
1723907;1;4;1;10;4;2;1;2;1985;24;3;6;1; ; ;1;5; ;2;1;2; ;4;9; ;05;9;05;706,349136056668
1723907;1;5;1;10;4;2;1;7;2001;8;4; ;1; ; ;1;5; ;2;1;1;1;3;1; ;05;1;05;706,349136056668
1723908;1;1;1;10;1;2;1;1;1953;56;1;5;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;968,553486625548
1723908;1;2;1;10;2;2;1;2;1978;31;3;4;1; ; ;1;1;20000;2;1;2; ;5;11;2;05;11;05;968,553486625548
1723908;1;3;1;10;3;1;1;2;1981;28;3;6;1; ; ;1;1;22000;2;1;2; ;5;11;2;05;11;05;968,553486625548
1723908;1;4;1;10;4;2;1;4;1993;16;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;05;10;05;968,553486625548
1723908;1;5;1;10;2;2;1;11;1998;10;4;6;1; ; ;1;5; ;2;1;1;2;3;4; ;05;4;05;968,553486625548
1723909;1;1;1;10;1;1;1;4;1968;41;1;3;1; ; ;3; ; ;2;1;2; ;4;8; ;05;8;05;978,261123613318
1723909;1;2;1;10;2;2;1;2;1967;42;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;978,261123613318
1723909;1;3;1;10;3;1;1;7;1995;14;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;05;7;05;978,261123613318
1723909;1;4;1;10;1;2;1;7;2000;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;05;2;05;978,261123613318
1723911;1;1;1;10;1;1;1;9;1969;39;1;3;1; ; ;1;1;78000;2;1;2; ;4;6; ;05;6;05;948,059773527455
1723911;1;2;1;10;2;2;1;10;1967;41;2;3;1; ; ;1;1;32000;2;1;2; ;4;6; ;05;6;05;948,059773527455
1723911;1;3;1;10;2;1;1;6;2002;7;3; ;1; ; ;1;5; ;2;1;1;2;3;0; ;05;0;05;948,059773527455
1723911;1;4;1;10;2;2;1;11;2004;4;3; ;1; ; ;1;5; ;2;2;1;2;2;0; ;05;0;05;948,059773527455
1723911;1;5;1;10;5;2;1;10;1972;36;6;6;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;948,059773527455
1723912;1;1;1;10;1;2;1;4;1936;73;1;6;1; ; ;1;5; ;2;1;2; ;3;1; ;05;1;05;865,998400112622
1723913;1;1;1;10;1;1;1;5;1957;52;1;6;1; ; ;1;1;19000;2;1;2; ;3;2; ;05;2;05;1100,99446222269
1723914;1;1;1;10;1;1;1;3;1954;55;1;6;1; ; ;1;3;62000;2;1;2; ;4;9; ;05;9;05;948,621110863596
1723914;1;2;1;10;2;2;1;7;1927;82;5;6;1; ; ;1;2;65000;2;1;2; ;4;8; ;05;8;05;948,621110863596
1723915;1;1;1;10;1;1;1;9;1966;42;1;3;1; ; ;1;5; ;2;1;2; ;6;1;3;05;12;05;922,093617256217
1723915;1;2;1;10;2;2;1;3;1966;43;2;3;1; ; ;1;1;28000;2;1;2; ;6;2;3;05;13;05;922,093617256217
1723915;1;3;1;10;3;2;1;2;1991;18;3;6;1; ; ;1;1;22000;2;1;2; ;6;1;2;05;12;05;922,093617256217
1723915;1;4;1;10;2;1;1;9;1992;16;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;05;10;05;922,093617256217
1723915;1;5;1;10;2;2;1;11;1996;12;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;05;6;05;922,093617256217
1723916;1;1;1;10;1;1;1;11;1979;29;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;830,189637400402
1723916;1;2;1;10;2;2;1;10;1969;39;2;1;1; ; ;1;3;62000;2;1;2; ;6;2;3;05;13;05;830,189637400402
1723916;1;3;1;10;3;1;1;11;1988;20;3;6;1; ; ;1;5; ;2;1;2; ;5;10;1;05;10;05;830,189637400402
1723916;1;4;1;10;2;1;1;6;2004;5;3; ;1; ; ;1;5; ;2;2;1;2;2;0; ;05;0;05;830,189637400402
1723916;1;5;1;10;2;2;1;10;1991;17;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;05;10;05;830,189637400402
1723916;1;6;1;10;6;1;1;8;1991;18;5;1;1; ; ;1;5; ;2;1;2; ;4;8; ;05;8;05;830,189637400402
1723916;1;7;1;10;5;2;1;12;2008;0;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;05; ;05;830,189637400402
1723917;1;1;1;10;1;2;1;7;1979;30;1;3;1; ; ;2;5; ;2;1;2; ;6;3;3;05;14;05;800,907490966543
1723917;1;2;1;10;1;2;1;1;2004;5;3; ;1; ; ;2;5; ;2;2;1;2;2;0; ;05;0;05;800,907490966543
1723917;1;3;1;10;3;2;1;11;1980;28;5;6;1; ; ;1;1;40000;2;1;2; ;6;4;3;05;15;05;800,907490966543
1723917;1;4;1;10;4;2;1;8;1990;19;5;6;2;1;6; ; ; ;2;1;2; ;5;11;2;05;11;05;800,907490966543
1723918;1;1;1;10;1;1;1;5;1935;74;1;3;1; ; ;1;5; ;2;1;2; ;3;2; ;05;2;05;948,621110863596
1723918;1;2;1;10;2;2;1;3;1944;65;2;3;1; ; ;1;5; ;2;1;2; ;4;6; ;05;6;05;948,621110863596
1723919;1;1;1;10;1;2;1;12;1933;75;1;5;1; ; ;1;5; ;2;1;2; ;3;3; ;05;3;05;698,177435961503
1723919;1;2;1;10;2;2;1;12;1978;30;3;6;1; ; ;1;1;32000;2;1;1;2;6;0;2;05;11;05;698,177435961503
1723919;1;3;1;10;2;1;1;9;1998;10;4;6;1; ; ;1;5; ;2;1;1;1;3;4; ;05;4;05;698,177435961503
1723919;2;1;2;10;1;2;1;9;1948;60;1;6;1; ; ;1;2;60000;2;1;2; ;4;9; ;05;9;05;698,177435961503
1723920;1;1;1;10;1;1;1;7;1965;44;1;3;1; ; ;1;1;40000;2;1;1;1;4;9; ;05;9;05;1155,30965111212
1723920;1;2;1;10;2;2;1;11;1965;43;2;3;1; ; ;1;5; ;2;1;2; ;4;7; ;05;7;05;1155,30965111212
1723920;1;3;1;10;3;2;1;12;1931;77;5;5;2;1;1; ; ; ;2;1;2; ;3;2; ;05;2;05;1155,30965111212
1723920;1;4;1;10;4;1;1;9;1964;44;5;6;1; ; ;1;1;32000;2;1;2; ;5;11;2;05;11;05;1155,30965111212
1723922;1;1;1;10;1;2;1;5;1929;80;1;5;1; ; ;1;2;190000;2;1;2; ;5;11;2;05;11;05;1038,98672730476
1723922;1;2;1;10;2;1;1;2;1968;41;3;6;1; ; ;1;1;62000;2;1;2; ;6;4;3;05;15;05;1038,98672730476
1723923;1;1;1;10;1;1;1;11;1955;53;1;3;1; ; ;1;1;2000000;2;1;2; ;6;5;4;05;16;05;945,405398473394
1723923;1;2;1;10;2;2;1;12;1967;41;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;945,405398473394
1723923;1;3;1;10;1;1;1;12;1991;17;3;6;1; ; ;1;5; ;2;1;1;2;4;9; ;05;9;05;945,405398473394
1723923;1;4;1;10;1;2;1;12;1996;12;3;6;1; ; ;1;5; ;1;1;1;2;4;6; ;05;6;05;945,405398473394
1723924;1;1;1;10;1;2;1;1;1960;49;1;5;1; ; ;1;2;65000;2;1;2; ;6;2;4;05;13;05;720,116973351098
1723924;1;2;1;10;2;1;1;12;1986;22;3;6;1; ; ;1;3;62000;2;1;1;1;6;3;3;05;14;05;720,116973351098
1723924;1;3;1;10;1;1;1;2;1992;17;3;6;1; ; ;1;5; ;2;1;1;1;6;0;2;05;11;05;720,116973351098
1723925;1;1;1;10;1;2;1;10;1966;42;1;5;1; ; ;1;1;36000;1;1;2; ;6;2;3;05;13;05;772,417071281252
1723925;1;2;1;10;2;1;1;9;1985;23;3;6;1; ; ;1;5; ;2;1;1;1;6;1;2;05;12;05;772,417071281252
1723925;1;3;1;10;1;2;1;11;1994;14;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ;05;8;05;772,417071281252
1723927;1;1;1;10;1;1;1;9;1947;61;1;3;1; ; ;1;2;52000;2;1;2; ;6;1;3;05;12;05;966,020374306444
1723927;1;2;1;10;2;2;1;3;1952;57;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;966,020374306444
1723927;1;3;1;10;3;1;1;6;1985;24;3;6;1; ; ;1;1;22000;2;1;2; ;6;1;3;05;12;05;966,020374306444
1723927;1;4;1;10;4;2;1;2;1979;30;3;4;1; ; ;1;1;120000;2;1;2; ;6;2;3;05;13;05;966,020374306444
1723927;1;5;1;10;4;2;1;7;1996;13;4;6;1; ; ;1;5; ;2;1;1;2;4;6; ;05;6;05;966,020374306444
1723927;1;6;1;10;6;1;1;10;1954;54;5;4;1; ; ;1;3;65000;2;1;2; ;5;11;2;05;11;05;966,020374306444
