DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;AREA;fex_c_2011
1722197;1;4;1;80;1;1;4;5; ;2; ;2; ; ; ; ;8;2;1;47;47;99,1900309807587
1722198;1;1;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;47;47;110,447083092732
1722198;1;3;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;47;47;110,447083092732
1722199;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;186,203794229594
1722200;1;2;1;80;1;2; ; ; ;1;1;2; ;2; ;.; ; ;1;47;47;81,7680772497004
1722201;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;143,316896275035
1722201;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;143,316896275035
1722202;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;126,327493062703
1722204;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;47;47;117,90886180139
1722205;1;1;1;80;1;1;4;3; ;3; ;2; ; ; ; ;9;2;1;47;47;79,5649478715546
1722205;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;79,5649478715546
1722206;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;47;47;184,003880759928
1722206;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;184,003880759928
1722207;1;3;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;47;47;141,224534306832
1722208;1;5;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;47;47;389,386208719139
1722210;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;167,803155620391
1722210;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;167,803155620391
1722210;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;167,803155620391
1722213;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;79,5649478715546
1722214;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;47;47;119,450405562477
1722214;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;119,450405562477
1722214;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;119,450405562477
1722215;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;288,072314596669
1722215;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;288,072314596669
1722215;2;2;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;288,072314596669
1722217;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;203,091514704092
1722218;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;47;47;117,374812344565
1722219;1;7;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;47;47;117,511572506763
1722221;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;389,831270968657
1722221;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;389,831270968657
1722222;1;1;1;80;1;1;2;8;ESTA  VISITADO   SU   FAMILIA  EN   EL   EXTERIOR;2; ;2; ; ; ;ESTA   DE    VIAJE;12;2;1;47;47;327,6593782363
1722223;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;47;47;125,507400672247
1722223;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;125,507400672247
1722224;1;2;1;80;1;1;4;8; ;2; ;2; ; ; ; ;9;2;1;47;47;125,507400672247
1722224;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;125,507400672247
1722225;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;166,728434613966
1722226;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;137,635370726017
1722226;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;137,635370726017
1722226;2;2;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;137,635370726017
1722231;1;1;1;80;1;1;4;9;NO QUISO TRABAJAR MAS;3; ;2; ; ; ; ;11;2;1;47;47;158,879114033578
1722231;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;158,879114033578
1722232;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;11;2;1;47;47;129,534900836629
1722232;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;129,534900836629
1722233;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;47;47;143,316896275035
1722233;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;143,316896275035
1722234;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;274,056173182196
1722237;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;178,014112352322
1722237;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;178,014112352322
1722238;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;117,90886180139
1722239;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;119,263187448406
1722240;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;47;47;203,342480213358
1722240;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;203,342480213358
1722243;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;129,767557671821
1722244;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;181,352494223606
1722244;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;181,352494223606
1722244;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;181,352494223606
1722245;1;1;1;80;1;1;2;8; ;2; ;2; ; ; ; ;9;2;1;47;47;137,451631918915
1722245;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;137,451631918915
1722245;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;137,451631918915
1722246;1;2;1;80;1;1;3;3; ;2; ;2; ; ;2; ;9;1;1;47;47;149,926249515705
1722247;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;169,145041356961
1722248;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;47;47;112,306819065248
1722249;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;47;47;81,7680772497004
1723692;1;2;1;80;1;1;4;3; ;1;2;2; ; ;4; ;1;1;1;05;05;953,963442396734
1723693;1;2;1;80;1;1;4;2; ;2; ;2; ; ; ; ;2;2;1;05;05;817,493421395909
1723693;1;3;1;80;1;1;1;8; ;2; ;1;300000; ; ; ;2;2;1;05;05;817,493421395909
1723693;1;4;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;05;05;817,493421395909
1723693;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;817,493421395909
1723775;1;3;1;80;1;1;2;8; ;2; ;2; ; ;1; ;2;1;1;05;05;843,957474694832
1723775;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;843,957474694832
1723777;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;896,257572624986
1723777;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;896,257572624986
1723777;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;896,257572624986
1723778;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;05;809,332996727835
1723779;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;05;865,998400112622
1723780;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;1038,98672730476
1723781;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1087,22662492826
1723782;1;1;1;80;1;1;4;5; ;3; ;2; ; ;1; ;1;1;1;05;05;948,621110863596
1723782;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;1;2;1;05;05;948,621110863596
1723784;1;1;1;80;1;2; ; ; ;3; ;2; ;1;4; ;10; ;1;05;05;948,621110863596
1723784;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;948,621110863596
1723785;1;2;1;80;1;2; ; ; ;2; ;2; ;1;1; ;2; ;1;05;05;732,804340450541
1723785;1;3;1;80;1;1;2;9;CAMBIO DE DOMICILIO;2; ;2; ; ;1; ;2;1;1;05;05;732,804340450541
1723785;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;732,804340450541
1723785;1;5;1;80;1;1;3;5; ;3; ;2; ; ; ; ;4;2;1;05;05;732,804340450541
1723785;1;6;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;05;05;732,804340450541
1723788;1;1;1;80;1;1;3;8; ;2; ;2; ; ; ; ;4;2;1;05;05;1093,2515565325
1723788;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;05;1093,2515565325
1723876;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;816,343828331478
1723876;1;4;1;80;1;2; ; ; ;2; ;2; ;1;4; ;11; ;1;05;05;816,343828331478
1723879;1;2;1;80;1;1;4;6; ;2; ;2; ; ;2; ;5;1;1;05;05;1044,3290588379
1723880;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;848,028950428583
1723881;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;919,569353842163
1723882;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1030,56122154347
1723885;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1098,29765683856
1723889;1;2;1;80;1;1;4;6; ;2; ;2; ; ; ; ;11;2;1;05;05;849,697450499088
1723889;1;3;1;80;1;1;3;8; ;3; ;2; ; ; ; ;2;2;1;05;05;849,697450499088
1723889;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;849,697450499088
1723890;1;6;1;80;1;1;1;6; ;3; ;2; ; ; ; ;4;2;1;05;05;919,526923512097
1723890;1;7;1;80;1;1;1;7; ;2; ;2; ; ; ;POR FALTA DE RECURSOS;12;2;1;05;05;919,526923512097
1723890;1;8;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;05;05;919,526923512097
1723891;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;05;05;948,621110863596
1723893;1;1;1;80;1;1;4;3; ;3; ;2; ; ; ; ;9;2;1;05;05;790,386520965291
1723896;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;05;1363,7992295932
1723896;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;05;1363,7992295932
1723897;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;05;05;1038,98672730476
1723898;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;824,717169211406
1723898;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;824,717169211406
1723900;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;05;901,499651401557
1723900;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;901,499651401557
1723901;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;803,990665194697
1723901;1;2;1;80;1;1;1;5; ;3; ;2; ; ; ; ;10;2;1;05;05;803,990665194697
1723902;1;2;1;80;1;1;2;6; ;2; ;2; ; ; ; ;1;2;1;05;05;790,386520965291
1723903;1;1;1;80;1;1;1;4; ;2; ;2; ; ;1; ;1;1;1;05;05;626,999960122397
1723903;1;4;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;05;05;626,999960122397
1723904;1;1;1;80;1;1;2;5; ;3; ;2; ; ; ; ;10;2;1;05;05;865,998400112622
1723905;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;05;948,621110863596
1723905;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;948,621110863596
1723907;1;2;1;80;1;1;1;8; ;2; ;2; ; ;1;PORQUE NO TIENE LIBRETA MILITAR;12;1;1;05;05;706,349136056668
1723907;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;05;05;706,349136056668
1723908;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;968,553486625548
1723908;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;968,553486625548
1723909;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;978,261123613318
1723909;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;978,261123613318
1723912;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;05;865,998400112622
1723914;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;05;05;948,621110863596
1723914;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;05;948,621110863596
1723915;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;922,093617256217
1723915;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;922,093617256217
1723916;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;830,189637400402
1723918;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;948,621110863596
1723919;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;698,177435961503
1723919;2;1;2;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;05;05;698,177435961503
1723920;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1155,30965111212
1723920;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1155,30965111212
1723922;1;1;1;80;1;1;4;3; ;3; ;2; ; ; ; ;8;2;1;05;05;1038,98672730476
1723923;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;945,405398473394
1723923;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;945,405398473394
1723923;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;945,405398473394
1723924;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;720,116973351098
1723925;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;772,417071281252
1723927;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;9;2;1;05;05;966,020374306444
1723927;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;966,020374306444
1723927;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;966,020374306444
1723928;1;1;1;80;1;1;2;9;SE   SENTIA   CANSADA;2; ;2; ; ; ; ;11;2;1;05;05;842,686618895445
1723928;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;842,686618895445
1723929;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;805,109103356152
1723931;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;11;2;1;05;05;868,643926261632
1723931;1;2;1;80;1;1;4;7; ;1;2;2; ; ; ; ;1;2;1;05;05;868,643926261632
1723931;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;868,643926261632
1723931;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;868,643926261632
1723932;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;739,063449113642
1723936;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;05;05;835,290304094023
1723936;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;9;2;1;05;05;835,290304094023
1723938;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;11;2;1;05;05;816,343828331478
1723939;1;1;1;80;1;1;2;5; ;3; ;2; ; ; ; ;11;2;1;05;05;1098,29765683856
1723939;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;1098,29765683856
1723939;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1098,29765683856
1723940;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;872,945791407809
1723942;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;922,093617256217
1723942;1;3;1;80;1;1;1;8; ;2; ;2; ; ;1; ;1;1;1;05;05;922,093617256217
1723942;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;922,093617256217
1723942;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;922,093617256217
1723943;1;2;1;80;1;1;4;1; ;2; ;2; ; ;4; ;9;1;1;05;05;1004,72517691224
1723944;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;805,770693448861
1723944;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;805,770693448861
1723946;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;05;948,621110863596
1723947;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;997,705496403548
1723947;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;997,705496403548
1723947;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;997,705496403548
1723948;1;1;1;80;1;1;2;5; ;3; ;2; ; ; ; ;11;2;1;05;05;948,621110863596
1723952;1;1;1;80;1;1;4;3; ;3; ;2; ; ; ; ;8;2;1;05;05;1038,98672730476
1723953;1;2;1;80;1;1;2;8; ;2; ;2; ; ;1; ;5;1;1;05;05;730,626667925259
1723953;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;730,626667925259
1723954;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;530,231062303549
1723956;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;520,646990811754
1723956;2;2;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;520,646990811754
1723959;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;559,429858462027
1723961;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;603,547429716684
1723961;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;603,547429716684
1723961;1;7;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;603,547429716684
1723963;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;497,096375801579
1723963;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;497,096375801579
1723965;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;552,291043803513
1723965;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;552,291043803513
1723966;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;499,114848993492
1723966;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;499,114848993492
1723967;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;519,963049614819
1723967;1;5;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;08;519,963049614819
1723968;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;518,385969274407
1723968;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;518,385969274407
1723968;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;518,385969274407
1723969;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;526,123657209518
1723970;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;510,983031115456
1723971;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;512,798972016928
1723971;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;512,798972016928
1723972;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;506,227209069937
1723972;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;506,227209069937
1723973;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;534,198295116062
1723975;2;2;2;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;08;547,161368631251
1723976;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;572,273134748123
1723976;1;4;1;80;1;1;4;9;NO  DESEA TRABAJAR;2; ;2; ; ; ; ;8;2;1;08;08;572,273134748123
1723977;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;9;2;1;08;08;640,079114291916
1723977;1;7;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;08;08;640,079114291916
