DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;clase;DPTO;fex_c_2011
1760902;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;38; ;4; ; ; ; ; ; ;2;05;2643,38797247292
1760902;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;05;2643,38797247292
1760902;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;05;2643,38797247292
1760903;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;05;3909,33788016999
1760903;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;35; ; ; ; ; ; ;2;05;3909,33788016999
1760999;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1418,79022406495
1760999;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;13;1418,79022406495
1760999;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;40; ;30; ; ; ; ; ; ;2;13;1418,79022406495
1761000;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;20; ; ; ; ; ; ;2;13;887,597307507737
1761000;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;40; ;40; ; ; ; ; ; ;2;13;887,597307507737
1761000;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;2;13;887,597307507737
1761001;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1539,21301095017
1761001;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;8;40; ;30; ; ; ; ; ; ;2;13;1539,21301095017
1761001;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;13;1539,21301095017
1761003;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1107,23402354919
1761003;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;20; ; ; ; ; ; ;2;13;1107,23402354919
1761003;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;13;1107,23402354919
1761004;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;20; ; ; ; ; ; ;2;13;2811,83251702254
1761004;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;30; ; ; ; ; ; ;2;13;2811,83251702254
1761004;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;2811,83251702254
1761004;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;13;2811,83251702254
1761004;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;2811,83251702254
1761004;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;2;13;2811,83251702254
1761005;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;2215,9636284131
1761005;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;40; ;40; ; ; ; ; ; ;2;13;2215,9636284131
1761005;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;13;2215,9636284131
1761005;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;13;2215,9636284131
1761005;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;2;13;2215,9636284131
1761006;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;958,696465121089
1761006;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;10;40; ;40; ; ; ; ; ; ;2;13;958,696465121089
1761006;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;2;13;958,696465121089
1761008;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;13;1403,41527187253
1761009;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;10;30; ; ; ; ; ; ; ; ;2;13;1403,41527187253
1761010;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;8;40; ;30; ; ; ; ; ; ;2;13;1775,16558573132
1761010;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1775,16558573132
1761010;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;2;13;1775,16558573132
1761019;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1343,62473649139
1761020;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1483,14822196905
1761020;1;2;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;15; ; ; ; ; ; ;2;13;1483,14822196905
1761020;1;3;1;90; ;1;1;2;1;2;2;2;2;2;2;9;40; ;30; ; ; ; ; ; ;2;13;1483,14822196905
1761020;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1483,14822196905
1761021;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;745,976413353226
1761021;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;10;40; ; ; ; ; ; ; ; ;2;13;745,976413353226
1761021;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;745,976413353226
1761022;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;10; ; ; ; ; ; ;2;13;702,958129255635
1761022;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;10;40; ;40; ; ; ; ; ; ;2;13;702,958129255635
1761023;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;10; ; ; ; ; ; ;2;13;1900,28173094196
1761023;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;10;40; ;30; ; ; ; ; ; ;2;13;1900,28173094196
1761023;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;13;1900,28173094196
1761024;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1343,62473649139
1761025;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1277,16932991044
1761025;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;9;40; ;20; ; ; ; ; ; ;2;13;1277,16932991044
1761025;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;13;1277,16932991044
1761026;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;10; ; ; ; ; ; ;2;13;702,958129255635
1761026;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;6;20; ;20; ; ; ; ; ; ;2;13;702,958129255635
1761026;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;9; ; ; ; ; ; ; ; ;2;13;702,958129255635
1761027;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;8;15; ; ; ; ; ; ; ; ;2;13;812,431819934178
1761028;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;10; ; ; ; ; ; ;2;13;1902,34457941965
1761028;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;10;40; ;30; ; ; ; ; ; ;2;13;1902,34457941965
1761028;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1902,34457941965
1761028;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;13;1902,34457941965
1761030;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;10; ; ; ; ; ; ;2;13;2153,57714338339
1761030;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;10;40; ;20; ; ; ; ; ; ;2;13;2153,57714338339
1761041;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;35; ; ; ; ; ; ;2;13;1294,11221701536
1761042;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;21; ; ; ; ; ; ;2;13;702,958129255635
1761042;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;35; ; ; ; ; ; ;2;13;702,958129255635
1761044;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;809,93083329544
1761044;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;13;809,93083329544
1761045;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;2286,87389582229
1761045;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;27; ;30; ; ; ; ; ; ;2;13;2286,87389582229
1761045;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;2;13;2286,87389582229
1761045;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;13;2286,87389582229
1761045;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;13;2286,87389582229
1761046;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;13;1823,01520728502
1761046;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1823,01520728502
1761046;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1823,01520728502
1761047;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;702,958129255635
1761047;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;30; ; ;7; ; ; ; ; ;2;13;702,958129255635
1761047;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;13;702,958129255635
1761047;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;30; ; ; ; ; ; ;2;13;702,958129255635
1761047;1;7;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;702,958129255635
1761047;1;8;1;90; ;2;1;2;2;1;2;2;2;2;2; ;21; ; ;21; ; ; ; ; ;2;13;702,958129255635
1761047;1;9;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;702,958129255635
1761049;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;13;812,431819934178
1761054;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;21;14; ; ; ; ; ; ; ; ;2;13;793,614974555734
1761054;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;14;30; ; ; ; ; ; ; ; ;2;13;793,614974555734
1761055;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;21; ; ; ; ; ; ; ; ;2;13;702,958129255635
1761055;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;2;13;702,958129255635
1761056;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;14;7; ; ; ; ; ; ; ; ;2;13;760,418313819407
1761056;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;14;30; ;21; ; ; ; ; ; ;2;13;760,418313819407
1761057;1;1;1;90; ;1;2;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ; ;2;13;1925,61628562633
1761057;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;30; ;21; ; ; ; ; ; ;2;13;1925,61628562633
1761057;1;3;1;90; ;1;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ;2;13;1925,61628562633
1761057;1;4;1;90; ;1;2;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ; ;2;13;1925,61628562633
1761057;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1925,61628562633
1761058;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;21;14; ;14; ; ; ; ; ; ;2;13;1968,79998600061
1761058;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;30; ;35; ; ; ; ; ; ;2;13;1968,79998600061
1761060;1;1;1;90; ;1;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ;2;13;747,639311275559
1761060;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;14;21; ; ; ; ; ; ; ; ;2;13;747,639311275559
1761060;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;30;21; ; ; ; ; ; ; ; ;2;13;747,639311275559
1761061;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;14;7; ; ; ; ; ; ; ; ;2;13;1682,89675358237
1761061;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;21;30; ;30; ; ; ; ; ; ;2;13;1682,89675358237
1761061;1;3;1;90; ;2;1;1;2;2;2;2;2;2;2; ;21;21; ; ; ; ; ; ; ;2;13;1682,89675358237
1761061;1;4;1;90; ;1;1;2;2;2;2;2;2;2;2;21;21; ; ; ; ; ; ; ; ;2;13;1682,89675358237
1761062;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;14;21; ; ; ; ; ; ; ; ;2;13;1343,62473649139
1761063;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;2;13;1055,65865559546
1761063;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;40; ; ; ; ; ; ;2;13;1055,65865559546
1761064;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;13;809,93083329544
1761064;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;13;809,93083329544
1761065;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;2;13;1416,72737558726
1761065;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;14;30; ;40; ; ; ; ; ; ;2;13;1416,72737558726
1761066;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;21; ; ; ; ; ; ;2;13;1919,28746652457
1761066;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;30; ; ; ; ; ; ;2;13;1919,28746652457
1761067;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1105,1711750715
1761067;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;30; ; ; ; ; ; ;2;13;1105,1711750715
1761068;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1728,28357610302
1761068;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;30; ;30; ; ; ; ; ; ;2;13;1728,28357610302
1761069;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;793,614974555734
1761069;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;10;40; ; ; ; ; ; ; ; ;2;13;793,614974555734
1761079;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1698,43216324526
1761079;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;2;13;1698,43216324526
1761079;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1698,43216324526
1761079;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;13;1698,43216324526
1761079;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;2;13;1698,43216324526
1761080;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1059,59546234668
1761080;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;2;13;1059,59546234668
1761080;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1059,59546234668
1761080;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;2;13;1059,59546234668
1761081;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1107,23402354919
1761081;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;13;1107,23402354919
1761081;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;2;13;1107,23402354919
1761083;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;2;13;812,431819934178
1761084;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;2;13;1435,10608280466
1761084;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;3;21; ; ; ; ; ; ; ; ;2;13;1435,10608280466
1761084;1;3;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;25; ; ; ; ; ; ;2;13;1435,10608280466
1761085;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;2;13;1339,46085193032
1761085;1;2;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ;2;13;1339,46085193032
1761086;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;809,93083329544
1761086;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;2;13;809,93083329544
1761087;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;28; ; ;30; ; ; ; ; ;2;13;739,938570518631
1761087;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;739,938570518631
1761087;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;2;13;739,938570518631
1761098;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;4;40; ; ; ; ; ; ; ; ;2;13;731,323452535852
1761098;1;2;1;90; ;1;2;2;2;2;2;2;2;2;2;10; ; ; ; ; ; ; ; ; ;2;13;731,323452535852
1761098;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;731,323452535852
1761100;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ;2;13;1343,62473649139
1761101;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;2;13;702,958129255635
1761101;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;2;13;702,958129255635
1761102;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1850,76921146593
1761102;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;13;1850,76921146593
1761102;1;3;1;90; ;1;2;2;2;2;2;2;2;2;2;6; ; ; ; ; ; ; ; ; ;2;13;1850,76921146593
1761103;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;2280,35618651637
1761103;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;30; ; ; ; ; ; ;2;13;2280,35618651637
1761104;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1734,47212153609
1761104;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;3;40; ; ; ; ; ; ; ; ;2;13;1734,47212153609
1761104;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1734,47212153609
1761104;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1734,47212153609
1761104;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;2;13;1734,47212153609
1761105;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;702,958129255635
1761105;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;3;28; ;30; ; ; ; ; ; ;2;13;702,958129255635
1761106;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;13;812,431819934178
1761107;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;13;1558,21874653278
1761107;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;2;30; ;30; ; ; ; ; ; ;2;13;1558,21874653278
1761108;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;2;13;1889,47061386597
1761109;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;2;13;1367,21485611123
1761109;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;3;28; ;21; ; ; ; ; ; ;2;13;1367,21485611123
1761118;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;1430,26531596857
1761118;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;15;1430,26531596857
1761118;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;1430,26531596857
1761118;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;15;1430,26531596857
1761122;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;2283,8178744465
1761122;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;15;2283,8178744465
1761122;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;2283,8178744465
1761122;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;2283,8178744465
1761122;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;2283,8178744465
1761122;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;2283,8178744465
1761123;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;15;1955,00655178141
1761123;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;2;15;1955,00655178141
1761123;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;2;15;1955,00655178141
1761123;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;1955,00655178141
1761123;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;2;15;1955,00655178141
1761123;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;15;1955,00655178141
1761123;1;7;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;1955,00655178141
1761123;1;10;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;1955,00655178141
1761124;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;15;1651,89076119933
1761124;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;15;1651,89076119933
1761125;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;15;1174,63957671971
1761125;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;2;15;1174,63957671971
1761126;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;2252,76897553618
1761126;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;15;2252,76897553618
1761126;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;2252,76897553618
1761126;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;2252,76897553618
1761126;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;2252,76897553618
1761127;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;1454,02564668545
1761127;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;15;1454,02564668545
1761127;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;2;15;1454,02564668545
1761127;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;1454,02564668545
1761128;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;1829,90764669113
1761128;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;15;1829,90764669113
1761128;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;1829,90764669113
1761128;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;1829,90764669113
1761129;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;2;15;1726,91040637259
1761129;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;2;15;1726,91040637259
1761130;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;15;994,282332957423
1761131;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;1174,63957671971
1761131;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;15;1174,63957671971
1761132;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;913,484757777882
1761132;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;15;913,484757777882
1761132;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;15;913,484757777882
1761133;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;2;15;812,174418927249
