DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;AREA;CLASE;MES;DPTO;fex_c_2011
5246960;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;154,12844875229
5246960;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;154,12844875229
5246960;1;3;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;154,12844875229
5246960;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;154,12844875229
5246961;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;30;2; ;2; ;17;1;10;17;217,907035562624
5246961;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;217,907035562624
5246961;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;217,907035562624
5246961;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;30;2; ;2; ;17;1;10;17;217,907035562624
5246961;1;5;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;217,907035562624
5246961;1;6;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;217,907035562624
5246962;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;175,174789360373
5246962;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;175,174789360373
5246962;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;175,174789360373
5246963;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;172,108606972431
5246963;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;172,108606972431
5246969;1;1;1;90;2; ;1;12;2; ;2; ;1;18;2; ;2; ;2; ;2; ;2; ;50;1;10;50;201,793258435036
5246969;1;2;1;90;2; ;1;35;2; ;2; ;1;24;2; ;2; ;2; ;2; ;2; ;50;1;10;50;201,793258435036
5246969;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;50;1;10;50;201,793258435036
5246969;1;4;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;50;1;10;50;201,793258435036
5246969;1;5;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;50;1;10;50;201,793258435036
5246969;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;50;1;10;50;201,793258435036
5246972;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;3120,51223800177
5246972;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;3120,51223800177
5246972;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;3120,51223800177
5246973;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;2016,79111174572
5246973;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;2016,79111174572
5246973;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;2016,79111174572
5246974;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;174,793541216436
5246974;1;2;1;90;2; ;1;33;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;174,793541216436
5246974;2;1;2;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;174,793541216436
5246974;2;2;2;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;174,793541216436
5246974;2;3;2;90;2; ;1;33;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;174,793541216436
5246975;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;152,330895248956
5246975;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;152,330895248956
5246975;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;152,330895248956
5246975;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;152,330895248956
5246975;1;6;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;152,330895248956
5246976;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;186,962486397746
5246976;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;186,962486397746
5246976;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;186,962486397746
5246976;2;1;2;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;186,962486397746
5246979;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;2507,21577087378
5246979;1;2;1;90;2; ;1;18;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;2507,21577087378
5246979;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;2507,21577087378
5246980;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;1591,87376611586
5246980;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;1591,87376611586
5246980;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;10;76;1591,87376611586
5246984;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;10;05;1253,2307461699
5246984;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;10;05;1253,2307461699
5246984;1;3;1;90;2; ;1;42;2; ;1;49;2; ;2; ;1;4;2; ;2; ;2; ;05;1;10;05;1253,2307461699
5246984;1;4;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;10;05;1253,2307461699
5246985;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;10;05;1112,8367236346
5246985;1;2;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;10;05;1112,8367236346
5246985;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;10;05;1112,8367236346
5246992;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;219,608618169836
5246992;1;2;1;90;2; ;1;30;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;219,608618169836
5246993;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;136,206403575499
5246993;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;136,206403575499
5246994;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;204,87876919008
5246994;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;204,87876919008
5246995;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;201,699176258268
5246995;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;201,699176258268
5246996;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;214,943433952087
5246996;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;23;1;10;23;214,943433952087
5246997;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;169,467975778231
5246997;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;169,467975778231
5246998;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;229,438950724403
5246998;1;2;1;90;2; ;1;30;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;229,438950724403
5246999;1;1;1;90;2; ;1;30;2; ;2; ;1;28;2; ;2; ;2; ;2; ;2; ;17;1;10;17;192,418122318395
5246999;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;192,418122318395
5247000;1;1;1;90;2; ;1;12;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;291,605505813358
5247000;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;291,605505813358
5247000;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;291,605505813358
5247001;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;17;1;10;17;150,320836888128
