DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;RAMA4D_D_R4;MES;DPTO;fex_c_2011
5246960;1;4;1;70;17;100;100;1; ;2;100;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;10;77;77;1;2;1082;10;17;154,12844875229
5246961;1;4;1;70;17;28;48;1; ;2;28;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877801;2; ;01;03;03;1;2;0121;10;17;217,907035562624
5246969;1;1;1;70;50;24;48;1; ;2;26;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;45;44;44;1;2;4511;10;50;201,793258435036
5246974;2;2;2;70;23;24;48;1; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;45;54;1;2;9700;10;23;174,793541216436
5246976;2;1;2;70;23;24;48;1; ;2;32;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;45;1;2;4771;10;23;186,962486397746
5247000;1;1;1;70;17;16;48;1; ;2;48;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;56;32;50;1;2;5630;10;17;291,605505813358
5247000;1;3;1;70;17;16;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;77;97;97;1;2;7730;10;17;291,605505813358
5247013;1;1;1;70;52;8;48;1; ;2;17;1; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;47;45;45;1;1;4721;10;52;265,618733692594
5247015;1;1;1;70;52;17;40;1; ;2;17;4; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;84;98;35;1;2;8412;10;52;180,57921314596
5247017;1;2;1;70;23;78;48;1; ;2;416;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;33;33;1;2;4772;10;23;207,668990228791
5247019;1;2;1;70;23;36;48;1; ;2;28;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;45;45;55;1;2;4520;10;23;205,28271119406
5247022;1;1;1;70;23;48;48;3; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;81;54;55;1;2;8121;10;23;194,828674538953
5247025;1;2;1;70;68;5;40;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;47;58;45;1;1;4711;10;68;523,791432470353
5247030;1;3;1;70;68;42;48;1; ;2;50;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;82;98;38;1;2;8220;10;68;623,166938990314
5247036;3;2;3;70;68;24;48;4; ;2;32;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;88;59;59;1;2;8810;10;68;538,472736420794
5247048;1;2;1;70;68;43;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;95; ;1;2;.;10;68;643,783041144548
5247051;1;2;1;70;68;30;48;1; ;2;30;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;56;53;53;1;2;5611;10;68;590,302093109206
5247054;1;1;1;70;05;160;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;81;45;54;1;2;8121;10;05;1064,77574967805
