Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3103864;1;1;1;80;2;1;3;9;TENIA UN KIOSKO Y SE LO QUITARON PARA HACER UNAS BODEGA Y YA NO QUIZO SEG;3; ;2; ; ; ; ;8;2;1;12;05;1003,73815212154
3103864;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1003,73815212154
3103864;1;3;1;80;2;1;4;9;YA  QUERIA DESCANSA;2; ;2; ; ; ; ;9;2;1;12;05;1003,73815212154
3103875;1;2;1;80;2;1;1;9;POR QUE YA ERA PENSIONADA POR EL ESPOSO Y QUERIA DESCANSAR;2; ;2; ; ; ; ;11;2;1;12;05;975,75298084596
3103880;1;2;1;80;2;1;1;6; ;2; ;1;20000; ; ; ;11;2;1;12;05;975,75298084596
3103882;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;9; ;1;12;05;1044,29075316566
3103888;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;05;1236,93252930404
3103888;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1236,93252930404
3103888;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1236,93252930404
3103898;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;4; ;1;12;05;1335,99055507539
3103899;1;1;1;80;2;1;1;8; ;2; ;2; ; ; ; ;11;2;1;12;05;975,75298084596
3103900;1;1;1;80;2;1;1;3; ;2; ;2; ; ;1; ;6;1;1;12;05;1827,55047297935
3103908;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;05;2818,68301603461
3103909;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4082,79514314249
3103909;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4082,79514314249
3103910;1;2;1;80;2;1;4;8; ;3; ;2; ; ; ; ;11;2;1;12;05;3100,15459265661
3103912;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;05;2783,4434576735
