Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011;Area
3096340;1;5;2;1;1;1;1;1;3;4; ; ; ;300000; ;2;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;1;01;1;12;15;86,3420243526106;15
3096341;1;3;2;1;1;1;1;1;3;1; ; ;45000000;400000; ;2;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;1;12;15;84,0791699399108;15
3096342;1;2;1;1;1;1;1;6; ;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;3;2;2;2;1;1;1; ;3;1;01;1;12;15;95,0377839420024;15
3096343;1;4;3;1;1;1;1;1;3;1; ; ;60000000;400000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;1;01;1;12;15;98,0078613219285;15
3096344;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;1;01;1;12;15;92,3764829441421;15
3096346;1;4;3;1;1;1;1;1;3;1; ; ;60000000;350000; ;2;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;5;2;2; ;5;1;1;1;4;1;1;1;1;1;2;3;1;01;1;12;15;211,113613903876;15
3096347;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;2;3;1;01;1;12;15;193,112124676992;15
3096348;1;4;1;1;1;1;1;1;3;3; ; ; ; ;130000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;2;3;1;01;1;12;15;194,952307506436;15
3096349;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;2;3;1;01;1;12;15;190,584008356025;15
3096350;1;4;2;1;1;1;1;1;3;1; ; ;98;400000; ;2;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;3;3;1;01;1;12;15;211,283162723372;15
3096351;1;3;2;1;1;1;1;1;3;3; ; ; ; ;290000;2;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;6;1;2;1;4;1;1;1;1;1;2;3;1;01;1;12;15;161,640818459686;15
3096352;1;5;3;1;1;1;1;1;3;1; ; ;99;500000; ;2;2;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;4;2;2; ;5;1;1;1;1;1;1;1;1;1;3;3;1;01;1;12;15;89,9722348473328;15
3096353;1;4;2;1;1;1;1;1;3;2; ;1100000;120000000;400000; ;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;12;15;98,7960673408871;15
3096354;1;3;1;1;1;1;1;1;3;4; ; ; ;450000; ;2;1;1;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;12;15;97,4761537532181;15
3096355;1;1;1;1;1;1;1;1;1;1; ; ;45000000;400000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;3;3;1;01;1;12;15;90,1326865837353;15
3096356;1;4;3;1;1;1;1;1;3;1; ; ;150000000;700000; ;2;1;1;2;2;2;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;1;12;15;84,0791699399108;15
3096358;1;6;3;1;1;1;1;1;3;1; ; ;100000000;600000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;4;2;1;01;1;12;17;93,6503880900855;17
3096359;1;6;2;1;1;1;1;1;3;1; ; ;150000000;800000; ;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;4;2;1;01;1;12;17;215,241870260592;17
3096360;1;4;2;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;1;12;17;204,504244810738;17
3096361;1;1;1;1;1;1;1;2;3;3; ; ; ; ;280000;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;12;17;223,867230113626;17
3096362;1;2;1;1;1;1;1;3;3;4; ; ; ;400000; ;2;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;6;1;1;1;1;1;5;2;1;01;1;12;17;373,391925732104;17
3096363;1;3;1;1;1;1;1;1;3;4; ; ; ;600000; ;2;1;1;2;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;5;2;1;01;1;12;17;287,641069714211;17
3096365;1;5;1;1;1;1;1;1;3;3; ; ; ; ;650000;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;4;2;1;01;1;12;17;236,398480110306;17
3096366;1;5;4;1;1;1;1;1;3;3; ; ; ; ;750000;2;1;1;2;2;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;5;2;2; ;7;1;1;1;4;1;1;1;1;1;4;2;1;01;1;12;17;104,11753960359;17
3096367;1;4;3;1;1;1;2;1;3;3; ; ; ; ;700000;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;5;1;1;1;1;1;5;2;1;01;1;12;17;338,798620508193;17
3096368;1;1;1;1;1;1;1;6; ;1; ; ;15000000;350000; ;2;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;5;2;1;01;1;12;17;303,182056618821;17
3096369;1;1;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;1;1;2;1;1;2;2;1;2;2;1;2;2;2;1;2;1;2;1;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;5;2;1;01;1;12;17;338,891804489582;17
3096371;1;5;1;1;1;1;1;1;3;1; ; ;180000000;650000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;5;1;1;1;1;1;4;2;1;01;1;12;17;172,366442251646;17
3096372;1;5;4;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;4;2;2; ;5;1;1;1;4;1;1;1;1;1;4;2;1;01;1;12;17;151,413293497847;17
3096373;1;1;1;1;1;1;1;6; ;3; ; ; ; ;260000;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;1;1;2;2; ;1;1;2;1;7;1;2;1;1;1;5;2;1;01;1;12;17;410,218116249713;17
3096374;1;2;1;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;2;2;1;2;2;2;1;2;2;2;2;1;2;1;2;1;2;2;1;1;2;2; ;1;1;2;1;3;1;1;1;1;1;5;2;1;01;1;12;17;338,891804489582;17
3096375;1;3;2;1;1;1;1;1;4;1; ; ;90000000;450000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;1;1;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;5;2;1;01;1;12;17;449,705160500835;17
3096376;1;6;1;1;1;1;1;1;3;1; ; ;700000000;400000; ;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;12;17;138,496910918406;17
3096379;1;6;1;1;1;1;1;1;3;1; ; ;100000000;650000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;2;2;1;01;1;12;17;161,628816801791;17
3096380;1;4;2;1;1;1;1;1;3;1; ; ;68000000;400000; ;2;1;1;1;2;1;2;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;2;2;1;01;1;12;17;241,675512058312;17
3096381;1;4;3;1;1;1;1;1;3;2; ;350000;65000000;450000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;5;2;2; ;6;1;1;1;4;1;1;1;1;1;2;2;1;01;1;12;17;272,918342053067;17
3096382;1;3;2;1;1;1;1;1;3;3; ; ; ; ;280000;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;2;2;1;01;1;12;17;241,117290734887;17
3096383;1;5;3;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;1;1;1;2;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;1;12;17;226,970318002977;17
3096384;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;12;17;191,91197543703;17
