Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Fex_c_2011;Clase;Mes;Dpto;Area
3096375;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;449,705160500835;1;12;17;17
3096375;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;449,705160500835;1;12;17;17
3096376;1;1;1;90; ;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ;30; ; ; ; ;138,496910918406;1;12;17;17
3096376;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;8; ; ; ; ; ; ;138,496910918406;1;12;17;17
3096379;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;161,628816801791;1;12;17;17
3096379;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;161,628816801791;1;12;17;17
3096380;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;241,675512058312;1;12;17;17
3096380;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;241,675512058312;1;12;17;17
3096381;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;272,918342053067;1;12;17;17
3096381;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;272,918342053067;1;12;17;17
3096381;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;272,918342053067;1;12;17;17
3096381;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;272,918342053067;1;12;17;17
3096382;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;241,117290734887;1;12;17;17
3096382;1;3;1;90; ;2;1;2;2;2;2;2;1;2;2; ;4; ; ; ; ; ;50; ; ;241,117290734887;1;12;17;17
3096383;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;226,970318002977;1;12;17;17
3096383;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;29; ; ; ; ; ; ; ; ;226,970318002977;1;12;17;17
3096383;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;226,970318002977;1;12;17;17
3096384;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;191,91197543703;1;12;17;17
3096385;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;143,820534857106;1;12;17;17
3096386;1;1;1;90; ;2;1;1;2;2;2;2;2;2;2; ;20;10; ; ; ; ; ; ; ;181,977152241471;1;12;17;17
3096387;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;205,109058124857;1;12;17;17
3096388;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;172,366442251646;1;12;17;17
3096388;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;172,366442251646;1;12;17;17
3096390;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;206,56096318627;1;12;17;17
3096390;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;10; ; ; ; ; ; ;206,56096318627;1;12;17;17
3096391;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;4; ; ; ; ; ; ;270,471472539462;1;12;17;17
3096391;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;4; ; ; ; ;4; ; ; ;270,471472539462;1;12;17;17
3096393;1;1;1;90; ;2;1;2;2;2;1;2;2;2;2; ;14; ; ; ;28; ; ; ; ;138,496910918406;1;12;17;17
3096393;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;138,496910918406;1;12;17;17
3096394;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;2; ; ; ; ; ; ; ;14;172,366442251646;1;12;17;17
3096394;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;28; ; ; ; ; ; ; ;10;172,366442251646;1;12;17;17
3096395;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;186,649370875358;1;12;17;17
3096395;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;186,649370875358;1;12;17;17
3096395;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;186,649370875358;1;12;17;17
3096395;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;186,649370875358;1;12;17;17
3096396;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;134,209824867281;1;12;17;17
3096396;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;134,209824867281;1;12;17;17
3096397;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;209,115444067597;1;12;17;17
3096397;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;12; ; ; ; ;4; ; ; ;209,115444067597;1;12;17;17
3096397;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;209,115444067597;1;12;17;17
3096397;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;209,115444067597;1;12;17;17
3096398;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;172,366442251646;1;12;17;17
3096398;1;2;1;90; ;2;1;1;2;2;2;2;2;2;2; ;24;24; ; ; ; ; ; ; ;172,366442251646;1;12;17;17
3096399;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;234,787403445977;1;12;17;17
3096399;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;234,787403445977;1;12;17;17
3096400;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;386,564022074748;1;12;66;66
3096400;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;32; ; ; ; ; ; ; ; ;386,564022074748;1;12;66;66
3096401;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;259,962548101218;1;12;66;66
3096402;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;297,011574544873;1;12;66;66
3096402;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;297,011574544873;1;12;66;66
3096402;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;297,011574544873;1;12;66;66
3096402;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;297,011574544873;1;12;66;66
3096403;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;501,336805779718;1;12;66;66
3096403;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;501,336805779718;1;12;66;66
3096404;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;502,408186321139;1;12;66;66
3096405;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;536,565181025954;1;12;66;66
3096406;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;18; ; ; ; ;2; ; ; ;384,038967986897;1;12;66;66
3096406;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;72; ; ; ; ; ; ;384,038967986897;1;12;66;66
3096406;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;384,038967986897;1;12;66;66
3096407;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;492,217731639243;1;12;66;66
3096407;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;492,217731639243;1;12;66;66
3096408;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;560,721477613905;1;12;66;66
3096408;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;560,721477613905;1;12;66;66
3096409;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;237,788823407863;1;12;66;66
3096409;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;237,788823407863;1;12;66;66
3096410;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;267,746900242267;1;12;66;66
3096410;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;267,746900242267;1;12;66;66
3096411;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;259,962548101218;1;12;66;66
3096412;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;237,788823407863;1;12;66;66
3096412;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;237,788823407863;1;12;66;66
3096413;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;251,204093160569;1;12;66;66
3096414;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;267,481159324957;1;12;66;66
3096414;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;267,481159324957;1;12;66;66
3096415;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;280,360738806953;1;12;66;66
3096415;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;280,360738806953;1;12;66;66
3096416;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;250,668402889859;1;12;66;66
3096416;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;250,668402889859;1;12;66;66
3096417;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;251,204093160569;1;12;66;66
3096418;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;241,158379449912;1;12;66;66
3096418;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;241,158379449912;1;12;66;66
3096419;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;223,183572626968;1;12;66;66
3096419;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;223,183572626968;1;12;66;66
3096419;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;223,183572626968;1;12;66;66
3096420;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;268,282590512977;1;12;66;66
3096421;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;267,746900242267;1;12;66;66
3096421;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;267,746900242267;1;12;66;66
3096422;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;28; ; ; ; ; ; ; ;3;251,204093160569;1;12;66;66
3096423;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;162,834423440083;1;12;47;47
3096423;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;162,834423440083;1;12;47;47
3096423;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;162,834423440083;1;12;47;47
3096423;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;162,834423440083;1;12;47;47
3096423;1;5;1;90; ;2;1;2;2;2;2;1;2;2;1; ;10; ; ; ; ;4; ; ;6;162,834423440083;1;12;47;47
3096425;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;126,899582256816;1;12;47;47
3096425;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;35; ; ; ; ; ;126,899582256816;1;12;47;47
3096425;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;126,899582256816;1;12;47;47
3096426;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;134,190956780925;1;12;47;47
3096426;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;134,190956780925;1;12;47;47
3096427;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;150,638569945839;1;12;47;47
3096427;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;150,638569945839;1;12;47;47
3096428;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;124,097592917448;1;12;47;47
3096428;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;21; ; ;35; ; ; ; ; ;124,097592917448;1;12;47;47
3096428;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;124,097592917448;1;12;47;47
3096429;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;190,484222127487;1;12;47;47
3096429;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;190,484222127487;1;12;47;47
3096429;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;190,484222127487;1;12;47;47
3096430;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;177,179546974231;1;12;47;47
3096431;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;93,4988383581003;1;12;47;47
3096431;1;2;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;93,4988383581003;1;12;47;47
3096431;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;93,4988383581003;1;12;47;47
3096431;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;93,4988383581003;1;12;47;47
3096432;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;257,21162542416;1;12;47;47
3096432;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;42; ;48; ; ; ; ; ; ;257,21162542416;1;12;47;47
3096433;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;259,820917626028;1;12;47;47
3096433;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;259,820917626028;1;12;47;47
3096434;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;158,46516154923;1;12;47;47
3096434;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;158,46516154923;1;12;47;47
3096434;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;158,46516154923;1;12;47;47
3096434;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;158,46516154923;1;12;47;47
