DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;CLASE;MES;DPTO;fex_c_2011
5570683;1;3;2;2;1;5;1;1;4;3;;;;;350000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;2;4;2;;1;2;1;4;1;2;2;2;2;;1;2;01;2;10;25;3040.1922348
5570696;1;4;3;1;1;1;1;1;4;1;;;40000000;200000;;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;3;3;2;;1;1;1;2;1;2;2;1;1;1;1;2;01;2;10;50;692.9072404
5570697;1;3;1;1;1;1;1;1;4;1;;;20000000;150000;;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2;;1;1;1;2;1;1;2;1;1;1;1;2;01;2;10;50;793.16761042
5570705;1;3;2;2;1;3;5;1;4;1;;;98;300000;;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;3;4;2;;1;1;7;3;1;9;2;2;2;;2;;01;2;10;76;997.45220875
5570711;1;1;1;2;2;5;1;1;5;4;;;;100000;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;;1;1;5;3;1;1;2;2;2;;1;1;01;2;10;76;2329.0798067
5570712;1;4;2;4;1;4;1;1;4;1;;;20000000;100000;;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;;1;1;1;2;1;2;2;2;2;;1;1;01;2;10;76;2778.2974463
5570713;1;4;3;2;1;5;1;3;4;1;;;98;98;;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;3;3;2;;1;1;1;4;1;1;2;2;2;;1;1;01;2;10;76;2329.0798067
5570714;1;2;2;2;1;4;1;1;4;4;;;;98;;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;3;2;;1;1;4;3;1;9;2;2;2;;1;1;01;2;10;76;4347.4525319
5570715;1;2;1;2;1;4;1;1;4;4;;;;100000;;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2;;1;1;5;3;1;9;2;2;2;;1;1;01;2;10;76;8641.2400847
5571195;1;2;1;2;1;4;1;1;4;1;;;98;400000;;2;2;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;1;2;1;1;1;2;;1;1;1;2;1;2;2;2;2;;1;1;01;2;10;25;3406.2651473
