DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
5575860;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;66;1457.081295
5575861;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;66;1314.2713112
5575862;1;2;1;80;2;;;;1;4;;2;;;9;;2;2;;2;;1;10;2;66;1672.6586489
5575909;1;1;1;80;2;;;;1;6;;2;;;11;;2;2;;2;;1;10;4;76;2329.0798067
5575910;1;1;1;80;2;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;76;2329.0798067
5575911;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;2329.0798067
5575912;1;1;1;80;2;2;;99;1;8;;2;;;4;;2;2;;2;;1;10;4;76;8894.2874128
5575913;1;1;1;80;2;;;;1;3;;2;;;4;;2;2;;2;;1;10;2;76;7022.9511017
5575914;1;2;1;80;2;;;;1;5;;2;;;11;;3;3;;2;;1;10;3;76;2329.0798067
5575917;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;2329.0798067
5575919;1;2;1;80;2;2;;99;1;1;;2;;;9;;2;2;;2;;1;10;2;76;2329.0798067
5575919;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;76;2329.0798067
5575921;1;1;1;80;2;1;48;500000;1;3;;2;;;9;;2;2;;2;;1;10;3;76;2329.0798067
5575923;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;76;3718.2285299
5575928;1;2;1;80;2;2;;450000;1;3;;2;;;9;;2;2;;2;;1;10;4;18;293.67610003
5575929;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;396.80017054
5575930;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;18;433.64258609
5575932;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;270.34403419
5575932;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;270.34403419
5575932;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;270.34403419
5575935;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;287.67746611
5575937;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;519.3585533
5575937;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;519.3585533
5575939;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;18;467.2244403
5575939;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;467.2244403
5575940;1;2;1;80;2;1;48;600000;1;7;;2;;;1;;2;2;;2;;1;10;3;18;368.19976194
5575942;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;214.78523443
5575943;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;18;331.35734639
5575943;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;331.35734639
5575944;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;332.37453471
5575944;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;332.37453471
5575945;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;18;519.3585533
5575945;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;519.3585533
5575946;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;18;320.31696873
5575946;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;320.31696873
5575946;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;320.31696873
5575947;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.4;18;401.78161615
5575947;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;401.78161615
5575948;1;2;1;80;2;;;;1;1;;2;;;9;;2;2;;2;;1;10;2;18;405.06529319
5575950;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;18;380.71603902
5575950;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;380.71603902
5575952;1;2;1;80;2;1;40;600000;1;8;;2;;;3;;2;2;;1;250000;1;10;1.2;18;223.25183028
5575952;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;223.25183028
5575953;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;18;213.31338192
5575953;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;213.31338192
5575954;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;18;337.85187385
5575956;1;2;1;80;2;;;;2;;;;2;;;.;3;3;;2;;1;10;;18;337.85187385
5575957;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;294.49181515
5575959;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;380.71603902
5575959;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;380.71603902
5575960;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;18;337.35598032
5575960;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;337.35598032
5575960;1;4;1;80;2;2;;908526;1;2;;2;;;2;;2;2;;1;100000;1;10;1.4;18;337.35598032
5575961;1;2;1;80;2;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;18;401.78161615
5575961;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;401.78161615
5575962;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;18;401.78161615
5575962;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;401.78161615
5575963;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;224.06754539
5575964;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;389.69156652
5575964;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;389.69156652
5575964;1;5;1;80;2;;;;2;;;;1;3;1;;2;2;;2;;1;10;;18;389.69156652
5575965;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;593.06650009
5575966;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;777.78402996
5575967;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;18;593.06650009
5575968;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;405.06529319
5575969;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;583.78418913
5575970;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;538.66589837
5575971;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;467.2244403
5575971;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;467.2244403
5575972;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;665.51278335
5575972;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;665.51278335
5575973;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;18;337.35598032
5575973;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;337.35598032
5575973;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;337.35598032
5575975;1;2;1;80;2;2;;320000;2;;;;2;;;.;2;2;;2;;1;10;;18;401.78161615
5575976;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;409.09185872
5575977;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;658.50932424
5575978;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;467.2244403
5575978;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;467.2244403
5575979;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;18;461.22580637
5575980;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;18;445.95738997
5575981;1;2;1;80;2;;;;1;8;;2;;;8;;2;2;;2;;1;10;4;18;337.85187385
5575982;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;407.78025008
5575982;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;407.78025008
5575983;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;589.78282305
5575983;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;589.78282305
5575986;1;1;1;80;2;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;18;403.0932248
5575988;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;18;467.2244403
5575988;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;467.2244403
5575989;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;639.9572308
5575991;1;2;1;80;2;1;30;300000;1;3;;2;;;9;;2;2;;2;;1;10;4;18;396.80017054
5575991;1;3;1;80;2;2;;800000;2;;;;2;;;.;2;2;;2;;1;10;;18;396.80017054
5575992;1;2;1;80;2;;;;1;9;EMBARAZO;2;;;12;EMBARAZO;2;2;;2;;1;10;1.2;18;556.20096885
5575993;1;1;1;80;2;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;18;403.0932248
5575994;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;405.06529319
5575997;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;18;405.06529319
5575998;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;337.85187385
5575999;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.4;18;627.64242692
5575999;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;627.64242692
5576000;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;18;407.78025008
5576000;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;18;407.78025008
5576000;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;407.78025008
5576001;1;2;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;18;445.95738997
5576002;1;2;1;80;2;1;40;500000;1;1;;1;;2;7;;2;2;;2;;1;10;3;18;287.67746611
5576003;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;18;525.85308076
5576004;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;454.93291747
5576004;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;18;454.93291747
5576117;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;2270.6817689
5576118;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;2577.979554
5576120;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1723.0785495
5576121;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1418.6294141
5576123;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1835.6140588
5576148;1;3;1;80;2;2;;400000;1;4;;2;;;4;;2;2;;2;;1;10;2;20;1814.7645816
5576148;2;2;2;80;2;1;40;400000;2;;;;2;;;.;2;2;;2;;1;10;;20;1814.7645816
5576149;1;1;1;80;2;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;20;1293.5583853
5576149;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1293.5583853
5576154;1;1;1;80;2;1;40;300000;1;7;;2;;;1;;2;2;;2;;1;10;3;20;1681.5497211
5576154;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;20;1681.5497211
5576154;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;1681.5497211
5576158;1;2;1;80;2;2;;200000;2;;;;2;;;.;2;2;;2;;1;10;;20;2357.5970491
5576164;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;2355.2762623
5576164;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;2355.2762623
5576165;1;1;1;80;2;2;;908000;1;3;;2;;;9;;2;2;;2;;1;10;2;20;2598.3834062
5576170;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;1981.4466768
5576185;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1633.9784109
5576185;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;1633.9784109
5576186;1;1;1;80;2;;;;1;6;;2;;;6;;2;2;;2;;1;10;1.2;20;1892.0050117
5576188;1;1;1;80;2;1;44;150000;1;9;PANDEMIA COVID 19;1;;1;1;;2;2;;2;;1;10;2;20;1129.9980832
5576188;1;3;1;80;2;2;;1200000;2;;;;1;3;1;;2;2;;2;;1;10;;20;1129.9980832
5576189;1;2;1;80;2;1;40;300000;1;8;;2;;;1;;2;2;;2;;1;10;1.2;20;1518.9802829
5576192;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;2009.9658318
5576194;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1518.9802829
5576198;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;20;1691.9552126
5576198;1;2;1;80;2;1;40;900000;2;;;;2;;;.;2;2;;2;;1;10;;20;1691.9552126
5576198;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;1691.9552126
5576199;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1340.5577066
5576199;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1340.5577066
5576201;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;20;2009.9658318
5576202;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;2464.4217048
5576207;1;3;1;80;2;1;30;900000;1;2;;2;;;2;;2;2;;2;;1;10;3;20;1889.005115
5576210;1;1;1;80;2;2;;600000;1;3;;2;;;9;;2;2;;2;;1;10;3;20;2965.8296129
5576210;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;2965.8296129
5576220;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;2521.8835642
5576223;1;2;1;80;2;2;;600000;1;7;;2;;;9;;2;2;;2;;1;10;1.3;20;2228.4498039
5576223;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;2228.4498039
5576226;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;2406.9729014
5576226;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;2406.9729014
5576226;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;2406.9729014
5576228;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;1694.4401671
5576233;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;1962.9765922
5576236;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;20;1853.0736329
5576236;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1853.0736329
5576236;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;1853.0736329
5576238;1;2;1;80;2;2;;400000;1;1;;2;;;9;;2;2;;2;;1;10;4;20;1576.4793469
5576273;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1036.0525949
5576277;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;3409.9636479
5576277;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;3409.9636479
5576277;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;3409.9636479
5576277;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;3409.9636479
5576277;1;7;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;3409.9636479
5576277;1;8;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;3409.9636479
5576286;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;20;1518.9802829
5576288;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1351.5782597
5576293;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1902.4645754
5576293;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;1902.4645754
5576295;1;2;1;80;2;2;;200000;1;3;;2;;;9;;2;2;;2;;1;10;1.4;20;2077.887255
5576296;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;1351.5782597
5576297;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;20;2009.9658318
5576298;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;2524.3685187
5576299;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;2009.9658318
5576302;1;2;1;80;2;;;;1;7;;2;;;9;;2;2;;2;;1;10;4;20;1518.9802829
5576303;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;2007.0031397
5576303;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;2007.0031397
5576303;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;20;2007.0031397
5576309;1;2;1;80;2;2;;900000;1;3;;2;;;9;;2;2;;2;;1;10;3;20;2077.887255
5576310;1;2;1;80;2;1;44;800000;2;;;;2;;;.;2;2;;2;;1;10;;20;1351.5782597
5576311;1;2;1;80;2;2;;450000;2;;;;2;;;.;2;2;;2;;1;10;;20;1959.9636394
5576311;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;1959.9636394
5576311;1;4;1;80;2;1;48;700000;1;3;;2;;;9;;2;2;;2;;1;10;2;20;1959.9636394
5576312;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;1576.4793469
5576313;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;20;1351.5782597
5576314;1;2;1;80;2;1;30;904000;1;3;;2;;;9;;2;2;;2;;1;10;4;20;2790.4571939
5576314;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;2790.4571939
5576314;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;2790.4571939
5576314;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;2790.4571939
5576315;1;2;1;80;2;2;;400000;1;4;;2;;;9;;2;2;;2;;1;10;3;20;1809.4010905
5576315;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;1809.4010905
5576316;1;2;1;80;2;1;40;904000;2;;;;1;3;5;;2;2;;2;;1;10;;20;1012.9616514
5576316;1;5;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;20;1012.9616514
5576322;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;20;2790.4571939
5576322;1;5;1;80;2;2;;300000;1;3;;2;;;9;;2;2;;2;;1;10;2;20;2790.4571939
5576964;1;1;1;80;2;;;;1;4;;2;;;9;;2;2;;2;;1;10;3;50;547.04308214
5576966;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;50;647.49694251
5576966;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;647.49694251
5576967;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;50;788.02848597
5576968;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;50;647.49694251
5576968;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;647.49694251
5576969;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;556.81868888
5576970;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;50;557.01217924
5576971;1;2;1;80;2;1;40;900000;1;3;;2;;;9;;2;2;;2;;1;10;3;50;626.32308163
5576971;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;626.32308163
5576973;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;595.56710438
5576974;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;1103.1618044
5576974;1;3;1;80;2;2;;800000;1;4;;2;;;4;;2;2;;2;;1;10;1.3;50;1103.1618044
5576988;1;2;1;80;2;2;;400000;1;3;;2;;;9;;2;2;;2;;1;10;3;50;1415.0330782
5576988;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;1415.0330782
5576988;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;1415.0330782
5576989;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;50;788.02848597
5576990;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;50;671.73337952
5576990;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;671.73337952
5576991;1;1;1;80;2;;;;1;8;;2;;;9;;2;2;;2;;1;10;1.3;50;741.23777228
5576991;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;741.23777228
5576991;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;741.23777228
5576992;1;1;1;80;2;2;;500000;1;3;;2;;;9;;2;2;;2;;1;10;3;50;1300.9585615
5576992;1;2;1;80;2;;;;1;1;;2;;;8;;2;2;;2;;1;10;1.2;50;1300.9585615
5576992;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;1300.9585615
5576993;1;2;1;80;2;;;;1;8;;2;;;9;;2;2;;2;;1;10;1.4;50;1072.4058272
5576993;1;3;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;50;1072.4058272
5576994;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.4;50;1019.2382831
5576995;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;50;747.75731253
5576996;1;2;1;80;2;1;24;400000;1;8;;2;;;9;;2;2;;2;;1;10;2;50;788.02848597
5576997;1;2;1;80;2;;;;1;8;;2;;;9;;2;2;;2;;1;10;3;50;1079.5243712
5576997;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;1079.5243712
5576997;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;1079.5243712
5576999;1;1;1;80;2;;;;1;3;;2;;;11;;2;2;;2;;1;10;3;50;556.81868888
5577004;1;1;1;80;2;1;30;400000;1;4;;2;;;9;;2;2;;2;;1;10;3;50;985.92588354
5577004;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;985.92588354
5577009;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;671.73337952
5577011;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;50;1019.2382831
5577014;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;1010.0199784
5577015;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;428.51863808
5577015;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;428.51863808
5577016;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;747.75731253
5577017;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;50;647.49694251
5577037;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;54;1384.4129004
5577037;1;2;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;54;1384.4129004
5577038;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;54;2638.238927
5577039;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;1553.5077274
5577040;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;1169.63255
5577041;1;1;1;80;2;1;50;500000;1;7;;2;;;1;;2;2;;1;600000;1;10;1.2;54;1651.0131651
5577041;1;2;1;80;2;;;;1;3;;2;;;1;;2;2;;2;;1;10;4;54;1651.0131651
5577041;1;3;1;80;2;2;;1000000;2;;;;2;;;.;2;2;;2;;1;10;;54;1651.0131651
5577041;1;5;1;80;2;1;50;500000;2;;;;2;;;.;2;2;;2;;1;10;;54;1651.0131651
5577042;1;1;1;80;2;;;;1;5;;2;;;8;;3;3;;2;;1;10;4;54;1384.4129004
5577043;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;10;3;54;1384.4129004
5577043;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;1384.4129004
5577044;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;1533.020209
5577044;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;1533.020209
5577045;1;1;1;80;2;2;;600000;1;4;;2;;;4;;2;2;;2;;1;10;3;54;2047.2113371
5577117;1;2;1;80;2;2;;800000;1;7;;2;;;1;;2;2;;2;;1;10;1.4;54;903.55643392
5577117;1;3;1;80;2;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.2;54;903.55643392
5577117;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;54;903.55643392
5577118;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;1172.6869957
5577119;1;1;1;80;2;2;;500000;1;4;;2;;;4;;2;2;;1;400000;1;10;1.2;54;631.09655496
5577119;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;631.09655496
5577121;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;54;1119.9251253
5577121;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;54;1119.9251253
5577122;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;840.09307209
5577122;1;3;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;840.09307209
5577123;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;54;631.09655496
5577123;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;631.09655496
5577124;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;1358.415555
5577125;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;417.66473087
5577125;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;417.66473087
5577127;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;977.31045135
5577128;1;2;1;80;2;2;;320000;2;;;;2;;;.;2;2;;2;;1;10;;54;417.66473087
5577128;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;54;417.66473087
5577128;1;6;1;80;2;;;;1;6;;2;;;1;;2;2;;2;;1;10;4;54;417.66473087
5577128;1;9;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.2;54;417.66473087
5577128;1;11;1;80;2;2;;250000;1;7;;2;;;1;;2;2;;2;;1;10;1.4;54;417.66473087
5577129;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;861.59775425
5577129;1;5;1;80;2;2;;600000;1;2;;2;;;2;;2;2;;2;;1;10;1.3;54;861.59775425
5577129;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;54;861.59775425
