DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1A1;P750S2A1;P750S1;P750S2;P750S3;P750S4;P1661S1;P1661S2;P1661S3;P1661S4;P1661S1A1;P1661S2A1;P1661S3A1;P1661S4A1;P1661S4A2;P750S3A1;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;AREA;CLASE;MES;DPTO;fex_c_2011
5570775;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;187.1414769
5570776;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;216.39609903
5570776;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;216.39609903
5570776;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;216.39609903
5570777;1;1;1;95;2;;;;;;;1;2;;1;98;2;;;;;;;;;;;;;;;;;;2;;2;;2;;20;1;10;20;109.27589843
5570777;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;109.27589843
5570777;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;109.27589843
5570777;1;4;1;95;2;;;;;;;1;2;;2;;1;1760000;;1760000;;1;;;;;1;;;;1760000;;;;2;;2;;2;;20;1;10;20;109.27589843
5570778;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;259.79595731
5570778;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;259.79595731
5570778;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;259.79595731
5570780;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;178.66818198
5570780;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;178.66818198
5570780;1;3;1;95;2;;;;;;;1;2;;2;;1;1760000;;1760000;;1;;;;;1;;;;1760000;;;;2;;2;;2;;20;1;10;20;178.66818198
5570781;1;1;1;95;2;;;;;;;1;2;;2;;1;1380000;;1380000;;1;;;1;;;;1380000;;;;;;2;;2;;2;;20;1;10;20;246.7432936
5570781;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;246.7432936
5570781;1;6;1;95;2;;;;;;;1;1;1200000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;20;1;10;20;246.7432936
5570782;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.42446687
5570782;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.42446687
5570782;1;3;1;95;2;;;;;;;1;2;;2;;1;2400000;;2400000;;1;;;;1;;;;2400000;;;;;2;;2;;2;;20;1;10;20;240.42446687
5570782;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.42446687
5570782;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.42446687
5570783;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;237.29755481
5570783;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;237.29755481
5570784;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;308.08051874
5570784;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;308.08051874
5570785;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;290.24587343
5570785;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;290.24587343
5570786;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;253.22494345
5570786;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;253.22494345
5570786;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;253.22494345
5570786;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;253.22494345
5570787;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;216.39609903
5570787;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;216.39609903
5570787;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;216.39609903
5570788;1;1;1;95;1;1;200000;2;;2;;1;2;;2;;1;1760000;;1760000;;1;;;;;1;;;;1760000;;;;2;;2;;2;;20;1;10;20;257.27486218
5570788;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;257.27486218
5570788;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;257.27486218
5570789;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;211.54713607
5570789;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;211.54713607
5570790;1;1;1;95;2;;;;;;;1;2;;2;;1;500000;;500000;;1;;;1;;;;500000;;;;;;2;;2;;2;;20;1;10;20;237.29755481
5570790;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;237.29755481
5570791;1;1;1;95;2;;;;;;;1;2;;2;;1;570000;;570000;;1;;;1;;;;570000;;;;;;2;;2;;2;;20;1;10;20;143.1020789
5570791;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;143.1020789
5570791;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;143.1020789
5570791;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;143.1020789
5570791;1;5;1;95;2;;;;;;;1;2;;2;;1;960000;;960000;;1;;;;;1;;;;960000;;;;2;;2;;2;;20;1;10;20;143.1020789
5570791;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;143.1020789
5570792;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;216.39609903
5570792;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;216.39609903
5570792;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;216.39609903
5570793;1;1;1;95;1;2;;2;;1;400000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;205.37402896
5570793;1;2;1;95;2;;;;;;;1;2;;2;;1;1200000;;1200000;;1;;;;1;;;;1200000;;;;;2;;2;;2;;20;1;10;20;205.37402896
5570793;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;205.37402896
5570793;1;4;1;95;2;;;;;;;1;2;;2;;1;1200000;;1200000;;1;;;;1;;;;1200000;;;;;2;;2;;2;;20;1;10;20;205.37402896
5570794;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;149.93534115
5570794;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;149.93534115
5570794;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;149.93534115
5570794;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;149.93534115
5570794;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;149.93534115
5570795;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;242.58016471
5570795;1;2;1;95;1;2;;1;500000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;242.58016471
5570796;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.42446687
5570796;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.42446687
5570796;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.42446687
5570796;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.42446687
5570796;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.42446687
5570797;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;196.57663919
5570797;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;196.57663919
5570797;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;196.57663919
5570798;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;237.29755481
5570798;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;237.29755481
5570799;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;272.59643389
5570799;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;272.59643389
5570800;1;1;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;20;1;10;20;200.525066
5570800;1;2;1;95;2;;;;;;;1;1;800000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;20;1;10;20;200.525066
5570800;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;200.525066
5570801;1;1;1;95;1;1;250000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;172.21781194
5570801;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;172.21781194
5570801;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;172.21781194
5570801;1;4;1;95;2;;;;;;;1;1;800000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;20;1;10;20;172.21781194
5570801;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;172.21781194
5570802;1;1;1;95;1;1;300000;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;219.63753878
5570803;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;176.49669816
5570805;1;1;1;95;1;1;350000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;205.66072664
5570805;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;205.66072664
5570805;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;205.66072664
5570806;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;256.4769597
5570806;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;256.4769597
5570806;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;256.4769597
5570807;1;1;1;95;1;1;100000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;223.75438961
5570807;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;223.75438961
5570807;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;223.75438961
5570808;1;1;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;20;1;10;20;202.24711691
5570809;1;1;1;95;2;;;;;;;1;1;98;2;;1;1760000;;1760000;;1;;;;;1;;;;1760000;;;;2;;2;;2;;20;1;10;20;169.52454682
5570810;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;270.87438299
5570810;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;270.87438299
5570810;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;270.87438299
5570810;1;5;1;95;2;;;;;;;1;2;;2;;1;1440000;;1440000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1440000;;2;;2;;2;;20;1;10;20;270.87438299
5570811;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;318.87476306
5570811;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;318.87476306
5570811;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;318.87476306
5570811;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;318.87476306
5570811;1;7;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;318.87476306
5570811;1;8;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;318.87476306
5570812;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;274.12639924
5570812;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;274.12639924
5570812;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;274.12639924
5570813;1;1;1;95;2;;;;;;;1;2;;2;;1;960000;;960000;;1;;;;;1;;;;960000;;;;2;;2;;2;;20;1;10;20;236.66124582
5570813;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;236.66124582
5570813;1;3;1;95;2;;;;;;;1;2;;2;;1;360000;;360000;;1;;;1;;;;360000;;;;;;2;;2;;2;;20;1;10;20;236.66124582
5570813;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;236.66124582
5570813;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;236.66124582
5570814;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;292.61313952
5570814;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;292.61313952
5570814;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;292.61313952
5570814;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;292.61313952
5570814;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;292.61313952
5570815;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;238.38329672
5570815;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;238.38329672
5570815;1;4;1;95;2;;;;;;;1;2;;2;;1;1780000;;1780000;;1;;;;;1;;;;1780000;;;;2;;2;;2;;20;1;10;20;238.38329672
5570816;1;1;1;95;1;1;120000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;169.52454682
5570817;1;1;1;95;1;1;300000;2;;2;;1;1;6000000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;20;1;10;20;193.55291466
5570817;1;2;1;95;1;2;;1;200000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;193.55291466
5570817;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;193.55291466
5570818;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;227.99753565
5570819;1;1;1;95;1;2;;1;1500000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;154.30560877
5570819;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;154.30560877
5570819;1;4;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;20;1;10;20;154.30560877
5570821;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;291.6149944
5570821;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;291.6149944
5570821;1;3;1;95;2;;;;;;;1;2;;2;;1;98;;98;;1;;;;1;;;;98;;;;;2;;2;;2;;20;1;10;20;291.6149944
5570821;1;4;1;95;2;;;;;;;1;2;;2;;1;98;;98;;1;;;;1;;;;98;;;;;2;;2;;2;;20;1;10;20;291.6149944
5570821;1;5;1;95;2;;;;;;;1;2;;2;;1;98;;98;;1;;;1;;;;98;;;;;;2;;2;;2;;20;1;10;20;291.6149944
5570821;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;291.6149944
5570821;1;11;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;291.6149944
5570821;1;12;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;291.6149944
5570821;1;13;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;291.6149944
5570822;1;1;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;20;1;10;20;232.75590496
5570822;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;232.75590496
5570822;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;232.75590496
5570822;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;232.75590496
5570823;1;1;1;95;1;2;;1;98;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;170.61028873
5570823;1;2;1;95;1;2;;1;1400000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;170.61028873
5570824;1;1;1;95;1;2;;1;2700000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;153.21986686
5570824;1;2;1;95;2;;;;;;;1;1;6000000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;20;1;10;20;153.21986686
5570825;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;249.90594583
5570825;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;249.90594583
5570825;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;249.90594583
5570825;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;249.90594583
5570827;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;249.90594583
5570827;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;249.90594583
5570827;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;249.90594583
5570827;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;249.90594583
5570828;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;163.60562793
5570828;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;163.60562793
5570828;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;163.60562793
5570828;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;163.60562793
5570829;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;169.52454682
5570830;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;263.04797356
5570830;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;263.04797356
5570831;1;1;1;95;2;;;;;;;1;2;;2;;1;1600000;;1600000;;1;;;;;1;;;;1600000;;;;2;;2;;2;;20;1;10;20;240.71116455
5570831;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.71116455
5570831;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.71116455
5570831;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;240.71116455
5570832;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;242.58016471
5570832;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;242.58016471
5570834;1;1;1;95;2;;;;;;;1;1;4000000;1;4000000;2;;;;;;;;;;;;;;;;;;2;;2;;2;;20;1;10;20;253.60223478
5570835;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;180.16932556
5570835;1;2;1;95;1;1;600000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;180.16932556
5570835;1;3;1;95;1;1;600000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;180.16932556
5570837;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;235.57550391
5570837;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;235.57550391
5570837;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;235.57550391
5570837;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;235.57550391
5570839;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;176.49669816
5570840;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;211.54713607
5570840;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;211.54713607
5570841;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;253.60223478
5570842;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;195.67610304
5570842;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;195.67610304
5570843;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;176.49669816
5570844;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;255.38064129
5570845;1;1;1;95;2;;;;;;;1;2;;2;;1;180000;;180000;;1;;;1;;;;180000;;;;;;2;;2;;2;;20;1;10;20;238.89450153
5570845;1;2;1;95;2;;;;;;;1;2;;2;;1;400000;;400000;;1;;;;1;;;;400000;;;;;2;;2;;2;;20;1;10;20;238.89450153
5570845;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;238.89450153
5570845;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;1;10;20;238.89450153
5570851;1;1;1;95;1;1;1200000;1;6800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;116.02634919
5570851;1;2;1;95;2;;;;;;;1;1;4800000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;116.02634919
5570852;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;98.671458823
5570852;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;98.671458823
5570853;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;103.12185572
5570853;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;103.12185572
5570853;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;103.12185572
5570854;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;165.60422839
5570854;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;165.60422839
5570854;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;165.60422839
5570854;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;165.60422839
5570855;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;248.88813184
5570855;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;248.88813184
5570855;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;248.88813184
5570855;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;248.88813184
5570855;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;248.88813184
5570855;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;248.88813184
5570856;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;108.31467186
