Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3861723;1;2;1;70;17;8;48;1; ;2;8;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;38;64;1;1;6421;11;17;186,122757505942
3861755;1;1;1;70;76;4;36;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;45;45;52;1;1;5261;11;76;925,9141463085
3861762;2;1;2;70;76;5;20;3; ;2;5;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;11;76;1091,74906736824
3861763;1;2;1;70;76;8;48;1; ;2;468;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;60;1;1;6041;11;76;1139,46639177019
3861764;1;1;1;70;76;4;48;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;220000;2;57;97;60;1;1;6032;11;76;1029,68833037671
3861768;1;2;1;70;76;24;48;1; ;2;36;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;85;1;2;8519;11;76;1128,57142446779
3861782;1;2;1;70;66;20;40;1; ;2;20;1; ;4;2; ; ;1; ; ; ; ; ; ; ; ;2; ;2;32;32;55;1;2;5511;11;66;233,158933188868
3861785;1;4;1;70;66;1;48;3; ;2;2;1; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;480000;2;54;59;93;1;1;9309;11;66;226,71572713739
3861790;1;1;1;70;66;8;50;1; ;2;15;8; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;60;01;1;1;0111;11;66;397,580923833039
3861792;1;1;1;70;66;10;48;4; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;11;66;249,386505365561
3861792;1;4;1;70;66;15;48;1; ;2;15;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;55;1;2;5511;11;66;249,386505365561
3861950;1;5;1;70;76;48;48;1; ;2;20;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;97;52;1;2;5211;11;76;555,38737033094
3861951;1;4;1;70;76;2;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;90000;2;45;45;55;1;1;5529;11;76;969,079049926408
3861990;1;2;1;70;52;60;40;1; ;2;48;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;45;52;1;2;5233;11;52;354,873942373632
3861995;1;1;1;70;73;144;48;1; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;39;39;74;1;2;7413;11;73;250,555440484662
3862006;1;1;1;70;52;2;48;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;98;98;60;1;1;6042;11;52;184,292864078601
3862015;1;3;1;70;52;52;48;1; ;2;260;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5261;11;52;125,93304084239
3862049;1;2;1;70;50;78;88;1; ;2;88;1; ;5;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;58;98;55;1;2;5511;11;50;267,675733166531
3862059;1;1;1;70;68;3;48;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;78;78;16;1;1;1600;11;68;401,294835423422
3862059;1;2;1;70;68;3;48;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;78;78;16;1;1;1600;11;68;401,294835423422
3862065;1;2;1;70;68;28;48;3; ;2;28;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;11;68;464,558964613562
3862066;1;2;1;70;68;8;48;1; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;45;52;1;1;5261;11;68;374,094374273871
3862076;1;2;1;70;68;10;48;1; ;2;40;1; ;8;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;07;07;85;1;1;8511;11;68;465,440170534815
3862079;1;2;1;70;68;2;48;1; ;2;2;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;1500000;2;39;33;75;1;1;7512;11;68;417,662806974738
3862089;1;2;1;70;66;8;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;55;1;1;5511;11;66;271,227450934976
3862091;1;3;1;70;66;2;25;1; ;2;156;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;53;55;1;1;5521;11;66;289,791613724247
3862095;1;3;1;70;66;2;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;95;95;45;1;1;4521;11;66;246,54706776884
3862109;1;3;1;70;66;2;48;1; ;2;8;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;11;66;339,467787642269
3862112;1;1;1;70;66;3;48;1; ;2;4;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;1;644350;2;98;98;50;1;1;5011;11;66;397,580923833039
3862117;1;1;1;70;66;3;40;1; ;2;432;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;53;55;1;1;5521;11;66;291,058791566426
3862139;1;4;1;70;17;1;48;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;210000;2;97;37;15;1;1;1594;11;17;177,842921311466
3862140;1;2;1;70;17;4;4;1; ;2;2;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;97;97;22;1;1;2212;11;17;206,941710112231
3862142;1;1;1;70;17;12;60;1; ;2;12;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;99;93;1;1;9309;11;17;230,270644823163
3862142;1;2;1;70;17;12;48;1; ;2;104;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;1;5211;11;17;230,270644823163
3862143;1;1;1;70;17;8;48;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;11;17;185,343092705964
3862149;1;4;1;70;17;8;48;1; ;2;9;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;1;6421;11;17;194,962679762462
3862159;1;2;1;70;17;3;50;3; ;2;3;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;54;54;95;1;1;9500;11;17;125,755925203399
3862181;1;1;1;70;17;8;50;1; ;2;8;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;53;55;1;1;5529;11;17;180,766707848805
3862214;1;3;1;70;76;48;3;1; ;2;3;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;1;99;2;02;02;45;1;2;4521;11;76;985,499862816305
3862216;1;2;1;70;76;12;24;3; ;2;288;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;74;1;1;7493;11;76;1036,73073561914
3862217;1;1;1;70;76;8;48;4; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;11;76;1448,24251030546
3862218;1;3;1;70;76;3;40;1; ;2;5;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;38;74;1;1;7499;11;76;1004,2641685401
3862222;2;1;2;70;76;4;48;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;11;76;1389,49332676962
3862222;2;2;2;70;76;4;48;3; ;2;48;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;11;76;1389,49332676962
3862232;1;2;1;70;76;1;48;1; ;2;2;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;1100000;2;97;45;55;1;1;5529;11;76;1056,94578595541
3862233;1;5;1;70;76;2;48;1; ;2;2;1; ;9;4; ; ;1; ; ; ; ; ; ; ; ;1;280000;2;45;97;52;1;1;5211;11;76;1099,75671193957
3862236;1;4;1;70;76;8;48;1; ;2;12;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;51;1;1;5139;11;76;597,629146232975
3862236;1;5;1;70;76;3;24;1; ;2;48;4; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;57;93;1;1;9302;11;76;597,629146232975
3862313;1;3;1;70;54;36;50;4; ;2;56;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;11;54;526,276067171819
3862313;1;4;1;70;54;17;48;4; ;2;13;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;11;54;526,276067171819
3862314;1;3;1;70;54;12;48;2; ;2;40;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8043;11;54;464,530425270244
3862320;1;2;1;70;54;4;48;4; ;2;999;1; ;3;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;21;45;52;1;1;5244;11;54;326,987671390023
3862375;1;1;1;70;52;16;36;3; ;2;21;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;11;52;236,847507726647
3862386;1;1;1;70;73;48;15;4; ;2;48;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;11;73;242,134325218454
3862394;1;1;1;70;73;8;48;1; ;2;56;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;70;36;1;1;3699;11;73;250,462641793249
3862403;1;4;1;70;73;8;20;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;11;73;250,555440484662
3862408;1;4;1;70;73;12;46;3; ;2;6;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;52;1;1;5262;11;73;248,924122598716
3862409;1;2;1;70;73;16;56;1; ;2;16;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;44;38;74;1;2;7499;11;73;328,830160001066
3862411;1;2;1;70;73;16;50;1; ;2;2;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;95;95;45;1;2;4521;11;73;209,604705221427
3862411;1;5;1;70;73;2;27;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;11;73;209,604705221427
