Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3507810;1;2;1;70;1;4;48;1; ;2;36;3; ;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;59;59;95;1;1;9500;07;47;103,536736570525;47
3507820;1;1;1;70;1;104;48;1; ;2;16;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;92;1;2;9242;07;47;263,030014656415;47
3507839;1;1;1;70;1;99;48;1; ;2;6;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;98;60;1;2;6042;07;17;193,771912782029;17
3507839;1;3;1;70;1;3;48;2; ;2;28;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;98;52;1;1;5229;07;17;193,771912782029;17
3507852;1;2;1;70;1;208;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;07;15;60,2603912185421;15
3507855;1;1;1;70;1;12;48;1; ;2;12;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;07;15;87,3289914699291;15
3507857;1;4;1;70;1;24;35;2; ;2;24;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;39;51;1;2;5125;07;18;87,4519779130222;18
3507862;1;1;1;70;1;4;48;1; ;2;10;2; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;1;7523;07;18;75,0435299763299;18
3507863;1;2;1;70;1;1;48;1; ;2;2;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;33;32;74;1;1;7499;07;18;73,0516971198948;18
3507868;1;2;1;70;1;2;48;4; ;2;8;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;75;1;1;7512;07;41;115,626181360681;41
3507888;1;2;1;70;1;12;48;1; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;50;1;1;5020;07;76;752,505749779511;76
3507888;1;4;1;70;1;8;48;1; ;2;28;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;39;32;74;1;1;7492;07;76;752,505749779511;76
3507893;1;2;1;70;1;48;48;2; ;2;24;2; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;75;1;2;7512;07;66;298,389750568272;66
3507894;1;1;1;70;1;48;48;1; ;2;48;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;92;1;2;9220;07;66;298,389750568272;66
3507895;1;3;1;70;1;48;48;1; ;2;36;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5235;07;66;298,855399409533;66
3507898;1;1;1;70;1;48;48;1; ;2;39;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;39;40;1;2;4010;07;66;328,77905198245;66
3507899;1;2;1;70;1;75;48;1; ;2;76;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;75;1;2;7512;07;66;281,937661607118;66
3507902;1;1;1;70;1;156;48;4; ;2;156;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;07;66;288,132647062392;66
3507908;1;2;1;70;1;24;24;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5235;07;66;325,14211231563;66
3507925;1;1;1;70;1;2;24;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;07;66;291,87651451871;66
3507925;1;3;1;70;1;8;48;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;45;52;1;1;5231;07;66;291,87651451871;66
3507929;1;2;1;70;1;17;54;1; ;2;17;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;07;66;356,004292946625;66
