Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Area;Esc;Mes;Dpto;Fex_c_2011
3507821;1;1;1;10;1;1;1;4;1946;68;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;17;5;07;17;142,657063127751
3507821;1;2;1;10;2;2;1;9;1957;56;2;3;1; ; ;1;5; ;2;1;2; ;3;2; ;17;2;07;17;142,657063127751
3507823;1;1;1;10;1;2;1;7;1985;28;1;2;1; ; ;3; ; ;1;1;2; ;4;7; ;17;7;07;17;257,059595257738
3507823;1;2;1;10;1;2;1;6;2003;11;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;17;3;07;17;257,059595257738
3507823;1;3;1;10;1;1;1;8;2005;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;17;1;07;17;257,059595257738
3507824;1;1;1;10;1;1;1;8;1958;55;1;3;1; ; ;1;1;28000;2;1;2; ;3;5; ;17;5;07;17;138,403086343554
3507824;1;2;1;10;2;2;1;6;1959;55;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;17;3;07;17;138,403086343554
3507824;1;3;1;10;4;2;1;9;1986;27;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;17;0;07;17;138,403086343554
3507824;1;4;1;10;4;2;1;9;1984;29;3;4;1; ; ;1;1;36000;2;1;1;2;6;2;3;17;13;07;17;138,403086343554
3507824;1;5;1;10;4;2;1;6;2009;5;3; ;1; ; ;1;5; ;2;2;1;2;2;0; ;17;0;07;17;138,403086343554
3507824;1;6;1;10;6;1;1;9;1986;27;3;4;1; ; ;1;1;24640;2;1;2; ;5;11;2;17;11;07;17;138,403086343554
3507825;1;1;1;10;1;1;1;7;1987;26;1;2;1; ; ;1;1;31840;2;1;2; ;5;11;2;17;11;07;17;250,565018413275
3507825;1;2;1;10;2;2;1;11;1994;19;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;17;11;07;17;250,565018413275
3507825;1;3;1;10;2;1;1;4;2012;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;17; ;07;17;250,565018413275
3507827;1;1;1;10;1;1;1;7;1961;52;1;2;1; ; ;1;1;24640;2;1;2; ;5;11;2;17;11;07;17;206,965626119106
3507827;1;2;1;10;2;2;1;7;1977;36;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;17;4;07;17;206,965626119106
3507827;1;3;1;10;2;2;1;1;2004;10;3;6;1; ; ;1;5; ;2;1;1;1;3;2; ;17;2;07;17;206,965626119106
3507830;1;1;1;10;1;2;1;11;1956;57;1;3;1; ; ;1;4; ;2;1;2; ;3;1; ;17;1;07;17;179,725329754211
3507832;1;1;1;10;1;1;1;8;1965;48;1;2;2;1;12; ; ; ;2;1;2; ;5;11;2;17;11;07;17;250,565018413275
3507832;1;2;1;10;2;2;1;1;1991;23;2;2;1; ; ;3; ; ;2;1;2; ;5;10;1;17;10;07;17;250,565018413275
3507832;1;3;1;10;2;1;1;6;2008;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;17;0;07;17;250,565018413275
3507833;1;1;1;10;1;1;1;10;1964;49;1;3;1; ; ;1;1;24640;2;1;2; ;4;6; ;17;6;07;17;169,631902551075
3507833;1;2;1;10;2;2;1;11;1963;50;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;17;5;07;17;169,631902551075
3507833;1;3;1;10;2;2;1;7;1997;16;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;17;10;07;17;169,631902551075
3507833;1;4;1;10;2;1;1;1;1999;15;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ;17;9;07;17;169,631902551075
3507833;2;1;2;10;1;2;1;10;1953;60;1;4;1; ; ;1;5; ;2;1;2; ;5;11;2;17;11;07;17;169,631902551075
3507834;1;1;1;10;1;1;1;11;1957;56;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;17;11;07;17;182,173162135937
3507834;1;2;1;10;2;2;1;10;1950;63;2;6;1; ; ;1;5; ;2;1;2; ;4;8; ;17;8;07;17;182,173162135937
3507834;1;3;1;10;3;2;1;2;1986;28;3;4;1; ; ;1;3;77000;2;1;2; ;5;11;2;17;11;07;17;182,173162135937
3507834;1;4;1;10;2;1;1;9;2007;6;4; ;1; ; ;1;5; ;2;2;1;1;2;0; ;17;0;07;17;182,173162135937
3507834;1;5;1;10;5;2;1;7;1931;82;5;5;1; ; ;1;3;77000;2;2;2; ;1;0; ;17;0;07;17;182,173162135937
3507835;1;1;1;10;1;1;1;3;1947;67;1;3;1; ; ;1;2;86400;2;1;2; ;4;7; ;17;7;07;17;142,657063127751
3507835;1;2;1;10;2;2;1;3;1951;63;2;3;1; ; ;1;5; ;2;1;2; ;6;1;2;17;12;07;17;142,657063127751
3507837;1;1;1;10;1;2;1;11;1948;65;1;6;1; ; ;1;3;77000;2;1;2; ;3;5; ;17;5;07;17;179,725329754211
3507838;1;1;1;10;1;2;1;11;1961;52;1;3;1; ; ;1;1;24640;2;1;2; ;5;11;2;17;11;07;17;91,6021653188442
