Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P6290;P6290s1;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Mes;Ft;Dpto;Fex_c_2011
3507821;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;17;142,657063127751
3507821;1;2;1;50;17; ; ;2;6;DE PASEO;2;1; ; ; ; ; ; ; ; ; ; ;07;1;17;142,657063127751
3507823;1;1;1;50;17; ; ;1;3; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;17;257,059595257738
3507824;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;17;138,403086343554
3507824;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;17;138,403086343554
3507824;1;3;1;50;17; ; ;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;17;138,403086343554
3507824;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;17;138,403086343554
3507824;1;6;1;50;17; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;17;138,403086343554
3507825;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;17;250,565018413275
3507825;1;2;1;50;17; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;17;250,565018413275
3507827;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;17;206,965626119106
3507827;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;17;206,965626119106
3507830;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;17;179,725329754211
3507832;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;17;250,565018413275
3507832;1;2;1;50;17; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;17;250,565018413275
