Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
3512564;1;2;1;2;1;4;1;1;4;3; ; ; ; ;300000;2;2;1;1;1;1;2;2;2;1;1;2;1;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;2;6;1;2;2;2;1;9; ;1;01;2;07;63;1476,04737714058
3512572;1;4;3;2;1;4;1;1;5;4; ; ; ;150000; ;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;4;1;1;4;2;1;2;2;2;1;9; ;1;01;2;07;63;1579,99158235834
3512573;1;1;1;2;1;4;1;1;4;4; ; ; ;50000; ;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;2;2;2;1;9; ;1;01;2;07;63;1974,00002898616
3512576;1;4;1;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;1;1;1;2;2;2;2;2;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;2;2;2;1;9; ;1;01;2;07;63;1295,72911204445
3512577;1;2;1;2;1;4;1;1;4;4; ; ; ;120000; ;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;1;2;2;1;2;2;2; ;3;1;1;4;2;1;2;2;2;1;9; ;1;01;2;07;63;1148,79946185141
3512591;1;2;2;2;2;4;6;1;4;1; ; ;18000000;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;2;1;2;1;2;1;2;2;2;2;1; ; ;01;2;07;63;1459,84023702628
3512592;1;2;1;2;2;4;6;1;4;4; ; ; ;60000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;4;1;2;1;2;1;2;2;2;2;1; ; ;01;2;07;63;1874,47385076742
3512594;1;7;5;2;1;4;6;1;5;1; ; ;50000000;280000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;6;1;1;4;2;1;2;2;2;2;1; ; ;01;2;07;63;1875,38966669244
3512595;1;3;3;4;1;4;6;5;5;5; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;4;1;1;7;3;2;2;2;2;2; ; ; ;01;2;07;63;1604,62445281698
3512596;1;2;2;2;1;4;6;1;4;4; ; ; ;300000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;2;2;2;2; ; ;01;2;07;63;1753,84481080882
