Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Dpto;Orden;Fex_c_2011
350738;2;3;2;2;1;4;1;1;4;4; ; ; ;80000; ;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;3;2;1;2;1;2;1;9; ;2;01;2;50;1;1140,92420313501
350739;2;3;2;1;1;4;1;1;4;1; ; ;12000000;120000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;1;2;1;2;1;2;1;1; ;2;01;2;50;1;1105,34083384061
350740;2;2;1;1;2;5;2;1;4;3; ; ; ; ;120000;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;2;1;1; ;2;01;2;50;1;1333,02628795725
350741;2;6;2;1;1;4;1;1;4;4; ; ; ;200000; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;2;1;2;1;1; ;2;01;2;50;1;554,220703645216
350743;2;3;1;1;1;4;1;1;4;1; ; ;25000000;150000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;2;1;1; ;2;01;2;50;1;657,979599642987
350744;2;4;3;2;1;4;1;2;4;3; ; ; ; ;90000;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;50;1;2216,88281458086
350745;2;3;2;1;1;4;1;1;4;1; ; ;5000000;100000; ;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;1;2;1;1;1;1;4;1;2;1;2;1;2; ;2;01;2;50;1;695,323703103492
350746;2;1;1;1;1;4;1;3;4;1; ; ;2000000;80000; ;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;1;1;1;4;1;2;1;2;1;2; ;2;01;2;50;1;923,207402569614
350747;2;3;2;1;1;4;3;1;5;1; ; ;2000000;60000; ;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;1;5;1;1;2;1;2;2;1; ; ;01;2;50;1;1469,3678962975
350748;2;1;1;2;2;4;3;1;4;4; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;4;1;2;1;2;1;2;1;1; ;2;01;2;50;1;1369,26727771391
