Directorio;Secuencia_p;Orden;Area;Regis;P7495;P7500;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s4;P7510s6;P7510s2a1;P7510s4a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;Dpto;Fex_c_2011
345524;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2931,21520118713
345524;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2931,21520118713
345524;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2931,21520118713
345525;2;1;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;500000;2;1;2;11;1720,04360120631
345525;2;2;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;60000;2;1;2;11;1720,04360120631
345526;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2770,35969647252
345526;2;2;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;5000000;2;1;2;11;2770,35969647252
345526;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2770,35969647252
345526;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2770,35969647252
345526;3;1;11;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;99; ; ; ;2;2;2;11;2770,35969647252
345526;3;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2770,35969647252
345527;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1349,0988779052
345527;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1349,0988779052
345527;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1349,0988779052
345527;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1349,0988779052
345527;2;6;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1349,0988779052
345528;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1931,80922013542
345528;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1931,80922013542
345528;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1931,80922013542
345528;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1931,80922013542
345529;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1969,33104412692
345529;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1969,33104412692
345529;2;3;11;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;120000; ; ; ;2;2;2;11;1969,33104412692
345529;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1969,33104412692
345530;2;1;11;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;500000; ; ; ;2;2;2;11;2722,25733012767
345530;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2722,25733012767
345531;2;1;11;95;1; ;1;2; ; ;150000;2;1;2;2;2; ; ; ; ; ;1200000;2;1;2;11;2114,58908325353
345532;2;1;11;95;1; ;2;1; ;467000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1954,30561560461
345532;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1954,30561560461
345533;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2736,66461394401
345534;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3112,26872782466
345534;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3112,26872782466
345535;2;1;11;95;1; ;1;2; ; ;150000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3431,19680347207
345535;2;2;11;95;1; ;1;2; ; ;230000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3431,19680347207
345535;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3431,19680347207
345535;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3431,19680347207
345536;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2551,28240326625
345536;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2551,28240326625
345536;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2551,28240326625
345537;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1835,16633558224
345537;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1835,16633558224
345537;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1835,16633558224
345537;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1835,16633558224
345537;2;5;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1835,16633558224
345537;2;6;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1835,16633558224
345538;2;1;11;95;1; ;1;2; ; ;240000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3169,20861173859
345538;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3169,20861173859
345538;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3169,20861173859
345539;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2717,51039970228
345539;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2717,51039970228
345540;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2587,06691026863
345540;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2587,06691026863
345541;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2585,50989522508
345541;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2585,50989522508
345542;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2487,84129935754
345542;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2487,84129935754
345543;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2301,83391714973
345543;2;2;11;95;1; ;2;1; ;350000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2301,83391714973
345543;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2301,83391714973
345543;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2301,83391714973
345543;2;5;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2301,83391714973
345545;2;1;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;150000;2;1;2;11;2407,29153165264
345545;3;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2407,29153165264
345546;2;1;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;300000;2;1;2;11;1842,90631564048
345546;3;1;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1920000;2;1;2;11;1842,90631564048
345548;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2097,2047301305
345548;2;2;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;50000;2;1;2;11;2097,2047301305
345548;3;1;11;95;1; ;1;2; ; ;50000;2;1;2;2;2; ; ; ; ; ;200000;2;1;2;11;2097,2047301305
345549;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2214,65271176982
345550;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1807,38584978213
345550;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1807,38584978213
345551;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1677,53684432589
345551;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1677,53684432589
345551;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1677,53684432589
345552;2;1;11;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2829,1552492401
345552;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2829,1552492401
345552;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2829,1552492401
345552;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2829,1552492401
345552;2;5;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2829,1552492401
345555;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1843,63448511865
345555;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1843,63448511865
345555;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1843,63448511865
345555;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1843,63448511865
345556;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2796,44302771324
345556;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2796,44302771324
345556;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2796,44302771324
345556;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2796,44302771324
345557;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3062,3607633945
345557;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3062,3607633945
345557;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3062,3607633945
345557;3;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3062,3607633945
345557;3;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3062,3607633945
345557;4;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3062,3607633945
345558;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1993,23218879403
345558;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1993,23218879403
345558;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1993,23218879403
345559;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2722,25733012767
345559;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2722,25733012767
345560;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3711,40319535763
345560;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3711,40319535763
345560;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3711,40319535763
345560;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3711,40319535763
345561;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2796,44302771324
345561;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2796,44302771324
345561;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2796,44302771324
345561;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2796,44302771324
345562;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2065,05500809443
345562;2;2;11;95;1; ;1;2; ; ;120000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2065,05500809443
345565;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2530,3908720354
345565;3;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2530,3908720354
345565;3;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2530,3908720354
345567;2;1;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;3000000;2;1;2;11;2372,84535497154
345568;2;1;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1500000;2;1;2;11;2618,9197191539
345569;2;1;11;95;1; ;1;1; ;520000;430000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2207,47588365695
345569;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2207,47588365695
345570;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2351,65312767408
345570;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2351,65312767408
345570;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2351,65312767408
345572;2;1;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;200000;2;1;2;11;2101,16258735849
345572;2;2;11;95;2; ; ; ; ; ; ; ;1;1;2;2; ; ; ; ;80000; ;2;2;2;11;2101,16258735849
345573;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1807,84997811627
345573;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1807,84997811627
345573;3;1;11;95;1; ;1;2; ; ;350000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1807,84997811627
345573;3;2;11;95;1; ;2;1; ;433000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1807,84997811627
345573;3;3;11;95;2; ; ; ; ; ; ; ;1;2;2;2;2000000; ; ; ; ; ;2;2;1;11;1807,84997811627
345574;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2074,80812358512
345574;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2074,80812358512
345574;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2074,80812358512
345574;2;5;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2074,80812358512
345574;2;6;11;95;2; ; ; ; ; ; ; ;1;1;2;2; ; ; ; ;500000;800000;2;1;2;11;2074,80812358512
345574;3;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2074,80812358512
345575;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1957,52118514172
345575;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1957,52118514172
345575;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1957,52118514172
345575;2;5;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1957,52118514172
345576;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2435,71032598307
345576;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2435,71032598307
345576;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2435,71032598307
345576;2;5;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2435,71032598307
345576;2;6;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2435,71032598307
345579;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2703,49050478368
345579;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2703,49050478368
345579;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2703,49050478368
345580;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2998,44903665083
345580;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2998,44903665083
345581;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2881,59216700514
345581;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2881,59216700514
345582;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1672,45084066022
345582;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1672,45084066022
345582;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1672,45084066022
345583;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2771,86109966912
345583;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2771,86109966912
345585;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2624,00572281958
345586;2;1;11;95;1; ;1;2; ; ;230000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1720,04360120631
345586;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1720,04360120631
345587;2;1;11;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1720,04360120631
345587;2;2;11;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1720,04360120631
345588;2;1;11;95;1; ;2;1; ;6500000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1720,04360120631
345588;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1720,04360120631
345589;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2040,52869189727
345589;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2040,52869189727
345589;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2040,52869189727
345589;2;5;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2040,52869189727
345591;2;1;11;95;1; ;2;1; ;1400000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2962,67102414927
345591;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2962,67102414927
345591;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2962,67102414927
345592;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1560,95203668016
345592;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1560,95203668016
345592;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1560,95203668016
345593;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1973,61384621817
345594;2;1;11;95;1; ;1;2; ; ;5000000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1824,01614254278
345594;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1824,01614254278
345595;2;1;11;95;1; ;2;1; ;2000000; ;2;1;2;2;1; ; ;3000000; ; ; ;2;2;2;11;2364,08937224929
345595;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2364,08937224929
345595;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2364,08937224929
345595;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2364,08937224929
345596;2;1;11;95;1; ;1;1; ;3000000;600000;2;1;2;2;2; ; ; ; ; ;8400000;2;1;2;11;2487,84129935754
345596;2;2;11;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;1000000; ; ; ;2;2;2;11;2487,84129935754
345597;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2146,55160875607
345597;2;2;11;95;2; ; ; ; ; ; ; ;1;2;2;2;3600000; ; ; ; ; ;2;2;1;11;2146,55160875607
345597;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2146,55160875607
345598;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2496,97390757523
345599;2;1;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;9480000;2;1;2;11;3057,46218462396
345600;2;1;11;95;1; ;1;1; ;350000;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2385,00379835915
345601;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2338,24359568216
345601;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2338,24359568216
345601;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2338,24359568216
345602;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2698,7744318457
345602;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2698,7744318457
345602;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2698,7744318457
345602;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2698,7744318457
345603;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1993,23218879403
345603;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1993,23218879403
345603;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1993,23218879403
345604;2;1;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ;24000000; ; ;1;2;2;11;2065,05500809443
345604;2;2;11;95;1; ;1;2; ; ;715000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2065,05500809443
345605;2;1;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;98;2;1;2;11;2214,65271176982
345606;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2214,65271176982
345608;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2865,00242828173
345608;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2865,00242828173
345608;2;3;11;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;1600000; ; ; ;2;2;2;11;2865,00242828173
345609;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2591,81384069401
345609;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2591,81384069401
345610;2;1;11;95;1; ;2;1; ;1100000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2395,38075412193
345610;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2395,38075412193
345610;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2395,38075412193
345610;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2395,38075412193
345612;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3011,54542540494
345612;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3011,54542540494
345612;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3011,54542540494
345612;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3011,54542540494
345613;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2847,95388913594
345613;2;2;11;95;2; ; ; ; ; ; ; ;1;1;2;2; ; ; ; ;558000; ;2;2;2;11;2847,95388913594
345614;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1930,97673369447
345614;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1930,97673369447
345614;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1930,97673369447
345614;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1930,97673369447
345615;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2591,81384069401
