DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;DPTO;fex_c_2011
4377384;1;2;1;80;2;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;76;2895,46850834254
4377385;1;1;1;80;2;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ;99;3;1;76;2895,46850834254
4377385;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;76;2895,46850834254
4377386;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;76;7430,72617323145
4377386;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;76;7430,72617323145
4377388;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;76;6981,54489295626
4377388;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;76;6981,54489295626
4377389;1;3;1;80;2;1;1;8; ;2; ; ;2; ; ; ;2; ;2; ;500000; ;1;76;5483,81397425779
4377389;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;76;5483,81397425779
4377391;1;2;1;80;2;1;1;7; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;76;8046,94239404378
4377391;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;737717; ;1;76;8046,94239404378
4377400;1;1;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;76;6409,48802759386
4377405;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;76;2895,46850834254
4377405;1;4;1;80;2;1;4;1; ;2; ; ;8; ;2; ;2; ; ; ;99;2;1;76;2895,46850834254
4377408;1;3;1;80;2;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ;737717;2;1;76;6220,82962064587
4377408;1;4;1;80;2;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ;99;2;1;76;6220,82962064587
4377408;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;76;6220,82962064587
4377436;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;2000000;2;1;19;1096,58831997539
4377436;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;19;1096,58831997539
4377436;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;19;1096,58831997539
4377438;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;19;1413,22698091892
4377440;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;19;1583,34347297614
4377442;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;1771,28625309343
4377443;1;4;1;80;2;1;3;6; ;2; ; ;2; ;2; ;2; ;1;24;1500000;2;1;19;1096,58831997539
4377448;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;19;1763,66758169562
4377449;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;30;700000;2;1;19;1894,75918990876
4377450;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;2756,67980575985
4377452;1;1;1;80;2;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ;200000;2;1;19;2583,51540299842
4377452;2;2;2;80;2;1;3;1; ;2; ; ;6; ;2; ;2; ;2; ;737717;2;1;19;2583,51540299842
4377452;2;3;2;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;2583,51540299842
4377454;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;19;2261,01663447928
4377454;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;2261,01663447928
4377454;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;2261,01663447928
4377456;1;1;1;80;2;1;2;1; ;2; ; ;7; ;2; ;2; ;1;40;737717;2;1;19;1693,24745197779
4377456;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;19;1693,24745197779
4377456;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;1693,24745197779
4377457;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;1912,58547796884
4377457;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;1912,58547796884
4377458;1;1;1;80;2;1;4;5; ;2; ; ;4; ;3; ;2; ; ; ;737717;2;1;19;2445,26408882722
4377458;1;2;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;19;2445,26408882722
4377459;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;30;737717;2;1;19;2926,79629781706
4377461;1;1;1;80;2;1;1;4; ;2; ; ;4; ;2; ;1;50000;1;40;700000;2;1;19;2445,26408882722
4377462;1;1;1;80;2;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ;98;3;1;19;1583,34347297614
4377462;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;19;1583,34347297614
4377464;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;1707,91841531678
4377464;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;1707,91841531678
4377466;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;19;2743,66242226948
4377466;1;2;1;80;2;1;1;8; ;2; ; ;1; ;1; ;2; ;1;48;737717;2;1;19;2743,66242226948
4377466;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;19;2743,66242226948
4377466;2;2;2;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;19;2743,66242226948
4377467;1;1;1;80;2;1;4;7; ;2; ; ;8; ;2; ;2; ;1;40;737717;2;1;19;1413,22698091892
4377468;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;19;1096,58831997539
4377469;1;4;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;19;2249,13194638905
4377470;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;3766,95846990449
4377471;1;3;1;80;2;1;4;1; ;2; ; ;2; ;2; ;2; ;1;40;2500000;2;1;19;1096,58831997539
4377472;1;1;1;80;2;1;4;4; ;2; ; ;1; ;3; ;2; ; ; ;737717;3;1;19;1096,58831997539
4377472;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;19;1096,58831997539
4377473;1;6;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;19;1413,43312097833
4377473;1;8;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;19;1413,43312097833
4377475;1;3;1;80;2;1;1;4; ;2; ; ;4; ;1; ;2; ;2; ;737717;2;1;19;1937,71622945643
4378266;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;28;300000;2;1;52;1699,31039445019
4378268;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;300000;2;1;52;2417,45957770448
4378268;1;5;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;300000;2;1;52;2417,45957770448
4378268;1;6;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ;300000; ;1;52;2417,45957770448
4378268;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;2417,45957770448
4378268;1;8;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;2417,45957770448
4378270;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ;300000;2;1;52;673,969681587812
4378273;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1040,6799208699
4378279;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;2208,35036890458
4378280;1;2;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;52;673,969681587812
4378280;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;737717;2;1;52;673,969681587812
4378282;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ;500000;2;1;52;950,931252274669
4378283;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;1786,21975291462
4378283;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1786,21975291462
4378284;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1210,84288095343
4378284;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1210,84288095343
4378285;1;1;1;80;2;1;1;3; ;2; ; ;9; ;2; ;1;50000; ; ;500000;2;1;52;1500,45707732362
4378285;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;1500,45707732362
4378288;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;52;1070,93176739093
4378288;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1070,93176739093
4378289;1;1;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ;1;24;700000;2;1;52;758,989844483713
4378290;1;2;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;700000;2;1;52;1454,91069377923
4378293;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;52;673,969681587812
4378293;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;52;673,969681587812
4378353;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1203,93638634221
4378353;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;1203,93638634221
4378353;2;2;2;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;200000;2;1;52;1203,93638634221
4378356;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;700000;2;1;52;1097,74886044839
4378357;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;1049,69678190156
4378357;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;1049,69678190156
4378358;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;52;2198,0337996203
4378359;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1058,32516680543
4378361;1;2;1;80;2;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ;800000;2;1;52;2389,43174519319
4378362;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ;500000;2;1;52;1646,7631327714
4378365;1;1;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;1184,65821891281
4378365;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1184,65821891281
4378365;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1184,65821891281
4378366;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1021,0953936573
4378366;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1021,0953936573
4378371;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;250000; ;1;52;4266,36131475826
4378372;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;400000;2;1;52;2203,56960718014
4378374;1;4;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;500000;2;1;52;1782,32366845357
4378377;1;3;1;80;2;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ;700000;2;1;52;1709,85179741989
4378377;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1709,85179741989
4378378;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;737717;2;1;52;2496,61878027625
4378378;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;2496,61878027625
4378379;1;1;1;80;2;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ;250000;2;1;52;2960,52835043301
4378382;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;400000;2;1;52;1995,56714824073
4378383;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;300000;2;1;52;1995,56714824073
4378384;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;300000;2;1;52;2283,66011198165
4378386;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;20;400000;2;1;52;1688,47368116902
4378388;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;300000;2;1;52;1449,88970895019
4378389;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;200000; ;1;52;2150,07262625239
4378390;1;2;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ;2; ;800000;2;1;52;951,785842891808
4378391;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;400000; ;1;52;1508,1585526457
4378395;1;1;1;80;2;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ;98;2;1;52;1161,79674520927
4378396;1;1;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ;400000;2;1;52;1365,80219925687
4378397;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;737717;2;1;52;931,126157167467
4378397;1;5;1;80;2;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ;98;2;1;52;931,126157167467
4378403;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ;300000;2;1;52;2458,08933315176
4378407;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;1029,13196174937
4378407;1;2;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;1029,13196174937
4378407;1;4;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;52;1029,13196174937
4378407;1;7;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;52;1029,13196174937
4378409;1;3;1;80;2;1;2;2; ;2; ; ;2; ; ; ;2; ; ; ;200000; ;1;52;1820,58046523129
4378411;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;2214,22737730111
4378413;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;300000;2;1;52;1161,79674520927
4378414;1;3;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;1015,21366686079
4378415;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;700000;2;1;52;901,491945868113
4378418;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;300000; ;1;52;1432,46260069554
4378438;1;2;1;80;2;1;4;4; ;2; ; ;9; ;2; ;2; ;1;40;737717;2;1;52;2135,41785123961
4378439;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;700000;2;1;52;2650,67258965627
4378442;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;901,491945868113
4378442;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;52;901,491945868113
4378444;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;901,491945868113
4378444;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;901,491945868113
4378445;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;1706,62771650341
4378446;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;1161,79674520927
4378448;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;1796,97844346636
