DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;fex_c_2011
2486490;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;05;843,641794124361
2486491;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;05;960,767153633613
2486493;1;2;1;80;05;1;2;6; ;2; ;2; ; ; ;POR DEDICARSE A SU COMUNIDAD RELIGIOSA;12;2;1;08;05;1036,42803266
2486494;1;1;1;80;05;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;05;950,795979684789
2486494;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;05;950,795979684789
2486497;1;1;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;05;946,261840536
2486497;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;05;946,261840536
2486499;1;1;1;80;05;1;1;2; ;2; ;2; ; ; ; ;2;2;1;08;05;1120,3974473401
2486501;1;2;1;80;05;1;3;7; ;3; ;2; ; ; ; ;4;2;1;08;05;1075,04406972862
2486502;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;05;852,666372054331
2486504;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;05;877,723692044187
2486504;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;05;877,723692044187
2486505;1;1;1;80;05;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;05;941,470663819021
2486505;1;2;1;80;05;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;05;941,470663819021
2486507;1;1;1;80;05;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;05;780,292232441118
2486507;1;2;1;80;05;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;05;780,292232441118
