DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;AREA;fex_c_2011
2486509;1;2;1;70;1;48;48;1; ;2;36;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;44;65;1;2;6512;08;05;05;1104,93694864691
2486690;1;3;1;70;1;72;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;11;11;1921,61851551134
2486693;1;1;1;70;1;4;48;1; ;2;164;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;85;1;1;8513;08;11;11;1979,57211876881
2486712;1;3;1;70;1;3;48;1; ;2;52;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;64;1;1;6421;08;17;17;153,233139096292
2486714;1;3;1;70;1;8;25;1; ;2;24;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;74;1;1;7421;08;17;17;153,760715402523
2486722;1;1;1;70;1;4;48;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;53;53;55;1;1;5530;08;17;17;132,883003700143
2486722;1;5;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;08;17;17;132,883003700143
2486984;1;3;1;70;1;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;08;18;18;34,9713242336202
2486995;1;2;1;70;1;156;48;1; ;2;156;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;41;1;2;4100;08;19;19;78,7189978592433
2486996;1;1;1;70;1;2;48;1; ;2;2;1; ;8;1; ; ;1; ; ; ; ; ; ; ; ;1;660000;2;58;58;74;1;1;7411;08;19;19;88,0288468785273
