DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;AREA;MES;DPTO;fex_c_2011
2486487;1;1;1;95;1; ;2;1; ;453600; ;2;1;2;2; ; ; ; ;4500000;2;1;2;1011900;1;05;08;05;892,883452801581
2486489;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;1027,10271679423
2486489;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;1027,10271679423
2486490;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2;05;08;05;843,641794124361
2486490;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;843,641794124361
2486491;1;1;1;95;1; ;1;2; ; ;280000;2;1;2;2;24000000; ; ; ; ;2;2;1; ;2;05;08;05;960,767153633613
2486491;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;960,767153633613
2486492;1;1;1;95;1; ;2;1; ;960000; ;2;1;2;2; ; ; ; ; ;2;2;2;1920000;1;05;08;05;1063,38720004525
2486492;1;2;1;95;2; ; ; ; ; ; ; ;1;2;1; ;61800; ; ; ;2;2;2; ;2;05;08;05;1063,38720004525
2486493;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;180000; ; ; ;2;2;2; ;2;05;08;05;1036,42803266
2486493;1;2;1;95;1; ;1;2; ; ;200000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;1036,42803266
2486493;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;1036,42803266
2486494;1;1;1;95;1; ;2;1; ;863000; ;2;1;2;2;11000000; ; ; ; ;2;2;1;1726000;1;05;08;05;950,795979684789
2486494;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;950,795979684789
2486494;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;950,795979684789
2486496;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;7200000;2;1;2; ;2;05;08;05;936,936524670231
2486497;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;12000000;2;1;2; ;2;05;08;05;946,261840536
2486497;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;946,261840536
2486499;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;12000000;2;1;2; ;2;05;08;05;1120,3974473401
2486500;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;921,505258481942
2486500;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;921,505258481942
2486501;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;1075,04406972862
2486501;1;2;1;95;1; ;2;1; ;1200000; ;2;1;2;2; ; ; ; ; ;2;2;2;2400000;1;05;08;05;1075,04406972862
2486501;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;1075,04406972862
2486501;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;1075,04406972862
2486501;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;08;05;1075,04406972862
2486502;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;7200000;2;1;2; ;2;05;08;05;852,666372054331
2486502;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;1400000;1800000;2;1;2; ;2;05;08;05;852,666372054331
