DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
5105382;1;3;1;70;05;24;48;1; ;2;104;1; ;9;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;1300000;2; ;74;16;16;1;2;7410;01;05;1053,60861476464
5105389;1;2;1;70;05;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;82;59;38;1;1;8220;01;05;1191,37431692797
5105400;1;3;1;70;05;24;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;41;15;15;1;2;4112;01;05;766,924685458748
5105402;1;3;1;70;05;4;48;1; ;2;4;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;600000;1000000;2; ;47;53;45;1;1;4724;01;05;1007,3552142396
5105419;1;3;1;70;05;36;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;39; ;1;2;.;01;05;995,175625670635
5105423;1;2;1;70;05;52;48;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;47;45;45;1;2;4792;01;05;1309,64413844723
5105426;1;3;1;70;05;24;48;1; ;2;104;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;47;39;45;1;2;4771;01;05;1234,46248689844
5105426;1;6;1;70;05;8;48;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;82;97;39;1;1;8230;01;05;1234,46248689844
5105432;1;3;1;70;05;3;65;1; ;2;4;1; ;9;2;9;ES COTIZANTE; ;1; ; ; ; ; ; ; ; ;1;250000;828000;1;2;10;98;98;1;1;1040;01;05;890,669558930026
5105434;1;2;1;70;05;12;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;14;38;33;1;1;1410;01;05;1106,81847674963
5105444;1;1;1;70;08;4;48;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;69;33;32;1;1;6910;01;08;502,852715535242
5105445;1;2;1;70;08;4;48;1; ;2;4;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;2000000;1500000;2; ;85;13;13;1;1;8551;01;08;640,335539916172
5105460;1;1;1;70;13;16;48;1; ;2;192;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;47;33;33;1;2;4711;01;13;402,868080798227
5105557;1;2;1;70;17;9;40;1; ;2;4;2; ;6;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;1;1;85;13;13;1;1;8512;01;17;151,163231284871
5105559;1;3;1;70;17;8;48;1; ;2;48;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;82;53;38;1;1;8220;01;17;150,117373279438
5105567;1;1;1;70;17;2;48;1; ;2;2;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;3000000;3500000;1;1;25;30;70;1;1;2593;01;17;338,101010379616
5105569;1;2;1;70;17;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ; ;97; ;1;1;.;01;17;153,590075954067
5105569;1;4;1;70;17;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ; ;45; ;1;1;.;01;17;153,590075954067
5105589;1;1;1;70;17;8;48;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;56;53;53;1;1;5611;01;17;119,204314147471
5105591;1;2;1;70;17;24;60;1; ;2;52;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;56;53;53;1;2;5611;01;17;162,178156932699
5105598;1;3;1;70;17;2;48;1; ;2;3;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;1;490000;828116;2; ;14;95;95;1;1;1410;01;17;177,840049723301
5105605;1;1;1;70;17;48;48;1; ;2;48;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;28;02;02;1;2;2816;01;17;297,859561470268
5105611;1;4;1;70;17;2;48;4; ;2;4;4; ;7;2;1; ; ;1; ; ; ; ; ; ; ; ;1;3000000;2000000;1;1;74;05;05;1;1;7490;01;17;201,65725851965
5105614;1;4;1;70;17;32;48;1; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;47;53;41;1;2;4721;01;17;250,198604802045
5105621;1;3;1;70;17;1;48;1; ;2;2;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;1;828116;828116;2; ;32;45;97;1;1;3290;01;17;119,204314147471
5105735;2;7;2;70;23;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;84;59;59;1;1;8430;01;23;112,45010267222
5105738;1;2;1;70;23;2;48;5; ;2;3;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;1200000;2; ;41;95;95;1;1;4111;01;23;186,443153078766
5105742;1;4;1;70;23;1;50;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;400000;2; ;49;98;98;1;1;4921;01;23;236,204405272234
5105745;1;3;1;70;23;14;48;1; ;2;14;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;86;59;59;1;2;8610;01;23;139,513316787965
5105748;1;2;1;70;23;20;48;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;41;95;95;1;2;4111;01;23;86,08669022379
5105753;1;3;1;70;23;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ; ;45; ;1;1;.;01;23;164,848978923686
5105757;1;2;1;70;23;28;48;1; ;2;28;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;85;33;33;1;2;8523;01;23;181,894564508953
5105867;1;1;1;70;50;108;48;4; ;2;108;2; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;900000;3; ;84;41;58;1;2;8422;01;50;272,27423994115
