DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
5105378;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;995,701573553396
5105378;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;995,701573553396
5105379;1;1;1;50;05;1; ; ;1;6;PASEO;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;910,619785492299
5105379;1;2;1;50;05;1; ; ;2;6;PASEO;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;910,619785492299
5105379;1;3;1;50;05;1; ; ;3;6;PASEO;2;2;2;2;1;13;PORQUE APENAS SE LE TERMINO EL CONTRATO HACE 15 DIAS; ; ; ; ; ;01;1;05;910,619785492299
5105380;1;1;1;50;05;1; ; ;1;6;VACACIONES OCIO;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;968,872451707863
5105380;1;2;1;50;05;1; ; ;1;6;PASEO OCIO;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;968,872451707863
5105381;1;1;1;50;05;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;995,701573553396
5105381;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;01;1;05;995,701573553396
5105382;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1053,60861476464
5105382;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1053,60861476464
5105382;1;3;1;50;05;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1053,60861476464
5105383;1;1;1;50;05;1; ; ;1;6;DESCANSAR;1; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1191,90026481073
5105384;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1033,65838820237
5105384;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1033,65838820237
5105384;1;3;1;50;05;1; ; ;2;6;ESPERANDO SU JUICIO EN UNA CARCEL EN CALI;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1033,65838820237
5105384;1;4;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1033,65838820237
5105385;1;1;1;50;05;1; ; ;1;6;DESCANSANDO;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1106,81847674963
5105385;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1106,81847674963
5105386;1;1;1;50;05;1; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;968,872451707863
5105386;1;2;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;968,872451707863
5105387;1;1;1;50;05;1; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1561,17684120514
5105387;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;01;1;05;1561,17684120514
5105388;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1021,73668868854
5105388;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1021,73668868854
5105388;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1021,73668868854
5105389;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1191,37431692797
5105389;1;2;1;50;05;1;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1191,37431692797
5105390;1;1;1;50;05;1; ; ;1;6;CAMINAR Y VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;995,701573553396
5105390;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;995,701573553396
5105391;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;949,102548024036
5105391;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;949,102548024036
5105391;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;949,102548024036
5105391;1;4;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;949,102548024036
5105392;1;1;1;50;05;1; ; ;1;6;PASEAR;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1718,82086036183
5105392;1;2;1;50;05;1; ; ;2;6;PASEAR;2;2;2;2;1;10; ; ; ; ; ; ;01;1;05;1718,82086036183
5105393;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1072,66709861687
5105393;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1072,66709861687
5105393;1;3;1;50;05;1; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1072,66709861687
5105393;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1072,66709861687
5105395;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1009,90272512389
5105396;1;1;1;50;05;1; ; ;1;6;VER TELEVISION TEJER;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;866,387947968781
5105396;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;866,387947968781
5105398;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1086,3423023046
5105398;1;2;1;50;05;1; ; ;2;6;VER TELEVISION;2;2;2;2;1;2; ;1;2; ; ; ;01;1;05;1086,3423023046
5105398;1;3;1;50;05;1; ; ;3;6;CON LOS AMIGOS;1; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1086,3423023046
5105398;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1086,3423023046
5105399;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;954,671300137372
