DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
5159908;1;3;3;2;1;4;2;1;5;1; ; ;98;98; ;2;2;2;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;1;3;5;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;03;05;1419,06292894801
5159909;1;5;1;2;1;4;2;1;4;1; ; ;80000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;03;05;2315,41388064841
5159910;1;2;2;2;1;4;2;1;5;4; ; ; ;150000; ;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;03;05;1879,49071805351
5159911;1;2;1;2;1;4;2;1;4;4; ; ; ;80000; ;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;03;05;2315,41388064841
5159912;1;4;3;2;1;4;2;1;4;4; ; ; ;70000; ;2;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;6;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;03;05;3430,64622734605
5159913;1;3;2;2;1;4;2;1;4;1; ; ;5000000;20000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;03;05;1967,98465140764
5159914;1;3;1;2;1;5;2;1;4;4; ; ; ;70000; ;2;2;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;03;05;1734,34026593974
5159915;1;4;1;3;1;4;1;1;4;4; ; ; ;60000; ;2;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;3;4;1;2;2;2;2; ;1;1;01;2;03;05;1869,89351689443
5159916;1;3;3;2;1;4;2;1;4;4; ; ; ;80000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;03;05;2165,7862044742
5159917;1;5;3;2;1;4;2;1;4;4; ; ; ;70000; ;2;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;03;05;1743,93746709881
