DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;clase;MES;INI;DPTO;fex_c_2011
5160224;1;2;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;73;1347,25623081398
5160226;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;3144,89507021358
5160226;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;3144,89507021358
5160226;2;2;2;80;1;1;8; ;2; ; ;2; ;2; ;2; ;1;16;240000;2;2;03;1;73;3144,89507021358
5160227;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;2686,29690786478
5160227;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;2686,29690786478
5160229;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;1;200000;1;40;800000;2;2;03;1;73;1325,32331028558
5160229;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;73;1325,32331028558
5160229;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;1325,32331028558
5160230;1;2;1;80;2; ; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;2;03;1;73;4023,97211659437
5160230;1;3;1;80;1;1;7; ;2; ; ;2; ; ; ;2; ; ; ; ; ;2;03;1;73;4023,97211659437
5160231;1;2;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;900000;2;2;03;1;73;1555,38809478656
5160232;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;73;2509,7119097575
5160235;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;2080,28631379524
5160235;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;800000;2;2;03;1;73;2080,28631379524
5160235;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;73;2080,28631379524
5160237;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;1417,93078579079
5160237;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;73;1417,93078579079
5160237;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;1417,93078579079
5160243;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ;1;48;877800;2;2;03;1;73;2018,90083122041
5160246;1;2;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;1555,38809478656
5160246;1;3;1;80;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;2;03;1;73;1555,38809478656
5160276;1;1;1;80;1;2;7; ;2; ; ;9; ;1;4;2; ; ; ; ;1;2;03;1;76;2858,66345744137
5160276;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;877803;2;2;03;1;76;2858,66345744137
5160277;1;1;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;03;1;76;2858,66345744137
5160277;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;76;2858,66345744137
5160278;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;76;2858,66345744137
5160279;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;76;5058,01071153138
5160309;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;76;2858,66345744137
5160337;1;2;1;80;1;2;4; ;2; ; ;1; ;2; ;2; ;1;56;600000;2;2;03;1;76;9945,04095152467
5160338;1;3;1;80;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;03;1;76;11369,7091714872
5160341;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;76;5058,01071153138
5160341;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;76;5058,01071153138
5160342;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;76;2858,66345744137
5160345;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;76;2858,66345744137
5160346;1;2;1;80;1;3;9;RENUNCIO SE TRASLADO DE CIUDAD;2; ; ;1; ;1; ;2; ;1;40;877803;2;2;03;1;76;2858,66345744137
5160350;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;76;3013,94798115053
5160352;1;1;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;76;2858,66345744137
5160354;1;2;1;80;1;2;4; ;2; ; ;11; ;2; ;2; ; ; ; ;2;2;03;1;76;2858,66345744137
5160355;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;76;2858,66345744137
5160518;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ;1;48;920000;2;2;03;1;20;1424,36960922893
5160519;1;2;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;20;877,633351898943
5160521;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ;1;48;98;2;2;03;1;20;1739,53465825098
5160530;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;877,633351898943
5160530;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;87000;2;2;03;1;20;877,633351898943
5160533;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;20;2807,83300558701
5160534;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;20;1942,36335816581
5160534;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;1942,36335816581
5160564;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;1942,36335816581
5160570;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;44;890000;2;2;03;1;20;877,633351898943
5160570;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;877,633351898943
5160572;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;1589,38933621903
5160572;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;1589,38933621903
5160574;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;1792,21803613386
5160575;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ;1;40;400000;2;2;03;1;20;2460,35710710269
5160577;1;2;1;80;1;1;6; ;2; ; ;1; ;2; ;2; ;1;40;400000;2;2;03;1;20;1973,4620120834
5160577;1;3;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;2;03;1;20;1973,4620120834
5160577;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;1973,4620120834
5160578;1;1;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;03;1;20;1830,0270090586
5160609;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;20;877,633351898943
5160609;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;20;877,633351898943
5160612;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;3510,53340759577
5160613;1;2;1;80;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;20;1738,85623421731
5160616;1;2;1;80;1;3;6; ;2; ; ;9; ;2; ;2; ;1;40;500000;2;2;03;1;20;2619,87871063032
5160616;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;2619,87871063032
5160616;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;2619,87871063032
5160616;1;5;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;20;2619,87871063032
5160617;1;3;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ;2; ;800000;2;2;03;1;20;1294,84630485323
5160617;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;1294,84630485323
5160617;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;1294,84630485323
5160617;1;6;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;20;1294,84630485323
5160619;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;877000;2;2;03;1;20;1627,19830914377
5160620;1;1;1;80;1;1;4; ;2; ; ;4; ;2; ;1;300000; ; ; ;2;2;03;1;20;877,633351898943
5160620;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;877,633351898943
5160621;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;20;1145,55862341004
5160623;1;2;1;80;1;4;8; ;2; ; ;7; ;2; ;2; ; ; ; ;2;2;03;1;20;894,866245041121
5160624;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;1904,55438524108
5160627;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;20;877,633351898943
5160627;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;20;877,633351898943
5160630;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;20;2807,83300558701
5160631;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;600000;2;2;03;1;20;3303,74982714606
5160632;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;20;964,437395065263
5160632;1;3;1;80;1;1;3; ;2; ; ;1; ;2; ;2; ;1;40;400000;2;2;03;1;20;964,437395065263
5160633;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;20;2145,19205808064
5160633;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;2145,19205808064
5160636;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;1925,35561945241
5160637;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;2710,92951889947
5160637;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;2710,92951889947
5160659;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;3379,0685898683
5160661;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;890000;2;2;03;1;20;1627,19830914377
5160663;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;1460,72367243209
5160663;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;1460,72367243209
5160664;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;20;1424,36960922893
5160667;1;4;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;2;03;1;20;1995,04673604869
5160668;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;1039,26395437497
5160671;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;20;1145,55862341004
5160674;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;1424,36960922893
5160679;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;2807,83300558701
5160680;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;2;03;1;20;1830,0270090586
5160683;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;2454,85898364023
5160683;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;2454,85898364023
5160684;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;1920,28643078798
5160685;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;20;2732,51424286476
5160689;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;20;3580,50970805958
5160689;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;20;3580,50970805958
5160692;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;20;895,127427014895
5160696;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;1379,87784565633
5160696;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;1379,87784565633
5160697;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;2381,0445036033
5160698;1;6;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;2451,12780739424
5160698;1;7;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;2451,12780739424
5160698;1;8;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;2451,12780739424
5160698;1;9;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;2451,12780739424
5160699;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;23;974,17894577537
5160700;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;1929,40564431281
5160702;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;2114,06822583886
5160702;1;5;1;80;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;2;03;1;23;2114,06822583886
5160703;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;974,17894577537
5160703;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;974,17894577537
5160704;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;2790,11179618111
5160717;1;1;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ;1;24;300000;2;2;03;1;23;2031,34233511951
5160719;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;974,17894577537
5160720;1;1;1;80;1;3;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;23;974,17894577537
5160722;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;2;03;1;23;3116,71359272933
5160723;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;974,17894577537
5160723;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;974,17894577537
5160731;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;974,17894577537
5160731;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;974,17894577537
5160732;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;1930,89521478189
5160732;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;1930,89521478189
5160733;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;23;3750,78894786534
5160734;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;1169,77427889534
5160734;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;1169,77427889534
5160736;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;1051,78647863903
5160736;1;3;1;80;1;2;1; ;2; ; ;1; ;2; ;2; ;1;42;300000;2;2;03;1;23;1051,78647863903
5160736;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;1051,78647863903
5160737;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;1509,57889367045
5160737;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;1509,57889367045
5160737;1;6;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;1509,57889367045
5160737;1;8;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;800000;2;2;03;1;23;1509,57889367045
5160740;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;974,17894577537
5160741;1;2;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;23;974,17894577537
5160743;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;36;200000;2;2;03;1;23;2623,44947504927
5160743;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;2623,44947504927
5160743;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;2623,44947504927
5160744;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;1153,59000574072
5160746;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;974,17894577537
5160746;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;974,17894577537
5160749;1;1;1;80;1;1;3; ;2; ; ;1; ;2; ;2; ;1;48;400000;2;2;03;1;23;974,17894577537
5160749;1;3;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;200000;2;2;03;1;23;974,17894577537
5160751;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;3241,40769865492
5160753;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;987,337783049828
5160755;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;2;03;1;23;1764,23289365005
5160755;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;1764,23289365005
5160756;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;23;3008,53017672888
5160756;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;3008,53017672888
5160756;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;3008,53017672888
5160757;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;974,17894577537
5160757;1;4;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;23;974,17894577537
5160779;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;23;895,127427014895
5160780;1;1;1;80;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;23;1713,93675905043
5160781;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;1517,95013914259
5160781;1;8;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;1517,95013914259
5160782;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;1621,071013284
5160784;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;03;1;23;895,127427014895
5160784;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;895,127427014895
5160784;1;3;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;23;895,127427014895
5160785;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;895,127427014895
5160785;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;895,127427014895
5160785;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;23;895,127427014895
5160786;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;23;895,127427014895
5160788;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;76;11434,6538297655
5160788;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;76;11434,6538297655
5160789;1;3;1;80;1;1;6; ;2; ; ;11; ; ; ;1;105000; ; ; ; ;2;03;1;76;2858,66345744137
5160802;1;2;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;68;2575,15210446188
5160802;1;4;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;68;2575,15210446188
5160803;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;68;1674,80510340781
5160805;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;68;2883,62622708847
5160807;1;1;1;80;1;2;4; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;03;1;68;1780,52766686637
5160808;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;68;1674,80510340781
5160809;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;68;1780,52766686637
5160818;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;68;1597,20095248237
5160819;1;1;1;80;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;68;1780,52766686637
5160820;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;68;1828,07092418351
5160820;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;68;1828,07092418351
5160821;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;68;1496,09279407667
5160821;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;68;1496,09279407667
5160822;1;2;1;80;1;1;4; ;2; ; ;4; ;2; ;1;20000; ; ; ;2;2;03;1;68;1203,92258218108
5160823;1;1;1;80;1;1;4; ;2; ; ;4; ;2; ;1;400000; ; ;400000;2;2;03;1;68;1347,2269601296
5160823;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;68;1347,2269601296
5160823;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;68;1347,2269601296
5160823;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;68;1347,2269601296
5160826;1;1;1;80;1;3;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;03;1;68;1217,67956505839
5160832;1;1;1;80;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;03;1;68;1118,8266026079
5160832;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;68;1118,8266026079
5160833;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;68;4191,55867280988
5160833;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;68;4191,55867280988
5160840;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;68;1118,8266026079
5160840;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;68;1118,8266026079
5160841;1;2;1;80;2; ; ; ; ;1;4;4; ;2; ;2; ; ; ; ;2;2;03;1;68;1217,67956505839
5160843;1;2;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;68;2080,55115753066
5160843;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;68;2080,55115753066
5160843;1;4;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;68;2080,55115753066
5160844;1;2;1;80;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;2;03;1;68;1448,54953675953
5160845;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;68;1118,8266026079
5160854;1;1;1;80;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;2;03;1;68;1217,67956505839
5160855;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;68;2611,06944047394
5160855;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;68;2611,06944047394
5160856;1;2;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ;1;40;877803;2;2;03;1;68;1203,92258218108
5160857;1;2;1;80;1;4;9;RAZONES PERSONALES;2; ; ;9; ;1; ;2; ; ; ; ;2;2;03;1;68;1217,67956505839
5160858;1;1;1;80;1;4;9;EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;2;03;1;68;1118,8266026079
5160858;1;3;1;80;1;4;5; ;2; ; ;9; ;3; ;2; ;2; ;877803;3;2;03;1;68;1118,8266026079
5160859;1;1;1;80;1;1;4; ;2; ; ;4; ;2; ;1;100000; ; ; ;2;2;03;1;68;1674,80510340781
5160860;1;2;1;80;1;2;4; ;1; ;1;4; ;2; ;2; ;1;30;300000;2;2;03;1;68;3581,16731368475
5160861;1;1;1;80;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;03;1;68;1780,52766686637
5160862;1;3;1;80;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;03;1;68;1118,8266026079
5160862;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;68;1118,8266026079
5160862;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;68;1118,8266026079
5160864;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;68;1118,8266026079
5160864;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;68;1118,8266026079
5160865;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;68;1434,57813565799
5160865;1;3;1;80;1;1;9;EMBARAZO;2; ; ;12;EMBARAZO;2; ;2; ; ; ; ;2;2;03;1;68;1434,57813565799
