DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;MES;DPTO;ORDEN;fex_c_2011
2466129;1;3;2;1;1;1;1;3;4;3; ; ; ; ;300000;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;2;1;1;2;2;2;1;2;2;2; ;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;07;05;1;957,362209964849
2466130;1;4;3;1;1;1;1;1;4;3; ; ; ; ;504000;1;2;1;1;1;1;2;2;1;1;2;1;1;2;1;1;1;1;1;2;1;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;3;2;1;01;05;07;05;1;1204,51285935778
2466131;1;3;2;1;1;1;1;1;1;5; ; ; ;200000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;05;07;05;1;1204,51285935778
2466132;1;4;3;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;2;1;2;1;1;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;1;2;2;2; ;5;1;2;1;2;1;1;1;1;1;2;2;1;01;05;07;05;1;1068,96247178957
2466133;1;3;2;1;1;1;1;1;3;1; ; ;15000000;200000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;5;1;2;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1051,69432678689
2466134;1;3;2;1;1;1;1;1;3;3; ; ; ; ;238000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;2;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;1063,65479376084
2466135;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;4;1;2;1;2;1;2;1;1;1;1;2;1;01;05;07;05;1;333,098903026234
2466136;1;1;1;1;1;1;1;2;4;1; ; ;30000000;200000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;1;1;4;1;2;1;2;1;1;1;1;2;1;01;05;07;05;1;345,761171676084
2466137;1;4;3;1;1;1;1;1;4;3; ; ; ; ;280000;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;6;1;1;1;4;1;2;1;1;1;2;2;1;01;05;07;05;1;608,579468637837
2466139;1;1;1;3;1;1;1;2;1;1; ; ;8000000;100000; ;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2; ;5;1;1;2;1;1;2;2;1;1;1;2;1;01;05;07;05;1;1100,08647752211
2466140;1;2;1;1;1;1;1;1;1;1; ; ;12000000;100000; ;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2; ;2;2; ;1;1;1;1;2;1;2;1;1;1;1;2;1;01;05;07;05;1;1063,74595507954
2466141;1;3;2;1;1;1;1;1;1;1; ; ;15000000;100000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;07;05;1;1123,03933961099
2466142;1;3;1;1;1;1;1;1;1;5; ; ; ;150000; ;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;2;1;2;1;2;1;1;1;2;2;1;01;05;07;05;1;1152,53723892028
2466143;1;4;3;1;1;1;1;1;3;3; ; ; ; ;235000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2; ;5;1;1;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1051,69432678689
2466144;1;3;2;1;1;1;1;1;3;2; ;260000;40000000;350000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;1023,11357075128
2466145;1;3;2;1;1;1;1;1;4;5; ; ; ;450000; ;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;1;2;2;2; ;3;1;1;1;4;1;2;1;1;1;3;2;1;01;05;07;05;1;775,962921358346
2466146;1;4;3;1;1;1;1;1;4;5; ; ; ;250000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2; ;2;2; ;9;1;2;1;4;1;2;1;1;1;2;2;1;01;05;07;05;1;878,918975303442
2466147;1;4;3;1;1;1;1;1;4;3; ; ; ; ;220000;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;2; ;2;2; ;3;1;2;1;4;1;2;1;1;1;3;2;1;01;05;07;05;1;1092,97447078601
2466148;1;6;5;1;1;1;1;1;3;1; ; ;150000000;500000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;9;1;1;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;1122,6831775666
2466149;1;2;1;1;1;1;1;1;1;1; ; ;10000000;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;1;2;1;2;1;1;1;1;2;1;01;05;07;05;1;1063,74595507954
2466151;1;2;2;2;1;1;1;1;4;1; ; ;12000000;150000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;4;1;1;1;2;1;2;2;1;1;1;2;1;01;05;07;05;1;1053,41159452884
2466153;1;5;4;1;1;1;1;1;4;1; ; ;50000000;350000; ;1;2;1;1;1;1;2;2;2;2;2;1;2;2;2;1;1;1;1;2;1;1;5;2;2; ;5;1;2;1;4;1;2;1;1;1;1;2;2;01;05;07;05;1;288,870912883845
2466154;1;5;1;1;1;1;1;1;3;1; ; ;80000000;400000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;1138,58327628723
2466155;1;4;2;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;1;1;1;1;2;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;1123,03933961099
2466156;1;3;2;1;1;1;1;1;3;1; ; ;35000000;350000; ;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2; ;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;07;05;1;1034,24805577026
2466157;1;3;1;1;1;1;1;1;3;3; ; ; ; ;170000;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2; ;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;07;05;1;957,362209964849
2466158;1;4;4;1;1;1;1;1;4;3; ; ; ; ;200000;1;2;1;1;2;1;2;2;2;1;1;1;2;2;1;2;1;1;1;2;1;1;5;2;2; ;7;1;2;1;2;1;2;1;1;1;2;2;1;01;05;07;05;1;987,019988160093
2466159;1;5;3;1;1;1;1;1;4;3; ; ; ; ;225000;1;1;1;2;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;2;1;1;2;2; ;5;1;1;1;4;1;2;1;1;1;2;2;1;01;05;07;05;1;793,322131409551
2466160;1;5;3;1;1;1;1;1;3;2; ;330000;30000000;330000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;1;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;1057,72998113758
2466162;1;5;2;1;1;1;1;1;3;3; ; ; ; ;210000;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1096,50300781983
2466163;1;2;1;1;1;1;1;1;4;4; ; ; ;150000; ;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;2;1;2;1;2;1;1;1;1;2;1;01;05;07;05;1;210,772045286938
2466164;1;1;1;1;1;1;1;1;1;3; ; ; ; ;140000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;07;05;1;351,011561662662
2466165;1;4;2;1;1;1;1;1;4;4; ; ; ;250000; ;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;1;2;1;01;05;07;05;1;372,985765812011
2466166;1;4;3;1;1;1;1;1;4;2; ;210000;20000000;180000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2; ;2;2; ;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1065,3720615028
2466167;1;1;1;1;1;1;1;2;1;3; ; ; ; ;120000;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;1;1;2;2; ;5;1;2;1;4;1;2;1;1;1;1;2;1;01;05;07;05;1;841,714282144777
2466168;1;1;1;1;1;1;2;2;5;1; ; ;8000000;80000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;2;1;1;5;1;1;2;1;1;1;1;2;1;01;05;07;05;1;1170,03853887554
2466169;1;1;1;1;1;1;1;1;1;1; ; ;7000000;7000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2; ;2;2; ;1;1;1;1;2;1;2;1;1;1;1;2;1;01;05;07;05;1;1032,29069249124
2466170;1;5;3;1;1;1;1;1;3;4; ; ; ;180000; ;1;2;1;2;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1009,33783040235
2466171;1;2;1;3;1;1;2;1;1;4; ; ; ;130000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2; ;2;2; ;3;1;1;1;4;1;2;2;1;1;2;2;1;01;05;07;05;1;1077,43053410977
2466172;1;5;3;1;1;1;1;1;3;1; ; ;35000000;350000; ;1;1;1;1;2;1;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;1255,39528723236
2466173;1;1;1;1;1;1;1;1;4;3; ; ; ; ;160000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;2;1;2;1;2;1;1;1;1;2;1;01;05;07;05;1;361,353857807335
2466174;1;2;2;1;1;1;1;1;1;1; ; ;8000000;80000; ;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;2; ;2;2; ;4;1;1;5;2;1;2;1;1;1;1;2;1;01;05;07;05;1;1101,80374526407
2466175;1;4;3;1;1;1;1;1;3;1; ; ;35000000;250000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;2;1;2; ;2;2; ;5;1;2;1;4;1;1;1;1;1;1;2;1;01;05;07;05;1;999,094631170351
2466176;1;5;3;1;1;1;1;1;3;3; ; ; ; ;240000;1;1;1;1;2;1;2;2;2;1;1;1;2;2;1;2;1;1;2;2;1;1;3;2;2; ;5;1;2;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1021,39630300932
2466177;1;4;3;1;1;1;1;1;1;1; ; ;45000000;250000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;3;2;1;01;05;07;05;1;1136,86600854528
2466178;1;6;3;1;1;1;1;1;3;1; ; ;35000000;250000; ;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;1;1;2;1;1;1;1;1;2;2;1;01;05;07;05;1;1154,4034408806
2466179;1;3;2;1;1;1;1;1;4;3; ; ; ; ;140000;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2; ;2;2; ;4;1;2;1;2;1;2;1;1;1;1;2;1;01;05;07;05;1;330,54112357922
2466181;1;5;2;1;1;1;1;1;1;1; ; ;35000000;180000; ;2;2;1;2;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;2;1;1;2;2; ;3;1;1;1;2;1;2;1;1;1;1;3;1;01;05;07;05;1;1011,05509814431
2466182;1;1;1;1;1;1;1;2;1;1; ; ;10000000;140000; ;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2; ;2;2; ;4;1;2;1;2;1;2;1;1;1;1;2;2;01;05;07;05;1;838,930936910775
2466183;1;2;2;1;1;1;1;2;4;1; ; ;12000000;120000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;5;1;1;5;2;1;1;1;1;1;1;2;2;01;05;07;05;1;1073,99599862586
2466184;1;1;1;1;1;1;1;1;1;1; ; ;10000000;150000; ;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;1;1;2;1;2;2;2; ;4;1;2;1;2;1;2;1;1;1;1;2;1;01;05;07;05;1;1075,71326636781
2466185;1;4;3;1;1;1;1;3;3;3; ; ; ; ;400000;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;1023,11357075128
2466186;1;3;2;1;1;1;1;1;4;4; ; ; ;400000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;1;2;2; ;3;1;1;1;4;1;2;1;1;1;3;2;1;01;05;07;05;1;1063,65479376084
2466187;1;3;2;1;1;1;1;3;1;3; ; ; ; ;180000;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;1;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;05;07;05;1;1156,12070862256
2466189;1;3;1;1;1;1;1;1;3;3; ; ; ; ;360000;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;1063,74595507954
2466190;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;2;1;2;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;2;1;1;2;2; ;6;1;2;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1190,83512464187
2466191;1;3;2;1;1;1;1;1;1;3; ; ; ; ;300000;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1023,11357075128
2466192;1;4;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;969,42068257182
2466193;1;4;2;1;1;1;1;3;4;3; ; ; ; ;200000;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;1;2;2; ;3;1;2;1;2;1;2;1;1;1;3;2;1;01;05;07;05;1;1077,43053410977
2466194;1;4;2;1;1;1;1;1;3;1; ; ;75000000;300000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;1276,33112267153
2466195;1;2;2;1;1;1;1;4;4;4; ; ; ;220000; ;1;2;1;2;1;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;1;1;2;2; ;7;1;1;1;4;1;2;1;1;1;2;2;1;01;05;07;05;1;962,278967767121
2466196;1;7;3;1;1;1;1;3;3;1; ; ;130000000;250000; ;1;1;1;1;2;1;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1231,28928668601
2466197;1;4;2;1;1;1;1;3;3;3; ; ; ; ;200000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1067,32942478182
2466198;1;4;3;1;1;1;1;3;4;3; ; ; ; ;210000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2; ;4;1;2;1;4;1;2;1;1;1;2;2;1;01;05;07;05;1;829,655809537806
2466199;1;2;1;1;1;1;1;3;4;3; ; ; ; ;220000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;07;05;1;1049,82812482656
2466200;1;2;1;1;2;1;1;1;3;1; ; ;65000000;400000; ;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1176,97232332752
2466200;2;1;1;1;2;1;1;1;3;4; ; ; ;250000; ;1;1;1;2;1;2;2;2;1;1;2;1;1;2;2;2;1;2;2;2;2;1;2;2;2; ;3;2; ; ; ; ; ; ; ; ; ; ;1;01;05;07;05;1;1176,97232332752
2466201;1;5;4;1;1;1;1;1;3;1; ; ;54000000;450000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;1;2;1;4;2;2; ;6;1;1;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1123,18827382936
2466202;1;5;4;1;1;1;1;1;4;4; ; ; ;350000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;7;2;2; ;8;1;1;1;2;1;2;1;1;1;2;2;1;01;05;07;05;1;791,959135240964
2466203;1;4;3;3;1;1;1;1;1;4; ; ; ;200000; ;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;4;1;2;1;2;1;2;2;1;1;1;2;1;01;05;07;05;1;960,945679667128
2466204;1;3;2;1;1;1;1;1;4;3; ; ; ; ;190000;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;1;1;2;2;2; ;3;1;2;1;2;1;2;1;1;1;2;2;1;01;05;07;05;1;1149,10270343637
2466205;1;3;2;1;1;1;1;1;3;3; ; ; ; ;370000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;984,964619248056
2466206;1;5;3;1;1;1;1;1;3;1; ; ;65000000;400000; ;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;4;2;2; ;6;1;1;1;4;1;1;1;1;1;3;2;1;01;05;07;05;1;1041,41499517482
2466207;1;5;3;1;1;1;1;1;3;1; ; ;80000000;200000; ;1;1;1;2;2;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;7;1;2;1;4;1;1;1;1;1;2;2;1;01;05;07;05;1;1189,08172451985
2466208;1;5;1;1;1;1;1;1;4;4; ; ; ;200000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;2;2;1;01;05;07;05;1;1168,08117559652
2466209;1;2;2;1;1;1;1;1;3;3; ; ; ; ;180000;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;1;1;1;2;2; ;3;1;2;1;2;1;1;1;1;1;1;2;1;01;05;07;05;1;1204,51285935778
