DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
2456780;1;1;1;50;54; ; ;1;6;DESCANSANDO EN EL HOGAR POR LA EDAD.;2;2;2;2;2; ; ; ; ; ; ; ;07;1;54;322,262917805257
2456780;1;2;1;50;54;4; ;2;6;VER TELEVISION.;2;2;2;1; ; ; ; ; ; ; ;1;07;1;54;322,262917805257
2456780;1;3;1;50;54; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;54;322,262917805257
2456781;1;1;1;50;54; ; ;1;4; ;2;2;2;2;1;4; ;2; ;2; ; ;07;1;54;367,956679826225
2466105;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1166,36390785456
2466105;1;2;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1166,36390785456
2466106;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1156,12070862256
2466106;1;2;1;50;05;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1156,12070862256
2466106;1;3;1;50;05; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;1;05;1156,12070862256
2466107;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1021,39630300932
2466107;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1021,39630300932
2466107;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1021,39630300932
2466108;1;1;1;50;05; ; ;1;4; ;2;2;2;2;1;8; ;2; ;1;12;1;07;1;05;1034,24805577026
2466108;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1034,24805577026
2466109;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1047,93263480049
2466109;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1047,93263480049
2466109;1;4;1;50;05; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1047,93263480049
2466110;1;1;1;50;05; ; ;1;4; ;2;2;2;2;1;7; ;2; ;2; ; ;07;1;05;210,844073948058
2466110;1;2;1;50;05; ; ;2;6;REPARACION  DEL  TECHO  DE   SU  CASA;2;2;2;2;1;13;NO  HA   TENIDO  DINERO   PARA  PASAJES  Y TRANSPORTARSE; ; ; ; ; ;07;1;05;210,844073948058
2466110;1;3;1;50;05;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;210,844073948058
2466110;1;6;1;50;05; ; ;6;6;VISITAR   FAMILIARES;2;2;2;2;1;7; ;2; ;2; ; ;07;1;05;210,844073948058
2466111;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;687,029547613556
2466111;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ;07;1;05;687,029547613556
2466112;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;721,645957999855
2466112;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;1;05;721,645957999855
2466113;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1100,08647752211
2466113;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1100,08647752211
2466113;1;3;1;50;05; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;1;05;1100,08647752211
2466113;1;4;1;50;05; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;1;05;1100,08647752211
2466114;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1258,82982271627
2466114;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1258,82982271627
2466115;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1004,75015646098
2466115;1;2;1;50;05; ; ;2;6;ENFERMA   EN   CAMA;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1004,75015646098
2466115;1;3;1;50;05; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1004,75015646098
2466116;1;1;1;50;05; ; ;2;6;VER  TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1044,49809931657
2466116;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1044,49809931657
2466116;1;3;1;50;05; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1044,49809931657
2466116;1;5;1;50;05; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1044,49809931657
2466116;1;6;1;50;05; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1044,49809931657
2466117;1;1;1;50;05; ; ;1;6;LEER;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1176,97232332752
2466117;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1176,97232332752
2466117;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1176,97232332752
2466117;1;4;1;50;05;2; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1176,97232332752
2466118;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1166,36390785456
2466118;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1166,36390785456
2466119;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1246,86935574232
2466119;1;2;1;50;05; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;1;05;1246,86935574232
2466119;1;3;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1246,86935574232
2466119;1;4;1;50;05; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;1;05;1246,86935574232
2466120;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1112,04694449607
2466120;1;2;1;50;05; ; ;1;3; ;2;2;2;2;1;13;POR  SER   MENOR  DE  EDAD; ; ; ; ; ;07;1;05;1112,04694449607
2466122;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;894,313977761311
2466122;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;894,313977761311
2466122;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;894,313977761311
2466123;1;1;1;50;05; ; ;1;4; ;2;2;2;2;1;8; ;2; ;1;6;1;07;1;05;1166,36390785456
2466123;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1166,36390785456
2466124;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1156,12070862256
2466124;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1156,12070862256
