Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3385235;1;9;1;70;2;4;48;1; ;2;20;8; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;62;01;1;1;0111;01;17;1665,58248699412
3385242;1;3;1;70;2;7;50;8; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;01;17;1378,95274714802
3385244;1;8;1;70;2;8;60;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;01;17;2295,31989039478
3385755;1;2;1;70;2;7;48;2; ;2;78;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;12;75;1;1;7523;01;68;5151,31819042132
3385939;1;3;1;70;2;8;48;1; ;2;10;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0113;01;13;2023,66814133687
3385939;1;4;1;70;2;3;48;1; ;2;3;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;1;90000;2;62;62;01;1;1;0121;01;13;2023,66814133687
3385951;1;2;1;70;2;4;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;53;53;55;1;1;5521;01;13;2024,48983822547
3386158;1;2;1;70;2;24;40;1; ;2;28;1; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;53;77;52;1;2;5229;01;19;1078,61764958038
3386179;1;5;1;70;2;52;40;3; ;2;108;1; ;4;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;54;62;01;1;2;0118;01;19;1104,86217679797
3386180;1;2;1;70;2;60;40;3; ;2;104;3; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;54;54;95;1;2;9500;01;19;1108,33731113644
