DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5454768;1;2;1;70;2;5;48;8; ;2;5;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;01;62;62;1;1;05;0141;50;1708,80061002118
5454770;1;1;1;70;2;4;52;8; ;2;5;8; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;200000;850000;2; ;01;62;62;1;1;05;0122;50;1467,89553963227
5454773;1;1;1;70;2;2;48;8; ;2;2;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;900000;2; ;01;62;62;1;1;05;0121;50;791,944099016056
5454773;1;4;1;70;2;3;48;8; ;2;3;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;700000;2; ;01;62;62;1;1;05;0121;50;791,944099016056
5454778;1;1;1;70;2;3;48;8; ;2;3;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;140000;900000;2; ;01;62;62;1;1;05;0161;50;1667,32740286184
5454785;1;1;1;70;2;4;48;1; ;2;4;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1700000;1500000;2; ;47;45;45;1;1;05;4754;50;2142,12643243975
5454802;1;2;1;70;2;12;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;81;54;54;1;1;05;8121;50;1624,2933900339
5454805;1;1;1;70;2;3;45;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;600000;2; ;81;54;54;1;1;05;8121;50;2671,29000444454
5454809;1;3;1;70;2;4;60;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;900000;2; ;01;62;62;1;1;05;0121;50;981,113388986902
5454815;1;2;1;70;2;8;50;8; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;1;05;0141;68;1665,36483852007
5454825;1;4;1;70;2;2;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;54; ;1;1;05;.;68;1214,99967581802
5454825;1;5;1;70;2;4;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;54; ;1;1;05;.;68;1214,99967581802
5454865;1;1;1;70;2;30;48;1; ;2;30;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;41;95;95;1;2;05;4111;15;1145,44451730262
5455330;1;1;1;70;2;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;06;99;99;1;2;05;0610;68;817,190986085444
5455340;1;4;1;70;2;20;48;1; ;2;20;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;250000;2; ;01;13;62;1;2;05;0123;68;1519,8065038677
5455341;1;1;1;70;2;36;48;4; ;2;36;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;53;62;1;2;05;0123;68;1720,31960904533
5455343;1;2;1;70;2;36;50;4; ;2;36;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;01;62;62;1;2;05;0161;68;1278,00340535312
5455343;1;3;1;70;2;48;48;4; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;47;62;33;1;2;05;4711;68;1278,00340535312
5455350;1;2;1;70;2;5;48;1; ;2;5;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;10;45;45;1;1;05;1040;76;1915,5133733241
5455355;1;2;1;70;2;24;48;1; ;2;25;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;56;53;53;1;2;05;5611;76;1580,95027367309
5455578;1;1;1;70;2;8;48;1; ;2;48;1; ;4;2;2; ; ; ;1; ; ; ; ; ; ; ;2; ;900000;1;4;41;95;58;1;1;05;4111;68;666,071002143154
5455578;1;2;1;70;2;4;48;1; ;2;48;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;53;53;1;1;05;5611;68;666,071002143154
5455579;1;1;1;70;2;48;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;800000;2; ;85;53;53;1;2;05;8513;68;666,071002143154
5455607;1;6;1;70;2;10;40;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;86;59;59;1;1;05;8610;70;1096,00123089056
5455625;1;2;1;70;2;52;40;1; ;2;52;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;49;98;98;1;2;05;4921;15;3018,0117460566
5455629;1;1;1;70;2;3;45;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;400000;2; ;01;62;62;1;1;05;0161;15;1012,10255951039
5456715;1;3;1;70;2;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;500000;2; ;01;62;62;1;1;05;0161;52;1460,06664381911
5456717;1;2;1;70;2;48;24;3; ;2;96;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;96;54;57;1;2;05;9602;52;2492,39175315935
5456730;1;4;1;70;2;8;40;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;200000;2; ;10;59;77;1;1;05;1040;52;1857,26937669816
5456759;1;3;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;45; ;1;2;05;.;52;1490,9469974849
5456765;1;2;1;70;2;8;25;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;36000;200000;2; ;15;61;80;1;1;05;1512;52;2448,21811512503
5456772;1;1;1;70;2;12;48;1; ;2;12;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;06;99;99;1;1;05;0610;68;1182,32893410534
5456772;1;2;1;70;2;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;56;53;53;1;2;05;5611;68;1182,32893410534
5456773;1;2;1;70;2;8;48;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;56;53;53;1;1;05;5611;68;1474,39638287083
5456773;1;3;1;70;2;20;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;80;33;58;1;2;05;8010;68;1474,39638287083
5456775;1;1;1;70;2;32;48;1; ;2;36;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;81;45;55;1;2;05;8121;68;683,337624482505
5456777;1;3;1;70;2;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908600; ; ; ;19; ;1;2;05;.;68;659,436984543363
5456783;1;2;1;70;2;20;48;1; ;2;72;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;06;99;59;1;2;05;0610;68;1474,39638287083
5456851;1;3;1;70;2;8;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;13; ;1;1;05;.;70;519,892414688651
5456868;1;2;1;70;2;2;30;3; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;81;54;55;1;1;05;8121;70;514,954939305723
5456869;1;6;1;70;2;4;48;1; ;2;45;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;45;54;1;1;05;9700;70;582,169265266109
5456871;1;5;1;70;2;1;46;3; ;2;18;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;97;54;54;1;1;05;9700;70;1117,9416338498
5456872;1;4;1;70;2;1;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;45; ;1;1;05;.;70;760,401592325414
5456887;1;2;1;70;2;3;54;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;54; ;1;1;05;.;70;1168,65675253678
5456921;1;2;1;70;2;6;72;1; ;2;10;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;14;45;97;1;1;05;1410;76;2687,87410395341
5456983;1;3;1;70;2;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;38; ;1;2;05;.;17;566,357911918763
5456998;1;1;1;70;2;4;50;8; ;2;8;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;1;05;0123;17;862,386623503967
5460500;1;2;1;70;2;2;48;4; ;2;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;400000;2; ;23;89;89;1;1;05;2392;20;3791,89293973366
5460702;1;4;1;70;2;20;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;95; ;1;2;05;.;27;838,31722795215
5460733;1;2;1;70;2;20;48;4; ;2;144;4; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;84;03;03;1;2;05;8424;27;1014,67760145158
5460747;1;2;1;70;2;20;40;1; ;2;22;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;10;45;45;1;2;05;1081;27;2220,92762046902
5460784;1;1;1;70;2;12;48;1; ;2;20;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;41;03;95;1;1;05;4112;27;2519,90353846708
5460784;1;2;1;70;2;60;48;2; ;2;80;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;56;13;53;1;2;05;5611;27;2519,90353846708
5460799;1;3;1;70;2;8;48;1; ;2;8;1; ;4;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;1500000;2; ;09;03;84;1;1;05;0910;41;1495,75783407715
5460808;1;2;1;70;2;8;48;3; ;2;8;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;97;54;59;1;1;05;9700;41;1287,09337215481
5460957;1;2;1;70;2;4;48;3; ;2;56;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;600000;2; ;81;54;54;1;1;05;8121;41;1889,65800779444
5460986;1;1;1;70;2;12;48;1; ;2;12;1; ;6;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;33;02;02;1;1;05;3312;41;1245,15153887738
5460997;1;2;1;70;2;259;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;500000;2; ;01;79;61;1;2;05;0161;41;1141,60608006396
5461025;1;3;1;70;2;3;50;4; ;2;3;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;1;240000;960000;2; ;01;61;61;1;1;05;0161;50;949,681639898617
5461035;1;1;1;70;2;3;48;4; ;2;3;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;1200000;900000;2; ;41;95;95;1;1;05;4111;50;2064,40920846471
5461035;1;2;1;70;2;24;48;1; ;2;24;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;10;53;55;1;2;05;1081;50;2064,40920846471
5461035;1;6;1;70;2;3;48;1; ;2;3;8; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;95;62;1;1;05;0122;50;2064,40920846471
5461038;1;2;1;70;2;4;48;1; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;600000;900000;2; ;01;62;61;1;1;05;0161;50;1138,85092986946
5461039;1;5;1;70;2;2;50;8; ;2;3;8; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;600000;850000;2; ;01;62;62;1;1;05;0122;50;1888,63472271376
5461039;1;6;1;70;2;3;48;8; ;2;3;8; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;600000;980000;2; ;01;62;62;1;1;05;0122;50;1888,63472271376
5461040;1;1;1;70;2;52;48;4; ;2;52;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;14;79;79;1;2;05;1410;50;1006,3792772718
5461086;1;1;1;70;2;52;48;1; ;2;104;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;45;54;1;2;05;9700;50;667,822501111136
5461092;1;1;1;70;2;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;84;55;55;1;2;05;8412;50;1785,6680790283
5461112;1;1;1;70;2;8;60;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;900000;2; ;41;95;95;1;1;05;4111;50;1154,59452701432
5461112;1;2;1;70;2;4;48;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;54;54;1;1;05;9700;50;1154,59452701432
5461120;1;3;1;70;2;4;56;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;650000;2; ;41;95;95;1;1;05;4111;50;1632,63109682523
5461124;1;2;1;70;2;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;03; ;1;2;05;.;50;645,37250496011
5461128;1;2;1;70;2;2;60;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;908000;2; ;49;98;98;1;1;05;4921;50;1458,84241556249
5461295;1;4;1;70;2;16;40;1; ;2;18;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;650000;2; ;47;45;45;1;2;05;4711;63;631,522832627619
5461306;1;3;1;70;2;28;40;1; ;2;192;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;14;54;79;1;2;05;1410;63;1505,85631753258
5461309;1;1;1;70;2;3;51;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;41;95;95;1;1;05;4111;63;1711,55629580266
5461311;1;2;1;70;2;20;40;4; ;2;144;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;55;53;1;2;05;5611;63;812,613325102653
5461311;1;3;1;70;2;48;40;1; ;2;36;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;29;53;55;1;2;05;2930;63;812,613325102653
5461313;1;1;1;70;2;12;48;1; ;2;204;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;49;39;98;1;1;05;4921;63;920,756451045209
5461314;1;2;1;70;2;48;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;95;40;1;2;05;4719;63;1656,17008733084
5461319;1;3;1;70;2;20;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;53;53;1;2;05;5611;63;1152,20093003402
5461329;1;2;1;70;2;20;48;1; ;2;576;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;86;98;98;1;2;05;8610;63;1505,85631753258
5461335;1;2;1;70;2;24;40;4; ;2;24;5; ;4;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1000000;2; ;55;54;51;1;2;05;5511;63;1237,35688493415
5461336;1;1;1;70;2;20;40;8; ;2;40;8; ;3;2;1; ; ; ; ; ; ; ; ;1;DE LA PENSION; ;2; ;908526;3; ;01;62;62;1;2;05;0123;63;1999,75702695747
5461336;1;3;1;70;2;20;48;1; ;2;56;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;85;18;18;1;2;05;8530;63;1999,75702695747
5461336;1;4;1;70;2;28;48;1; ;2;56;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;85;18;18;1;2;05;8530;63;1999,75702695747
5461341;1;1;1;70;2;12;40;8; ;2;3;4; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;1;60000;480000;2; ;41;62;95;1;1;05;4111;63;1893,72608280374
5461342;1;2;1;70;2;8;40;8; ;2;3;8; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;120000;480000;2; ;01;62;62;1;1;05;0122;63;1743,41231300548
5461392;1;1;1;70;2;3;48;8; ;2;16;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;1;05;0112;73;1322,30342873811
5461395;1;2;1;70;2;48;48;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;2;05;9700;73;982,565262960862
5461423;1;3;1;70;2;20;48;1; ;2;40;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;29;59;32;1;2;05;2920;73;1286,66550336808
5461432;1;1;1;70;2;32;48;1; ;2;450;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;14;79;79;1;2;05;1410;73;1322,30342873811
5461432;1;2;1;70;2;4;48;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;908600;2; ;01;62;62;1;1;05;0112;73;1322,30342873811
5461436;1;1;1;70;2;52;48;4; ;2;150;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;56;41;55;1;2;05;5611;73;1639,91819227075
5461437;1;1;1;70;2;4;45;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;400000;2; ;41;95;95;1;1;05;4111;73;1375,78571106855
5461443;1;1;1;70;2;3;50;8; ;2;3;8; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;1;200000;900000;2; ;01;62;62;1;1;05;0112;73;3180,67276710865
5461444;1;1;1;70;2;8;48;1; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;908600;2; ;01;95;62;1;1;05;0112;73;1639,91819227075
5461451;1;1;1;70;2;2;48;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;62;62;1;1;05;0112;73;3614,09651463533
5461452;1;2;1;70;2;48;48;1; ;2;48;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;14;58;79;1;2;05;1410;73;1674,32341453686
5461455;1;1;1;70;2;4;60;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;908600;2; ;01;62;62;1;1;05;0121;73;903,524128658832
5461467;1;2;1;70;2;20;48;8; ;2;30;8; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;62;62;1;2;05;0112;73;1841,45347958377
5461471;1;1;1;70;2;2;50;8; ;2;3;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;120000;950000;2; ;01;62;62;1;1;05;0112;73;903,524128658832
5461473;1;1;1;70;2;16;48;1; ;2;152;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;56;53;53;1;2;05;5611;73;2229,17320160189
5461480;1;3;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908600; ; ; ;45; ;1;1;05;.;73;1891,92564849609
5461484;1;3;1;70;2;48;48;8; ;2;4;8; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;01;62;62;1;2;05;0112;73;903,524128658832
5461511;1;3;1;70;2;36;48;1; ;2;96;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;84;32;32;1;2;05;8430;05;2252,84450199575
5461511;1;4;1;70;2;96;48;1; ;2;96;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;80;98;39;1;2;05;8010;05;2252,84450199575
5461511;1;7;1;70;2;48;48;1; ;2;48;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;47;33;33;1;2;05;4729;05;2252,84450199575
5461511;1;8;1;70;2;48;48;1; ;2;48;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;56;53;50;1;2;05;5619;05;2252,84450199575
5461546;1;2;1;70;2;8;48;1; ;2;15;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;800000;908000;2; ;56;55;53;1;1;05;5619;05;2229,45239876939
5461548;1;3;1;70;2;2;48;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;908000;2; ;43;03;03;1;1;05;4321;05;2750,81881000212
5461550;1;2;1;70;2;4;48;1; ;2;8;8; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;01;97;62;1;1;05;0113;05;4801,97765899648
5461581;1;3;1;70;2;2;48;1; ;2;1;1; ;3;2;1; ; ;1; ; ; ; ; ; ; ; ;1;908000;906000;1;1;80;97;58;1;1;05;8010;05;631,522832627619
5461582;1;2;1;70;2;20;48;1; ;2;20;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;21;03;03;1;2;05;2100;05;1198,30459955791
5461585;1;2;1;70;2;6;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908000; ; ; ;45; ;1;1;05;.;05;2107,31224153949
5461596;1;1;1;70;2;4;48;1; ;2;3;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;1;800000;900000;2; ;56;55;77;1;1;05;5619;05;1416,41510686528
5461597;1;2;1;70;2;96;48;1; ;2;192;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;14;79;79;1;2;05;1410;05;1622,12391787406
5461615;1;1;1;70;2;2;50;8; ;2;2;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;500000;2; ;01;62;62;1;1;05;0123;17;1319,84883445929
5461640;1;3;1;70;2;30;22;1; ;2;30;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;47;45;45;1;2;05;4771;17;1968,89474299983
5461649;1;1;1;70;2;5;55;8; ;2;20;8; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;62;62;1;1;05;0123;17;949,887603755095
