DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5449287;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;15;975,308915904142
5449288;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;975,308915904142
5449289;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;2147,61297499467
5449289;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;2147,61297499467
5449290;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;3;15;1720,25298225681
5449291;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;3;15;1808,10339871522
5449291;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;48;700000;2;1;05; ;15;1808,10339871522
5449291;1;4;1;80;2;1;9;PANDEMIA COVID 19;2; ; ;12;PANDEMIA COVID 19;2; ;2; ; ; ; ;2;1;05;1,4;15;1808,10339871522
5449292;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;4;15;975,308915904142
5449292;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;975,308915904142
5449293;1;2;1;80;2;1;9;PANDEMIA COVID 19;2; ; ;1; ;2; ;2; ;1;50;1000000;2;1;05;1,4;15;2176,35411222631
5449293;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;2176,35411222631
5449294;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;1432,84874977972
5449296;1;2;1;80;2;1;9;PANDEMIA COVID 19;2; ; ;12;PANDEMIA COVID 19;2; ;2; ; ; ; ;2;1;05;1,4;15;2484,78825929972
5449297;1;1;1;80;2;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;15;1760,68146649326
5449297;1;2;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;05;1,3;15;1760,68146649326
5449298;1;1;1;80;2;1;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;15;1720,25298225681
5449785;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;05;1,4;70;843,410592579557
5449786;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;1068,76453640139
5449786;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;1068,76453640139
5449787;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;797,575925823532
5449787;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;797,575925823532
5449789;1;2;1;80;2;1;4; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;05;2;70;908,381442573578
5449790;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;993,026690770304
5449790;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;993,026690770304
5449791;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;05;4;70;1293,57169561627
5449792;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;70;514,954939305723
5449793;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;1;05;1,4;70;1939,03725862217
5449794;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;40;908526;2;1;05;4;70;880,405657298077
5449794;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;2; ;908526;2;1;05; ;70;880,405657298077
5449794;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;880,405657298077
5449794;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;880,405657298077
5449794;1;7;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;880,405657298077
5449795;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;1191,42651212413
5450211;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;4;68;666,071002143154
5450211;1;2;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ;2; ;908000;2;1;05;2;68;666,071002143154
5450213;1;2;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ;2; ;900000;2;1;05;4;68;2136,50827457675
5450214;1;2;1;80;2;2; ; ; ;1;3;9; ;2; ;2; ;2; ;908000;2;1;05; ;68;2634,77147925123
5450215;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;05;1,4;68;978,540221587743
5450216;1;2;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ;1;40;600000;2;1;05;4;68;666,071002143154
5450217;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;900000;2;1;05;3;68;666,071002143154
5450219;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;68;1234,81414259834
5450220;1;1;1;80;2;1;8; ;1; ;2;1; ;2; ;2; ;1;25;908000;2;1;05;4;68;666,071002143154
5450224;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;68;1135,8640640106
5450225;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;3;68;2027,75730983411
5450226;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;68;1695,11998563948
5450227;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;3;68;1135,8640640106
5450228;1;2;1;80;2;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;05;2;68;978,540221587743
5450232;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;68;666,071002143154
5450233;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;68;748,502630843644
5450234;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;514,954939305723
5450234;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;40;600000;2;1;05; ;70;514,954939305723
5450234;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;514,954939305723
5450235;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;981,866320847915
5450236;1;2;1;80;2;1;9;COVID 19;2; ; ;12;COVID 19;2; ;2; ;1;30;300000;2;1;05;1,4;70;1678,76194865897
5450237;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;1050,76189284827
5450237;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;40;500000;2;1;05; ;70;1050,76189284827
5450237;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;1050,76189284827
5450238;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;400000;2;1;05;3;70;514,954939305723
5450239;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;70;1809,24186361172
5450239;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;1809,24186361172
5450240;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;1195,01643262334
5450240;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;1195,01643262334
5450240;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;1195,01643262334
5450241;1;4;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;3;70;650,372329641402
5450242;1;1;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ;1;28;250000;2;1;05;4;70;1227,8606802227
5450242;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;1227,8606802227
5450243;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;40;400000;2;1;05; ;70;993,026690770304
5450243;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;993,026690770304
5450243;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;993,026690770304
5450245;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;1231,89962046448
5450246;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;350000;2;1;05;1,3;70;795,760409101351
5450246;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;795,760409101351
5450246;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;795,760409101351
5450247;1;1;1;80;2;1;3; ;2; ; ;1; ;1; ;2; ;1;40;500000;2;1;05;3;70;1281,96230595131
5450248;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;3;70;843,410592579557
5450248;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;843,410592579557
5450249;1;3;1;80;2;1;9;AUTOCONSTRUCCION DE VIVIENDA;2; ; ;1; ;2; ;1;450000;2; ;500000;2;1;05;1,2;70;601,644251935571
5450249;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;601,644251935571
5450250;1;1;1;80;2;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;05;4;70;1231,89962046448
5450251;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;1201,90236210422
5450251;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;1201,90236210422
5450251;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;1201,90236210422
5450252;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;925,599880461045
5450252;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;40;700000;2;1;05; ;70;925,599880461045
5450253;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;4;70;1231,89962046448
5450254;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;1194,33191268104
5450254;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;1194,33191268104
5450255;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;70;843,410592579557
5450255;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;843,410592579557
5450256;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;843,410592579557
5450257;1;1;1;80;2;1;3; ;2; ; ;12;COVID 19;2; ;2; ;2; ;500000;2;1;05;1,3;70;1160,3897935642
5450259;1;1;1;80;2;1;4; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;05;4;70;843,410592579557
5450260;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;35;300000;2;1;05; ;70;760,401592325414
5450260;1;3;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;600000;2;1;05;1,4;70;760,401592325414
5450261;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;843,803966864881
5450261;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;843,803966864881
5450263;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;400000;2;1;05;2;70;843,410592579557
5450264;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;843,410592579557
5450265;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;806,236259081439
5450266;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;1219,9950832182
5450266;1;5;1;80;2;1;9;COVID 19;2; ; ;12;COVID  19;2; ;2; ;1;40;500000;2;1;05;1,4;70;1219,9950832182
5450266;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;1219,9950832182
5450266;1;7;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;1219,9950832182
5450267;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;852,070925837465
5450267;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;852,070925837465
5450268;1;1;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ;1;35;300000;2;1;05;2;70;2052,3428120367
5450269;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;1038,86135752633
5450269;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;1038,86135752633
5450270;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;70;657,954768671684
5450271;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;741,658783372743
5450271;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;741,658783372743
5450271;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;741,658783372743
5450272;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;70;676,047489785665
5450272;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;676,047489785665
5450274;1;3;1;80;2;2; ; ; ;1;1;1; ;2; ;2; ;2; ;1400000;2;1;05; ;70;544,683647360766
5450274;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;70;544,683647360766
5450274;1;6;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;4;70;544,683647360766
5450275;1;1;1;80;2;1;8; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;05;2;15;1580,41059232146
5450275;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;15;1580,41059232146
5450276;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;1176,14218051
5450277;1;1;1;80;2;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;3;15;1178,81422366771
5450278;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;2467,28773363909
5450278;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;2467,28773363909
5450278;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;2467,28773363909
5450279;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;15;975,308915904142
5450279;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;4;15;975,308915904142
5450280;1;2;1;80;2;1;9;PANDEMIA COVID 19;2; ; ;12;PANDEMIA COVID 19;2; ;2; ;1;50;600000;2;1;05;1,4;15;3557,24807991108
5450281;1;1;1;80;2;1;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;15;975,308915904142
5450281;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;975,308915904142
5450283;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;15;1406,50703006147
5450283;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;15;1406,50703006147
5450284;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;1093,33917350026
5450284;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;1093,33917350026
5450284;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;15;1093,33917350026
5450286;1;1;1;80;2;1;7; ;1; ;1;1; ;2; ;2; ; ; ; ;2;1;05;1,3;15;1720,25298225681
5450287;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;15;1096,01121665797
5450287;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;15;1096,01121665797
5450288;1;1;1;80;2;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;15;1720,25298225681
5450289;1;1;1;80;2;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;05;2;15;1176,14218051
5450289;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;1176,14218051
5450289;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;1176,14218051
5450290;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;975,308915904142
5450291;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;975,308915904142
5450292;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;3;15;2775,7218807125
5450292;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;2775,7218807125
5450293;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;975,308915904142
5450294;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;3;15;1720,25298225681
5450295;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;1663,21359933119
5450297;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;975,308915904142
5450298;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;3;15;1720,25298225681
5450299;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;15;1178,81422366771
5450300;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;15;975,308915904142
5450301;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;4;15;975,308915904142
5450301;1;2;1;80;2;1;9;PANDEMIA COVID 19;2; ; ;12;PANDEMIA COVID 19;2; ;2; ; ; ; ;2;1;05;1,4;15;975,308915904142
5450302;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;3003,41468710626
5450302;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;3003,41468710626
5450302;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;3003,41468710626
5450305;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;2372,16898608301
5450305;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;2372,16898608301
5450306;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;3;15;2324,08390938391
5450306;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;15;2324,08390938391
5450307;1;2;1;80;2;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;1,4;15;2178,2234386827
5450307;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;2178,2234386827
5450307;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;15;2178,2234386827
5450307;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;2178,2234386827
5450308;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;1941,94089437765
5450308;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;1941,94089437765
5450308;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;15;1941,94089437765
5450309;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;15;1280,44599316285
5450309;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;2;15;1280,44599316285
5450310;1;1;1;80;2;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;15;1012,10255951039
5450310;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;15;1012,10255951039
5450311;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;4;15;1012,10255951039
5450312;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;1637,25892156592
5450312;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;15;1637,25892156592
5450312;1;5;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;15;1637,25892156592
5450358;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;4;17;1584,45029271643
5450358;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;1584,45029271643
5450358;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;1584,45029271643
5450359;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;772,998807587854
5450359;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;772,998807587854
5450360;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;566,357911918763
5450360;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;566,357911918763
5450360;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;2; ;200000;2;1;05; ;17;566,357911918763
5450360;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;566,357911918763
5450360;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;566,357911918763
5450361;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;1054,65009061787
5450361;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;1054,65009061787
5450362;1;2;1;80;2;1;7; ;1; ;1;9; ;1; ;2; ; ; ; ;2;1;05;2;17;1263,98542899836
5450364;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;1686,37247795056
5450364;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;1686,37247795056
5450364;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05; ;17;1686,37247795056
5450367;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;1005,75100921602
5450369;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;1270,25953914707
5450371;1;5;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;4;17;1757,95946366623
5450372;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;862,386623503967
5450373;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;17;566,357911918763
5454342;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;4;68;666,071002143154
5454342;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05; ;68;666,071002143154
