DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,clase,MES,DPTO,AREA,fex_c_2011
2705294,1,1,1,90,,2,1,2,2,2,2,2,2,1,2,,4,,,,,,,2,,1,6,73,73,245.796.123.482.586
2705295,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,6,73,73,190.441.553.229.731
2705296,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,10,,,,,,,1,6,73,73,256.060.732.681.862
2705296,1,2,1,90,,2,1,2,1,2,2,1,2,2,2,,49,,70,,,4,,,,1,6,73,73,256.060.732.681.862
2705297,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,73,73,245.796.123.482.586
2705298,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,73,73,245.796.123.482.586
2705299,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,6,73,73,245.796.123.482.586
2705301,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,73,73,258.554.356.416.918
2705302,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,6,73,73,214.620.578.412.819
2705303,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,6,73,73,218.517.236.791.456
2705303,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,12,,15,,,,,,,1,6,73,73,218.517.236.791.456
2705304,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,6,73,73,190.441.553.229.731
2705306,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,15,,4,,,,,,,1,6,73,73,259.507.688.348.929
2705306,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,1,6,73,73,259.507.688.348.929
2705306,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,6,73,73,259.507.688.348.929
2705308,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,1,6,73,73,199.509.471.843.941
2705308,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,1,6,73,73,199.509.471.843.941
2705309,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,6,73,73,240.824.951.840.563
2705309,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,38,,,,,,,,,1,6,73,73,240.824.951.840.563
2705309,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,6,73,73,240.824.951.840.563
2705309,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,6,73,73,240.824.951.840.563
2705310,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,6,63,63,150.221.827.040.459
2705310,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,28,,28,,,,,,,1,6,63,63,150.221.827.040.459
2705311,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,170.356.113.056.924
2705311,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,42,,,,,,,,,1,6,63,63,170.356.113.056.924
2705311,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,6,63,63,170.356.113.056.924
2705311,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,30,,,,,,,,,1,6,63,63,170.356.113.056.924
2705312,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,25,,,,,,,,,1,6,63,63,152.484.998.771.147
2705312,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,152.484.998.771.147
2705312,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,6,63,63,152.484.998.771.147
2705313,1,1,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,4,,,,1,6,63,63,177.778.852.265.597
2705313,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,8,,10,,,,,,,1,6,63,63,177.778.852.265.597
2705313,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,177.778.852.265.597
2705314,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,948.295.336.134.779
2705314,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,6,63,63,948.295.336.134.779
2705314,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,6,63,63,948.295.336.134.779
2705314,2,1,2,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,948.295.336.134.779
2705314,2,2,2,90,,2,1,2,1,2,2,2,2,2,2,,35,,25,,,,,,,1,6,63,63,948.295.336.134.779
2705315,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,6,63,63,956.861.896.693.971
2705315,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,956.861.896.693.971
2705315,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,1,6,63,63,956.861.896.693.971
2705316,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,6,63,63,636.830.477.908.044
2705316,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,636.830.477.908.044
2705316,1,3,1,90,,2,1,2,2,2,2,1,2,2,2,,3,,,,,6,,,,1,6,63,63,636.830.477.908.044
2705316,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,636.830.477.908.044
2705317,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,1,6,63,63,10.801.435.310.987
2705317,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,6,63,63,10.801.435.310.987
2705318,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,40,,,,,,,,,1,6,63,63,956.861.896.693.971
2705318,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,956.861.896.693.971
2705318,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,6,63,63,956.861.896.693.971
2705321,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,1,6,63,63,99.369.394.940.878
2705322,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,176.138.902.863.981
2705322,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,6,63,63,176.138.902.863.981
2705322,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,1,6,63,63,176.138.902.863.981
2705322,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,176.138.902.863.981
2705322,2,1,2,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,176.138.902.863.981
2705322,2,2,2,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,176.138.902.863.981
2705323,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,150.221.827.040.459
2705323,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,18,,,,,,,,,1,6,63,63,150.221.827.040.459
2705324,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,147.376.179.006.337
2705324,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,6,63,63,147.376.179.006.337
2705325,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,171.069.467.702.546
2705325,1,2,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,3,,,,1,6,63,63,171.069.467.702.546
2705326,1,1,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,2,,,,1,6,63,63,171.069.467.702.546
2705326,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,38,,28,,,,,,,1,6,63,63,171.069.467.702.546
2705327,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,183.983.123.102.484
2705327,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,38,,,,,,,,,1,6,63,63,183.983.123.102.484
2705327,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,183.983.123.102.484
2705328,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,133.750.897.675.944
2705328,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,30,,,,,,,,,1,6,63,63,133.750.897.675.944
2705328,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,133.750.897.675.944
2705329,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,1,6,63,63,636.830.477.908.044
2705329,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,25,,,,,,,,,1,6,63,63,636.830.477.908.044
2705329,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,25,,,,,,,,,1,6,63,63,636.830.477.908.044
2705330,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,119.379.478.365.606
2705330,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,1,6,63,63,119.379.478.365.606
2705330,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,6,63,63,119.379.478.365.606
2705331,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,1,6,63,63,10.542.579.984.025
2705331,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,6,63,63,10.542.579.984.025
2705331,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,10.542.579.984.025
2705331,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,10.542.579.984.025
2705331,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,10.542.579.984.025
2705332,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,1,6,63,63,636.830.477.908.044
2705332,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,636.830.477.908.044
2705332,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,636.830.477.908.044
2705333,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,6,,,,,,,1,6,63,63,147.376.179.006.337
2705333,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,18,,12,,,,,,,1,6,63,63,147.376.179.006.337
2705334,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,1,6,63,63,10.281.615.082.948
2705334,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,1,6,63,63,10.281.615.082.948
2705335,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,150.221.827.040.459
2705335,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,8,,8,,,,,,,1,6,63,63,150.221.827.040.459
2705336,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,100.555.994.754.824
2705336,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,100.555.994.754.824
2705336,1,3,1,90,,2,1,2,2,1,2,2,2,2,2,,30,,,60,,,,,,1,6,63,63,100.555.994.754.824
2705336,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,100.555.994.754.824
2705337,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,6,63,63,152.303.217.190.273
2705337,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,152.303.217.190.273
2705337,1,3,1,90,,2,1,2,1,2,2,2,2,2,2,,10,,10,,,,,,,1,6,63,63,152.303.217.190.273
2705337,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,6,63,63,152.303.217.190.273
2705337,1,6,1,90,,2,1,2,1,2,2,2,2,2,2,,28,,40,,,,,,,1,6,63,63,152.303.217.190.273
2705337,1,7,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,152.303.217.190.273
2705338,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,36,,,,,,,,,1,6,63,63,979.463.457.440.539
2705339,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,35,,20,,,,,,,1,6,63,63,99.369.394.940.878
2705340,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,1,6,63,63,132.235.900.667.035
2705341,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,6,63,63,125.105.939.506.952
2705341,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,63,63,125.105.939.506.952
2705342,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,6,63,63,814.407.016.659.631
2705342,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,28,,10,,,,,,,1,6,63,63,814.407.016.659.631
2705342,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,6,63,63,814.407.016.659.631
2705343,1,1,1,90,,2,1,2,2,2,2,1,2,2,2,,21,,,,,2,,,,1,6,41,41,156.687.953.640.811
2705343,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,6,41,41,156.687.953.640.811
2705343,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,6,41,41,156.687.953.640.811
2705343,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,6,41,41,156.687.953.640.811
2705344,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,6,41,41,291.426.083.724.891
2705344,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,6,41,41,291.426.083.724.891
2705346,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,6,23,23,150.372.062.986.118
2705347,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,25,,,,,,,,,1,6,23,23,986.926.663.346.275
2705347,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,6,23,23,986.926.663.346.275
2705347,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,6,23,23,986.926.663.346.275
2705349,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,14,,,,,,,1,6,23,23,144.226.340.786.645
2705349,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,6,23,23,144.226.340.786.645
2705350,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,23,23,138.423.924.549.924
2705350,1,2,1,90,,2,1,2,2,1,2,2,2,2,2,,21,,,21,,,,,,1,6,23,23,138.423.924.549.924
2705350,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,23,23,138.423.924.549.924
2705351,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,6,23,23,121.556.968.137.092
2705352,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,7,,7,,,,,,,1,6,23,23,106.349.608.505.343
2705352,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,14,,,,,,,1,6,23,23,106.349.608.505.343
2705352,1,3,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,14,,,,,,,1,6,23,23,106.349.608.505.343
2705353,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,23,23,145.942.537.898.523
2705353,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,35,,21,,,,,,,1,6,23,23,145.942.537.898.523
2705353,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,6,23,23,145.942.537.898.523
2705353,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,23,23,145.942.537.898.523
2705353,1,7,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,23,23,145.942.537.898.523
2705353,1,8,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,6,23,23,145.942.537.898.523
2705355,1,1,1,90,,2,1,2,2,1,2,2,2,2,2,,25,,,21,,,,,,1,6,23,23,125.876.275.556.994
2705355,1,2,1,90,,2,1,2,2,1,2,2,2,2,2,,20,,,12,,,,,,1,6,23,23,125.876.275.556.994
2705355,1,3,1,90,,2,1,2,2,1,2,1,2,2,2,,10,,,7,,12,,,,1,6,23,23,125.876.275.556.994
2705355,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,23,23,125.876.275.556.994
2705356,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,12,,,,,,,1,6,23,23,265.696.137.559.686
2705356,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,25,,20,,,,,,,1,6,23,23,265.696.137.559.686
2705357,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,6,23,23,143.006.239.658.231
2705357,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,23,23,143.006.239.658.231
2705359,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,622.200.187.997.636
2705359,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,48,,,,,,,,,1,6,15,15,622.200.187.997.636
2705359,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,6,15,15,622.200.187.997.636
2705360,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,688.525.184.462.395
2705360,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,48,,,,,,,,,1,6,15,15,688.525.184.462.395
2705361,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,931.873.806.239.418
2705361,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,931.873.806.239.418
2705361,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,931.873.806.239.418
2705362,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,834.547.044.777.542
2705362,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,6,15,15,834.547.044.777.542
2705362,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,834.547.044.777.542
2705363,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,16,,,,,,,,,1,6,15,15,8.188.922.078.941
2705363,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,6,15,15,8.188.922.078.941
2705364,1,1,1,90,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,2,1,6,15,15,72.095.466.503.607
2705364,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,1,6,15,15,72.095.466.503.607
2705364,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,6,15,15,72.095.466.503.607
2705365,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,6,15,15,688.895.026.772.906
2705365,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,6,15,15,688.895.026.772.906
2705365,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,6,15,15,688.895.026.772.906
2705366,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,6,15,15,688.525.184.462.395
2705366,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,6,15,15,688.525.184.462.395
2705367,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,6,15,15,73.289.094.643.665
2705367,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,6,15,15,73.289.094.643.665
2705367,2,1,2,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,6,15,15,73.289.094.643.665
2705367,2,2,2,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,6,15,15,73.289.094.643.665
2705368,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,6,15,15,68.429.530.644.448
2705368,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,6,15,15,68.429.530.644.448
2705368,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,6,15,15,68.429.530.644.448
2705368,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,6,15,15,68.429.530.644.448
2705368,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,6,15,15,68.429.530.644.448
2705369,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,1,6,15,15,100.207.493.309.278
2705369,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,6,15,15,100.207.493.309.278
2705369,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,100.207.493.309.278
2705369,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,6,15,15,100.207.493.309.278
2705370,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,6,15,15,932.561.837.194.953
2705371,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,6,15,15,686.225.324.298.182
2705371,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,6,15,15,686.225.324.298.182
2705371,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,686.225.324.298.182
2705372,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,6,15,15,872.094.642.637.984
2705372,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,872.094.642.637.984
2705372,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,872.094.642.637.984
2705372,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,872.094.642.637.984
2705372,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,6,15,15,872.094.642.637.984
2705372,1,6,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,15,15,872.094.642.637.984
2705373,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,6,27,27,106.505.359.661.499
2705373,1,2,1,90,,2,1,2,2,2,2,2,2,2,1,,7,,,,,,,,10,1,6,27,27,106.505.359.661.499
2705373,1,3,1,90,,2,1,2,2,2,2,2,2,2,1,,7,,,,,,,,10,1,6,27,27,106.505.359.661.499
2705373,1,5,1,90,,2,1,2,2,2,2,2,2,2,1,,7,,,,,,,,10,1,6,27,27,106.505.359.661.499
2705374,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,6,27,27,106.505.359.661.499
2705375,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,6,27,27,247.686.882.933.719
2705375,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,6,27,27,247.686.882.933.719
2705375,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,6,27,27,247.686.882.933.719
2705377,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,6,27,27,247.686.882.933.719
