DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2709824,1,3,1,70,2,3,48,4,,2,3,4,,3,2,,,,,,,,,,1,,1,500000,2,61,61,1,1,1,115,6,54,120.319.200.079.043
2710427,1,2,1,70,2,3,50,1,,2,48,3,,1,1,,,,,,,,,,1,,2,,2,45,54,95,1,1,9500,6,63,766.732.287.463.174
2710457,1,3,1,70,2,12,48,1,,2,12,1,,9,1,,,,,,,,,,1,,2,,2,3,3,52,1,1,5211,6,63,784.337.399.045.083
2710460,1,2,1,70,2,2,48,3,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,55,55,95,1,1,9500,6,63,62.813.954.789.716
2710460,1,3,1,70,2,4,60,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,6,63,62.813.954.789.716
2710462,1,4,1,70,2,2,48,1,,2,2,1,,8,8,,,,,,,,,,1,,1,400000,2,39,34,55,1,1,5511,6,63,583.956.734.273.208
2710464,1,1,1,70,2,24,48,1,,2,24,1,,4,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5233,6,63,895.271.569.013.052
2710465,1,3,1,70,2,52,48,1,,2,52,4,,1,1,,,,,,,,,,1,,2,,2,45,61,1,1,2,123,6,63,609.234.899.107.056
2710485,1,3,1,70,2,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,6,63,950.955.305.242.223
2710489,1,3,1,70,2,8,48,4,,2,8,4,,1,5,,,,,,,,,,1,,2,,2,98,98,60,1,1,6031,6,63,810.992.955.997.888
2713623,1,2,1,70,2,16,50,3,,2,500,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,6,63,576.742.519.769.094
2713655,1,2,1,70,2,2,48,1,,2,80,4,,9,1,,,,,,,,,,1,,2,,2,59,59,85,1,1,8511,6,63,794.540.574.148.112
2713655,1,4,1,70,2,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,53,,,1,1,,6,63,794.540.574.148.112
2713876,1,3,1,70,2,8,72,3,,2,10,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,6,20,225.352.115.272.268
2716704,1,2,1,70,2,8,36,4,,2,240,4,,2,8,,,,,,,,,,1,,2,,2,61,80,19,1,1,1929,6,73,690.065.018.486.399
2716709,1,2,1,70,2,4,25,4,,2,4,4,,1,1,,,,,1,,,,,,,1,52000,2,61,53,55,1,1,5521,6,73,832.402.593.736.319
2716710,1,1,1,70,2,60,48,1,,2,144,4,,1,8,,,,,,,,,,1,,2,,2,55,53,55,1,2,5521,6,73,973.091.118.490.666
2716711,1,3,1,70,2,1,20,6,,2,4,6,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,140,6,73,807.268.672.885.362
2716716,1,2,1,70,2,4,32,1,,1,,,.,,,.,.,,,,,,,,,.,,,,55,,,1,1,,6,73,824.054.617.067.896
2716717,1,1,1,70,2,12,30,4,,1,,,.,,,.,.,,,,,,,,,.,,,,61,,,1,1,,6,73,628.847.128.086.047
2716718,1,2,1,70,2,58,10,4,,2,276,4,,1,1,,,,,,,,,,1,,2,,2,56,55,74,1,2,7493,6,73,147.858.949.626.107
2716721,1,1,1,70,2,32,40,4,,2,32,8,,1,1,,,,,,,,,,1,,2,,2,61,62,1,1,2,111,6,73,876.721.185.970.216
2716722,1,3,1,70,2,4,30,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,45,53,55,1,1,5529,6,73,540.748.978.742.012
2716729,1,2,1,70,2,48,25,4,,2,48,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,2,123,6,73,973.091.118.490.666
2716730,1,2,1,70,2,20,40,4,,2,20,4,,1,3,,,,,,,,,,1,,2,,2,41,77,15,1,2,1551,6,73,690.065.018.486.399
2716731,1,2,1,70,2,8,20,4,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,61,53,55,1,1,5521,6,73,717.233.999.816.481
2716732,1,1,1,70,2,8,20,2,,2,8,1,,4,1,,,,,,,,,,1,,2,,2,99,53,55,1,1,5511,6,73,794.307.483.376.266
2716732,1,3,1,70,2,2,20,8,,1,,,.,,,.,.,,,,,,,,,.,,,,62,,,1,1,,6,73,794.307.483.376.266
2716734,1,2,1,70,2,48,14,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,56,56,93,1,2,9301,6,73,415.932.899.776.708
2716735,1,2,1,70,2,5,30,4,,2,5,4,,1,1,,,,,,,,,,1,,1,10000,2,56,56,93,1,1,9301,6,73,809.426.643.226.554
2716735,1,5,1,70,2,2,50,8,,2,24,8,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,114,6,73,809.426.643.226.554
2716735,1,6,1,70,2,2,40,8,,2,24,8,,3,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,114,6,73,809.426.643.226.554
2716741,1,2,1,70,2,16,36,4,,1,,,.,,,.,.,,,,,,,,,.,,,,61,,,1,2,,6,73,681.513.696.988.367
2716763,1,2,1,70,2,12,20,4,,2,2,6,,3,1,,,,,,,,,,1,,2,,2,53,62,1,1,1,111,6,73,747.987.306.209.857
2716764,1,2,1,70,2,2,24,4,,2,2,7,,2,4,,,,,,,,,,1,,2,,2,62,62,1,1,1,111,6,73,843.715.981.906.968
