Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
3917486;1;3;1;2;1;1;1;1;4;1; ; ;50000000;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;2;2;1;1;2;8;1;01;2;01;17;1225,12913236739
3917487;1;2;1;2;1;1;1;1;4;1; ; ;40000000;50000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;4;2;1;2;2;1;1;2;8;1;01;2;01;17;1527,83266097756
3917488;1;5;1;2;1;1;1;1;4;4; ; ; ;250000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;1;2;2; ;1;1;1;4;3;1;2;2;1;1;2;8;1;01;2;01;17;1812,91499972414
3917489;1;2;1;2;1;1;1;1;4;4; ; ; ;40000; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;4;2;1;2;2;1;1;1;8;1;01;2;01;17;2036,55826441796
3917490;1;2;1;2;1;4;1;1;4;1; ; ;20000000;100000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;2;1;2;2;2;1;1; ;1;01;2;01;17;1372,52458934799
3917491;1;3;2;2;1;1;1;1;4;1; ; ;98;50000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;1;2;2;2; ;4;1;1;4;2;1;2;2;1;1;2;8;1;01;2;01;17;1112,10852043667
3917492;1;3;2;2;1;1;2;1;4;1; ; ;100000000;300000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;1;4;2;1;2;2;1;2;1;8; ;01;2;01;17;755,105735556983
3917493;1;2;2;2;1;1;1;1;4;1; ; ;98;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;5;1;1;1;2;1;2;2;1;1;1;8;1;01;2;01;17;755,105735556983
3917494;1;4;2;2;1;4;1;1;4;1; ; ;3000000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;2;1;1;1;2;1;2;2;2;1;1; ;1;01;2;01;17;1665,51954274354
3917496;1;1;1;2;1;1;1;1;4;1; ; ;98;150000; ;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;2;1;1;2;2;1;1;2;2; ;2;1;1;1;3;1;2;2;1;1;1;8;1;01;2;01;17;1242,92497068765
3918858;1;4;2;2;1;4;1;1;4;4; ; ; ;120000; ;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;5;1;1;4;1;1;2;2;2;1;1; ;2;01;2;01;13;2314,64311267117
3918859;1;4;3;2;1;4;1;1;3;1; ; ;25000000;200000; ;2;2;1;1;1;1;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;6;1;1;1;4;1;1;2;2;1;1; ;2;01;2;01;13;2459,58268503228
