Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;p6269;Dpto;Fex_c_2011
3922395;1;1;1;10;1;1;1;11;1967;48;1;2;2;1;180; ; ; ;2;1;2; ;3;5; ;2;5;01; ;41;1019,03541339174
3922395;1;2;1;10;2;2;1;5;1969;46;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;41;1019,03541339174
3922395;1;3;1;10;2;2;1;10;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;41;1019,03541339174
3922395;2;1;2;10;1;1;1;7;1988;27;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;41;1019,03541339174
3922395;2;2;2;10;2;2;1;10;1991;24;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;41;1019,03541339174
3922395;2;3;2;10;2;1;1;3;2009;6;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;41;1019,03541339174
3922395;2;4;2;10;2;2;1;1;2015;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;41;1019,03541339174
3922396;1;1;1;10;1;2;1;7;1954;61;1;4;1; ; ;2;5; ;2;1;2; ;4;7; ;2;7;01; ;41;928,922192676531
3922399;1;1;1;10;1;1;1;8;1979;36;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;41;2058,77966886755
3922399;1;2;1;10;2;2;1;12;1984;31;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;41;2058,77966886755
3922399;1;3;1;10;3;1;1;1;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;41;2058,77966886755
3922399;1;4;1;10;2;2;1;5;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;41;2058,77966886755
3922399;1;5;1;10;2;2;1;9;2008;7;3; ;1; ; ;3; ; ;2;2;1;1;3;1; ;2;1;01; ;41;2058,77966886755
3922399;1;6;1;10;2;2;1;8;2011;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;41;2058,77966886755
3922400;1;1;1;10;2;1;1;6;1982;33;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;41;2058,77966886755
3922400;1;2;1;10;2;2;1;9;1988;27;2;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;41;2058,77966886755
3922400;1;3;1;10;2;1;1;4;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;41;2058,77966886755
3922400;1;4;1;10;2;2;1;4;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;41;2058,77966886755
3922400;1;5;1;10;2;1;1;10;2010;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;41;2058,77966886755
3922400;1;6;1;10;2;2;1;8;2015;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;41;2058,77966886755
3922401;1;1;1;10;1;1;1;11;1986;29;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;41;1929,11421690443
3922401;1;2;1;10;2;2;1;10;1989;26;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;41;1929,11421690443
3922401;1;3;1;10;2;2;1;8;2010;5;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;41;1929,11421690443
3922401;1;4;1;10;2;2;1;7;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;41;1929,11421690443
3922404;1;1;1;10;1;1;1;6;1937;78;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;41;835,072106688089
3922404;1;2;1;10;2;2;1;8;1947;68;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;41;835,072106688089
3922405;1;1;1;10;1;1;1;12;1938;77;1;3;1; ; ;1;5; ;2;1;2; ;3;2; ;2;2;01; ;41;835,072106688089
3922405;1;2;1;10;2;2;1;3;1953;62;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;01; ;41;835,072106688089
3922406;1;1;1;10;1;1;1;5;1950;65;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;41;781,127188090988
3922406;1;2;1;10;2;2;1;2;1958;57;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;41;781,127188090988
3922406;1;3;1;10;3;1;1;2;1991;24;3;1;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;41;781,127188090988
3922406;1;4;1;10;4;2;1;7;1994;21;5;1;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;41;781,127188090988
3922408;1;1;1;10;1;1;1;11;1982;33;1;3;2;1;6; ; ; ;2;1;2; ;5;11;2;2;11;01; ;41;1131,52606757925
3922408;1;2;1;10;2;2;1;10;1986;29;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;41;1131,52606757925
3922408;1;3;1;10;2;1;1;9;2012;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;41;1131,52606757925
3922408;1;4;1;10;2;1;1;10;2013;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;41;1131,52606757925
3922409;1;1;1;10;1;1;1;7;1973;42;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;41;1402,9807503179
3922409;1;2;1;10;2;2;1;7;1980;35;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;41;1402,9807503179
3922409;1;3;1;10;3;1;1;4;1998;17;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;2;11;01;2;41;1402,9807503179
3922409;1;4;1;10;4;1;1;9;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;41;1402,9807503179
3922409;1;5;1;10;5;2;1;4;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;41;1402,9807503179
3922409;1;6;1;10;6;1;1;7;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;41;1402,9807503179
3922410;1;1;1;10;1;1;1;4;1981;34;1;3;1; ; ;3; ; ;2;1;1;2;3;1; ;2;1;01; ;41;1693,01994290972
3922410;1;2;1;10;2;2;1;8;1981;34;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;41;1693,01994290972
3922410;1;3;1;10;3;1;1;4;2000;15;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;41;1693,01994290972
3922410;1;4;1;10;2;2;1;9;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;41;1693,01994290972
3922411;1;1;1;10;1;1;1;1;1976;40;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;41;1098,11896586634
3922411;1;2;1;10;2;2;1;11;1978;37;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;41;1098,11896586634
3922411;1;3;1;10;3;2;1;4;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;01; ;41;1098,11896586634
3922411;1;4;1;10;4;1;1;3;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;41;1098,11896586634
3922411;1;5;1;10;1;1;1;12;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;41;1098,11896586634
3922412;1;1;1;10;1;1;1;10;1977;38;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;41;793,257181414767
3922412;1;2;1;10;2;2;1;10;1981;34;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;41;793,257181414767
3922412;1;3;1;10;3;2;1;4;2000;15;3;6;1; ; ;3; ; ;2;1;1;2;4;8; ;2;8;01; ;41;793,257181414767
3922412;1;4;1;10;2;1;1;9;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;41;793,257181414767
3922418;1;1;1;10;1;1;1;11;1968;47;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;41;1135,25086992377
3922418;1;2;1;10;2;2;1;5;1950;65;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;41;1135,25086992377
3922420;1;1;1;10;1;1;1;1;1980;36;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;41;1019,07379241603
3922420;1;2;1;10;2;2;1;6;1994;21;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;41;1019,07379241603
3922420;1;3;1;10;2;1;1;1;2015;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;41;1019,07379241603
3922421;1;1;1;10;1;1;1;8;1998;17;1;6;2;1;24; ; ; ;2;1;2; ;4;7; ;2;7;01; ;41;1639,11340333691
3922421;1;2;1;10;2;1;1;10;2000;15;5;6;2;1;24; ; ; ;2;1;2; ;4;6; ;2;6;01; ;41;1639,11340333691
3922423;1;1;1;10;1;2;1;8;1952;63;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;41;1133,33384447357
3922423;1;2;1;10;2;2;1;8;1988;27;3;4;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;41;1133,33384447357
3922423;1;3;1;10;3;2;1;12;1990;25;3;4;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;41;1133,33384447357
3922423;1;4;1;10;3;2;1;5;2008;7;4; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;41;1133,33384447357
3922423;1;5;1;10;3;2;1;10;2012;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;41;1133,33384447357
3922423;1;6;1;10;6;2;1;2;1960;55;7;3;1; ; ;2;1;48000;2;1;2; ;6;5;4;2;16;01; ;41;1133,33384447357
3922424;1;1;1;10;2;1;1;8;1976;39;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;41;630,557380746889
3922424;1;2;1;10;2;2;1;1;1979;37;2;3;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;41;630,557380746889
3922424;1;3;1;10;2;2;1;7;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;41;630,557380746889
3922424;1;4;1;10;2;1;1;8;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;41;630,557380746889
3922425;1;1;1;10;1;2;1;5;1965;50;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;41;1392,75897545146
3922425;1;2;1;10;2;1;1;9;1993;22;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;41;1392,75897545146
3922425;1;3;1;10;1;1;1;9;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;41;1392,75897545146
3922425;1;4;1;10;1;1;1;8;2003;12;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;41;1392,75897545146
3922427;1;1;1;10;1;1;1;9;1942;73;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;41;1247,72946118256
3922427;1;2;1;10;3;2;1;3;1952;63;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;41;1247,72946118256
3922427;1;3;1;10;3;1;1;8;1979;36;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;41;1247,72946118256
3922427;1;4;1;10;4;1;1;6;1981;34;3;4;2;1;72; ; ; ;2;1;2; ;5;11;2;2;11;01; ;41;1247,72946118256
3922428;1;1;1;10;1;1;1;2;1944;71;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;41;925,223706427588
3922428;1;2;1;10;2;1;1;6;1978;37;3;6;2;1;12; ; ; ;2;1;2; ;3;2; ;2;2;01; ;41;925,223706427588
3922428;1;3;1;10;1;2;1;3;2005;10;4;6;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;41;925,223706427588
3922428;1;4;1;10;1;1;1;12;2006;9;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;41;925,223706427588
3922429;1;1;1;10;1;2;1;12;1950;65;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;41;1233,7839771281
3922429;1;2;1;10;2;1;1;1;2000;16;4;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;41;1233,7839771281
3922430;1;1;1;10;1;1;1;10;1992;23;1;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;41;1334,25161888534
3922431;1;1;1;10;2;1;1;1;1983;33;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;41;1029,35145540948
3922431;1;2;1;10;2;2;1;6;1983;32;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;41;1029,35145540948
3922431;1;3;1;10;2;2;1;10;2005;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;41;1029,35145540948
3922431;1;4;1;10;2;2;1;11;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;41;1029,35145540948
3923880;1;1;1;10;1;2;1;2;1990;25;1;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;19;581,028185518103
3923880;1;2;1;10;1;2;1;1;2010;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;19;581,028185518103
3923881;1;1;1;10;1;1;1;8;1982;33;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;19;690,79197201285
3923881;1;2;1;10;2;2;1;12;1982;33;2;2;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;19;690,79197201285
3923881;1;3;1;10;2;2;1;5;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;01; ;19;690,79197201285
3923881;1;4;1;10;2;1;1;3;2005;10;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;19;690,79197201285
3923881;1;5;1;10;5;2;1;6;1946;69;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;19;690,79197201285
3923882;1;1;1;10;1;2;1;8;1963;52;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;19;626,458279063887
3923882;1;2;1;10;2;1;1;6;1994;21;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;19;626,458279063887
3923882;1;3;1;10;3;1;1;5;1998;17;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;19;626,458279063887
3923882;1;4;1;10;1;2;1;12;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;19;626,458279063887
3923882;1;5;1;10;1;1;1;7;2002;13;3;6;1; ; ;3; ; ;1;1;1;1;4;6; ;2;6;01; ;19;626,458279063887
3923883;1;1;1;10;1;2;1;11;1972;43;1;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;19;524,920426499248
3923883;1;2;1;10;1;2;1;4;1999;16;3;6;1; ; ;9; ; ;2;1;1;1;4;8; ;2;8;01; ;19;524,920426499248
3923884;1;1;1;10;1;1;1;10;1939;76;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;19;524,920426499248
3923884;1;2;1;10;2;2;1;1;1941;75;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;19;524,920426499248
3923884;1;3;1;10;3;2;1;8;1964;51;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;19;524,920426499248
3923885;1;1;1;10;1;1;1;1;1956;60;1;3;1; ; ;2;5; ;2;1;2; ;3;2; ;2;2;01; ;19;1088,63251744551
3923885;1;2;1;10;2;2;1;6;1958;57;2;3;1; ; ;2;5; ;2;1;2; ;3;2; ;2;2;01; ;19;1088,63251744551
3923885;1;3;1;10;2;1;1;1;1994;22;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;19;1088,63251744551
3923886;1;1;1;10;1;1;1;9;1974;41;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1092,10723140203
3923886;1;2;1;10;2;2;1;10;1977;38;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1092,10723140203
3923886;1;3;1;10;3;2;1;12;1994;21;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;19;1092,10723140203
3923886;1;4;1;10;1;2;1;2;2013;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;19;1092,10723140203
3923886;1;5;1;10;5;2;1;3;1998;17;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;19;1092,10723140203
3923886;1;6;1;10;1;1;1;2;2000;15;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;19;1092,10723140203
3923886;1;7;1;10;1;1;1;4;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;19;1092,10723140203
3923887;1;1;1;10;1;1;1;7;1961;54;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;19;1070,33545166934
3923887;1;2;1;10;2;2;1;12;1962;53;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;19;1070,33545166934
3923887;1;3;1;10;3;1;1;4;1998;17;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1070,33545166934
3923887;1;4;1;10;1;2;1;11;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;19;1070,33545166934
3923887;1;5;1;10;2;1;1;3;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;19;1070,33545166934
3923887;1;6;1;10;2;2;1;5;2005;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;19;1070,33545166934
3923887;1;7;1;10;1;1;1;2;2011;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;19;1070,33545166934
3923888;1;1;1;10;1;1;2; ; ;47;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;19;1733,88546911373
3923888;1;2;1;10;2;1;1;7;1994;21;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;19;1733,88546911373
3923889;1;1;1;10;1;1;1;5;1963;52;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;19;2099,68170599699
3923889;1;2;1;10;2;2;1;11;1966;49;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;2099,68170599699
3923889;1;3;1;10;3;1;1;1;1984;32;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;19;2099,68170599699
3923889;1;4;1;10;4;2;1;2;1991;24;3;1;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;19;2099,68170599699
3923889;1;5;1;10;5;1;1;12;1984;31;5;1;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;2099,68170599699
3923889;1;6;1;10;4;2;1;9;2011;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;19;2099,68170599699
3923889;1;7;1;10;4;2;1;5;2015;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;19;2099,68170599699
3923891;1;1;1;10;1;1;1;11;1987;28;1;6;1; ; ;1;1;39640;2;1;2; ;6;5;4;2;16;01; ;19;1615,18457909087
3923892;1;1;1;10;1;1;1;2;1954;61;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;19;1283,11417971517
3923892;1;2;1;10;2;2;1;12;1957;58;2;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;19;1283,11417971517
3923892;1;3;1;10;3;2;1;10;1975;40;3;2;1; ; ;9; ; ;2;1;2; ;6;6;5;2;17;01; ;19;1283,11417971517
3923892;1;4;1;10;3;1;2; ; ;58;5;2;9; ; ; ; ; ;2;1;2; ;5;11;2;2;11;01; ;19;1283,11417971517
3923892;1;5;1;10;2;1;1;12;2001;14;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;19;1283,11417971517
3923892;1;6;1;10;2;2;1;3;2008;7;4; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;19;1283,11417971517
3923892;1;7;1;10;7;1;1;12;1982;33;3;2;1; ; ;3; ; ;2;1;2; ;6;2;3;2;13;01; ;19;1283,11417971517
3923892;1;8;1;10;8;2;1;1;1989;27;5;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;19;1283,11417971517
3923892;1;9;1;10;8;1;1;5;2009;6;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;19;1283,11417971517
3923892;1;10;1;10;8;1;1;7;2013;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;19;1283,11417971517
3923892;1;11;1;10;11;1;1;9;1992;23;5;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;19;1283,11417971517
3923892;1;12;1;10;1;1;2; ; ;6;9; ;2;2; ; ; ; ;1;2;1;1;3;0; ;2;0;01; ;19;1283,11417971517
3923893;1;1;1;10;1;1;1;1;1973;43;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1267,66769854081
3923893;1;2;1;10;2;2;1;6;1986;29;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1267,66769854081
3923893;1;3;1;10;1;1;1;6;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;19;1267,66769854081
3923893;1;4;1;10;2;1;1;4;2009;6;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;19;1267,66769854081
3923894;1;1;1;10;1;1;1;7;1975;40;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1383,77369165619
3923894;1;2;1;10;2;2;1;7;1984;31;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;19;1383,77369165619
3923894;1;3;1;10;2;1;1;4;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;19;1383,77369165619
3923894;1;4;1;10;2;1;1;1;2006;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;19;1383,77369165619
3923894;1;5;1;10;2;2;1;6;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;19;1383,77369165619
3923895;1;1;1;10;1;1;1;5;1978;37;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1218,93434526049
3923895;1;2;1;10;2;2;1;12;1984;31;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1218,93434526049
3923895;1;3;1;10;2;1;1;11;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;19;1218,93434526049
3923895;1;4;1;10;2;1;1;7;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;19;1218,93434526049
3923896;1;1;1;10;1;1;1;10;1963;52;1;2;2;1;12; ; ; ;1;1;2; ;3;1; ;2;1;01; ;19;973,406341379171
3923896;1;2;1;10;2;2;1;1;1969;47;2;2;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;01; ;19;973,406341379171
3923896;1;3;1;10;3;2;1;10;1994;21;3;6;1; ; ;3; ; ;1;1;2; ;5;11;2;2;11;01; ;19;973,406341379171
3923896;1;4;1;10;4;2;1;9;1996;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;19;973,406341379171
3923896;1;5;1;10;2;1;1;10;2001;14;3;6;1; ; ;3; ; ;1;1;1;1;4;7; ;2;7;01; ;19;973,406341379171
3923896;1;6;1;10;2;2;1;12;2008;7;3; ;1; ; ;3; ; ;1;1;1;1;3;2; ;2;2;01; ;19;973,406341379171
3923897;1;1;1;10;1;2;1;5;1983;32;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1075,5462247052
3923897;1;2;1;10;1;2;1;3;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;19;1075,5462247052
3923897;1;3;1;10;1;2;1;4;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;19;1075,5462247052
3923897;1;4;1;10;1;2;1;4;2009;6;3; ;1; ; ;3; ; ;1;1;1;1;3;1; ;2;1;01; ;19;1075,5462247052
3923897;1;5;1;10;1;2;1;6;2011;4;3; ;1; ; ;3; ; ;1;2;1;1;2;0; ;2;0;01; ;19;1075,5462247052
3923904;1;1;1;10;1;1;1;5;1980;35;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1218,93434526049
3923904;1;2;1;10;2;2;1;7;1971;44;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;19;1218,93434526049
3923904;1;3;1;10;3;1;1;2;1998;17;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;19;1218,93434526049
3923904;1;4;1;10;2;1;1;6;1999;16;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;19;1218,93434526049
3923905;1;1;1;10;1;2;1;5;1984;31;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;19;524,920426499248
3923905;1;2;1;10;1;2;1;12;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;19;524,920426499248
3923905;1;3;1;10;1;2;1;12;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;19;524,920426499248
3923905;1;4;1;10;1;2;1;6;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;19;524,920426499248
3923905;1;5;1;10;5;2;1;2;1956;59;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;19;524,920426499248
3923906;1;1;1;10;1;1;1;1;1971;45;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1634,19069535949
3923906;1;2;1;10;2;2;1;8;1997;18;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;19;1634,19069535949
3923906;1;3;1;10;2;2;1;3;2015;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;19;1634,19069535949
3923907;1;1;1;10;1;2;1;6;1978;37;1;2;1; ; ;3; ; ;1;1;2; ;3;1; ;2;1;01; ;19;718,735191809574
3923907;1;2;1;10;2;2;1;1;2001;15;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;19;718,735191809574
3923907;1;3;1;10;2;2;1;9;2013;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;19;718,735191809574
3923907;1;4;1;10;1;1;1;12;2005;10;3;6;1; ; ;3; ; ;2;2;1;1;3;1; ;2;1;01; ;19;718,735191809574
3923907;1;5;1;10;1;2;1;7;2008;7;3; ;1; ; ;3; ; ;1;1;1;1;3;1; ;2;1;01; ;19;718,735191809574
3923908;1;1;1;10;1;1;1;2;1982;34;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1138,07492121827
3923908;1;2;1;10;2;2;1;9;1983;32;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;19;1138,07492121827
