Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3905890;1;4;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;188,873926157834
3905893;1;2;1;80;17;1;1;3; ;2; ;2; ; ; ; ;9;2;1;01;17;216,255949596019
3905894;1;2;1;80;17;1;4;3; ;2; ;2; ; ;4; ;8;1;1;01;17;134,222090167102
3905895;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;142,792917674491
3905895;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;142,792917674491
3905896;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;156,677950478752
3905898;1;2;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;157,46192530698
3905898;1;3;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;157,46192530698
3905899;1;2;1;80;17;1;3;7; ;2; ;2; ; ; ; ;9;2;1;01;17;186,632353205268
3905899;1;3;1;80;17;1;3;2; ;2; ;2; ; ; ; ;2;2;1;01;17;186,632353205268
3905900;1;1;1;80;17;1;4;5; ;3; ;2; ; ;3; ;1;1;1;01;17;148,107122971363
3905901;1;1;1;80;17;1;2;8; ;2; ;2; ; ; ; ;2;2;1;01;17;195,262838049898
3905906;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;17;133,438115338874
3905906;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;133,438115338874
3905907;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;164,702424677401
3905910;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;189,512382314498
3905911;1;2;1;80;17;1;4;3; ;1;1;2; ; ;2; ;9;1;1;01;17;261,552983251134
3905912;1;1;1;80;17;1;4;4; ;3; ;2; ; ; ; ;10;2;1;01;17;480,575429754028
3905912;2;2;2;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;480,575429754028
3905912;3;3;3;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;480,575429754028
3905912;3;4;3;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;480,575429754028
3905916;1;2;1;80;17;1;3;3; ;2; ;2; ; ; ; ;9;2;1;01;17;516,393885243634
3905916;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;516,393885243634
3905916;1;4;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;516,393885243634
3905917;1;2;1;80;17;1;3;3; ;2; ;2; ; ; ; ;9;2;1;01;17;390,260834842673
3905919;1;1;1;80;17;1;4;4; ;3; ;2; ; ; ; ;10;2;1;01;17;370,1244614161
3905919;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;370,1244614161
3905920;1;3;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;01;17;300,287039830248
3905920;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;300,287039830248
3905921;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;340,965808841633
3905921;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;340,965808841633
3905922;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;348,114454026036
3905922;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;17;348,114454026036
3905926;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;416,302793070346
3905927;1;1;1;80;17;1;1;8; ;2; ;1;700000; ; ; ;8;2;1;01;17;535,89535523065
3905927;1;4;1;80;17;1;3;3; ;2; ;2; ; ; ; ;9;2;1;01;17;535,89535523065
3905927;1;5;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;535,89535523065
3905975;1;2;1;80;76;1;1;8; ;2; ;1;400000; ; ; ;2;2;1;01;76;1103,44606869084
3905975;1;3;1;80;76;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;76;1103,44606869084
3905977;1;2;1;80;76;1;2;5; ;3; ;2; ; ; ; ;10;2;1;01;76;836,482737385909
3905978;1;1;1;80;76;1;4;7; ;3; ;2; ; ; ; ;11;2;1;01;76;862,466655302567
3905978;1;2;1;80;76;1;4;7; ;2; ;2; ; ; ; ;7;2;1;01;76;862,466655302567
3905978;1;3;1;80;76;2; ; ; ;2; ;2; ;1;1; ;2; ;1;01;76;862,466655302567
3905980;1;1;1;80;76;1;4;4; ;3; ;2; ; ; ; ;4;2;1;01;76;652,267567782742
3905980;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;76;652,267567782742
3905980;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;76;652,267567782742
3905981;1;3;1;80;76;1;1;8; ;2; ;2; ; ; ; ;2;2;1;01;76;933,759551063908
3905981;1;4;1;80;76;1;1;9;SE RETIRO PORQUE EL NEGOCIO SE FUE A VENDER EN FERIAS DE PUEBLOS;2; ;1;150000; ; ; ;11;2;1;01;76;933,759551063908
3905981;1;5;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;76;933,759551063908
3906006;1;1;1;80;66;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;66;223,539711241814
3906006;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;66;223,539711241814
3906006;1;3;1;80;66;1;4;2; ;1;2;2; ; ; ; ;2;2;1;01;66;223,539711241814
3906009;1;1;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;66;241,348226085779
3906010;1;1;1;80;66;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;66;249,869493075093
3906011;1;2;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;66;390,79145868966
3906012;1;1;1;80;66;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;66;173,847223966945
3906012;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;8;2;1;01;66;173,847223966945
3906012;1;4;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;66;173,847223966945
3906013;1;3;1;80;66;1;2;2; ;2; ;2; ; ; ; ;2;2;1;01;66;252,539940837668
3906015;1;1;1;80;66;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;66;202,85718603737
3906015;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;66;202,85718603737
3906016;1;1;1;80;66;1;3;5; ;3; ;2; ; ; ; ;10;2;1;01;66;331,821456034711
3906016;1;4;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;66;331,821456034711
3906018;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;66;244,443781925205
3906018;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;66;244,443781925205
3906019;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;66;249,869493075093
3906021;1;2;1;80;66;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;66;241,348226085779
3906022;1;3;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;66;182,368490956258
3906024;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;66;290,837150762745
3906025;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;66;290,837150762745
3906026;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;66;252,539940837668
3906076;1;2;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;223,204426911245
3906076;1;4;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;17;223,204426911245
3906076;1;5;1;80;17;1;1;6; ;2; ;1;300000; ; ; ;11;2;1;01;17;223,204426911245
3906078;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;178,587457481663
3906079;1;2;1;80;17;1;1;2; ;2; ;1;50000; ; ; ;2;2;1;01;17;164,782503539598
3906080;1;2;1;80;17;1;2;3; ;1;2;2; ; ; ; ;9;2;1;01;17;119,663185404824
3906080;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;119,663185404824
3906080;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;119,663185404824
3906081;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;164,702424677401
3906081;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;164,702424677401
3906082;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;238,631731045473
3906085;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;189,512382314498
3906087;1;2;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;166,032752814369
3906087;1;3;1;80;17;1;3;2; ;2; ;2; ; ; ; ;2;2;1;01;17;166,032752814369
3906087;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;166,032752814369
3906089;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;158,24807297597
3906093;1;2;1;80;17;1;1;8; ;2; ;2; ; ; ; ;2;2;1;01;17;210,079537194713
3906095;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;225,610751931636
3906096;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;143,576892502718
3906096;1;4;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;17;143,576892502718
3906097;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;147,323148143135
3906098;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;8;2;1;01;17;156,597871616555
3906099;1;1;1;80;17;1;1;8; ;3; ;2; ; ;1; ;1;1;1;01;17;182,947927742855
3906099;1;2;1;80;17;1;4;4; ;3; ;2; ; ; ; ;1;2;1;01;17;182,947927742855
3906100;1;3;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;01;17;123,237507997026
3906100;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;123,237507997026
3906101;1;4;1;80;17;1;1;3; ;2; ;1;210000; ; ; ;9;2;1;01;17;203,545106631085
3906102;1;2;1;80;17;1;2;3; ;2; ;2; ; ; ; ;9;2;1;01;17;208,151396535173
3906103;1;2;1;80;17;1;4;7; ;2; ;2; ; ; ; ;4;2;1;01;17;164,702424677401
3906104;1;2;1;80;17;1;3;5; ;3; ;2; ; ; ; ;10;2;1;01;17;150,143519915124
3906104;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;150,143519915124
3906104;1;4;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;150,143519915124
3906105;1;2;1;80;17;1;1;3; ;2; ;1;60000; ; ; ;9;2;1;01;17;175,707428372433
3906105;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;175,707428372433
3906106;1;1;1;80;17;1;4;2; ;2; ;2; ; ; ; ;2;2;1;01;17;195,262838049898
3906110;1;1;1;80;17;1;4;4; ;3; ;2; ; ; ; ;10;2;1;01;17;164,702424677401
3906110;1;2;1;80;17;1;4;8; ;2; ;2; ; ; ; ;9;2;1;01;17;164,702424677401
3906113;1;1;1;80;17;1;1;9;CAMBIO DE CIUDAD;2; ;2; ; ; ; ;1;2;1;01;17;175,707428372433
3906113;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;175,707428372433
3906116;1;1;1;80;17;1;1;8; ;2; ;1;500000; ; ; ;1;2;1;01;17;164,782503539598
3906116;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;164,782503539598
3906118;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;172,02300291002
3906119;1;3;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;01;17;203,545106631085
3906136;1;1;1;80;52;1;3;5; ;3; ;2; ; ; ; ;10;2;1;01;52;138,899487910507
3906136;1;2;1;80;52;1;3;5; ;3; ;2; ; ; ; ;10;2;1;01;52;138,899487910507
3906137;1;1;1;80;52;1;2;4; ;3; ;2; ; ; ; ;4;2;1;01;52;116,023402941769
3906137;1;2;1;80;52;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;52;116,023402941769
3906143;1;1;1;80;52;1;3;4; ;3; ;2; ; ; ; ;10;2;1;01;52;152,360866536379
3906145;1;2;1;80;52;1;1;3; ;2; ;2; ; ; ; ;9;2;1;01;52;190,763744058062
3906145;1;3;1;80;52;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;52;190,763744058062
3906148;1;2;1;80;52;1;1;1; ;2; ;1;800000; ; ; ;8;2;1;01;52;228,280561544209
3906148;1;3;1;80;52;2; ; ; ;2; ;2; ;1;1; ;2; ;1;01;52;228,280561544209
3906149;1;1;1;80;52;1;2;4; ;2; ;2; ; ; ; ;4;2;1;01;52;207,187134980879
3906149;1;4;1;80;52;1;2;3; ;2; ;2; ; ; ; ;9;2;1;01;52;207,187134980879
3906149;1;6;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;52;207,187134980879
