DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;P6290;P6290S1;DPTO;fex_c_2011
1045490;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;23;3202,04521379267
1045490;1;5;1;50;2;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;3202,04521379267
1045490;1;6;1;50;2;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;23;3202,04521379267
1045493;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2096,05880511097
1045493;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;23;2096,05880511097
1045495;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2891,92244096278
1045495;1;2;1;50;2;2;6;DESCANSANDO POR ENFERMEDAD;2;2;2;2;2; ; ; ; ; ; ; ; ; ;23;2891,92244096278
1045495;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2891,92244096278
1045495;1;4;1;50;2;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;23;2891,92244096278
1045495;1;6;1;50;2;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2891,92244096278
1045495;1;7;1;50;2;7;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;23;2891,92244096278
1045497;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2096,05880511097
1045497;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;23;2096,05880511097
1046227;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;603,403228465656
1046228;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;556,726712071327
1046228;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;556,726712071327
1046228;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;556,726712071327
1046228;2;1;2;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;556,726712071327
1046233;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;575,028864807574
1046233;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;575,028864807574
1046233;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;575,028864807574
1046233;1;4;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;575,028864807574
1046239;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;1063,74520504471
1046239;2;1;2;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;1063,74520504471
1046239;2;2;2;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;1063,74520504471
1046242;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;571,16089583482
1046242;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;571,16089583482
1046242;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;571,16089583482
1046242;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;571,16089583482
1046242;1;5;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;571,16089583482
1046245;1;1;1;50;2;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;41;490,585788614386
1046245;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;490,585788614386
1046245;1;3;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;490,585788614386
1046247;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;649,910770870839
1046247;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;649,910770870839
1046247;1;3;1;50;2;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;649,910770870839
1046264;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;302,289984880864
1046264;1;2;1;50;2;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;302,289984880864
1046264;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;302,289984880864
1046264;1;4;1;50;2;4;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;41;302,289984880864
1046264;1;5;1;50;2;6;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;302,289984880864
1046264;1;6;1;50;2;6;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;41;302,289984880864
1046266;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;810,424223948281
1046266;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;810,424223948281
1046268;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;871,501464253085
1046268;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;871,501464253085
1046268;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;871,501464253085
1046270;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;878,514600742189
1046270;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;41;878,514600742189
1046274;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;546,661619480978
1046274;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;546,661619480978
1046274;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;546,661619480978
1046274;1;4;1;50;2;4;6;VIAJANDO;2;2;2;2;1;11; ; ; ; ; ; ; ; ;41;546,661619480978
1046276;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;372,559382533521
1046276;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;372,559382533521
1046276;1;3;1;50;2;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;372,559382533521
1046279;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;762,981874166248
1046279;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;762,981874166248
1046279;1;3;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;762,981874166248
1046281;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;810,087118030366
1046281;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;810,087118030366
1046281;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;810,087118030366
1046281;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;810,087118030366
1046281;1;5;1;50;2;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;810,087118030366
1046283;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;473,568517862599
1046283;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;473,568517862599
1046283;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;473,568517862599
1046286;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;622,577072804451
1046286;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;622,577072804451
1046286;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;622,577072804451
1046286;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;622,577072804451
1046286;1;5;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;622,577072804451
1046289;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;631,54054147544
1046289;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;631,54054147544
1046289;1;3;1;50;2;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;631,54054147544
1046289;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;631,54054147544
1046289;1;5;1;50;2;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;631,54054147544
1046289;1;6;1;50;2;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;631,54054147544
1046289;1;7;1;50;2;7;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;631,54054147544
1046292;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;701,431452239151
1046292;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;701,431452239151
1046292;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;701,431452239151
1046292;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;701,431452239151
1046292;1;5;1;50;2;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;701,431452239151
1046296;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;509,843075426957
1046296;1;2;1;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;41;509,843075426957
1046297;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;611,915485520746
1046297;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;611,915485520746
1046301;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;541,767275023189
1046301;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;541,767275023189
1046301;2;1;2;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;541,767275023189
1046303;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;609,675469459963
1046303;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;609,675469459963
1046303;1;5;1;50;2;5;4; ;2;2;2;2;1;13;PORQUE NO TIENE  ESTUDIO; ; ; ; ; ; ; ;41;609,675469459963
1046305;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;759,424919896613
1046305;1;2;1;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;41;759,424919896613
1046307;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;1046,03954700182
1046307;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;1046,03954700182
1046307;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;1046,03954700182
1046307;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;1046,03954700182
1046307;1;5;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;1046,03954700182
1046307;1;6;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;1046,03954700182
1046309;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;585,462879861936
1046309;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;585,462879861936
1046309;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;585,462879861936
1046309;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;585,462879861936
1046311;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;760,924040462599
1046311;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;41;760,924040462599
1046311;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;760,924040462599
1046311;1;5;1;50;2;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;760,924040462599
1046314;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;449,355928264572
1046314;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;449,355928264572
1046314;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;449,355928264572
1046314;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;449,355928264572
1046317;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;354,478837017022
1046317;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;354,478837017022
1046317;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;354,478837017022
1046318;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;507,785241723308
1046318;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;507,785241723308
1046318;1;3;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;507,785241723308
1046319;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;514,971598436867
1046319;1;2;1;50;2;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;41;514,971598436867
1046319;1;3;1;50;2;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;514,971598436867
1046319;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;514,971598436867
1046319;1;5;1;50;2;5;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;41;514,971598436867
1046321;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;552,422897297299
1046321;1;2;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;552,422897297299
1046321;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;552,422897297299
1046324;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;759,424919896613
1046324;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;759,424919896613
1046326;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;626,874922568884
1046326;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;626,874922568884
1046326;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;626,874922568884
1046328;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;714,692770674573
1046328;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;714,692770674573
1046328;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;714,692770674573
1046328;1;6;1;50;2;6;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;714,692770674573
1046328;1;7;1;50;2;7;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;714,692770674573
1046331;1;1;1;50;2;1;6;INCAPACITADO TEMPORAL PARA TRABAJAR POR PROBLEMAS DE SALUD EN LA COLUMNA;2;2;2;2;1;11; ; ; ; ; ; ; ; ;41;731,569844513581
1046331;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;41;731,569844513581
1046335;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;762,462585891198
1046335;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;762,462585891198
1046335;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;762,462585891198
1046335;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;762,462585891198
1046335;2;1;2;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;762,462585891198
1046335;3;1;3;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;762,462585891198
1046337;1;1;1;50;2;1;4; ;2;2;2;2;1;2; ;1;2; ; ; ; ; ;41;595,462892916217
1046337;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;595,462892916217
1046343;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;372,559382533521
1046343;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;372,559382533521
1046343;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;372,559382533521
1046345;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;565,324500641787
1046345;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;565,324500641787
1046345;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;565,324500641787
1046345;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;565,324500641787
1046345;1;5;1;50;2;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;565,324500641787
1046347;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;1165,12922784739
1046347;1;2;1;50;2;2;4; ;2;2;2;2;1;13;TIENE LA HIJA MENOR ENFERMA; ; ; ; ; ; ; ;41;1165,12922784739
1046347;1;3;1;50;2;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;1165,12922784739
1046347;1;4;1;50;2;4;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;41;1165,12922784739
1046347;1;5;1;50;2;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;1165,12922784739
1046347;1;6;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;1165,12922784739
1046365;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;641,834359617023
1046365;1;2;1;50;2;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;41;641,834359617023
1046365;1;3;1;50;2;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ; ; ;41;641,834359617023
1046365;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;641,834359617023
1046367;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;605,377619695529
1046367;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;605,377619695529
1046367;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;605,377619695529
1046367;2;1;2;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;605,377619695529
1046367;2;2;2;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;41;605,377619695529
1046369;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;509,843075426957
1046369;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;509,843075426957
1046372;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;490,585788614386
1046372;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;490,585788614386
1046372;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;490,585788614386
1046374;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;759,424919896613
1046374;1;2;1;50;2;2;4; ;2;2;2;2;1;2; ;1;2; ; ; ; ; ;41;759,424919896613
1046375;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;335,740838479501
1046377;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;603,403228465656
1046380;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;373,736123829594
1046380;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;373,736123829594
1046381;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;622,577072804451
1046381;1;2;1;50;2;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;41;622,577072804451
1046381;1;3;1;50;2;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;622,577072804451
1046381;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;622,577072804451
1046381;1;5;1;50;2;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;622,577072804451
1046384;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;730,393103217509
1046384;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;730,393103217509
1046384;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;730,393103217509
1046387;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;556,290866270053
1046387;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;556,290866270053
1046388;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;557,467607566125
1046390;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;395,881917591291
1046390;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;395,881917591291
1046390;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;395,881917591291
1046390;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;395,881917591291
1046390;1;5;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;395,881917591291
1046394;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;509,843075426957
1046394;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;41;509,843075426957
1046395;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;548,125047532865
1046395;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;548,125047532865
1046395;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;548,125047532865
1046395;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;548,125047532865
1046395;1;5;1;50;2;5;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;41;548,125047532865
1046397;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;641,398513815748
1046397;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;641,398513815748
1046399;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;588,360348943742
1046399;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;588,360348943742
1046399;1;3;1;50;2;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;41;588,360348943742
1046399;1;4;1;50;2;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;41;588,360348943742
1046399;1;5;1;50;2;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;588,360348943742
1046402;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;876,274584681406
1046402;1;2;1;50;2;2;4; ;2;2;2;2;1;2; ;1;2; ; ; ; ; ;41;876,274584681406
1046402;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;876,274584681406
1046405;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;759,424919896613
1046405;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;759,424919896613
1046408;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;1058,2706139842
1046408;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;1058,2706139842
1046408;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;1058,2706139842
1046408;1;4;1;50;2;4;6;TUVO UN ACCIDENTE DE MOTO Y TIENE LA CLAVICULA PARTIDA;2;2;2;2;1;11; ; ; ; ; ; ; ; ;41;1058,2706139842
1046408;1;5;1;50;2;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;1058,2706139842
1046408;1;6;1;50;2;6;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;41;1058,2706139842
1046411;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;373,736123829594
1046411;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;373,736123829594
1046413;1;1;1;50;2;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;41;424,216139606212
1046413;2;1;2;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;424,216139606212
1046413;2;2;2;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;41;424,216139606212
1046413;2;3;2;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;424,216139606212
1046413;2;4;2;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;41;424,216139606212
1046416;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;785,874528432339
1046416;1;2;1;50;2;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;41;785,874528432339
1046416;1;3;1;50;2;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;41;785,874528432339
1046416;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;785,874528432339
1046416;1;5;1;50;2;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;785,874528432339
1046416;1;6;1;50;2;6;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;41;785,874528432339
1046418;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;594,286151620145
1046418;1;2;1;50;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;594,286151620145
1046418;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;594,286151620145
1046420;1;1;1;50;2;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;41;557,467607566125
